numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,remarks
180,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Eau de vie,Colonies Françaises de l'Amérique,29725,2nde classe marchandises originaires de France
181,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Farine,Colonies Françaises de l'Amérique,9162,2nde classe marchandises originaires de France
182,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Farine,Colonies Françaises de l'Amérique,101112,2nde classe marchandises originaires de France
183,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Farine,Colonies Françaises de l'Amérique,10325,2nde classe marchandises originaires de France
184,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Farine,Colonies Françaises de l'Amérique,13662,2nde classe marchandises originaires de France
185,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Farine,Colonies Françaises de l'Amérique,82591,2nde classe marchandises originaires de France
186,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Fer en clous,Colonies Françaises de l'Amérique,29840,2nde classe marchandises originaires de France
187,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Fer en clous,Colonies Françaises de l'Amérique,990,2nde classe marchandises originaires de France
188,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Fil divers,Colonies Françaises de l'Amérique,16232,2nde classe marchandises originaires de France
189,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Fil divers,Colonies Françaises de l'Amérique,2400,2nde classe marchandises originaires de France
190,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Fil divers,Colonies Françaises de l'Amérique,1150,2nde classe marchandises originaires de France
191,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Fruits secs,Colonies Françaises de l'Amérique,17823,2nde classe marchandises originaires de France
192,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Fruits secs,Colonies Françaises de l'Amérique,2395,2nde classe marchandises originaires de France
193,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Fruits secs,Colonies Françaises de l'Amérique,19779,2nde classe marchandises originaires de France
194,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Huile d'olive,Colonies Françaises de l'Amérique,2030,2nde classe marchandises originaires de France
195,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Huile d'olive,Colonies Françaises de l'Amérique,104104,2nde classe marchandises originaires de France
196,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Huile d'olive,Colonies Françaises de l'Amérique,4849,2nde classe marchandises originaires de France
197,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Huile d'olive,Colonies Françaises de l'Amérique,1929,2nde classe marchandises originaires de France
198,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Huile d'olive,Colonies Françaises de l'Amérique,56829,2nde classe marchandises originaires de France
199,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Liqueurs diverses,Colonies Françaises de l'Amérique,2385,2nde classe marchandises originaires de France
200,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Liqueurs diverses,Colonies Françaises de l'Amérique,43041,2nde classe marchandises originaires de France
201,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Liqueurs diverses,Colonies Françaises de l'Amérique,13512,2nde classe marchandises originaires de France
202,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Liqueurs diverses,Colonies Françaises de l'Amérique,4314,2nde classe marchandises originaires de France
203,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Suédoises,5,Liqueurs diverses,Colonies Françaises de l'Amérique,2010,2nde classe marchandises originaires de France
204,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Liqueurs diverses,Colonies Françaises de l'Amérique,40037,2nde classe marchandises originaires de France
205,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Marchandises sèches,Colonies Françaises de l'Amérique,3233,2nde classe marchandises originaires de France
206,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Marchandises sèches,Colonies Françaises de l'Amérique,309640,2nde classe marchandises originaires de France
207,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Marchandises sèches,Colonies Françaises de l'Amérique,17545,2nde classe marchandises originaires de France
208,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Marchandises sèches,Colonies Françaises de l'Amérique,4000,2nde classe marchandises originaires de France
209,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Marchandises sèches,Colonies Françaises de l'Amérique,48982,2nde classe marchandises originaires de France
210,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Marchandises diverses mêlées,Colonies Françaises de l'Amérique,36116,2nde classe marchandises originaires de France
211,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Marchandises diverses mêlées,Colonies Françaises de l'Amérique,12517,2nde classe marchandises originaires de France
212,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Parfumerie diverse,Colonies Françaises de l'Amérique,24077,2nde classe marchandises originaires de France
213,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Parfumerie diverse,Colonies Françaises de l'Amérique,1166,2nde classe marchandises originaires de France
214,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Parfumerie diverse,Colonies Françaises de l'Amérique,5910,2nde classe marchandises originaires de France
215,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Poudre à tirer,Colonies Françaises de l'Amérique,4720,2nde classe marchandises originaires de France
216,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Savon,Colonies Françaises de l'Amérique,12856,2nde classe marchandises originaires de France
217,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Savon,Colonies Françaises de l'Amérique,122752,2nde classe marchandises originaires de France
218,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Savon,Colonies Françaises de l'Amérique,27398,2nde classe marchandises originaires de France
219,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Savon,Colonies Françaises de l'Amérique,37916,2nde classe marchandises originaires de France
220,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Suédoises,5,Savon,Colonies Françaises de l'Amérique,18032,2nde classe marchandises originaires de France
221,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Savon,Colonies Françaises de l'Amérique,87300,2nde classe marchandises originaires de France
222,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Sel,Colonies Françaises de l'Amérique,496529,2nde classe marchandises originaires de France
223,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Sel,Colonies Françaises de l'Amérique,81782,2nde classe marchandises originaires de France
224,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Sel,Colonies Françaises de l'Amérique,13146,2nde classe marchandises originaires de France
225,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Sel,Colonies Françaises de l'Amérique,1483,2nde classe marchandises originaires de France
226,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Sel,Colonies Françaises de l'Amérique,2041,2nde classe marchandises originaires de France
227,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Souliers,Colonies Françaises de l'Amérique,28685,2nde classe marchandises originaires de France
228,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Souliers,Colonies Françaises de l'Amérique,2580,2nde classe marchandises originaires de France
229,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Souliers,Colonies Françaises de l'Amérique,7920,2nde classe marchandises originaires de France
230,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Toilerie de toute sorte,Colonies Françaises de l'Amérique,3950,2nde classe marchandises originaires de France
231,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Toilerie de toute sorte,Colonies Françaises de l'Amérique,1221173,2nde classe marchandises originaires de France
232,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Toilerie de toute sorte,Colonies Françaises de l'Amérique,1782,2nde classe marchandises originaires de France
233,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Toilerie de toute sorte,Colonies Françaises de l'Amérique,29548,2nde classe marchandises originaires de France
234,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Suédoises,5,Toilerie de toute sorte,Colonies Françaises de l'Amérique,4500,2nde classe marchandises originaires de France
235,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Toilerie de toute sorte,Colonies Françaises de l'Amérique,48071,2nde classe marchandises originaires de France
236,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Verrerie diverse,Colonies Françaises de l'Amérique,20000,2nde classe marchandises originaires de France
237,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Verrerie diverse,Colonies Françaises de l'Amérique,3438,2nde classe marchandises originaires de France
238,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Vin de france,Colonies Françaises de l'Amérique,72945,2nde classe marchandises originaires de France
239,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Vin de France,Colonies Françaises de l'Amérique,601821,2nde classe marchandises originaires de France
240,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Vin de France,Colonies Françaises de l'Amérique,81020,2nde classe marchandises originaires de France
241,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Vin de France,Colonies Françaises de l'Amérique,12856,2nde classe marchandises originaires de France
242,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Suédoises,5,Vin de France,Colonies Françaises de l'Amérique,11501,2nde classe marchandises originaires de France
243,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Vin de France,Colonies Françaises de l'Amérique,283900,2nde classe marchandises originaires de France
244,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Vin de liqueur et étranger,Colonies Françaises de l'Amérique,25500,2nde classe marchandises originaires de France
245,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Vin de liqueur et étranger,Colonies Françaises de l'Amérique,22708,2nde classe marchandises originaires de France
246,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Vin de liqueur et étranger,Colonies Françaises de l'Amérique,1650,2nde classe marchandises originaires de France
247,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Vin de liqueur et étranger,Colonies Françaises de l'Amérique,13400,2nde classe marchandises originaires de France
248,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Bestiaux et animaux,Colonies Françaises de l'Amérique,2500,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
249,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Bestiaux et animaux,Colonies Françaises de l'Amérique,10150,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
250,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Bestiaux et animaux,Colonies Françaises de l'Amérique,5340,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
251,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Suédoises,5,Bestiaux et animaux,Colonies Françaises de l'Amérique,3120,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
252,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Bestiaux et animaux,Colonies Françaises de l'Amérique,15178,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
253,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Bêtes de somme,Colonies Françaises de l'Amérique,11300,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
254,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Bêtes de somme,Colonies Françaises de l'Amérique,1200,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
255,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Bêtes de somme,Colonies Françaises de l'Amérique,17720,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
256,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Bêtes de somme,Colonies Françaises de l'Amérique,34100,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
257,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Suédoises,5,Bêtes de somme,Colonies Françaises de l'Amérique,9300,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
258,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Bêtes de somme,Colonies Françaises de l'Amérique,59960,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
259,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Beurre,Colonies Françaises de l'Amérique,2706,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
260,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Beurre,Colonies Françaises de l'Amérique,9373,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
261,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Beurre,Colonies Françaises de l'Amérique,2410,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
262,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Beurre,Colonies Françaises de l'Amérique,7122,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
263,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Bois de construction,Colonies Françaises de l'Amérique,24030,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
264,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Bois de construction,Colonies Françaises de l'Amérique,50000,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
265,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Portugaises,5,Bois de construction,Colonies Françaises de l'Amérique,50000,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
266,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Bois de construction,Colonies Françaises de l'Amérique,120958,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
267,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Bois de construction,Colonies Françaises de l'Amérique,66643,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
268,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Suédoises,5,Bois de construction,Colonies Françaises de l'Amérique,5636,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
269,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Bois de construction,Colonies Françaises de l'Amérique,305956,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
270,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions des États-Unis de l'Amérique,5,Merrain et feuillard,Colonies Françaises de l'Amérique,20654,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
271,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Espagnoles,5,Merrain et feuillard,Colonies Françaises de l'Amérique,1265,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
272,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Anglaises,5,Merrain et feuillard,Colonies Françaises de l'Amérique,26611,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
273,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Danoises,5,Merrain et feuillard,Colonies Françaises de l'Amérique,16222,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
274,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Suédoises,5,Merrain et feuillard,Colonies Françaises de l'Amérique,5420,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
275,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Colonies,1788,Exports,Possessions Hollandaises,5,Merrain et feuillard,Colonies Françaises de l'Amérique,31546,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
