numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,origine,quantity_unit,remarks,doubleaccounts
261,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Librairie,St Domingue,2200,,,,0
262,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Librairie,La Martinique,1200,,,,0
263,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Librairie,La Guadeloupe,1050,,,,0
264,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Librairie,Tabago,144,,,,0
265,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Liqueurs diverses,St Domingue,402,,muids,,0
267,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Liqueurs diverses,La Martinique,225,,bouteilles,,0
268,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Liqueurs diverses,Sénégal et Guinée,7302,,muids,,1
269,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Liqueurs diverses,Sénégal et Guinée,7302,,bouteilles,,2
270,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Marbre ouvré,St Domingue,4549,,,,0
271,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Marbre ouvré,La Martinique,590,,,,0
272,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Médicaments composés,St Domingue,4055,,,,0
273,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Médicaments composés,La Martinique,3730,,,,0
274,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Médicaments composés,Tabago,600,,,,0
275,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Médicaments composés,Sénégal et Guinée,2032,,,,0
276,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Marchandises à la valeur,St Domingue,13815,,,,0
277,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Marchandises à la valeur,La Martinique,5295,,,,0
278,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Marchandises à la valeur,La Guadeloupe,3964,,,,0
279,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Marchandises à la valeur,Tabago,4251,,,,0
280,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Marchandises à la valeur,Sénégal et Guinée,6952,,,,0
281,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mercerie,St Domingue,223725,,,,0
282,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mercerie,La Martinique,43965,,,,0
283,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mercerie,La Guadeloupe,34374,,,,0
284,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mercerie,Tabago,1012,,,,0
285,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mercerie,Sénégal et Guinée,13523,,,,0
286,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Meubles divers,St Domingue,103049,,,,0
287,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Meubles divers,La Martinique,23700,,,,0
288,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Meubles divers,La Guadeloupe,12970,,,,0
289,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Meubles divers,Sénégal et Guinée,598,,,,0
290,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Meules à taillandier,St Domingue,11196,,en nombre,,0
291,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Meules à taillandier,La Martinique,2448,,en nombre,,0
292,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Meules à taillandier,La Guadeloupe,1530,,en nombre,,0
293,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Meules à taillandier,Tabago,405,,en nombre,,0
294,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Miroirs de traite,La Guadeloupe,1200,,,,0
295,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Miroirs de traite,Sénégal et Guinée,872,,,,0
296,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mouchoirs de coton de France,St Domingue,3025,,douzaines,,0
297,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mouchoirs de coton de France,La Guadeloupe,4000,,douzaines,,0
298,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mouchoirs de coton de France,Sénégal et Guinée,2160,,douzaines,,0
299,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mouchoirs de coton de l'Inde,La Martinique,2750,,pièces,,0
300,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mouchoirs de coton de l'Inde,La Guadeloupe,2940,,pièces,,0
301,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mouchoirs de coton de l'Inde,Sénégal et Guinée,3500,,pièces,,0
302,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mouchoirs de fil,St Domingue,75956,,douzaines,,0
303,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mouchoirs de fil,La Martinique,46242,,douzaines,,0
304,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mouchoirs de fil,La Guadeloupe,17600,,douzaines,,0
305,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mouchoirs de fil,Sénégal et Guinée,38493,,douzaines,,0
306,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mouchoirs de fil et coton,St Domingue,48175,,douzaines,,0
307,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mouchoirs de fil et coton,La Martinique,22220,,douzaines,,0
308,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mouchoirs de fil et coton,La Guadeloupe,12180,,douzaines,,0
309,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mouchoirs de fil et coton,Tabago,210,,douzaines,,0
310,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mousselines diverses,St Domingue,18600,,aunes,,0
311,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mousselines diverses,La Guadeloupe,1080,,aunes,,0
312,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mousselines diverses,Tabago,550,,aunes,,0
313,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mousselines diverses,Sénégal et Guinée,11092,,aunes,,1
314,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Mousselines diverses,Sénégal et Guinée,11092,,pièces,,2
315,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Nécessaires,St Domingue,3800,,,,0
316,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Nécessaires,La Guadeloupe,1500,,,,0
317,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Orfèvrerie bijouterie ; bijouterie,St Domingue,16357,,,,0
318,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Orfèvrerie bijouterie ; bijouterie,La Martinique,18340,,,,0
319,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Orfèvrerie bijouterie ; bijouterie,La Guadeloupe,5455,,,,0
320,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Orfèvrerie bijouterie ; bijouterie,Sénégal et Guinée,3800,,,,0
321,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Orfèvrerie bijouterie ; vaisselle d'argent,St Domingue,41170,,marcs,,0
324,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Orfèvrerie bijouterie ; vaisselle d'argent,La Martinique,30840,,marcs,,0
326,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Orfèvrerie bijouterie ; vaisselle d'argent,La Guadeloupe,56062,,marcs,,1
328,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Orfèvrerie bijouterie ; vaisselle d'argent,La Guadeloupe,56062,,caisses,,2
329,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Orfèvrerie bijouterie ; vaisselle d'argent,Sénégal et Guinée,3533,,marcs,Doute sur l'unité,0
331,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de cuir ; souliers de cuir,St Domingue,14697,,paires,,0
332,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de cuir ; souliers de cuir,La Guadeloupe,624,,paires,,0
333,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de cuir ; souliers de cuir,Tabago,12,,paires,,0
334,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de cuir ; souliers de cuir,Sénégal et Guinée,144,,paires,,0
335,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de cuir ; bonnet en soye,St Domingue,9230,,,Doute sur la marchandise,0
336,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de cuir ; bonnet en soye,La Martinique,250,,,Doute sur la marchandise,0
337,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de cuir ; bonnet en soye,La Guadeloupe,1700,,,Doute sur la marchandise,0
338,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de cuir ; bonnet en soye,Tabago,2030,,,Doute sur la marchandise,0
339,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de cuir ; harnais de chevaux en cuir,St Domingue,2580,,,Doute sur la marchandise,0
340,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de cuir ; harnais de chevaux en cuir,La Martinique,16940,,,Doute sur la marchandise,0
341,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de cuir ; harnais de chevaux en cuir,La Guadeloupe,5000,,,Doute sur la marchandise,0
342,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de cuivre ; doré et argenté,St Domingue,5162,,,,0
343,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de cuivre ; doré et argenté,La Martinique,60,,,,0
344,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de mode,St Domingue,5484,,,,0
345,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de mode,La Martinique,1052,,,,0
346,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de mode,La Guadeloupe,710,,,,0
347,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de terre cuite,St Domingue,139938,,,,0
348,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de terre cuite,La Martinique,22380,,,,0
349,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de terre cuite,La Guadeloupe,21640,,,,0
350,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de terre cuite,Tabago,2616,,,,0
351,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Ouvrages ; de terre cuite,Sénégal et Guinée,53903,,,,0
352,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Papeterie ; à écrire,St Domingue,4520,,rames,,0
353,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Papeterie ; à écrire,La Martinique,250,,rames,,0
354,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Papeterie ; à écrire,Sénégal et Guinée,1460,,rames,,0
355,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Papeterie ; à tapisserie,St Domingue,12930,,rouleaux,,0
356,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Papeterie ; à tapisserie,La Martinique,3940,,rouleaux,,0
357,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Papeterie ; à tapisserie,La Guadeloupe,180,,rouleaux,,0
358,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Papeterie ; registres en blanc,Tabago,1172,,livres,,0
359,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Papeterie ; de musique,St Domingue,1360,,,,0
360,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Papeterie ; de musique,La Martinique,1600,,,,0
361,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,19,Papeterie ; cire à cacheter,St Domingue,1000,,livres,,0
362,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Parasols,St Domingue,800,,en nombre,,0
363,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Parasols,La Martinique,5450,,en nombre,,0
364,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Parasols,La Guadeloupe,3025,,en nombre,,0
365,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Parasols,Tabago,36,,en nombre,,0
366,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Parasols,Sénégal et Guinée,2710,,en nombre,,0
367,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Parfumerie ; diverses,St Domingue,570,,,,0
368,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Parfumerie ; diverses,La Martinique,450,,,,0
369,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Parfumerie ; diverses,Tabago,450,,,,0
370,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Parfumerie ; diverses,Sénégal et Guinée,16,,,,0
371,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Parfumerie ; eaux d'odeur,St Domingue,1614,,livres,,0
372,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Parfumerie ; eaux d'odeur,Sénégal et Guinée,60,,livres,,0
373,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Parfumerie ; poudre à poudrer,St Domingue,24003,,livres,,0
374,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Parfumerie ; poudre à poudrer,La Martinique,5618,,livres,,0
375,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Parfumerie ; poudre à poudrer,La Guadeloupe,1516,,livres,,0
376,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Parfumerie ; poudre à poudrer,Tabago,90,,livres,,0
377,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Parfumerie ; poudre à poudrer,Sénégal et Guinée,194,,livres,,0
378,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Peinture broyée,St Domingue,2020,,livres,,0
379,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Peinture broyée,La Martinique,400,,livres,,0
380,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Peinture broyée,Tabago,500,,livres,,0
381,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Peinture broyée,Sénégal et Guinée,43,,livres,,0
382,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Pierres à fusil,Sénégal et Guinée,7801,,livres,,0
383,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Pipes à fumer,Sénégal et Guinée,3072,,grosses,,0
384,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Plomb,St Domingue,7303,,livres,,0
385,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Plomb,La Martinique,210,,livres,,0
386,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Plomb,Tabago,245,,livres,,0
387,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Plomb,Sénégal et Guinée,6204,,livres,,0
388,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Poissons salés ; harengs blancs secs,St Domingue,11403,,barils,Très gros doute sur l'unité,0
389,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Poissons salés ; harengs blancs secs,La Martinique,4243,,barils,Très gros doute sur l'unité,0
390,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,Colonies/1787 - Le Havre - Exports colonies.csv,Colonies,1787,Exports,Le Havre,20,Poissons salés ; harengs blancs secs,La Guadeloupe,7803,,barils,Très gros doute sur l'unité,0
