numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,problème,remarks,Droits totaux indiqués,doubleaccounts
264,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,"Cuivre ; en masse, brut ; rouge",Monde,,2104457,kg,,,,"73160,95",
265,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,"Cuivre ; en masse, brut ; vieux et mitraille",Monde,,363405,kg,,,,"9389,48",
266,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Cuivre ; coulé en barres ou plaques régulières,Monde,,7293,kg,,,,"3529,93",
267,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,"Cuivre ; battu ou laminé, à toutes destinations",Monde,,19687,kg,,,,"17869,64",
268,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Cuivre ; filé ; à toutes destinations,Monde,,4387,kg,,,,"5187,7",
269,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Cuivre ; filé ; en barreaux ronds,Monde,,2741,kg,,,,"156346,78",1
270,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Cuivre ; filé ; pour fabrication des épingles,Monde,,255811,kg,,,,"156346,78",2
271,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Cuivre ; allié ; de zinc (Laiton) ; en masses brutes,Monde,,43656,kg,,,,"5009,1",
272,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Cuivre ; allié ; de zinc (Laiton) ; en barres ou plaques régulières,Monde,,9596,kg,,,,"5600,84",1
273,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Cuivre ; allié ; de zinc (Laiton) ; en planches pour les fabriques,Monde,,1976,kg,,,,"5600,84",2
274,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,"Cuivre ; allié ; de zinc (Laiton) ; battu, laminé ou coulé",Monde,,53122,kg,,,,"45574,04",
275,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Cuivre ; allié ; de zinc (Laiton) ; filé ; non poli,Monde,,1755,kg,,,,"3514,69",1
276,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Cuivre ; allié ; de zinc (Laiton) ; filé ; poli pour instruments,Monde,,1500,kg,,,,"3514,69",2
277,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,"Cuivre ; allié ; d'étain (bronze, airain, etc) brut",Monde,,44233,kg,,,,"5198,47",
278,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,"Cuivre ; doré ; battu, tiré ou laminé",Monde,,12114,kg,,,,"40368,73",1
279,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Cuivre ; doré ; filé sur fil,Monde,,5,kg,,,,"40368,73",2
280,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,"Cuivre ; argenté ; battu, tiré ou laminé",Monde,,14760,kg,,,,"35273,73",1
281,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Cuivre ; argenté ; fié sur fil,Monde,,23,kg,,,,"35273,73",2
282,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,"Plomb ; sulfuré, dit alquifoux (Mine de)",Monde,,772203,kg,,,,"44534,2",
283,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Plomb ; métal brut,Monde,,4958541,kg,,,,"324255,53",
284,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,"Étain, brut, en masses, saumons et ouvrages brisés",Monde,,495517,kg,,,,"46333,74",
285,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Zinc ; en masses ou lingots,Monde,,63071,kg,,,,"4743,54",1
286,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Zinc ; en masses ou lingots pour les fabriques de laton,Monde,,344333,kg,,,Les 344333 kilogrammes pour les fabriques n'ont payé que 10 centimes par quintal,"4743,54",2
287,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Zinc ; laminé,Monde,,977,kg,,,,"4743,54",3
288,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,"Cobalt, vitrifié, en poudre ou azur",Monde,,135458,kg,,,,"49117,22",
289,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Mercure natif ou vif argent,Monde,,53909,kg,,,,"71204,03",
290,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Manganèse,Monde,,312848,kg,,,,"3781,94",
291,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,"Graphite (carbure de fer, dite mine de plomb noire)",Monde,,62859,kg,,,,"3800,26",
292,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Soufre ; brut,Monde,,6059310,kg,,,,"67599,78",
293,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,"Soufre ; épuré, en canons",Monde,,1166873,kg,,,,"11410,54",
294,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,"Soufre ; sublimé, en poudre",Monde,,4818,kg,,,,"11410,54",
295,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Houille ; importée par mer,Monde,,24368739,kg,,,,"362925,12",
296,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,8,Houille ; importée par terre,Monde,,213197641,kg,,,,"615259,34",
297,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Acide arsenieux (Arsenic blanc),Monde,,34915,kg,,,,"6307,99",
298,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Alcalis ; Potasse,Monde,,3006618,kg,,,,"614869,67",1
299,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Alcalis ; Salins,Monde,,11904,kg,,,,"614869,67",2
300,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Alcalis ; Soude de toutes sortes,Monde,,1185392,kg,,,,"138281,24",
301,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Alcalis ; Natrons,Monde,,712820,kg,,,,"46343,15",
302,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Sels ; Nitrate de potasse (Salpêtre),Monde,,580393,kg,,,,"148391,34",
303,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Sels ; Sulfate ; de potasse (Sel duobus),Monde,,13655,kg,,,,"3165,25",
304,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,"Sels ; Sulfate ; Alun ; fin et rosé, dit de Rome",Monde,,284121,kg,,,,"63481,79",
305,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Sels ; Sulfate ; Alun ; ordinaire,Monde,,118623,kg,,,,"22752,02",
306,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Sels ; Carbonates de magnésie,Monde,,1370,kg,,,,"3054,7",
307,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Sels ; Borax brut,Monde,,8646,kg,,,,"4864,19",
308,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Sulfure de mercure pulvérisé (Vermillon),Monde,,5161,kg,,,,"11937,7",
309,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Oxides de plomb ; rouge (Minium),Monde,,41325,kg,,,,"10951,69",
310,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,"Oxides de plomb ; demi vitreux, rouge ou jaune (Litharge)",Monde,,193707,kg,,,,"22667,57",
311,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,"Carbonate de plomb, pur ou mélangé (Céruse)",Monde,,1249617,kg,,,,"429689,66",
312,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Cochenille,Monde,,21826,kg,,,,"74923,72",
313,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Kermès en grains,Monde,,3100,kg,,,,"7040,62",
314,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Laque ; naturelle,Monde,,6631,kg,,,,"5930,32",
315,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,"Laque ; préparée, lack-lack",Monde,,11258,kg,,,,"6191,11",
316,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Orseille ; violette ou cudbéar,Monde,,272,kg,,,,"41946,34",1
317,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Orseille ; bleu cendré ou tournseol en pâte,Monde,,34992,kg,,,,"41946,34",2
318,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Indigo,Monde,,559731,kg,,,,"1131131,11",
319,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Prussiate de potasse,Monde,,4456,kg,,,,"3451,54",
320,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Bleu de Prusse ou de Berlin,Monde,,16843,kg,,,,"24382,78",
321,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Rocou,Monde,,78403,kg,,,,"9186,85",1
322,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Crayons ; simples en pierres,Monde,,11323,kg,,,,"4043,5",2
323,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Crayons ; composés ; communs pour métiers,Monde,,11161,kg,,,,"4043,5",
324,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,"Crayons ; composés ; fins, pour les arts",Monde,,6648,kg,,,,"3992,32",
325,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Vins ; ordinaires,Monde,,103796,litre,,,,"35715,29",
326,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,"Vins ; de Benicarlo, dernière récolte",Monde,,124225,litre,,,,"13664,75",
327,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Vins ; de liqueurs,Monde,,253330,litre,,,,"278663,44",
328,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Bière,Monde,,171866,litre,,,,"8637,56",
329,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Eau-de-vie ; de vin ; de 22 degrés ou moins,Monde,,131356,litre,,,,"30424,06",1
330,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Eau-de-vie ; de vin ; de 22 à 32 degrés,Monde,,2140,litre,,,,"30424,06",2
331,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Eau-de-vie ; de vin ; au dessus de 32 degrés,Monde,,1180,litre,,,,"30424,06",3
332,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Eau-de-vie de mélasse (rum et tafia),Monde,,470583,litre,,,,"51764,13",
333,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Liqueurs,Monde,,9606,litre,,,,"12614,37",
334,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Eaux de senteur ; alcooliques,Monde,,5922,kg,,,,"9870,23",1
335,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Eaux de senteur ; sans alcool,Monde,,2644,kg,,,,"9870,23",2
336,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,"Chicorée moulue ou faux café, sans mélange",Monde,,223046,kg,,,,"53106,43",
337,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Faulx,Monde,,340812,kg,,,,"250841,44",
338,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Faucilles et tous autres instruments aratoires ,Monde,,19053,kg,,,,"18110,81",
339,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,"Limes et râpes ; empaillées, de 1 à 6 au paquet",Monde,,217557,kg,,,,"181169,43",
340,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,"Limes et râpes ; à polir, dites fines",Monde,,25444,kg,,,,"51366,63",
341,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Autres outils de pur fer,Monde,,48314,kg,,,,"29203,98",
342,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Autres outils de fer rechargé d'acier,Monde,,148897,kg,,,,"175564,69",
343,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Autre outils de pur acier,Monde,,27608,kg,,,,"48486,07",
344,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Scies,Monde,,44702,kg,,,,"40993,69",
345,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Instruments ; Machines et mécaniques,Monde,428598,,francs,,,,"84482,09",
346,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Instruments ; pour les sciences et les arts ,Monde,44046,,francs,,,,"4845,13",
347,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Forte-piano ; carrés,Monde,,31,en nombre,,,,"18342,5",1
348,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Forte-piano ; à queue,Monde,,19,en nombre,,,,"18342,5",2
349,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,"Armes, autres que de guerre ; blanches",Monde,,2056,kg,,,,"8587,67",
350,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,"Armes, autres que de guerre ; à feu",Monde,,8936,kg,,,,"19005,37",
351,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Fourniture d'horlogerie,Monde,,877,kg,,,,"21418,62",
352,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Horloges en bois,Monde,,29007,en nombre,,,,"31907,7",
353,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Poterie de terre grossière,Monde,,1390765,kg,,,,"98301,55",
354,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Miroirs ; grands,Monde,26679,,francs,,,,"4402,05",
355,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Miroirs ; petits,Monde,,63464,kg,,,,"75031,53",
356,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Verres à lunettes ou à cadran ; bruts,Monde,,150,kg,,,,"19456,25",1
357,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Verres à lunettes ou à cadran ; taillés,Monde,,8272,kg,,,,"19456,25",2
358,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Bouteilles pleines,Monde,,50008,litres,,,,"8249,76",
359,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,"Vitrifications ; en masse, à tailler",Monde,,135,litres,,,,"4126,09",1
360,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Vitrifications ; taillées ; en pierres à bijoux,Monde,,1655,litres,,,,"4126,09",2
361,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Vitrifications ; taillées ; en grands ou rassade percés,Monde,,53248,litres,,,,"64075,49",1
362,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,9,Vitrifications ; émail,Monde,,1220,litres,,,,"64075,49",2
363,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Fil de chanvre ou de lin ; simple ; écru ; d'étoupes,Monde,,10354,kg,,,,"62658,9",1
364,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Fil de chanvre ou de lin ; simple ; écru ; à voile,Monde,,1236,kg,,,,"62658,9",2
365,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Fil de chanvre ou de lin ; simple ; écru ; de mulquinerie,Monde,,3763,kg,,,,"62658,9",3
366,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Fil de chanvre ou de lin ; simple ; écru ; autres,Monde,,502570,kg,,,,"62658,9",4
367,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Fil de chanvre ou de lin ; simple ; blanchi,Monde,,108109,kg,,,,"19610,24",
368,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Fil de chanvre ou de lin ; retors ; écru,Monde,,7295,kg,,,,"18695,46",1
369,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Fil de chanvre ou de lin ; retors ; blanchi,Monde,,12647,kg,,,,"18695,46",2
370,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Fil de chanvre ou de lin ; retors ; teint,Monde,,4804,kg,,,,"18695,46",3
371,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Poil de chèvre filé,Monde,,23834,kg,,,,"5260,89",
372,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Cordages ; de chanvre,Monde,,37625,kg,,,,5791,
373,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,"Cordages ; d'autres végétaux, tilleul, sparte et jonc",Monde,,544642,kg,,,,"12182,76",
374,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Tissus en feuilles,Monde,,44825,mètre,,,,"7307,97",
375,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Nattes et tresses ; grossières,Monde,,11869,kg,,,,"53066,47",1
376,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Nattes et tresses ; fines,Monde,,6593,kg,,,,"53066,47",2
377,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Chapeaux ; de paille ; grossiers,Monde,,162176,en nombre,,,,"41430,55",
378,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Chapeaux ; de paille ; fins,Monde,,91373,en nombre,,,,"127974,94",
379,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Chapeaux ; d'écorces ; grossiers,Monde,,99609,en nombre,,,,"18488,1",
380,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Chapeaux ; d'écorces ; fins,Monde,,28115,en nombre,,,,"33089,15",
381,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Ouvrages en marbe,Monde,,414227,kg,,,,"20485,19",
382,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Ouvrages en albâtre,Monde,55991,,francs,,,,"9238,6",
383,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Ouvrage en pierres ; chiques,Monde,,31354,kg,,,,"3787,49",
384,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Ouvrage en pierres ; Autres,Monde,24207,,francs,,,,"3994,22",
385,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Toiles ; écrues sans apprêt ; de moins de 8 fils,Monde,,689998,kg,,,,"186594,81",
386,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Toiles ; écrues sans apprêt ; de 8 à 13 fils inclus,Monde,,840165,kg,,,,"323463,8",
387,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Toiles ; écrues sans apprêt ; de 13 à 20 fils,Monde,,87675,kg,,,,"59486,45",1
388,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Toiles ; écrues sans apprêt ; de 20 fils et au-dessus,Monde,,1733,kg,,,,"59486,45",2
389,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Toiles ; blanches ; de moins de 13 fils,Monde,,22293,kg,,,,"24485,15",
390,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Toiles ; blanches ; de 13 à 20 fils,Monde,,45028,kg,,,,"68811,19",
391,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Toiles ; blanches ; de 20 fils et au-dessus,Monde,,5710,kg,,,,"12547,7",
392,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Toiles ; teintes ; de moins de 8 fils,Monde,,29246,kg,,,,"19301,58",
393,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1819 – AN_F12_251.csv,Tableau de marchandises,1819,Imports,,10,Toiles ; teintes ; de 8 à 13 fils,Monde,,18782,kg,,,,"18107,32",1
