numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks,Droits totaux indiqués,doubleaccounts
951,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,"Matériaux ; Moellons, sables, etc",Monde,,15922159,kg,,,,17515,
952,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Ardoises ; pour toitures,Monde,,2083549,en nombre,,,,17189,
953,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Ardoises ; en carreaux ou en table,Monde,,6320,en nombre,,,,2086,
954,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Briques et tuiles plates,Monde,,769354,en nombre,,,,1693,
955,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Tuiles bombées et carreaux de terre,Monde,,1688616,en nombre,,,,5573,
956,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Meules ; à moudre ; de plus de 1949 mm en diamètre,Monde,,47,en nombre,,,,388,
957,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Meules ; à moudre ; de 1949 mm à 1299 en diamètre,Monde,,77,en nombre,,,,424,
958,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Meules ; à moudre ; de moins de 1299 mm en diamètre,Monde,,126,en nombre,,,,347,
959,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Meules ; à aiguiser ; au dessus de 1218 mm en diamètre,Monde,,14,en nombre,,,,77,
960,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Meules ; à aiguiser ; de 1218 à 1089 mm inclusivement en diamètre,Monde,,91,en nombre,,,,250,
961,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Meules ; à aiguiser ; de 1083 à 920 mm inclusivement en diamètre,Monde,,397,en nombre,,,,764,
962,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Meules ; à aiguiser ; de 920 à 677 mm inclusivement en diamètre,Monde,,2843,en nombre,,,,3127,
963,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Meules ; à aiguiser ; de 677 à 541 mm inclusivement en diamètre,Monde,,3040,en nombre,,,,1338,
964,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Meules ; à aiguiser ; de 541 à 06 mm inclusivement en diamètre,Monde,,4381,en nombre,,,,964,
965,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Meules ; à aiguiser ; de moins de 406 mm inclusivement en diamètre,Monde,,4217,en nombre,,,,464,
966,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Spath et castine,Monde,,27374,kg,,,,331,
967,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Pierres à feu,Monde,,426,kg,,,,42,
968,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Bol d'Arménie et terre de Lemmos,Monde,,87,kg,,,,10,
969,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Terre de pipe,Monde,,1510751,kg,,,,1662,
970,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Alana ou tripoli,Monde,,655,kg,,,,40,
971,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Craie,Monde,,1682,kg,,,,102,
972,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Groison,Monde,,493,kg,,,,29,
973,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Pierres à aiguiser,Monde,,224931,kg,,,,3149,
974,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Pierre ponce,Monde,,198515,kg,,,,11289,
975,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Pierres ferrugineuses,Monde,,50630,kg,,,,3389,
976,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Derle ou terre de porcelaine,Monde,,19050,kg,,,,21,
977,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Cailloux à faïence ou à porcelaine,Monde,,184150,kg,,,,203,
978,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Pierres lithographiques et autres,Monde,,200097,kg,,,,5024,
979,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Groisil,Monde,,79240,kg,,,,87,
980,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Tourbes,Monde,,11075,kg,,,,12,
981,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Mottes à brûler,Monde,,15500,kg,,,,3,
982,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Charrée,Monde,,0,kg,,,,0,
983,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Soufre ; brut,Monde,,9872925,kg,,,,110555,
984,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Soufre ; épuré,Monde,,6663,kg,,,,367,
985,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,"Soufre ; sublimé, en poudre",Monde,,674,kg,,,,75,
986,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Houille ; par mer,Monde,,26673257,kg,,,,413404,
987,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,"Houille ; par terre ; de la mer à Baisieux, exclusivement",Monde,,1272583,kg,,,,8399,
988,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Houille ; par terre ; Ardennes ; par la rivière de la Meuse,Monde,,68666057,kg,,,,75533,
989,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Houille ; par terre ; Ardennes ; par toute autre voie,Monde,,20714,kg,,,,35,
990,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Houille ; par terre ; Autres frontières,Monde,,223961998,kg,,,,739075,
991,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Asphalte ou bitume Judée,Monde,,1269,kg,,,,294,
992,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Succin,Monde,,1109,kg,,,,496,
993,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Naphte,Monde,,557,kg,,,,169,
994,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,13,Pétrole,Monde,,2926,kg,,,,248,
995,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Diamans ; bruts,Monde,,0,gramme,,,,0,
996,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Diamans ; taillés,Monde,,5000,gramme,,,,1,
997,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,"Pierres, gemmes ; autres ; brutes",Monde,,0,gramme,,,,0,
998,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,"Pierres, gemmes ; autres ; taillées",Monde,,58100,gramme,,,,6,
999,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,"Corail taillé, mais non monté",Monde (Hors Colonies),,1606,gramme,,,,18,
1000,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,"Corail taillé, mais non monté",Colonies,,812,gramme,,,,0,
1001,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Agates ; brutes,Monde,,0,gramme,,,,0,
1002,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Agates ; ouvrées,Monde,,190,kg,,,,1,
1003,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,"Marbres ; brut, écarri, et marbre statuaire ébauché",Monde (Hors Colonies),,71384,kg,,,,39,
1004,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,"Marbres ; brut, écarri, et marbre statuaire ébauché",Colonies,,2000,kg,,,,0,
1005,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,"Marbre ; scié, sans aucune autre main-d'oeuvre, ayant d'épaisseur ; 10 cm et plus",Monde,,0,kg,,,,0,
1006,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,"Marbre ; scié, sans aucune autre main-d'oeuvre, ayant d'épaisseur ; moins de 10 cm",Monde,,0,kg,,,,0,
1007,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,"Marbre ; sculpté, moulé ou poli",Monde (Hors Colonies),,66019,kg,,,,7,
1008,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,"Marbre ; sculpté, moulé ou poli",Colonies,,15301,kg,,,,0,
1009,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Marbre ; chiques,Monde,,60,kg,,,,0,
1010,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Albâtre ; brut,Monde,,0,kg,,,,0,
1011,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,"Albâtre ; sculpté, moulé ou poli",Monde (Hors Colonies),27366,,francs,,,,75,
1012,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,"Albâtre ; sculpté, moulé ou poli",Colonies,575,,francs,,,,0,
1013,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Pierres ouvrées ; chiques,Monde,,404,kg,,,,1,
1014,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Pierres ouvrées ; autres,Monde (Hors Colonies),41451,,francs,,,,114,
1015,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Pierres ouvrées ; autres,Colonies,1780,,francs,,,,0,
1016,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,"Matériaux ; Plâtre ; brut, ou pierres à plâtre",Monde,,1598440,kg,,,,5858,
1017,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,"Matériaux ; Plâtre ; préparé, soit moulé ou calciné",Monde,,1817379,kg,,,,2999,
1018,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,"Matériaux ; Moellons, sables, etc",Monde (Hors Colonies),,28801184,kg,,,,12492,
1019,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,"Matériaux ; Moellons, sables, etc",Colonies,,972208,kg,,,,0,
1020,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Ardoises ; pour toitures,Monde (Hors Colonies),,25504600,en nombre,,,,26116,
1021,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Ardoises ; pour toitures,Colonies,,95000,en nombre,,,,0,
1022,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Ardoises ; en carreaux ou en table,Monde (Hors Colonies),,4025,en nombre,,,,22,
1023,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Ardoises ; en carreaux ou en table,Colonies,,300,en nombre,,,,0,
1024,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Briques et tuiles plates,Monde (Hors Colonies),,5109539,en nombre,,,,1405,
1025,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Briques et tuiles plates,Colonies,,3834390,en nombre,,,,0,
1026,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Tuiles bombées et carreaux de terre,Monde (Hors Colonies),,408751,en nombre,,,,112,
1027,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Tuiles bombées et carreaux de terre,Colonies,,317494,en nombre,,,,0,
1028,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Meules ; à moudre ; de plus de 1949 mm en diamètre,Monde,,16,en nombre,,,,528,
1029,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Meules ; à moudre ; de 1949 mm à 1299 en diamètre,Monde,,251,en nombre,,,,5522,
1030,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Meules ; à moudre ; de moins de 1299 mm en diamètre,Monde (Hors Colonies),,80,en nombre,,,,880,
1031,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Meules ; à moudre ; de moins de 1299 mm en diamètre,Colonies,,2,en nombre,,,,0,
1032,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Meules ; à aiguiser ; au dessus de 1218 mm en diamètre,Monde,,0,en nombre,,,,0,
1033,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Meules ; à aiguiser ; de 1218 à 1089 mm inclusivement en diamètre,Monde,,4,en nombre,,,,11,
1034,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Meules ; à aiguiser ; de 1083 à 920 mm inclusivement en diamètre,Monde,,2,en nombre,,,,4,
1035,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Meules ; à aiguiser ; de 920 à 677 mm inclusivement en diamètre,Monde (Hors Colonies),,109,en nombre,,,,120,
1036,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Meules ; à aiguiser ; de 920 à 677 mm inclusivement en diamètre,Colonies,,686,en nombre,,,,0,
1037,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Meules ; à aiguiser ; de 677 à 541 mm inclusivement en diamètre,Monde (Hors Colonies),,967,en nombre,,,,426,
1038,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Meules ; à aiguiser ; de 677 à 541 mm inclusivement en diamètre,Colonies,,198,en nombre,,,,0,
1039,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Meules ; à aiguiser ; de 541 à 06 mm inclusivement en diamètre,Monde (Hors Colonies),,4367,en nombre,,,,961,
1040,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Meules ; à aiguiser ; de 541 à 06 mm inclusivement en diamètre,Colonies,,139,en nombre,,,,0,
1041,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Meules ; à aiguiser ; de moins de 406 mm inclusivement en diamètre,Monde (Hors Colonies),,9962,en nombre,,,,1096,
1042,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Meules ; à aiguiser ; de moins de 406 mm inclusivement en diamètre,Colonies,,41,en nombre,,,,0,
1043,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Spath et castine,Monde,,297200,kg,,,,817,
1044,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Pierres à feu,Monde (Hors Colonies),,413538,kg,,,,4549,
1045,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Pierres à feu,Colonies,,1707,kg,,,,0,
1046,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Bol d'Arménie et terre de Lemmos,Monde,,25,kg,,,,0,
1047,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Terre de pipe,Monde (Hors Colonies),,161375,kg,,,,1065,
1048,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Terre de pipe,Colonies,,751,kg,,,,0,
1049,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Alana ou tripoli,Monde,,1696,kg,,,,5,
1050,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Craie,Monde (Hors Colonies),,494469,kg,,,,1360,
1051,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Craie,Colonies,,31895,kg,,,,0,
1052,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Groison,Monde,,8254,kg,,,,23,
1053,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Pierres à aiguiser,Monde (Hors Colonies),,10773,kg,,,,30,
1054,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Pierres à aiguiser,Colonies,,4338,kg,,,,0,
1055,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Pierre ponce,Monde (Hors Colonies),,3251,kg,,,,9,
1056,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Pierre ponce,Colonies,,240,kg,,,,0,
1057,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Pierres ferrugineuses,Monde,,2883,kg,,,,8,
1058,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Derle ou terre de porcelaine,Monde,,29746,kg,,,,982,
1059,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Cailloux à faïence ou à porcelaine,Monde,,14131,kg,,,,311,
1060,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Pierres lithographiques et autres,Monde (Hors Colonies),,705881,kg,,,,1941,
1061,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Pierres lithographiques et autres,Colonies,,11066,kg,,,,0,
1062,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Groisil,Monde,,0,kg,,,,0,
1063,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Tourbes,Monde,,0,kg,,,,0,
1064,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Mottes à brûler,Monde,,27000,kg,,,,15,
1065,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Charrée,Monde (Hors Colonies),,657110,kg,,,,1807,
1066,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Charrée,Colonies,,80,kg,,,,0,
1067,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Soufre ; brut,Monde,,2523,kg,,,,14,
1068,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Soufre ; épuré,Monde (Hors Colonies),,91527,kg,,,,503,
1069,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Soufre ; épuré,Colonies,,1317,kg,,,,0,
1070,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,"Soufre ; sublimé, en poudre",Monde (Hors Colonies),,36637,kg,,,,202,
1071,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,"Soufre ; sublimé, en poudre",Colonies,,1780,kg,,,,0,
1072,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Houille,Monde (Hors Colonies),,73155678,kg,,,,8047,
1073,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Houille,Colonies,,779690,kg,,,,0,
1074,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Asphalte ou bitume Judée,Monde,,6344,kg,,,,17,
1075,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Succin,Monde,,0,kg,,,,0,
1076,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Naphte,Monde,,0,kg,,,,0,
1077,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Exports,,13,Pétrole,Monde,,16263,kg,,,,45,
1078,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,14,"Or ; brut en masses, lingots, barres, poudre, bijoux cassés",Monde,,1552201,gramme,,,,4270,
1079,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,14,Or ; battu en feuilles,Monde,,110,gramme,,,,36,
1080,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,14,Or ; tiré ou laminé,Monde,,0,gramme,,,,0,
1081,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,14,Or ; filé sur soie,Monde,,0,gramme,,,,0,
1082,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,14,"Argent ; brut en masses, lingots, ouvrages détruits",Monde,,146217781,gramme,,,,8642,
1083,Quentin Vidal,AN_F12_251,National/Tableau de marchandises/1821 -- AN_F12_251.csv,Tableau de marchandises,1821,Imports,,14,"Argent ; battu, tiré, laminé et filé",Monde,,0,gramme,,,,0,
