numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,remarks,doubleaccounts
2245,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,132,Eau ; de vie,Hollande,200,100,,bouteilles,200,,0
2246,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,132,Ecaille ; de tortüe,Hollande,44166,3680.5,,livres,,,0
2247,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,132,Ecope,Hollande,18,24,,en nombre,,,0
2248,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,132,Ecorce ; d'orange,Hollande,30,40,,livres,,,0
2249,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,132,Ecorce ; d'orange,Hollande,18,60,,livres,,,0
2250,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,132,Emery,Hollande,150,200,,livres,,,1
2251,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,132,Emery,Hollande,1961,9805,,livres,,,0
2252,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Saint-Quentin,132,Emery,Hollande,150,,,,,,2
2253,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bayonne,132,Encens,Hollande,1750,1400,,livres,,,0
2254,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,132,Enclumes,Hollande,287.5,1150,,livres,,,0
2255,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,132,Encre ; de la Chine,Hollande,18,3,,livres,,,0
2256,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,132,Encre ; de la Chine,Hollande,570,95,,livres,,,0
2257,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,133,Encre ; rouge,Hollande,9.6,8,,fiottes,,,0
2258,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,133,Epicerie,Hollande,1760,220,,barils,,,0
2259,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,133,Epicerie,Hollande,200,2,,livres,,,0
2260,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,133,Epicerie,Hollande,1096,548,,livres,,,0
2261,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,133,Epicerie,Hollande,35,10,,livres,,,0
2262,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,133,Eponges,Hollande,45,15,,livres,,,0
2263,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,133,Eponges,Hollande,145,145,,livres,,,0
2264,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,133,Epousterie,Hollande,5886,2943,,livres,,,0
2265,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,133,Ergots ; de beuf,Hollande,316,,,,,,0
2266,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,133,Espars,Hollande,438,365,,en nombre,,,0
2267,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,133,Espars,Hollande,500,500,,en nombre,,,0
2268,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,133,Esprit ; de Nilre,Hollande,16.5,11,,livres,16.5,,0
2269,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,133,Esprit ; de sel armoniac,Hollande,30,6,,livres,30,,0
2270,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,133,Esprit ; de souffre,Hollande,37.5,25,,livres,172.5,,0
2271,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,133,Esprit ; de souffre,Hollande,135,90,,livres,172.5,,0
2272,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,133,Esprit ; de vitriol,Hollande,88.5,59,,livres,1088.5,,0
2273,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,133,Esprit ; de vitriol,Hollande,90,60,,livres,1088.5,,0
2274,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,133,Esprit ; de vitriol,Hollande,800,800,,livres,1088.5,,0
2275,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,133,Esprit ; de vitriol,Hollande,110,40,,livres,1088.5,,0
2276,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,134,Esteres ; de jong,Hollande,3.6,24,,livres,,,0
2277,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,134,Etaim ; en bloc,Hollande,535,535,,livres,43588.9,,0
2278,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,134,Etaim ; en bloc,Hollande,900,1000,,livres,43588.9,,0
2279,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,134,Etaim ; en bloc,Hollande,3000,3000,,livres,43588.9,,0
2280,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,134,Etaim ; en bloc,Hollande,3005.1,4293,,livres,43588.9,,0
2281,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,134,Etaim ; en bloc,Hollande,2000,2,,barils,43588.9,,0
2282,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,134,Etaim ; en bloc,Hollande,1505,1075,,livres,43588.9,,0
2283,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,134,Etaim ; en bloc,Hollande,32643.8,21762.5,,livres,43588.9,,0
2284,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,134,Etaim ; de glace,Hollande,99,99,,livres,99,,0
2285,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,134,Etaim ; ouvré,Hollande,79.8,72,,livres,3809,,0
2286,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,134,Etaim ; ouvré,Hollande,375,300,,livres,3809,,0
2287,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,134,Etaim ; ouvré,Hollande,334.4,304,,livres,3809,,0
2288,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,134,Etaim ; ouvré,Hollande,2319,2319,,livres,3809,,0
2289,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,134,Etaim ; ouvré,Hollande,700.8,438,,livres,3809,,0
2290,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,134,Etamine ; de laine,Hollande,38.5,5.5,,livres,,,0
2291,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,134,Etoffe ; de soye,Hollande,36000,900,,livres,,,0
2292,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,135,Eventails ; d'yvoire,Hollande,360,6,,douzaines,,,0
2293,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,135,Farine,Hollande,300,3000,,livres,,,0
2294,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,135,Faulx ; à faucher,Hollande,2637.5,5275,,livres,,,0
2295,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,135,Fautas,Hollande,5500,250,,pièces,,,0
2296,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,135,Fayance,Hollande,685.8,1143.5,,livres,,,0
2297,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bayonne,135,Fayance,Hollande,7152.5,2861,,douzaines,,,0
2298,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,135,Fayance,Hollande,4536,5670,,livres,,,0
2299,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,135,Fayance,Hollande,625,1250,,livres,,,0
2300,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,135,Fayance,Hollande,250,500,,livres,,,0
2301,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,135,Fayance,Hollande,986.8,2467,,livres,,,0
2302,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,135,Fayance,Hollande,2236.2,7454,,livres,,,0
2303,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,135,Fer ; en barres,Hollande,40813.8,272092,,livres,124149.7,,0
2304,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,135,Fer ; en barres,Hollande,8143.1,54287,,livres,124149.7,,0
2305,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,135,Fer ; en barres,Hollande,22228.5,153300,,livres,124149.7,,0
2306,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,135,Fer ; en barres,Hollande,12343.5,94950,,livres,124149.7,,0
2307,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,135,Fer ; en barres,Hollande,21934.3,168725,,livres,124149.7,,0
2308,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,135,Fer ; en barres,Hollande,18686.6,124577,,livres,124149.7,,0
2309,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,136,Fer ; blanc,Hollande,2430,27,,barils,61644.5,,0
2310,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bayonne,136,Fer ; blanc,Hollande,1500,15,,barils,61644.5,,0
2311,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Caen,136,Fer ; blanc,Hollande,180,2,,barils,61644.5,,0
2312,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,136,Fer ; blanc,Hollande,3840,24,,barils,61644.5,,0
2313,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,136,Fer ; blanc,Hollande,934.5,,,,61644.5,,0
2314,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,136,Fer ; blanc,Hollande,50400,84000,,livres,61644.5,,0
2315,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,136,Fer ; blanc,Hollande,1260,14,,barils,61644.5,,0
2316,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,136,Fer ; blanc,Hollande,990,11,,barils,61644.5,,0
2317,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,136,Fer ; blanc,Hollande,110,1,,barils,61644.5,,0
2318,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,136,Fer ; en cercles,Hollande,26059.4,130297,,livres,26059.4,,0
2319,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,136,Fer ; en chaudieres,Hollande,320,2000,,livres,320,,0
2320,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,136,Fer ; en feüilles,Hollande,50456.9,288325,,livres,57656.9,,0
2321,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,136,Fer ; en feüilles,Hollande,7200,12000,,livres,57656.9,,0
2322,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,136,Fer ; figuré,Hollande,2094,4188,,livres,2094,,0
2323,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,136,Fer ; de fonte,Hollande,8966,224150,,livres,9662,,0
2324,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,136,Fer ; de fonte,Hollande,696,6960,,livres,9662,,0
2325,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,136,Fer ; en fourneaux,Hollande,55.5,370,,livres,55.5,,0
2326,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,136,Fer ; noir,Hollande,61,1,,barils,2941,,0
2327,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,136,Fer ; noir,Hollande,2880,32,,barils,2941,,0
2328,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,136,Fer ; ouvré,Hollande,382.5,2250,,livres,21220.4,,0
2329,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,136,Fer ; ouvré,Hollande,6442.2,23860,,livres,21220.4,,0
2330,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,136,Fer ; ouvré,Hollande,484.5,1615,,livres,21220.4,,0
2331,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,136,Fer ; ouvré,Hollande,600,2400,,livres,21220.4,,0
2332,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,136,Fer ; ouvré,Hollande,9515.6,23789,,livres,21220.4,,0
2333,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,136,Fer ; ouvré,Hollande,3795.6,12652,,livres,21220.4,,0
2334,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,136,Fer ; en plaques,Hollande,579,4825,,livres,5385.1,,0
2335,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bayonne,136,Fer ; en plaques,Hollande,1081.3,8650,,livres,5385.1,,0
2336,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,136,Fer ; en plaques,Hollande,210,2100,,livres,5385.1,,0
2337,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,136,Fer ; en plaques,Hollande,700.7,4671,,livres,5385.1,,0
2338,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,136,Fer ; en plaques,Hollande,1998,1998,,livres,5385.1,,0
2339,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,136,Fer ; en plaques,Hollande,592.2,9870,,livres,5385.1,,0
2340,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,137,Fer ; en plaques,Hollande,144,24,,en nombre,5385.1,,0
2341,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,137,Fer ; en plaques,Hollande,80,20,,en nombre,5385.1,,0
2342,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,137,Fer ; rond,Hollande,1770.6,6810,,livres,1770.6,,0
2343,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,137,Fer ; en tambourg,Hollande,1440,3600,,livres,1440,,0
2344,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,137,Fer ; en taule,Hollande,124,775,,livres,11823.7,,0
2345,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bayonne,137,Fer ; en taule,Hollande,280,700,,livres,11823.7,,0
2346,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,137,Fer ; en taule,Hollande,7190.3,47935,,livres,11823.7,,0
2347,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,137,Fer ; en taule,Hollande,2008.2,10041,,livres,11823.7,,0
2348,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,137,Fer ; en taule,Hollande,172.5,690,,livres,11823.7,,0
2349,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,137,Fer ; en taule,Hollande,2048.6,6829,,livres,11823.7,,0
2350,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,137,Fer ; vieux,Hollande,280,4000,,livres,280,,0
2351,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,137,Feves,Hollande,216,36,,boisseaux,,,0
2352,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,137,Feves,Hollande,6507,241,,septiers,,,0
2353,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,137,Feuillards ; de fer,Hollande,3943,19715,,livres,,,0
2354,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,137,Feuillards ; de fer,Hollande,2985.8,14929,,livres,,,0
2355,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,137,Feuillards ; de fer,Hollande,30678,5113,,barres,,,0
2356,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,137,Feuillards ; de fer,Hollande,3377.8,16889,,livres,,,0
2357,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,137,Ficelle,Hollande,603.6,1006,,livres,,,0
2358,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,137,Ficelle,Hollande,16.8,28,,livres,,,0
2359,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,137,Figues,Hollande,7338.3,48922,,livres,,,0
2360,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,137,Figues,Hollande,937,4685,,livres,,,0
2361,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,137,Fil ; de chanvre,Hollande,20,10,,livres,20,,0
2362,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,137,Fil ; de chevre,Hollande,1200,300,,livres,1200,,0
2363,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,137,Fil ; à coudre,Hollande,73.5,42,,livres,943.5,,0
2364,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,137,Fil ; à coudre,Hollande,870,290,,livres,943.5,,0
2365,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,138,Fil ; crû,Hollande,1545,1030,,livres,1545,,0
2366,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Saint-Quentin,138,Fil ; d'Epinay,Hollande,1260,1260,,livres,1260,,0
2367,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,138,Fil ; de fer ; assorty,Hollande,5786,14465,,livres,308304.7,,0
2368,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,138,Fil ; de fer ; à cardes,Hollande,5988,9980,,livres,308304.7,,0
2369,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,138,Fil ; de fer ; à cardes,Hollande,29551.5,29551,,livres,308304.7,,0
2370,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,138,Fil ; de fer ; gros,Hollande,6847.5,22825,,livres,308304.7,,0
2371,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,138,Fil ; de fer ; ordinaire,Hollande,2248.1,2997.5,,livres,308304.7,,0
2372,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bayonne,138,Fil ; de fer ; ordinaire,Hollande,3129.8,9630,,livres,308304.7,,0
2373,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,138,Fil ; de fer ; ordinaire,Hollande,1618.5,3237,,livres,308304.7,,0
2374,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,138,Fil ; de fer ; ordinaire,Hollande,1500,3000,,livres,308304.7,,0
2375,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,138,Fil ; de fer ; ordinaire,Hollande,6278.1,20927,,livres,308304.7,,0
2376,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,138,Fil ; de fer ; ordinaire,Hollande,240,8,,barils,308304.7,,0
2377,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,138,Fil ; de fer ; ordinaire,Hollande,235224,313632,,livres,308304.7,,0
2378,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,138,Fil ; de fer ; passeperle,Hollande,9893.299999999999,21985,,livres,308304.7,,0
2379,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,138,Fil ; de leton,Hollande,278.1,222.5,,livres,141922.1,,0
2380,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bayonne,138,Fil ; de leton,Hollande,2116.3,1693,,livres,141922.1,,0
2381,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,138,Fil ; de leton,Hollande,21980,15700,,livres,141922.1,,0
2382,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,138,Fil ; de leton,Hollande,1205.4,861,,livres,141922.1,,0
2383,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,138,Fil ; de leton,Hollande,16200,10800,,livres,141922.1,,0
2384,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,138,Fil ; de leton,Hollande,1439,1439,,livres,141922.1,,0
2385,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,138,Fil ; de leton,Hollande,4.5,,,,141922.1,,0
2386,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,138,Fil ; de leton,Hollande,98709.8,70507,,livres,141922.1,,0
