numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
470,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Champagne,Draperie Silezie,Naples Sicile et Parme,1005,Livres,8,8040,0,
471,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Champagne,Draperie Silezie,Venise,165,Livres,8,1320,0,
472,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Champagne,Draperie Silezie,Etats de l'empereur,60,Livres,8,480,0,
473,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Amiénois,Draperie Silezie,Sardaigne,209,Livres,8,1672,0,
474,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Amiénois,Draperie Silezie,Venise,75,Livres,8,600,0,
475,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,,Drogues médicinales diverses,Sardaigne,,,,693,,En valeur
476,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,,Drogues médicinales diverses,Suisse ses alliés et Genève,,,,177,,En valeur
477,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,,Drogues pour peinture et teinture diverses,Sardaigne,,,,878,,En valeur
478,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Lyon,Drogues blanc de plomb,Sardaigne,2315,Livres,1,2315,0,
479,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,,Drogues méthaliques diverses,Sardaigne,,,,1355,,En valeur
480,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Languedoc,Eau de vie simple,Sardaigne,"7,46875",Muids,216,1616,"2,75",Erreur d'arrondie
481,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,,Eau de vie simple,Suisse ses alliés et Genève,"17,5",Muids,216,3780,0,
482,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Paris,Eau de senteur,Sardaigne,216,Livres,2,432,0,
483,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Paris,Eau de senteur,Milanes Toscane et Lucques,835,Livres,2,1670,0,
484,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,,Essences divers,Suisse ses alliés et Genève,,,,354,,En valeur
485,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Lyon,Encre,Sardaigne,1015,Livres,1,1015,0,
486,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,,Epicerie diverse,Sardaigne,,,,146,,En valeur
487,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,,Epicerie diverse,Suisse ses alliés et Genève,,,,600,,En valeur
488,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Isles de France,Estampes,Sardaigne,355,Livres,6,2130,0,
489,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Isles de France,Estampes,Milanes Toscane et Lucques,890,Livres,6,5340,0,
490,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,,Etoffes de coton diverses,Sardaigne,,,,648,,En valeur
491,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Normandie,Etoffes drap,Sardaigne,514,Livres,10,5140,0,
492,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Champagne,Etoffes drap,Sardaigne,335,Livres,10,3350,0,
493,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Languedoc,Etoffes drap,Sardaigne,335,Livres,10,3350,0,
494,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Languedoc,Etoffes drap,Sardaigne,45,Livres,10,450,0,
495,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie ,Etoffes velours,Sardaigne,335,Livres,10,3350,0,
496,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Normandie,Etoffes velours,Sardaigne,521,Livres,12,6252,0,
497,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie ,Etoffes velours,Milanes Toscane et Lucques,14,Livres,12,168,0,
498,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie ,Etoffes velours,Etat Ecclésiastique,142,Livres,12,1704,0,
499,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie ,Etoffes velours,Naples Sicile et Parme,230,Livres,12,2760,0,
500,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,,Etoffes de laine diverses,Sardaigne,,,,2040,,En valeur
501,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,,Etoffes de laine diverses,Milanes Toscane et Lucques,,,,1275,,En valeur
502,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,,Etoffes de laine diverses,Naples Sicile et Parme,,,,324,,En valeur
503,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Amiénois,Etoffes Barracan,Sardaigne,465,Livres,6,2790,0,
504,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Amiénois,Etoffes Barracan,Milanes Toscane et Lucques,25,Livres,6,150,0,
505,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Amiénois,Etoffes Barracan,Naples Sicile et Parme,20,Livres,6,120,0,
506,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Amiénois,Etoffes Barracan,Venise,75,Livres,6,450,0,
507,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Champagne,Etoffes Barracan,Naples Sicile et Parme,225,Livres,6,1350,0,
508,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Gevaudan,Etoffes Cadis,Sardaigne,7326,Livres,3,21978,0,
509,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Amiénois,Etoffes Calemande,Sardaigne,62,Livres,6,372,0,
510,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Amiénois,Etoffes Calemande,Milanes Toscane et Lucques,140,Livres,6,840,0,
511,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Flandre,Etoffes Calemande,Sardaigne,20059,Livres,6,120354,0,
512,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Flandre,Etoffes Calemande,Milanes Toscane et Lucques,584,Livres,6,3504,0,
513,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Flandre,Etoffes Calemande,Etat Ecclésiastique,125,Livres,6,750,0,
514,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Flandre,Etoffes Calemande,Naples Sicile et Parme,2289,Livres,6,13734,0,
515,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Flandre,Etoffes Calemande,Etats de l'empereur,45,Livres,6,270,0,
516,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Amiénois,Etoffes Camelot,Sardaigne,895,Livres,6,5370,0,
517,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Amiénois,Etoffes Camelot,Milanes Toscane et Lucques,2800,Livres,6,16800,0,
518,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Amiénois,Etoffes Camelot,Etat Ecclésiastique,215,Livres,6,1290,0,
519,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Amiénois,Etoffes Camelot,Naples Sicile et Parme,50,Livres,6,300,0,
520,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Amiénois,Etoffes Camelot,Etats de l'empereur,145,Livres,6,870,0,
521,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Flandre,Etoffes Camelot,Sardaigne,1459,Livres,6,8754,0,
522,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Flandre,Etoffes Camelot,Milanes Toscane et Lucques,170,Livres,6,1020,0,
523,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Normandie,Etoffes espagnolette,Sardaigne,5875,Livres,6,35250,0,
524,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Normandie,Etoffes espagnolette,Milanes Toscane et Lucques,42,Livres,6,252,0,
525,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Normandie,Etoffes espagnolette,Naples Sicile et Parme,120,Livres,6,750,30,Erreur de calcul
526,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie,Etoffes espagnolette,Etat Ecclésiastique,40,Livres,6,240,0,
527,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie,Etoffes espagnolette,Venise,100,Livres,6,600,0,
528,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Champagne,Etoffes Etamine,Sardaigne,7580,Livres,6,45480,0,
529,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Champagne,Etoffes Etamine,Milanes Toscane et Lucques,2693,Livres,6,16158,0,
530,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Champagne,Etoffes Etamine,Etat Ecclésiastique,80,Livres,6,480,0,
531,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Champagne,Etoffes Etamine,Naples Sicile et Parme,635,Livres,6,3810,0,
532,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Champagne,Etoffes Etamine,Venise,115,Livres,6,690,0,
533,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Maine,Etoffes Etamine,Sardaigne,25,Livres,6,150,0,
534,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Maine,Etoffes Etamine,Milanes Toscane et Lucques,2693,Livres,6,16158,0,
535,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Maine,Etoffes Etamine,Etat Ecclésiastique,80,Livres,6,480,0,
536,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Maine,Etoffes Etamine,Naples Sicile et Parme,635,Livres,6,3810,0,
537,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Maine,Etoffes Etamine,Venise,115,Livres,6,690,0,
538,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie,Etoffes Etamine,Sardaigne,2884,Livres,6,17304,0,
539,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie ,Etoffes Etamine,Milanes Toscane et Lucques,337,Livres,6,2022,0,
540,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie,Etoffes Etamine,Naples Sicile et Parme,190,Livres,6,1140,0,
541,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie,Etoffes Etamine,Venise,265,Livres,6,1590,0,
542,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie,Etoffes Etamine,Etats de l'empereur,40,Livres,6,240,0,
543,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Bourbonais,Etoffes Etamine,Sardaigne,255,Livres,6,1530,0,
544,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Languedoc,Etoffes Flanelle,Sardaigne,250,Livres,6,1500,0,
545,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Champagne,Etoffes Flanelle,Sardaigne,515,Livres,6,3090,0,
546,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Champagne,Etoffes Flanelle,Milanes Toscane et Lucques,165,Livres,6,990,0,
547,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie,Etoffes Flanelle,Sardaigne,65,Livres,6,390,0,
548,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie,Etoffes Flanelle,Milanes Toscane et Lucques,165,Livres,6,990,0,
549,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Champagne,Etoffes Maroc,Sardaigne,11875,Livres,7,83125,0,
550,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Champagne,Etoffes Maroc,Milanes Toscane et Lucques,4343,Livres,7,30401,0,
551,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Champagne,Etoffes Maroc,Etat Ecclésiastique,1680,Livres,7,11760,0,
552,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Champagne,Etoffes Maroc,Naples Sicile et Parme,775,Livres,7,5225,-200,Erreur de calcul
553,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Champagne,Etoffes Maroc,Venise,715,Livres,7,5005,0,
554,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Languedoc,Etoffes Molton,Sardaigne,814,Livres,6,4884,0,
555,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Languedoc,Etoffes Molton,Milanes Toscane et Lucques,75,Livres,6,450,0,
556,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Languedoc,Etoffes Molton,Suisse ses alliés et Genève,92,Livres,6,552,0,
557,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie,Etoffes Molton,Sardaigne,520,Livres,6,3120,0,
558,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie,Etoffes Molton,Etat Ecclésiastique,20,Livres,6,120,0,
559,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Normandie,Etoffes Molton,Sardaigne,1332,Livres,6,7992,0,
560,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie ,Etoffes Prunelle,Sardaigne,90,Livres,6,540,0,
561,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie ,Etoffes Prunelle,Milanes Toscane et Lucques,65,Livres,6,390,0,
562,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie,Etoffes Prunelle,Naples Sicile et Parme,320,Livres,6,1920,0,
563,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie ,Etoffes Prunelle,Venise,70,Livres,6,420,0,
564,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie,Etoffes Prunelle,Etats de l'empereur,25,Livres,6,150,0,Erreur de calcul
565,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie,Etoffes Satin Turc,Sardaigne,140,Livres,8,1120,0,
566,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie,Etoffes Satin Turc,Milanes Toscane et Lucques,60,Livres,8,480,0,
567,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Picardie,Etoffes Satin Turc,Etats de l'empereur,65,Livres,8,520,0,
568,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,15,1789,Grenoble,Beauvoisin,Flandre,Etoffes Satin Turc,Sardaigne,983,Livres,8,7864,0,
569,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,16,1789,Grenoble,Beauvoisin,Picardie,Etoffes serge,Sardaigne,778,Livres,5,3890,0,
570,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,16,1789,Grenoble,Beauvoisin,Picardie,Etoffes serge,Milanes Toscane et Lucques,785,Livres,5,3925,0,
571,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,16,1789,Grenoble,Beauvoisin,Picardie,Etoffes serge,Naples Sicile et Parme,165,Livres,5,825,0,
572,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,16,1789,Grenoble,Beauvoisin,Picardie,Etoffes serge,Venise,175,Livres,5,875,0,
573,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,16,1789,Grenoble,Beauvoisin,Gevaudan,Etoffes serge,Sardaigne,935,Livres,5,4675,0,
