numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
201,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Aunis,chapeaux de feutre,Petites iles,3522,pièces,"2,5",8805,0,
202,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Aunis,cheveux,Petites iles,,valeur,,240,,marchandises en estimation
203,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Orléanais,couvertures de laine,Petites iles,11,pièces,24,264,0,
204,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Champagne,couvertures de laine,Petites iles,58,pièces,15,870,0,
205,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Aunis,cuirs de beuf tannés,Petites iles,3,pièces,,120,,marchandises en estimation
206,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Aunis,cuirs de vaches tannés,Petites iles,61,pièces,18,1098,0,
207,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Aunis,cuivre ouvré,Petites iles,727,livres,"1,4",1018,"0,2",en quintal
208,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Languedoc,draperie commune,Petites iles,842,aunes,2,1684,0,
209,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Poitou,draperie commune,Petites iles,1066,aunes,"2,5",2665,0,
210,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Touraine,draperie commune,Petites iles,60,aunes,"3,5",210,0,
211,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Abbeville,drap,Petites iles,14,aunes,25,350,0,
212,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Elbeuf,drap d'elbeuf,Petites iles,112,livres,12,1344,0,
213,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Sedan,drap,Petites iles,44,livres,15,660,0,
214,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Quercy,draperie petite,Petites iles,220,aunes,6,1320,0,
215,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Champagne,drap de silésie,Petites iles,65,aunes,8,520,0,
216,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Normandie,drap calmouck,Petites iles,390,aunes,5,1950,0,
217,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Aunis,droguerie pour la peinture et la teinture tartre,Quatre villes hanséatiques,80000,livres,,8000,,marchandises en estimation
218,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Aunis,drogueries composées,Petites iles,1336,livres,"0,2",267,"-0,2",en quintal
219,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Aunis,eau de vie,Quatre villes hanséatiques,"16,67",muids,"158,4",2640,0,4lt 8 sous la velte
220,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Aunis,eau de vie,Etats de l'Empereur,"21,11",muids,"158,4",3344,0,4lt 8 sous la velte
221,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Aunis,eau de vie,La prusse,"17,53",muids,"158,4",2776,"-0,4",4lt 8 sous la velte
222,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Aunis,epicerie cassonade,Petites iles,1646,livres,"0,85",1399,"-0,1",
223,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Normandie,etoffes de coton,Petites iles,20,aunes,6,120,0,
224,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Champagne,etoffes de coton,Petites iles,18,aunes,6,108,0,marchandises en estimation
225,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Amiens,velours de coton,Petites iles,77,aunes,7,539,0,
226,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Poitou,etoffes de laine,Petites iles,,valeur,,7135,,marchandises en estimation
227,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Normandie,etoffes de laine,Petites iles,,valeur,,2172,,marchandises en estimation
228,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Maine,etoffes de laine,Petites iles,,valeur,,1840,,marchandises en estimation
229,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Champagne,etoffes de laine,Petites iles,,valeur,,1899,,marchandises en estimation
230,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Touraine,etoffes de laine,Petites iles,,valeur,,618,,marchandises en estimation
231,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Amiénois,etoffes de laine,Petites iles,,valeur,,2092,,marchandises en estimation
232,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Guyenne,etoffes de laine,Petites iles,,valeur,,416,,marchandises en estimation
233,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,15,1789,La Rochelle,La Rochelle,Languedoc,etoffes de laine,Petites iles,,valeur,,144,,marchandises en estimation
234,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Lyonais,etoffes de soye,Petites iles,"79,5",livres,55,4372,"-0,5",
235,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Touraine,etoffes de soye,Petites iles,36,livres,55,1980,0,
236,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,etoupes,Petites iles,2000,livres,"0,06",120,0,en quintal
237,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,farine,Petites iles,31995,livres,"0,225",7199,"0,13",en quintal
238,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Etranger,fayence,Petites iles,,valeur,,2500,,marchandises en estimation
239,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,fayence,Petites iles,,valeur,,7200,,marchandises en estimation
240,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,fer,Petites iles,7800,livres,"0,16",1248,0,en quintal
241,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,fer ouvré,Petites iles,1125,livres,"0,4",450,35,
242,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,futailles vides,Petites iles,560,pièces,9,5040,0,
243,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Amienois,gaze marly,Petites iles,119,aunes,,1050,,30lt la livre
244,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,grains comestibles froment,Petites iles,55200,livres,"0,15",8280,0,en quintal
245,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,ris,Petites iles,550,livres,"0,4",220,0,en quintal
246,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,seigle,Petites iles,18400,livres,"0,1",1840,0,en quintal
247,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,huille d'olive,Petites iles,1400,livres,"0,9",1260,0,en quintal
248,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,huille de noix,Petites iles,444,livres,"0,4",178,"0,4",en quintal
249,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,huille de poisson,Petites iles,16691,livres,"0,25",4173,"0,25",en quintal
250,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,lin peigné,Petites iles,9862,livres,"0,5",4931,0,en quintal
251,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,marchandises à la valeur,Petites iles,,valeur,,722,,marchdises en estimation
252,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,meubles,Petites iles,,valeur,,1991,,marchdises en estimation
253,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,mercerie mêlée,Petites iles,,valeur,,2068,,marchdises en estimation
254,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Normandie,mouchoirs de coton,Petites iles,300,pièces,2,600,0,
255,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Indes Cnie Française,mouchoirs de coton,Petites iles,96,pièces,3,288,0,
256,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,anjou,mouchoirs de coton,Petites iles,156,pièces,"1,5",234,0,
257,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Bretagne,mouchoirs de coton,Petites iles,72,pièces,2,144,0,
258,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Etranger,mouchoirs de coton,Petites iles,36,pièces,"3,25",117,0,
259,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,anjou,mouchoirs fil et coton,Petites iles,1254,pièces,2,2508,0,
260,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Normandie,mouchoirs fil et coton,Petites iles,120,pièces,2,240,0,marchandises en estimation
261,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Indes Cnie Française,mouchoirs des indes,Petites iles,660,pièces,"3,25",2145,0,
262,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Ile de France,papier peint,Petites iles,,valeur,,838,,marchandises en estimation
263,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,peaux de moutons tannées,Petites iles,228,pièces,"1,5",342,0,
264,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,peaux de veaux tannées,Petites iles,828,pièces,4,3312,0,
265,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,plomb en grain,Petites iles,2216,livres,"0,35",776,"0,4",
266,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Pêches Françaises,poisson en morue verte,Petites iles,512,livres,"0,4",205,"0,2",en quintal
267,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,quincaillèrie,Petites iles,,valeur,,420,,marchandises en etsimation
268,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,16,1789,La Rochelle,La Rochelle,Aunis,savon,Petites iles,234,livres,"0,7",164,"0,2",
269,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Marseille,souffre,Petites iles,2410,livres,"0,15",361,"-0,5",en quintal
270,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Aunis,suif fondu,Petites iles,1675,livres,"0,6",1005,0,en quintal
271,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Indes Cnie Française,thé,Petites iles,80,livres,3,240,0,
272,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Normandie,toille de coton,Petites iles,40,aunes,"2,75",110,0,
273,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Normandie,toille bazin,Petites iles,213,aunes,"3,5",745,"-0,5",
274,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Champagne,toille bazin,Petites iles,48,aunes,"3,5",168,0,marchandises en estimation
275,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Normandie,toille cotonade,Petites iles,1853,aunes,"2,75",5096,"0,25",
276,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Normandie,toille cotonnade coton,Petites iles,177,aunes,,442,,marchandises en estimation
277,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Normandie,toille gingas,Petites iles,355,aunes,"1,75",621,"-0,25",
278,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Normandie,toille Nankin,Petites iles,19,pieces,,152,,marchandises en estimation
279,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Indes Cnie Française,toille indienne de coton,Petites iles,138,aunes,"3,5",483,0,
280,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Bretagne,toille indienne de coton,Petites iles,985,aunes,"3,5",3447,"-0,5",
281,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Normandie,toille indienne de coton,Petites iles,80,aunes,"2,75",220,0,
282,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Indes Cnie Française,mousseline,Petites iles,9122,aunes,6,54732,0,
283,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Flandre,toille de fil diverses,Petites iles,,valeur,,265,,marchandises en estimation
284,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,amienois,linon,Petites iles,145,aunes,6,870,0,
285,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Normandie,toille bazin fil et coton,Petites iles,106,aunes,4,424,0,
286,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Champagne,toille bazin fil et coton,Petites iles,95,aunes,"2,5",237,"-0,5",
287,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Normandie,toille siamoise fil et coton,Petites iles,2022,aunes,"2,5",5055,0,
288,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Maine,toille de chanvre,Petites iles,262,aunes,"1,5",393,0,
289,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Normandie,toille de chanvre,Petites iles,160,aunes,"1,25",240,40,
290,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Bretagne,toille de chanvre,Petites iles,140,aunes,"2,5",350,0,
291,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,anjou,toille de chanvre rousse,Petites iles,232,aunes,"1,75",406,0,
292,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Bretagne,toille de chanvre rousse,Petites iles,300,aunes,"1,75",525,0,marchandises en estimation
293,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Normandie,toille de chanvre rousse,Petites iles,641,aunes,"1,5",961,"-0,5",
294,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Touraine,toille de chanvre rousse,Petites iles,400,aunes,"1,5",600,0,marchandises en estimation
295,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Maine,toille de chanvre rousse,Petites iles,2600,aunes,"1,5",3900,0,marchandises en estimation
296,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Poitou,toille de chanvre rousse,Petites iles,100,aunes,"1,5",150,0,marchandises en estimation
297,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Saintonge,toille d'embalage,Petites iles,911,aunes,1,911,0,
298,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Poitou,toille de chanvre à carreaux,Petites iles,120,aunes,"0,9",108,0,
299,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Maine,toille de chanvre à carreaux,Petites iles,240,aunes,"0,75",180,0,
300,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,Bretagne,toille de chanvre à voiles,Petites iles,350,aunes,"1,5",525,0,
301,Ahmed,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – La Rochelle.csv,National toutes directions tous partenaires,Exportations,17,1789,La Rochelle,La Rochelle,anjou,toille de chanvre à voiles,Petites iles,920,aunes,"1,5",1380,0,marchandises en estimation
