numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,probleme,prix_unitaire,doubleaccounts
208,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Fayence,Lorient,1873,,,,,,
209,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Fayence,Angleterre,970,,,,,,
210,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Fer étain,Lorient,930,3100,Livre,,0,"0,3",
211,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Fer en barres,Lorient,37277,"2485,17",Quintal,Unité d'origine Livre,"-0,55",15,
212,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Fer en verges,Lorient,865,"41,18",Quintal,Unité d'origine Livre,"0,22",21,
213,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Fer en clous,Lorient,260,"6,5",Quintal,Unité d'origine Livre,0,40,
214,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Fromages,Lorient,1220,"20,33",Quintal,Unité d'origine Livre,"0,2",60,
215,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Fruits crus,Petites Isles,375,,,,,,
216,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Futailles vides,Lorient,475,190,Nombre,,,,
217,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Grains comestibles; Froment,Etats Unis,35672,"2744,04",Quintal,Unité d'origine Livre,"1371,5","12,5",
218,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Grains comestibles; Ris,Lorient,1196,"47,86",Quintal,Unité d'origine Livre,"-0,5",25,
219,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Grains comestibles; Seigle,Petites Isles,3420,380,Quintal,Unité d'origine Livre,0,9,
220,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Huile de baleine,Lorient,5040,112,Quintal,Unité d'origine Livre,0,45,
221,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Huile de lin,Hollande,2589,"73,98",Quintal,Unité d'origine Livre,"-0,3",35,
222,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Huile d'olive,Marseille,3420,4560,Livre,,0,"0,75",
223,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Morphil ou dents d'elephants,Lorient,300,60,Livre,,0,5,
224,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Légumes; Haricots,Lorient,1265,"126,5",Quintal,Unité d'origine Livre,0,10,
225,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Légumes; Lentilles,Lorient,206,"10,3",Quintal,Unité d'origine Livre,0,20,
226,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Liége,Bayonne,210,"10,9",Quintal,Unité d'origine Livre,-8,20,
227,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Marchandises à la valeur,Lorient,916,,,,,,
228,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Marchandises à la valeur,Norvège,86,,,,,,
229,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Peaux de veaux en vert,Lorient,410,205,Nombre,,0,2,
230,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,9,Pierres à meules,Espagne,2460,820,Nombre,,0,3,
231,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,10,Poisson salé; Rogue de maquereaux et de stocfich,Lorient,6800,340,Quintal,Unité d'origine Livre,0,20,
232,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,10,Poisson salé; Rogue de maquereaux et de stocfich,Norvège,263460,13179,Quintal,Unité d'origine Livre,-120,20,
233,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,10,Poisson salé; Sardine pressée,Lorient,2520,8640,Livre,,,,
234,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,10,Poisson salé; Stocfich,Norvège,2174,"108,7",Quintal,Unité d'origine Livre,0,20,
235,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,10,Roseaux,Espagne,2400,400,Quintal,Unité d'origine Livre,0,6,
236,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,10,Savon,Marseille,119229,"1987,15",Quintal,Unité d'origine Livre,0,60,
237,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,10,Sel,Petites Isles,2060,1648,Quintal,Unité d'origine Livre,0,"1,25",
238,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,10,Sel,Angleterre,145,"116,3",Quintal,Unité d'origine Livre,"-0,38","1,25",
239,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,10,Souffre,Marseille,74,"4,93",Quintal,Unité d'origine Livre,"0,05",15,
240,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,10,Souffre,Petites Isles,212,"14,11",Quintal,Unité d'origine Livre,"0,35",15,
241,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,10,Toilles à voile,Lorient,5874,3916,Aune,,0,"1,5",
242,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,10,Vin ordinaire,Petites Isles,66677,"2756,26",Muid,,"526,67",24,
243,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,10,Vin ordinaire,Lorient,306,51,Velte,Unités d'origine Muid et Pinte,0,6,
244,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,10,Vin de Bordeaux,Lorient,9442,"65,6",Muid,Plus 174 Pintes,"1241,48",125,
245,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,10,Vin du cap,Hollande,840,420,Bouteille,,0,2,
246,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Subordonné à celui de Lorient,10,Vin de liqueurs,Espagne,1110,370,Pintes,Unités d'origine Muid et Pinte,,,
247,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Bierre,Lorient,200,6,Muid,,,,
248,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Bois de construction en planches,Lorient,1649,2688,Nombre,,,,
249,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Bois de construction en planches,Hollande,442,410,Nombre,,,,
250,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Bois de construction en planches,Danemark,2592,5190,Nombre,,,,
251,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Bray goudron ?,Lorient,2375,40033,Livre,,,,
252,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Bray goudron ?,Danemark,760,7833,Livre,,,,
253,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Cendres diverses,Lorient,1148,3900,Livre,,,,
254,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Charbon de terre,Angleterre,1345,73,,Plus 2700 - quantités illisibles,,,
255,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Cordages,Lorient,200,2000,Livre,,,,
256,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Cordages,Hollande,1558,3052,Livre,,,,
257,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Fayence,Lorient,450,,,,,,
258,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Fer; En barres,Lorient,3296,16688,Livre,,,,
259,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Fer; En barres,Espagne,800,4333,Livre,,,,
260,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Fer; En barres,Hollande,2466,12333,Livre,,,,
261,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Fer; En barres,France,765,4000,Livre,,,,
262,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Fer; En barres,Hollande,1764,8912,Livre,,,,
263,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Fer; Divers,Espagne,1693,8666,Livre,,,,
264,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Marchandises à la valeur,Lorient,903,,,,,,
265,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Marchandises à la valeur,Petites Isles,159,,,,,,
266,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Marchandises à la valeur,Espagne,209,,,,,,
267,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Ouvrages en bois,Lorient,240,,,,,,
268,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Pierres à éguiser,Espagne,129,,,,,,
269,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Poissons de mer en rogue de maquereaux,Petites Isles,460,8,Barrique,Plus 80 Tonneaux?,,,
270,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Poissons de mer en rogue de maquereaux,Hollande,38149,778,Barils,,,,
271,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Poissons de mer en rogue de maquereaux,Danemark,157526,4308,Barils,,,,
272,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Sel,Petites Isles,874,21,Muid,,,,
273,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Quimper,12,Vin,Petites Isles,1872,42,Muid,Plus 150 bouteilles,,,
274,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Acier,Hollande,1092,"36,4",Quintal,Unité d'origine Livre,0,30,
275,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Acier,Etats du roi de Suede,5458,"181,92",Quintal,Unité d'origine Livre,"0,4",30,
276,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Amandes en coques,Marseille,124,"41,29",Quintal,Unité d'origine Livre,"0,13",3,
277,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Amandes cassées,Marseille,135,3,Quintal,Unité d'origine Livre,0,45,
278,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Armes blanches,Angleterre,150,,,,,,
279,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bierre,Lorient,768,,?,Unités d'origine Muid et Pinte,,,
280,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bierre,Dunkerque,36,,?,Unités d'origine Muid et Pinte,,,
281,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bierre,Hollande,816,,?,Unités d'origine Muid et Pinte,,,
282,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bierre,Les 4 villes anséatiques,42,,?,Unités d'origine Muid et Pinte,,,
283,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois divers de construction,Angleterre,13642,,,,,,
284,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois divers de construction,Hollande,4140,,,,,,
285,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois divers de construction,Les 4 villes anséatiques,352075,,,,,,
286,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois divers de construction,Norvège,236,,,,,,
287,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois divers de construction,Russie,32120,,,,,,
288,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois de sapin en planches,Dunkerque,100,100,Nombre,,0,1,
289,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois de sapin en planches,Bayonne,325,325,Nombre,,0,1,
290,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois de sapin en planches,Angleterre,674,674,Nombre,,0,1,
291,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois de sapin en planches,Hollande,312,312,Nombre,,0,1,
292,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois de sapin en planches,Norvège,82895,82895,Nombre,,0,1,
293,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois de sapin en planches,Etats du roi de Suède,29268,29268,Nombre,,0,1,
294,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois de sapin en planches,Etats du roi de Prusse,4605,4605,Nombre,,0,1,
295,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois de sapin en planches,Russie,101210,101210,Nombre,,0,1,
296,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois en avirons,Espagne,216,54,Nombre,,0,4,
297,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois en avirons,Norvège,656,164,Nombre,,0,4,
298,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois en manches de gaffe,Norvège,177,142,Nombre,,"-0,5","1,25",
299,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois en manches de gaffe,Russie,3875,3100,Nombre,,0,"1,25",
300,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois en mâts,Russie,93000,620,Nombre,,0,150,
301,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois en materiaux,Russie,60200,1505,Nombre,,0,40,
302,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois en cercles,Dunkerque,238,15960,Nombre,Prix unitaire pour Mille en nombre,"-1,4","0,015",
303,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois en cercles,Hollande,780,52000,Nombre,Prix unitaire pour Mille en nombre,0,"0,015",
304,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bois merrain,Les 4 villes anséatiques,54385,54385,Nombre,,0,1,
305,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Boutons de coco,Hollande,6000,500,Grosse,,0,12,
306,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bray; Gras,Hollande,924,"123,2",Quintal,Unité d'origine Livre,0,"7,5",
307,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bray; Goudron,Bayonne,192,"19,2",Quintal,Unité d'origine Livre,0,10,
308,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bray; Goudron,Hollande,19980,1998,Quintal,Unité d'origine Livre,0,10,
309,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bray; Goudron,Norvège,30700,3070,Quintal,Unité d'origine Livre,0,10,
310,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National toutes directions tous partenaires,1789,Imports,Lorient,Brest et dépendances,14,Bray; Goudron,Etats du roi de Suède,360,36,Quintal,Unité d'origine Livre,0,10,
