numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
201,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,poisson salé stocfich,Danemark,25650,livres,"0,1500000","3 847,00","-0,50",
202,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,Rogue,Danemark,11,barils,"20,0000000","220,00","0,00",
203,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,maquereaux,Danemark,18,barils,"20,0000000","360,00","0,00",
204,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,saumon salé,Danemark,"4,5",barils,"25,0000000","113,00","0,50",
205,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,sardines preparées,Petites iles,49,barriques,"40,0000000","1 960,00","0,00",
206,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,quincaillerie,L'Amerique,143,livres,"0,0000000","170,00",,
207,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,10,1789,La Rochelle,St Martin Isle de Ré,,savon,Marseille,42597,livres,"0,6000000","25 558,00","-0,20",en quintal
208,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,11,1789,La Rochelle,St Martin Isle de Ré,,suif en chandeles,Hollande,2100,livres,"0,6000000","1 260,00","0,00",
209,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,11,1789,La Rochelle,St Martin Isle de Ré,,suif en chandeles,Danemark,437,livres,"0,6000000","262,00","-0,20",
210,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,11,1789,La Rochelle,St Martin Isle de Ré,,suif fondu,Hollande,2504,livres,"0,4500000","1 127,00","0,20",en quintal
211,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,11,1789,La Rochelle,St Martin Isle de Ré,,tartre,Petites iles,1700,livres,"0,2000000","240,00","-100,00",
212,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,11,1789,La Rochelle,St Martin Isle de Ré,,vin de Bordeaux,Petites iles,,valeur,"0,0000000","266,00",,marchandises en estimation
213,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,11,1789,La Rochelle,St Martin Isle de Ré,,vin de Malaga,Dunkerque,,valeur,"0,0000000","219,00",,marchandises en estimation
214,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,biscuit de mer,Angleterre,2000,livres,"0,2500000","500,00","0,00",en quintal
215,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,bray gras et sec,Dunkerque,50000,livres,"0,0000000","4 400,00",,
216,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,bois de sapin en morceaux,Petites iles,,valeur,"0,0000000","106,00",,marchandises en estimation
217,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,bois de sapin en morceaux,Hollande,,valeur,"0,0000000","100,00",,marchandises en estimation
218,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,bois de sapin en planches,Dunkerque,,pièces,"1,0000000","8 285,00",,marchandises en estimation
219,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,bois de sapin en planches,Petites iles,,pièces,"1,0000000","360,00",,marchandises en estimation
220,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,bois merrein,L'amerique,43666,pièces,"0,4000000","17 466,00","-0,40",
221,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,charbon de terre,Angleterre,162,tonneaux,"45,0000000","7 290,00","0,00",
222,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,drogues pour la peinture,Angleterre,28900,livres,"0,3000000","8 670,00","0,00",en quintal
223,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,drogues pour la peinture,Hollande,1100,livres,"0,3000000","330,00","0,00",en quintal
224,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,eau de vie,Petites iles,33,muids,"0,0000000","7 128,00",,prix unitaire non lisible
225,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,etain en saumon,Angleterre,2100,livres,"0,4500000","945,00","0,00",en quintal
226,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,fayence,Angleterre,,valeur,"0,0000000","1 039,00",,matchandises en estimation
227,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,farine de froment,Angleterre,930,livres,"0,2500000","232,00","-0,50",en quintal
228,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,fer vieux,Petites iles,7147,livres,"0,0500000","357,00","-0,35",en quintal
229,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,fer blanc,Quatre villes hanséatiques,5050,livres,"0,7500000","3 787,00","-0,50",en quintal
230,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,fer feuillard,Angleterre,2140,livres,"0,3800000","813,00","-0,20",en quintal
231,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,fer feuillard,Hollande,2400,livres,"0,3800000","904,00","-8,00",en quintal
232,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,fromage,Hollande,2230,livres,"0,6000000","1 338,00","0,00",
233,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,futailles,Dunkerque,162,pièces,"8,0000000","1 296,00","0,00",
234,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,graines comestibles froment,Allemagne,425500,livres,"0,1675000","71 271,00","-0,25",arrondi
235,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,bled seigle,Hollande,189774,livres,"0,1050000","19 921,00","-5,27",arrondi
236,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,bled seigle,Quatre villes hanséatiques,535417,livres,"0,1050000","56 169,00","-49,79",arrondi
237,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,orge,Hollande,52288,livres,"0,0900000","4 706,00","0,08",
238,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,orge,Quatre villes hanséatiques,17620,livres,"0,0900000","1 586,00","0,20",
239,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,, légumes haricots,Petites iles,1080,livres,"0,1500000","162,00","0,00",
240,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,légumes feves,Petites iles,2860,livres,"0,1000000","286,00","0,00",
241,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,légumes feves,Quatre villes hanséatiques,70990,livres,"0,1000000","7 099,00","0,00",
242,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,marchandises à la valeur,Petites iles,,valeur,"0,0000000","391,00",,marchandises en estimation
243,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,marchandises à la valeur,Angleterre,,valeur,"0,0000000","142,00",,marchandises en estimation
244,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,marchandises à la valeur,Allemagne,,valeur,"0,0000000","112,00",,marchandises en estimation
245,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,marchandises à la valeur,L'empereur,,valeur,"0,0000000","165,00",,marchandises en estimation
246,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,Pierres à bâtir,Angleterre,29,toises,"12,0000000","324,00","-24,00",erreur de calcul
247,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,poisson salé sardines,Petites iles,"13,5",barriques,"60,0000000","810,00","0,00",
248,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,plomb en saumon,Angleterre,32150,livres,"0,3000000","9 645,00","0,00",
249,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,sable,Dunkerque,167,tonneaux,"1,0000000","167,00","0,00",
250,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,sable,Angleterre,160,livres,"1,0000000","160,00","0,00",
251,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,sable,Hollande,110,livres,"1,0000000","110,00","0,00",
252,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,sable,L'empereur,130,tonneaux,"1,0000000","130,00","0,00",
253,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,sel,Petites iles,8030575,livres,"0,0000000","98 151,00",,
254,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,vinaigre,Petites iles,"9,87",muids,"0,0000000","376,00",,
255,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,voiture,Angleterre,1,pièces,"0,0000000","336,00",,
256,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,13,1789,La Rochelle,Charente,,vieux linge,Petites iles,14900,livres,"0,1000000","1 490,00","0,00",
257,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,15,1789,La Rochelle,Marennes,,bois de sapin en planches,Petites iles,6050,pièces,"0,8000000","4 840,00","0,00",80 les cent
258,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,15,1789,La Rochelle,Marennes,,bois de sapin en planches,Prusse,9350,pièces,"0,8000000","7 480,00","0,00",80 les cent
259,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,15,1789,La Rochelle,Marennes,,charbon de terre,Angleterre,340000, livres,"0,0250000","8 500,00","0,00",50lt les 2000 livres
260,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,15,1789,La Rochelle,Marennes,,futailles,Lorient,148,livres,"0,0000000","2 220,00",,marchandises en estimation
261,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,15,1789,La Rochelle,Marennes,,futailles,Petites iles,373,livres,"0,0000000","5 595,00",,marchandises en estimation
262,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,15,1789,La Rochelle,Marennes,,marchandises à la valeur,Petites iles,,valeur,"0,0000000","21,00",,marchandises en estimation
263,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,acier,Hollande,17021,livres,"0,3000000","5 106,00","-0,30",en quintal
264,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,agrais de navire,Petites iles,3,pièces,"0,0000000","120,00",,marchandises en estimation
265,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,amandes,Marseille,12069,livres,"0,6000000","7 241,00","-0,40",en quintal
266,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,armes blanches sabres,Hollande,250,pièces,"3,0000000","750,00","0,00",
267,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,armes à feu fusils,Dunkerque,830,pièces,"6,0000000","4 980,00","0,00",
268,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,baleine coupée,Hollande,2421,livres,"3,0000000","7 263,00","0,00",
269,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,baleine coupée,L'amerique,536,livres,"3,0000000","1 608,00","0,00",
270,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,beurre,Angleterre,22822,livres,"0,7500000","17 116,00","-0,50",en quintal
271,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,beurre,Quatre villes hanséatiques,3857,livres,"0,7500000","2 893,00","0,25",en quintal
272,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bierre,Petites iles,7,muids,"40,0000000","280,00","0,00",
273,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bierre,Hollande,"47,75",muids,"40,0000000","1 910,00","0,00",
274,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bierre,L'empereur,"0,868055555555556",muids,"40,0000000","35,00","0,28",marchandises en estimation
275,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois de sapin en bordage,Quatre villes hanséatiques,1756,pièces,"0,0000000","12 910,00",,nb estimé
276,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois de sapin en bordage,Suede,1856,pièces,"0,0000000","2 784,00",,nb estimé
277,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois de chene en bordage,Quatre villes hanséatiques,538,pièces,"3,0000000","1 614,00","0,00",
278,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois de sapin en perches,Danemark,100,pièces,"4,0000000","400,00","0,00",
279,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois de sapin en planches,Petites iles,104059,pièces,"0,6000000","62 435,00","-0,40",
280,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois de sapin en planches,Hollande,1122,pièces,"0,6000000","673,00","-0,20",
281,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois de sapin en planches,Quatre villes hanséatiques,586,pièces,"0,6000000","351,00","-0,60",
282,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois de sapin en planches,Danemark,19600,pièces,"0,6000000","11 760,00","0,00",
283,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois en mâtereaux,Petites iles,342,pièces,"5,0000000","1 710,00","0,00",
284,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois en mâtereaux,Prusse,27,pièces,"5,0000000","135,00","0,00",
285,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois de sapin en poutres,Hollande,90,livres,"2,0000000","180,00","0,00",
286,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois en saliveaux,Petites iles,447,livres,"2,0000000","894,00","0,00",
287,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois merrain en sapin,Petites iles,,valeur,"0,0000000","300,00",,marchandises en estimation
288,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois merrain en sapin,L'empereur,,valeur,"0,0000000","1 500,00",,marchandises en estimation
289,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois merrain en sapin,Prusse,,valeur,"0,0000000","6 000,00",,marchandises en estimation
290,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois merrain de chene,Petites iles,,valeur,"0,0000000","9 375,00",,marchandises en estimation
291,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois merrain de chene,Quatre villes hanséatiques,,valeur,"0,0000000","720,00",,marchandises en estimation
292,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois merrain de chene,Danemark,,valeur,"0,0000000","540,00",,marchandises en estimation
293,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois de bresil,Hollande,1050,livres,"1,0000000","1 050,00","0,00",
294,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois de campeche,Espagne,30000,livres,"0,2000000","6 000,00","0,00",en quintal
295,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois de campeche,Hollande,852,livres,"0,2000000","170,00","-0,40",en quintal
296,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois de caliatour,Hollande,500,livres,"0,3000000","150,00","0,00",en quintal
297,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois de fernembourg,Hollande,100,livres,"1,0000000","100,00","0,00",
298,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bois jaune,Hollande,512,livres,"0,3000000","153,00","-0,60",en quinatl
299,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bray gaudron,Petites iles,13,barils,"18,0000000","234,00","0,00",
300,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,bray gaudron,Suede,120,barils,"18,0000000","2 160,00","0,00",
301,Ahmed,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports – La Rochelle.csv,National toutes directions tous partenaires,Importations,17,1789,La Rochelle,La Rochelle,,poix blanche,Hollande,400,livres,"0,3000000","120,00","0,00",en quintal
