numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,probleme,prix_unitaire
202,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Cuirs de bœuf en poil,Marseille,653600,25200,Nombre,25200 nombre convertis en 556561,200000,18
203,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Cuirs de bœuf en poil,Espagne,216540,12030,Nombre,12030 nombre convertis en 280756,0,18
204,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Cuivre; Ouvré,Marseille,308,"2,57",Quintal,Unité d'origine Livre,"-0,4",120
205,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Cuivre; Jaune,Dunkerque,312,"2,6",Quintal,Unité d'origine Livre,0,120
206,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Cuivre; En pains,Marseille,26152,"435,87",Quintal,Unité d'origine Livre,"-0,2",60
207,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Cuivre; En planches,Marseille,56586,"754,48",Quintal,Unité d'origine Livre,0,75
208,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Cuivre; En planches,Angleterre,6642,"88,57",Quintal,Unité d'origine Livre,"-0,75",75
209,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Diverses,Marseille,1566,,,,1566,0
210,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Borax,Marseille,1593,177,Livre,,0,9
211,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Chimiques huile de vitriol,Marseille,631,,,,631,0
212,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Sel amoniac,Marseille,1746,873,Livre,,0,2
213,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Sel; De saturne,Marseille,13500,7500,Livre,,0,"1,8"
214,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Sel; De tartre,Marseille,4172,4172,Livre,,0,1
215,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Diverses gommes,Marseille,1437,463,,,1437,0
216,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Diverses gommes; Adragante,Marseille,16749,5583,Livre,,0,3
217,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Diverses gommes; Arabiques,Marseille,7838,"32,66",Quintal,Unité d'origine Livre,"-0,4",240
218,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Diverses,Marseille,7062,,,,7062,0
219,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Aloës,Marseille,1415,"5,66",Quintal,Unité d'origine Livre,0,250
220,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Camphre,Marseille,1980,495,Livre,,0,4
221,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Canefice,Marseille,4649,4649,Livre,,0,1
222,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Carrabe,Marseille,210,"42,04",Quintal,Unité d'origine Livre,"-0,2",5
223,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Carrabe,Gênes,550,110,Quintal,Unité d'origine Livre,0,5
224,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Civadille,Marseille,788,394,Livre,,0,2
225,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Jalap,Marseille,1082,197,Livre,,-100,6
226,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Ipecacuanha,Marseille,2674,429,Livre,,100,6
227,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Manne,Marseille,62909,30973,Livre,,-30010,3
228,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Mousse,Marseille,5030,2515,Livre,,0,2
229,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Pignons,Marseille,821,"82,18",Quintal,Unité d'origine Livre,"-0,8",10
230,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Pignons,Espagne,1608,"161,83",Quintal,Unité d'origine Livre,"-10,3",10
231,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Quinoa,Marseille,18630,2070,Livre,,0,9
232,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Quinoa,Espagne,1980,220,Livre,,0,9
233,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Rubarbe,Marseille,776,"3,61",Quintal,Unité d'origine Livre,"-0,15",215
234,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Saffran,Marseille,270,9,Livre,,0,30
235,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Saffran,Milanes Toscane,405,"13,5",Livre,,0,30
236,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Sené,Marseille,29084,7521,Livre,,-1000,4
237,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Storax,Marseille,756,252,Livre,,0,3
238,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Sucre de reglisse,Marseille,10312,"137,5",Quintal,Unité d'origine Livre,"-0,5",75
239,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Médicinales; Tamarin,Marseille,4597,"57,34",Quintal,Unité d'origine Livre,"9,8",80
240,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Métalliques; Argent vif,Marseille,11194,3398,Livre,,1000,3
241,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Métalliques; Litarge,Marseille,388,850,,,388,0
242,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Métalliques; Vitriol,Marseille,2112,"42,24",Quintal,Unité d'origine Livre,0,50
243,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Odorantes; Encens,Marseille,2224,"44,49",Quintal,Unité d'origine Livre,"-0,5",50
244,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Diverses,Marseille,3168,,,,3168,0
245,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Alquifoux,Marseille,32297,"1614,87",Quintal,Unité d'origine Livre,"-0,4",20
246,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Alun,Marseille,33686,"1403,59",Quintal,Unité d'origine Livre,"-0,16",24
247,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Alun,Espagne,74338,"3097,43",Quintal,,"-0,32",24
248,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Arsenic,Marseille,1383,"18,45",Quintal,Unité d'origine Livre,"-0,75",75
249,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Azur,Marseille,1872,"24,96",Quintal,Unité d'origine Livre,0,75
250,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Bleu de Prusse,Marseille,1352,"2,96",Quintal,Unité d'origine Livre,20,450
251,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Cerise,Marseille,15720,"524,02",Quintal,Unité d'origine Livre,"-0,6",30
252,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Vermillon,Marseille,1092,182,Livre,Unité d'origine Livre,0,6
253,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Cochenille,Marseille,1368,57,Livre,,0,24
254,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Galle,Marseille,30272,"378,41",Quintal,Unité d'origine Livre,"-0,8",80
255,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Indeplatte,Marseille,4370,"17,48",Quintal,Unité d'origine Livre,0,250
256,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Drogues; Pour peintures et teintures; Indigo,Marseille,7777,1111,Livre,,0,7
257,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Drogues; Pour peintures et teintures; Indigo,Amérique,1190,170,Livre,,0,7
258,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Drogues; Pour peintures et teintures; Marine d'alizari,Marseille,10643,"212,86",Quintal,Unité d'origine Livre,0,50
259,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Drogues; Pour peintures et teintures; Rouge brun,Marseille,378,"25,2",Quintal,Unité d'origine Livre,0,15
260,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Drogues; Pour peintures et teintures; Rocou,Marseille,1127,"15,03",Quintal,Unité d'origine Livre,"-0,25",75
261,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Drogues; Pour peintures et teintures; ?,Marseille,3040,"304,01",Quintal,Unité d'origine Livre,"-0,1",10
262,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Drogues; Pour peintures et teintures; Tartre,Marseille,2625,"231,27",Quintal,Unité d'origine Livre,"-2000,4",20
263,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Drogues; Pour peintures et teintures; Tartre,Milanes Toscane,689,"34,45",Quintal,Unité d'origine Livre,0,20
264,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Eau de fleur d'orange,Marseille,3492,3492,Livre,,0,1
265,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Eau de fleur d'orange,Sardaigne,1478,1478,Livre,,0,1
266,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Eau de fleur d'orange,Gênes,5758,5758,Livre,,0,1
267,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Ecaille de tortue,Espagne,232,58,Livre,,0,4
268,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Epicerie; Canelle,Marseille,3720,310,Livre,,0,12
269,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Epicerie; Girofle,Marseille,6708,559,Livre,,0,12
270,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Epicerie; Gingembre,Marseille,1437,"12,5",Quintal,Unité d'origine Livre,"-0,5",115
271,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Epicerie; Muscade,Marseille,1476,123,Livre,,0,12
272,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Epicerie; Piment,Marseille,6648,"88,64",Quintal,Unité d'origine Livre,0,75
273,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Epicerie; Piment,Espagne,3600,48,Quintal,Unité d'origine Livre,0,75
274,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Epicerie; Poivre,Marseille,133179,"887,86",Quintal,Unité d'origine Livre,0,150
275,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Epicerie; Poivre giroflé,Marseille,6810,"90,59",Quintal,Unité d'origine Livre,"15,75",75
276,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Eponges,Marseille,1177,"9,42",Quintal,Unité d'origine Livre,"-0,5",125
277,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Essence,Marseille,1260,42,Livre,,0,30
278,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Estampes,Marseille,1600,320,Livre,,0,5
279,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Etain en verges,Marseille,22811,"253,46",Quintal,Unité d'origine Livre,"-0,4",90
280,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Etain en verges,Angleterre,1913,"21,26",Quintal,Unité d'origine Livre,"-0,4",90
281,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Etoupe de chanvre,Marseille,249,"16,62",Quintal,Unité d'origine Livre,"-0,3",15
282,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Etoupe de chanvre,Marseille,1500,100,Quintal,Unité d'origine Livre,0,15
283,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Farine,Marseille,19832,"881,49",Quintal,Unité d'origine Livre,"-1,53","22,5"
284,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Farine,Espagne,2705,"120,16",Quintal,Unité d'origine Livre,"1,4","22,5"
285,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Farine,Amérique,30394,"1350,95",Quintal,Unité d'origine Livre,"-2,38","22,5"
286,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fayance,Marseille,6675,"222,53",Quintal,Unité d'origine Livre,"-0,9",30
287,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fayance,Angleterre,624,,,,624,0
288,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fer; Blanc,Marseille,6850,"171,26",Quintal,Unité d'origine Livre,"-0,4",40
289,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fer; Blanc,Angleterre,1056,"26,4",Quintal,Unité d'origine Livre,0,40
290,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fer; En barres,Marseille,90021,"5626,34",Quintal,Unité d'origine Livre,"-0,44",16
291,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fer; En barres,Etats de l'empereur,1548,"96,81",Quintal,Unité d'origine Livre,"-0,96",16
292,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fer; En barres,Suède,8112,507,Quintal,Unité d'origine Livre,0,16
293,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fer; En barres,Russie,1722,"107,65",Quintal,Unité d'origine Livre,"-0,4",16
294,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fer; En cercles,Marseille,4200,120,Quintal,Unité d'origine Livre,0,35
295,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fer; En cercles,Sardaigne,3171,"90,6",Quintal,Unité d'origine Livre,0,35
296,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fer; Coulé,Marseille,1380,60,Quintal,Unité d'origine Livre,0,23
297,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fer; En plaques,Marseille,5216,"130,42",Quintal,Unité d'origine Livre,"-0,8",40
298,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fer; En tôle,Marseille,4062,"135,4",Quintal,Unité d'origine Livre,0,30
299,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fer; Vieux,Marseille,1185,"182,19",Quintal,Unité d'origine Livre,"0,77","6,5"
300,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Ficelle,Marseille,1297,"21,63",Quintal,Unité d'origine Livre,"-0,8",60
301,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,11,Fil blanc,Marseille,318,139,,,318,0
