numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
345,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Lin ; non apresté,Hollande,9500,livres,,,,
346,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Lin ; non apresté,Prusse,95000,livres,,,,
347,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Liqueurs,Hollande,45,livres,,,,
348,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Litarge ,Hollande,3441,livres,,,,
349,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Litarge ; pour l´entrepot ,Hollande,200,livres,,,,
350,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Manches de bois pour brosse,Hollande,1734,en nombre,,,,
351,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Manches de gaffe de 14 à 16 pieds,Norvège,300,en nombre,,,,
352,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Manœuvre en grellin,Hollande,1750,livres,,,,
353,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Marete,Nord,10,livres,,,,
354,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 45 pieds de longe et de 4 pieds de diametre,Norvège,4,en nombre,,,,
355,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 30 pieds de longe et de 3 pieds de diametre,Norvège,2,en nombre,,,,
356,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 38 a 40 pieds de longe et de 7 a 8 pieds de diametre,Norvège,24,en nombre,,,,
357,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 36 a 40 pieds de longue et de 9 pieds de diametre,Norvège,2,en nombre,,,,
358,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 36 pieds de longe et de 6 pieds de diametre,Norvège,8,en nombre,,,,
359,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 48 pieds de longe et de 6 a 7 pieds de diametre,Norvège,8,en nombre,,,,
360,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 40 pieds de longe et de 6 pieds de diametre,Norvège,18,en nombre,,,,
361,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 38 pieds de longe et de 6 pieds de diametre,Norvège,9,en nombre,,,,
362,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 36 pieds de longe et de 5 pieds de diametre,Norvège,10,en nombre,,,,
363,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 30 pieds de longe et de 3 pieds de diametre,Norvège,9,en nombre,,,,
364,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 28 pieds de longe et de 4 pieds de diametre,Norvège,10,en nombre,,,,
365,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 48 pieds de longe et de 8 pieds de diametre,Norvège,26,en nombre,,,,
366,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de37 pieds de longe et de 6 pieds de diametre,Norvège,27,en nombre,,,,
367,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 38 pieds de longe et de 7 pieds de diametre,Norvège,25,en nombre,,,,
368,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 40 pieds de longe et de 10 pieds de diametre,Norvège,6,en nombre,,,,
369,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 36 pieds de longe et de 7 pieds de diametre,Norvège,19,en nombre,,,,
370,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 35 pieds de pieds de longe et de 9 pieds de diametre,Suede,2,en nombre,,,,
371,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 30 pieds de longe et de 6 a 8 pieds de diametre,Suede,190,en nombre,,,,
372,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 48 pieds de longe et de 9 pieds de diametre,Suede,10,en nombre,,,,
373,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 46 pieds de longe et de 12 pieds de diametre,Suede,14,en nombre,,,,
374,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 42 pieds de longe et de 11 pieds de diametre,Suede,15,en nombre,,,,
375,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 54 pieds de longe et de 15 pieds de diametre,Suede,12,en nombre,,,,
376,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 45 a 50 pieds de longe et de 15 pieds de diametre,Suede,38,en nombre,,,,
377,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 40 pieds de longe et de 11 pieds de diametre,Suede,22,en nombre,,,,
378,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 26 pieds de longe et de 4 pieds de diametre,Suede,70,en nombre,,,,
379,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 50 pieds de longe et de 10 a 12 pieds de diametre,Hollande,62,en nombre,,,,
380,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 45 pieds de longe et de 7 a 8 pieds de diametre,Hollande,13,en nombre,,,,
381,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,13,,Mats de sapin de 14 pieds de longe et de 3 pieds de diametre,Hollande,13,en nombre,,,,
382,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Mats de sapin de 60 pieds de longe et de 12 pieds de diametre,Hollande,44,en nombre,,,,
383,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Mats de sapin de 30 pieds de longe et de 6 pieds de diametre,Hollande,25,en nombre,,,,
384,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Mats de sapin de 24 a 25 pieds de longe et de 4 a 5pieds de diametre,Hollande,4,en nombre,,,,
385,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Mats de sapin de 20 pieds de longe et de 3 pieds de diametre,Hollande,2,en nombre,,,,
386,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Mats de sapin de 32 pieds de longe sans mentions de diametre,Hollande,100,en nombre,,,,
387,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Mats de sapin de 45 pieds de longe sans mentions de diametre,Hollande,25,en nombre,,,,
388,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Mats de sapin de 60 pieds de longe et de 10 pieds de diametre,Hollande,1,en nombre,,,,
389,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Mats de sapin de 54 pieds de longe et de 16 pieds de diametre,Hollande,1,en nombre,,,,
390,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Mats de sapin de 40 pieds de longe et de 18 pieds de diametre,Rotterdam,1,en nombre,,,,
391,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,"Mats de sapin de 44 pieds de longe et de 13,5 pieds de diametre",Rotterdam,1,en nombre,,,,
392,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Mats de sapin de 40 pieds de longe et de 12 pieds de diametre,Suede,2,en nombre,,,,
393,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Mats de sapin de 34 pieds de longe et de 10 pieds de diametre,Suede,2,en nombre,,,,
394,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Mats de sapin de 50 pieds de longe et de 16 pieds de diametre,Rotterdam,4,en nombre,,,,
395,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Mats de sapin de 40 pieds de longe et de 10 pieds de diametre,Rotterdam,1,en nombre,,,,
396,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Mats de sapin de 28 pieds de longe et de 4 pieds de diametre,Rotterdam,3,en nombre,,,,
397,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Mats de sapin de 20 pieds de longe et de 3 pieds de diametre,Rotterdam,1,en nombre,,,,
398,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Merrain barrillage,Hambourg,7000,en nombre,,,,
399,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Merrain pipage,Hambourg,6000,en nombre,,,,
400,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Merrain pipage,Hollande,2500,en nombre,,,,
401,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Merrain pipage,Norvège,7200,en nombre,,,,
402,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Merrain pipage,Bruges,1000,en nombre,,,,
403,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Merrain cartage,Norvège,3000,en nombre,,,,
404,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Mercerie,Espagne,2,livres,,,,
405,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Mercerie,Hambourg,250,livres,,,,
406,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Mercerie,Hollande,1647,livres,,,,
407,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Meule batarde,Bilbao,1070,en nombre,,,,
408,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Mitraile vieille en batterie de cuisine,Hollande,208,livres,,,,
409,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Maines avec leurs fers,Hollande,24,en nombre,,,,
410,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Morue verts,Espagne,75,livres,,,,
411,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Moulins de caffé,Hollande,118,en nombre,,,,
412,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Macis,Hollande,723,livres,,,,
413,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,14,,Manne,Hollande,158,livres,,,,
414,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Mercure doux,Hollande,10,livres,,,,
415,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Mercure corosif,Hollande,24,livres,,,,
416,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Mine de plomb,Hambourg,2576,livres,,,,
417,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Mine de plomb,Hollande,32375,livres,,,,
418,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Minicum,Hollande,50,livres,,,,
419,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Minicum,Hollande,723,livres,,,,
420,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Muscade,Hollande,333,livres,,,,
421,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Nattes,Hambourg,20,en nombre,,,,
422,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Nattes fines,Cadix,12,en nombre,,,,
423,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Nattes communes,Suede,1390,en nombre,,,,
424,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Nattes communes,Prusse,170,en nombre,,,,
425,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Noir de fumée,Hollande,640,barils,,,,
426,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Noir de fumée,Hambourg,4000,barils,,,,
427,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Noir de fumée,Hollande,625,barils,,,,
428,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Noisette ,Espagne,160,boisseaux,,,,
429,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Noix de Galle,Hollande,7490,livres,,,,
430,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Noix de muscade,Hollande,151,milliers,,,,
431,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Ocre ou craye blanche,Hollande,588,livres,,,,
432,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Oranges aigres,Espagne,40,milliers,,,,
433,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Oranges aigres,Espagne,97,milliers,,,,
434,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Orange douce,Espagne,4,milliers,,,,
435,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Orange douce,Portugal,500,en nombre,,,,
436,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Orange douce,Portugal,300,en nombre,,,,
437,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Orange douce,Portugal,198,caisses,,,,
438,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Orange douce,Portugal,2,caisses,,,,
439,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Olives,Espagne,156,potiches,,,,
440,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Olives,Espagne,300,potiches,,,,
441,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Olives,Espagne,254,potiches,,,,
442,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Orge mondée,Hollande,532,livres,,,,
443,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,15,,Orpin,Hollande,310,livres,,,,
444,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,Papier,Hollande,"276,5",rames,,,,
445,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,Peaux de marte,Norvège,19,en nombre,,,,
446,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,Peaux d'ours,Norvège,1,en nombre,,,,
447,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,Paux de maroquin jeune,Espagne,6,en nombre,,,,
448,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,Paux de mouton,Espagne,243,en nombre,,,,
449,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,Peaux de mouton en laine,Espagne,570,en nombre,,,,
450,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,Perches,Norvège,156,en nombre,,,,
451,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,Perches de 10 pieds de longe,Norvège,20,en nombre,,,,
452,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,Perches de 15 a 20 pieds d elongue,Suede,23,en nombre,,,,
453,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,Perches,Norvège,272,en nombre,,,,
454,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,Perches,Espagne,46,en nombre,,,,
455,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,Pierres,Hollande,71,livres,,,,
456,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,Pinceaux,Hollande,323,livres,,,,
457,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,Pipe a fumer,Hollande,5648,grosse,,,,
458,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,Pipe a fumer,Hollande,1780,grosse,,,,
459,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,"Planches de sapin de 8 a 12 pieds de long et de 1 a 1,5 pouce d'épaisseur",Suede,20565,en nombre,,,,
460,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,"Planches de sapin de 8 a 12 pieds de long et de 1 a 1,5 pouce d'épaisseur",Hambourg,264,en nombre,,,,
461,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,"Planches de sapin de 8 a 12 pieds de long et de 1 a 1,5 pouce d'épaisseur",Riga,3300,en nombre,,,,
462,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,"Planches de sapin de 8 a 12 pieds de long et de 1 a 1,5 pouce d'épaisseur",Hollande,29231,en nombre,,,,
463,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,"Planches de sapin de 8 a 12 pieds de long et de 1 a 1,5 pouce d'épaisseur",Norvège,43850,en nombre,,,,
464,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,"Planches de sapin de 8 a 11 pieds de long et de 1 a 1,5 pouce d'épaisseur",Norvège,11400,en nombre,,,,
465,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,"Planches de sapin de 8 a 11 pieds de long et de 1 a 1,5 pouce d'épaisseur",Suede,10028,en nombre,,,,
466,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,"Planches de sapin de 8 a 11 pieds de long et de 1 a 1,5 pouce d'épaisseur",Hollande,5451,en nombre,,,,
467,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,"Planches de sapin de 13 a 17 pieds de long et de 1 a 1,5 pouce d'épaisseur",Suede,1884,en nombre,,,,
468,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,"Planches de sapin de 13 a 17 pieds de long et de 1 a 1,5 pouce d'épaisseur",Hambourg,480,en nombre,,,,
469,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,Planches de sapin de 11 a 20 pieds de longe et de 1 pouce d'épaisseur,Suede,299,en nombre,,,,
470,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,"Planches de sapin de 10 a 16 pieds de long et de 1 a 1,25 pouce d'épaisseur",Suede,9077,en nombre,,,,
471,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,"Planches de sapin de 10 a 16 pieds de long et de 1 a 1,25 pouce d'épaisseur",Hollande,240,en nombre,,,,
472,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,16,,"Planches de sapin de 13 pieds de long et de 1,25 pouce d'épaisseur",Suede,36,en nombre,,,,
473,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,Planches de sapin de 16 a 20 pieds de long et de 1 a 2 pouces d'épaisseur,Riga,50,en nombre,,,,
474,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,Planches de sapin de 16 a 20 pieds de long et de 1 a 2 pouces d'épaisseur,Hambourg,180,en nombre,,,,
475,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,"Planches de sapin de 27 a 28 pieds de long et de 1,5 pouce d'épaisseur",Hollande,638,en nombre,,,,
476,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,Planches de sapin de 15 a 17 pieds de longe et de 1 pieds d'épaisseur,Hambourg,420,en nombre,,,,
477,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,"Planches de sapin de 9 pieds de long et de 1,25 pouce d'épaisseur",Suede,2518,en nombre,,,,
478,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,Planches de sapin de 6 a 10 pieds de long et de 1 pouce d'épaisseur,Suede,4294,en nombre,,,,
479,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,Planches de sapin de 6 a 10 pieds de long et de 1 pouce d'épaisseur,Hollande,180,en nombre,,,,
480,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,Planches de sapin de 6 pieds de long et de 1 pouce d'épaisseur,Suede,24,en nombre,,,,
481,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,Planches pour genier sans longueur et épaisseur,Hollande,941,en nombre,,,,
482,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,Planches pour genier sans longueur et épaisseur,Irlande,100,en nombre,,,,
483,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,Planches pour genier sans longueur et épaisseur,Norvège,300,en nombre,,,,
484,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,Planches pour genier sans longueur et épaisseur,Hambourg,16,en nombre,,,,
485,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,"Demi planches de sapin 3 a 5 pieds de long et de 1,25 pouce d'épaisseur",Norvège,3087,en nombre,,,,
486,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,"Demi planches de sapin 3 a 5 pieds de long et de 1,25 pouce d'épaisseur",Suede,370,en nombre,,,,
487,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,"Demi planches de sapin de 4 a 5,5 pieds de long et de 1,5 a 1,25 pouce d'épaisseur",Suede,1083,en nombre,,,,
488,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,"Demi planches de sapin de 4 a 5,5 pieds de long et de 1,5 a 1,25 pouce d'épaisseur",Norvège,2896,en nombre,,,,
489,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,"Demi planches de sapin de 4 a 5,5 pieds de long et de 1,5 a 1,25 pouce d'épaisseur",Hollande,348,en nombre,,,,
490,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,Demi planches de sapin de 3 a 4 pieds de long et de 1 pouce d'épaisseur,Norvège,130,en nombre,,,,
491,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,Demi planches de sapin de 3 a 4 pieds de long et de 1 pouce d'épaisseur,Suede,646,en nombre,,,,
492,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,"Planches de chesne de 10 pieds de long et de 0,75 pouce d'épaisseur",Suede,12,en nombre,,,,
493,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,Planches de chesne de 10 a 12 pieds de long et de 1 pouce d'épaisseur,Hollande,694,en nombre,,,,
494,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,17,,Planches de chesne de 11 pieds de long et de 2 pouces d'épaisseur,Hollande,373,en nombre,,,,
