dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,prix_unitaire
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Ipécacuanha,Etats Sardes,3172,244,43524,Kilo,13
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Ipécacuanha,Etats romains,65,5,43524,Kilo,13
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Ipécacuanha,Etats-Unis,36647,2819,43524,Kilo,13
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Ipécacuanha,Ile Maurice,156,12,43524,Kilo,13
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Ipécacuanha,Martinique,1807,139,43524,Kilo,13
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Iris de Florence,Alger,563.4,313,7771,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Iris de Florence,Belgique,327.6,182,7771,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Iris de Florence,Danemark,2496.6,1387,7771,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Iris de Florence,Espagne,963,535,7771,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Iris de Florence,Etats Sardes,1054.8,586,7771,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Iris de Florence,Etats-Unis,446.4,248,7771,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Iris de Florence,Martinique,18,10,7771,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Iris de Florence,Suisse,772.2,429,7771,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Iris de Florence,Toscane,1071,595,7771,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Iris de Florence,Turquie,57.6,32,7771,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Alger,16,5,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Allemagne,4022.4,1257,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Angleterre,86.4,27,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Autriche,4707.2,1471,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Belgique,486.4,152,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Bourbon,102.4,32,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Brésil,435.2,136,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Chili,80,25,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Cuba et P.R.,192,60,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Deux-Siciles,76.8,24,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Espagne,560,175,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Etats Sardes,4400,1375,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Etats romains,579.2,181,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Guadeloupe,16,5,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Ile Maurice,592,185,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Martinique,371.2,116,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Toscane,2537.6,793,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Turquie,371.2,116,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Venezuela,99.2,31,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Jalap,Villes anséatiques,2377.6,743,82109,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Alger,5029,5029,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Allemagne,914,914,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Angleterre,194,194,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Belgique,5593,5593,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Danemark,1125,1125,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Egypte,10,10,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Espagne,89,89,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Etats Sardes,7890,7890,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Etats barbares,578,578,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Etats-Unis,16547,16547,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Guadeloupe,40,40,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Martinique,143,143,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Meckl.Schw.,209,209,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Norvège,6994,6994,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Pays-Bas,1078,1078,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Prusse,779,779,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Pérou,210,210,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Russie,107,107,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Suisse,59621,59621,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Suède,12461,12461,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Turquie,335,335,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,324,Jus de réglisse,Villes anséatiques,80371,80371,200317,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Lichens médicinaux,Alger,29.1,97,945,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Lichens médicinaux,Allemagne,42.3,141,945,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Lichens médicinaux,Belgique,120,400,945,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Lichens médicinaux,Egypte,4.5,15,945,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Lichens médicinaux,Espagne,513,1710,945,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Lichens médicinaux,Etats Sardes,39.3,131,945,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Lichens médicinaux,Etats barbares,3,10,945,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Lichens médicinaux,Guadeloupe,3.6,12,945,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Lichens médicinaux,Ile Maurice,15,50,945,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Lichens médicinaux,Portugal,4.5,15,945,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Lichens médicinaux,Suisse,118.2,394,945,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Lichens médicinaux,Villes anséatiques,52.5,175,945,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Alger,217.8,121,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Allemagne,261,145,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Angleterre,1159.2,644,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Belgique,3769.2,2094,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Brésil,820.8,456,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Chili,142.2,79,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Cuba et P.R.,1735.2,964,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Danemark,1022.4,568,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Egypte,1128.6,627,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Espagne,9311.4,5173,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Etats Sardes,10328.4,5738,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Etats barbares,144,80,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Etats-Unis,8305.2,4614,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Guadeloupe,271.8,151,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Ile Maurice,745.2,414,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Martinique,1494,830,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Pays-Bas,300.6,167,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Russie,230.4,128,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,St Thomas,1913.4,1063,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Suisse,3119.4,1733,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Toscane,136.8,76,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Turquie,709.2,394,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Venezuela,235.8,131,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Manne,Villes anséatiques,345.6,192,47848,Kilo,1.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Opium,Alger,4576,143,211168,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Opium,Allemagne,9408,294,211168,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Opium,Angleterre,118592,3706,211168,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Opium,Autriche,6784,212,211168,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Opium,Belgique,2560,80,211168,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Opium,Deux-Siciles,4704,147,211168,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Opium,Espagne,39456,1233,211168,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Opium,Etats Sardes,1408,44,211168,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Opium,Etats barbares,4544,142,211168,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Opium,Etats-Unis,11936,373,211168,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Opium,Guadeloupe,448,14,211168,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Opium,Indes anglaises,2016,63,211168,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Opium,Venezuela,2720,85,211168,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,323,Opium,Villes anséatiques,2016,63,211168,Kilo,32
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,299,Os de sèche (serpia officinalis),Brésil,65,50,1956,Kilo,1.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,299,Os de sèche (serpia officinalis),Cuba et P.R.,11.7,9,1956,Kilo,1.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,299,Os de sèche (serpia officinalis),Danemark,436.8,336,1956,Kilo,1.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,299,Os de sèche (serpia officinalis),Espagne,5.2,4,1956,Kilo,1.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,299,Os de sèche (serpia officinalis),Etats Sardes,104,80,1956,Kilo,1.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,299,Os de sèche (serpia officinalis),Etats-Unis,1281.8,986,1956,Kilo,1.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,299,Os de sèche (serpia officinalis),Martinique,52,40,1956,Kilo,1.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Alger,8244,2748,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Allemagne,18003,6001,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Angleterre,62880,20960,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Autriche,2913,971,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Belgique,15201,5067,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Bourbon,30,10,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Brésil,20673,6891,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Chili,357,119,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Cuba et P.R.,1206,402,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Danemark,2244,748,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Deux-Siciles,840,280,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Egypte,852,284,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Espagne,17934,5978,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Etats Sardes,20412,6804,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Etats barbares,8643,2881,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Etats-Unis,16665,5555,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Grèce,129,43,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Guadeloupe,42,14,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Haïti,450,150,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Ile Maurice,1167,389,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Indes anglaises,1044,348,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Martinique,630,210,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Mexique,450,150,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Pays-Bas,33819,11273,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Portugal,5691,1897,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Prusse,825,275,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,R.de la Plata,1062,354,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Russie,408,136,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Suisse,30270,10090,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Suède,270,90,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Toscane,14229,4743,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Turquie,39,13,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Venezuela,2328,776,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Racines ; autres,Villes anséatiques,99990,33330,389940,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Rhubarbe et Méchoacan,Alger,1095,219,62430,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Rhubarbe et Méchoacan,Allemagne,13980,2796,62430,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Rhubarbe et Méchoacan,Angleterre,2490,498,62430,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Rhubarbe et Méchoacan,Autriche,185,37,62430,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Rhubarbe et Méchoacan,Belgique,670,134,62430,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Rhubarbe et Méchoacan,Danemark,295,59,62430,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Rhubarbe et Méchoacan,Espagne,5210,1042,62430,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Rhubarbe et Méchoacan,Etats Sardes,2540,508,62430,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Rhubarbe et Méchoacan,Etats romains,855,171,62430,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Rhubarbe et Méchoacan,Etats-Unis,10070,2014,62430,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Rhubarbe et Méchoacan,Grèce,605,121,62430,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Rhubarbe et Méchoacan,Martinique,225,45,62430,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Rhubarbe et Méchoacan,Pays-Bas,9165,1833,62430,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Rhubarbe et Méchoacan,Suisse,2555,511,62430,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Rhubarbe et Méchoacan,Toscane,1655,331,62430,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Rhubarbe et Méchoacan,Turquie,6325,1265,62430,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Rhubarbe et Méchoacan,Villes anséatiques,4510,902,62430,Kilo,5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,299,Râpures ; de cornes de cerf,Alger,25,50,439,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,299,Râpures ; de cornes de cerf,Allemagne,25.5,51,439,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,299,Râpures ; de cornes de cerf,Belgique,188,376,439,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,299,Râpures ; de cornes de cerf,Brésil,37.5,75,439,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,299,Râpures ; de cornes de cerf,Deux-Siciles,1,2,439,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,299,Râpures ; de cornes de cerf,Espagne,36.5,73,439,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,Alger,583.6,1459,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,Allemagne,3560,8900,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,Angleterre,490.8,1227,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,Belgique,82821.2,207053,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,Bourbon,10,25,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,Brésil,222,555,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,Danemark,176.4,441,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,Deux-Siciles,44,110,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,Espagne,841.6,2104,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,Etats Sardes,7162.8,17907,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,Etats barbares,246.4,616,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,Etats-Unis,36,90,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,Guadeloupe,33.6,84,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,Pays-Bas,24953.2,62383,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,Prusse,22,55,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,R.de la Plata,12,30,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,Suisse,7395.6,18489,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,Sénégal,8,20,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,Toscane,482.4,1206,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,328,Réglisse,Villes anséatiques,2946.8,7367,148554,Kilo,0.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,322,Résineux ; Gomme de Copal,Belgique,2558.4,1066,7493,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,322,Résineux ; Gomme de Copal,Pays-Bas,4627.2,1928,7493,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,322,Résineux ; Gomme de Copal,Suisse,307.2,128,7493,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,322,Résineux ; Jalap,Danemark,280,28,630,Kilo,10
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,322,Résineux ; Jalap,Espagne,250,25,630,Kilo,10
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,322,Résineux ; Jalap,Martinique,100,10,630,Kilo,10
