hypothese,marchandises,definition,nbre d’occurrences,remarques
,coutil/couty: la même chose? ou 2 tissus séparés?,,,
,couvertes=couvertures?,,,
0,crabe (bois de),"bois crabe, nom de bois du Brésil, Xycol.",,
0,crapaudine,Petites grilles qui protègent une entrée,,
0,crème,"Savary, volume 2, 1748 : « La partie la plus épaisse du lait dont se fait le beurre »",,
0,crème de tartre,"Savary, volume 2, 1748 OU CRISTAL DE TARTRE : « C'est du Tartre préparé d'une autre manière, mais différente selon que cette drogue doit servir ou à la Médecine, ou à la teinture. »",,
0,crépon,Etoffe de soie (Savary),,
0,creseau,"Crèseau, ""grosse toile très claire"", article ""Carisel ou Creseau"", Savary, Dictionnaire 2.",,
0,cretonne,"Savary, volume 2, 1748 : « Cretonne : Sorte de toile blanche qui se fabrique en Normandie [...] chaîne de chanvre et la tréme de lin.»",,
0,creuse de sartre,???,,
0,crottelin,"Hécart, Dictionnaire Rouchi-Français, article""Crotelin"", ""petite laine, parce qu'elle est ordinairement pleine de crottin, et qu'elle en a la forme"".",,
0,cubeber sorte de baie de poivre utilisé à la fois comme épice et médicament,"Savary, volume 2, 1748 : « ou POIVRE A QUEUE, fruit qui est du nombre des drogueries & épiceries. »",,
,"cubeber: ""sorte de baie de poivre utilisé à la fois comme épice et médicament"", voir culpeper?",,,
0,cuir de russie,cuirs de Roussie,,
0,cumin,"CARVI ou CUMIN : Savary, volume 2, 1748 : « Est d'usage dans la médecine où elle est employée avec succès dans le vertige, dans les coliques venteuses, et dans les enflures de bas ventre, que l'on nomme Hydropisie Tympanique. On l'estime encore",,
0,"curcuma, terramerita","CURCUMA ou TERRAMERITA (Savary), WIKI : Le curcuma est reconnu dans les médecines traditionnelles indiennes et chinoises et en Occident pour ses propriétés antioxydantes. Il aide l’organisme à lutter contre le stress et à maintenir l’efficaci",,
0,cuscute,"genre de plante parasite, article ""Cuscute"", Encyclopédie.",,
,"custas, cuslar, cuslas, curlas, curtas",,,
0,dame-jeanne,"Bonbonne de verre ou de grèsVve Estienne et Fils, 1748 [Ci-après Savary, Dictionnaire 3, p. 487, 503.",,
0,darins,"Savary, volume 2, 1748 : « Les étoffes qui sont défendues, sont les allegeas d'herbe […] les darins, les armoisins »",,
0,darins,"toiles ordinaires qui se fabriquent en Champagne, article ""Darins"", Encyclopédie.",,
0,"dauphine, daufine","petit droguet de laine non croisé, article ""Dauphine"", Encyclopédie. Graphie ""daufine"" attestée, CNRTL, article ""Dauphine"".",,
0,degras,"Savary, volume 2, 1748 : « On appelle ainsi l'huile de poisson »",,
0,dégras,"nom qu'on donne à l'huile de poisson qui a servi à passer des peaux en chamois, article ""Dégras"", Encyclopédie.",,
0,"demite, demitte","Toile de coton, article ""Scamite"", Savary, Dictionnaire 3.",,
0,demoiselle,"Savary, volume 2, 1748 : « Cylindre, ou pièce de bois […] Principal outils des paveurs de grands échantillon, qui s'en servent pour battre le pavé. »",,
0,denrée divers,"Savary, volume 2, 1748 : « Toute marchandise ordinaire […] les grosses comme le blé, le vin, le foin, le BOIS &c. les menues comme les fromages, les fruits, les graines… »",,
0,dévidoir,"Savary, volume 2, 1748 : « Instrument qui sert à dévider »",,
0,diagedum,"?, Cf. P.H.Wallis Vve Estienne, 1741, p. 559 [ci-après Savary, Dictionnaire 1], article ""Abagi"".",,
0,dictame,"Plante aromatique de la famille des Labiées, dans laquelle les Grecs voyaient un puissant vulnéraire, CNRTL.",,
0,dictamus,"Nicolas Lémery, Nouveau dictionnaire général des drogues simples et composées, Volume 1, 1807 : « On nous les apporte sèche de l'Italie et de nos départements méridionaux elles sont nervales, anthelmintique, ménagogues »",,
,dimelle,,,
0,dissouchaye,"Marchandise indienne, pas de définition trouvée",,
0,doraze,???,,
0,doréas,"M.de Marlès, Histoire générale de l'Inde ancienne et moderne, tome 4, 1828 : « Le doréas […] est une espèce de mousseline »",,
0,douelle,"Petite douve de tonneau. ATILF, article ""Douelle"".",,
0,douelle,"Savary, volume 2, 1748 : « Terme du métier de tonnelier. C'est ce qu'on appelle autrement des douves, qui se font ordinairement de bois. »",,
,dracodium,,,
0,drague de bière,"Savary, volume 2, 1748 : « C'est encore le nom que les brasseurs donnent en quelques lieux à l'orge »",,
0,drapeau,"Savary, volume 2, 1748 : « Il se dit par ironie, des étoffes, qui, quoique neuves, n'ont pas la qualité... » ou « Ce sont les vieux linges et chiffons de chanvre, ou de lin, qui servent à la fabrique du papier. »",,
0,drogue chimique ?,???,,
0,drogue chimique diverse,???,,
0,drogue médicinale,???,,
0,drogue tournesol,"Savary, volume 2, 1748 : « ou Maturelle […] Quelques auteurs ont cru cette plante utile pour la guérison de diverses maladies mais les plus habiles Modernes sont persuadés oar leur propre expérience que la médecine n'en peut pas tirer de grands",,
0,droguet de castor,droguet de laine mellé/grande drapperie,,
0,droguet de laine,droguet de laine mellé/grande drapperie,,
0,droguet de laine et fil,droguet de laine mellé/grande drapperie,,
0,eau cordiale,"Propre à conforter le cœur. Breuvage cordial, potion cordiale, poudre cordiale. Le vin vieux est cordial, c’est un remède cordial.",,
0,eau d'arquebusade,Eau vulnéraire,,
0,eau de cannelle,ou CINAMONE,,
1,eau de felzer,?,,
0,eau de genièvre,Eau alcoolisée qui sert de boisson,,
0,eau de la reine d'hongrie,"Cf. P.H.Wallis  :Hungary water was known across Europe for many centuries, and until eau de Cologne appeared in the 18th century, it was the most popular fragrance and remedy applied. Similar to other herb and flower-based products, Hungary wat",,
0,eau de mélisse,Eau de mélisse : eau médicinale,,
0,eau de nard,"Cf. P.H.Wallis  : Eaux de Nards senteur:Celtic spikenard, Valeriana celtica, a dwarf, fragrant valerian of the Alps whose root was formerly used medicinally (OED)",,
0,eau de seltz,eau gazeuse,,
0,eau de senteur de nard,"Cf. P.H.Wallis  : Eaux de Nards senteur:Celtic spikenard, Valeriana celtica, a dwarf, fragrant valerian of the Alps whose root was formerly used medicinally (OED)",,
0,eau forte,Wallis : in 1725 rate book noted as 'for Dyers Use',,
0,eau médicinale d'arquebusan,Arquebusade ?//www.cnrtl.fr [ci-après CNRTFL],,
0,eau médicinale de cannelle,ou CINAMONE,,
1,eau médicinale des carmes,Des Carmes ?,,
0,eau ocgeniente,???,,
0,eau octaze,???,,
0,eau sederale,???,,
0,eau vulnéraire,"Savary, volume 2, 1748 :  « eau médicinale »",,
0,ecalles (brancards et leurs),« escale ,,
1,écarage (bois d'),bois d'équarissage?,,
1,écarié (bois),"bois équarri, ou écorcé?",,
0,echala,Echalas ou Echalats : Morceau de bois en forme de bâton pour planter les vignes.,,
,"échelotte (indécidable: échalotte ou échelette, petite échelle)",,,
0,ecope,"« Ecopes : Sorte de pelle de bois a long manche, dont on se sert à arroser » (Savary)",,
0,ecorce d'orange,"Cortex aurantiorum : The Latin term for ORANGE PEEL and in medicine at least, the SEVILLE ORANGE was used.",,
0,ecorce de bergamotte,"Louis-Jacques Thénard, Traité de chimie élémentaire, théorique et pratique, 1835 : « Essence de bergamotte : s'extrait ordinairement par la pression de l'écorce de bergamote (CITRUS LIMETTA BERGAMOTTA) […] on l'emploie en Médecine et comme cosm",,
0,eguille a boite,"Savary, volume 2, 1748 : « Que l'on écrit plus ordinairement aiguille »",,
0,elebor,"Ellébore, plante utilisée pour soigner la folie et l'épilepsie. La meilleure variété médicinale provenait d’Anticyra.",,
0,elebor blanc,"Ellébore, plante utilisée pour soigner la folie et l'épilepsie. La meilleure variété médicinale provenait d’Anticyra.",,
0,"eleni, eleny, éleni (gomme)","Gomme élémi, article ""Elemi"", Encyclopédie.",,
0,émeri,roche,,
0,"épars, épar","Encyclopédie, article ""Eparts"", ""sont des morceaux de bois plat, de l'épaisseur d'un bon pouce, long environ de cinq piés"".",,
0,épart,"pièce horizontale (ébénisterie, charpente)[Classe]",,
0,épicerie muscade,Cf. P.H.Wallis : food,,
0,éponge,Wallis List,,
,epriers (bois en),,,
0,equine,"Savary, volume 2, 1748 : ESQUINE ou SQUINE « Racine […] Cette drogue dont on fait des décoctions et des tisanes pour la guérison de ces maux que la raison abhorre tant, et que la débauche n'évite presque jamais »",,
0,ergot de bœuf,Ergot : synonyme de sabot,,
0,escamite,"« Escamite : Les Dimittes et les escamittes sont des étoffes de coton, dont la différence consiste que l'escamitte est simple et la dimitte est croisée. » (Dictionnaire portatif de commerce, 1770) Viennent du Levant",,
0,escayolle,"Escayolle : Graine qui sert à nourrir les oiseaux : il en vient de Tunis et d'Alger 1000 à 1200 quintaux (Savary, commerce de Marseille).",,
0,escope,"Savary, volume 2, 1748 : « espèces de pelle de bois »",,
0,"esparceil, espareil, esparecille","Esparceil, nom provençal de l'esparcette ou sainfoin. Etienne  Garcin, Nouveau dictionnaire provençal-français, vol. 1, Draguignan",,
0,esponton,arme d'hast (atilf),,
0,esprit de sel,"Savary, volume 2, 1748 : « C'est une liqueur jaune qu'on tire du sel marin. […] Il est d'un assez grand usage en Médecine, mais n'a pas toutes les vertus qu'on lui attribue », très corrosif, à digérer pendant trois jours pour nettoyerDictionnaire de commerce Savary, vol. 2 (1ère éd., 1723), p. 1889.",,
0,esprit de vice,???,,
0,esquine,"Plante de la famille des Liliacées, article ""Esquine"", ATILF.",,
0,essence de citron,"Savary, volume 2, 1723 : « L'huile de girofle se tire par distilation. […] On s'en sert en Médecine et on la croit souveraine pour les maux de tête mais surtout elle est d'un grand usage en parfumerie  »",,
0,estagnon,Wikitionary : « Récipient cylindrique en étain »,,
0,estame,"fil de laine, plus tors qu'à l'ordinaire, article ""Estame"", Encyclopédie.",,
0,estrasse,"bourre de soie, article ""estrasse"", Encyclopédie.",,
0,etam (bonneterie d'),étamine,,
0,étamette,petite étoffe légère (sans doute une variante de l’étamine)BD,,
0,étamine,"etamines, ferandinnes et voiles",,
,etatchasse,,,
0,etave,Littré : « Filet pour prendre des truites »,,
0,etendelle,"Littré : « Sac de crin dans lequel on renferme les graines oléagineuses broyées, pour les soumettre à la presse. »",,
0,éternelle,"E. Hardouin-Fugier, B. Berthod et M. Chavent-Fusaro, Les étoffes. Dictionnaire historique, Les Editions de l’Amateur, 1994, article ""Eternel"".",,
0,etoc,wikitionary : « Crête de rochers n'apparaissant qu'à marée basse dans la mer»,,
0,étoffe de soie en dorure,etoffes de soye et en dorures fine,,
0,euphorbe,"Savary, volume 2, 1723 : « Espèce de gomme […] fort peu employée en Médecine à cause de son excessive ardeur et des violents effets […]. Son plus grand usage est pour le farcin et la galle des chevaux. Elle entre dans la composition de la poudr",,
0,facheaux,faisceaux,,
0,falquiere de mulet,Falquière : forme ancienne de Fougère issu de l'occitan.,,
0,fanon,"Savary, volume 2, 1748 : « Marchandise que l'on tire de la baleine. » ou « Monnaie de la côte de Malbar » ou « Monnaie des Indes »",,
,farce à drapiers,,,
0,fayal (bois de ),"soit ""faya"", bois des îles de l'Atlantique (Açores, Canaries, Madère), Xycolsoir ""Faial"", île des Açores.",,
0,fayard (bois de),"Hêtre commun, Xycol.",,
0,fenugrec,"Savary, volume 2, 1723 : «Plante […] Les Médecins qui la mettent quelquefois en usage, ne l'ordonnent guère qu'en décoctions, ou en cataplasmes, et seulement à l'extérieur, pour ramollir et dissoudre  »",,
1,feraille,Peut-être « Ferrailles »,,
0,ferol (bois de),"bois de férole, Henri-Alexandre Tessier et al., Encyclopédie méthodique",,
1,ferrachon, ???,,
0,ferrandine,"Savary, volume 2, 1748 : « Etoffe légère dont toute la chaîne est de soie mais qui n'est tramée que de laine ou même de poil, de fil, ou de coton. »",,
1,"ferrandine, ferandine, burail"," « Étoffe légère, dont toute la chaîne est de soye mais qui n’est tramée que le laine ou même de poil, de fil ou de coton» (Savary, Dictionnaire 2, p. 29 article «Ferandine»",,
0,ferrement à sucre,"Outil de fer, généralement destiné au commerce des isles",,
0,feux ,"Les serruriers et quincaillers appellent un feu, l'assemblage de tous les ustenciles de fer, qui servent à attiser et à entretenir le feu d'une cheminée (Savary, 1ère éd., T2, p. 35).",,
0,fevrolle,Encyclopédie de Diderot et d'Alembert : « On sème cette plante au printemps […] on mange aussi sa semence dépouillée des cosses : nous les appelons alors fevrolles »,,
0,fiasque,"Savary, volume 2, 1748 : « Mesure des liqueurs »",,
,files (caves),,,
0,fisselle,"Savary, volume 2, 1748 : « Ficelle que l'on écrit quelque fois fiscelle, fisselle »",,
0,flèche,"Pièce de bois, fil ou arme",,
,fleur,"C'est aussi une espèce de boure, ou fausse soie, qui couvre le cocon du ver à soie, & qui est son premier ouvrage. Les fleurets qui sont en partie composés de ces fleurs, en ont emprunté leur nom. Or les appelle autrement Araignées de vers à soit (voir Fleuret et Araignées). Savary, dictionnaire 1ere édition, article fleur)",,
0,fleur d'aspic,"Savary, volume 1, 1748 : « Plante […] L'huile d'aspic dont les peintres, les maréchaux & ouvriers se servent, & qui est de quelque usage en médecine entrant dans plusieurs compositions galéniques. »",,
0,fleur d'esquinante,"Traité général du commerce, Volume 1, Samuel Ricard, Tomas Antonio de Marien y Arróspide : drogue pour la médecine",,
0,fleur de chine,??? China Roots (cf Cf. P.H.Wallis ) ??,,
0,fleur de dictame,"Fleur de dictame : A labiate plant, Origanum Dictamnus, called also Dictamnus Creticus or dittany of Creteformerly famous for its alleged medicinal virtue (OED). Diptamus in 1625 rate book",,
0,fleur de souffre,"Savary, volume 3, 1748 : « C'est le plus pur du soulfre, ce que l'on a fait évaporer par le moyen de la sublimation […] Cette drogue est un grand usage dans la Médecine on la croit surtout très amie du poumon »",,
0,fleuret,"Savary, volume 2, 1748 : « Bourre, ou soie grossière, qui couvre la vritable soie des cocons de vers à soie. »Rémont, 1807, vol. 2, article ""Potasse"".",,
0,folicule,Feuille d'arbre,,
0,folium,Feuille d'arbre,,
0,fonçaille,"Planches qui portent la paillasse d'un lit, ATILF. Signalé comme ""Planche utilisée pour former le fond d'une barrique ou d'un fût"" sur Internet.",,
0,force à drapier,"Forces à drapier : grands ciseaux qui servent à couper les étoffes, les peaux, etc.",,
,forces,"Ciseaux qui n'ont point de clou au milieu, mais qui sont joints par un demi cercle d'acier qui fait ressort… (Savary, article Force, dictionnaire 1723)",,
0,forme à cordonnier,"Savary, volume 2, 1748 : « Moule sur lequel se monte ou se fait l'ouvrage »",,
,fort en diable,,,
0,fotas,"Savary, volume 2, 1748 : « Sorte d'habillement dont aiment à se parer les femmes de Java »",,
0,fottes ,"« Toile de coton à carreaux, qui est apportées des Indes orientales, particulièrement de Bengale, dont la pièce a une aune et demie de long sur sept huit de large. Quatre fottes font une pièce. », Extrait de ",,
0,fourniment,"Savary, volume 2, 1748 : « C'est ce qui sert aux gens de guerre et aux chasseurs pour mettre leur poudre »",,
0,fourrure de petit gris,Fourrure d'écureuil,,
0,fraisset de vermillon,Pour la teinture,,
0,fruit en somme ordinaire,Sans doute « fruits »,,
0,furet,tiges de métal,,
0,fuseau,« Fuseau : Ce terme a plusieurs significations dans les manufactures & parmi les ouvriers de divers arts & métiers » (Savary). Désigne une grosse aiguille de fer cher les rubaniers-tissutiers…,,
0,fuset (bois de),bois de fustel,,
0,fustel (bois de),"bois utilisé en teinture, article ""Teinture"", Encyclopédie.",,
,"gabaris, gabarie (bois de)",,,
0,"gaiac, gayac (bois de)","guaiacum officinalis, Xycol. Graphie choisie",,
0,"gaingan, gingamp, gingan, gingas, guinguan, guingan","Toile de coton fine, ATILF, article ""Guingan"". Graphie choisie ""guingan"".",,
0,galanga,"Savary, volume 1, 1748 : GALANGA ou ACORUS VERUS « Elle est de quelqu'usage dans la médecine étant un des infrédients qui entrent dans la composition de la Thériaque. »",,
0,galbanum,"savary, volume 2, 1748 : « Gomme qui découle par incision de la racine d'une plante férulacée. »",,
0,galbanum,"Savary, volume 2, 1748 : « Substance entre la résine et la gomme qui vient du Levant par la voie de Marseille […] grand usage en Médecine où il entre dans la composition de plusieurs emplâtres »",,
0,galipot,"encens commun, article ""Encens"", Encyclopédie.",,
0,galipot,Galipot ou Garipot : gomme ou résine de pin (Savary),,
1,galle,Peut-être un outil de travail ou une teinture,,
0,galle légère,le savary parle de « galle du levant »,,
0,galoche,Espèce de chaussure de cuir.,,
0,galot (de cuivre),???.,,
0,garance,Surtout pour la teinture : La teinture mère de garance est traditionnellement utilisée dans l'insuffisance biliaire et les lithiases urinaires. Ses propriétés sont dues à la présence de dérivés de la familles des anthraquinones tel l'acide rubé,,
0,garas,"grosse toile de coton blanche, Savary, Dictionnaire 2, article ""Garas"".",,
0,garas,"Gueras, c'est ainsi qu'il faut prononcer et non Garas comme font les Nantais d'après les Anglais qui prononcent de cette façon. C'est une sorte de toile blanche de coton qu'on fabrique en grande quantité au Bengale (Dictionnaire portatif",,
0,garas blanc,"Gueras, c'est ainsi qu'il faut prononcer et non Garas comme font les Nantais d'après les Anglais qui prononcent de cette façon. C'est une sorte de toile blanche de coton qu'on fabrique en grande quantité au Bengale (Dictionnaire portatif",,
0,garde-feu,Larousse : « Synonyme de pare-feu »,,
0,gargouffe,"Semble être un terme de marine (cf Encyclopédie méthodique ou par ordre de matières: marine, Volume 1), il existe gargousse : sac cylindrique de toile",,
0,gaude,« Herbe jaune ou herba à jaunir qu'on appelle communément Gaude » (Savary),,
0,gaudron,"Savary, volume 2, 1748 : « Goudron »",,
0,"gaudron, goldron","Goudron. Article ""Cercles goudronnés"", Encyclopédiearticle ""Goudron"", Nicolas Aubin, Dictionnaire de marine, La Haye, A. Moetjens, 1742.",,
0,gaule,"Savary, volume 2, 1748 : « Grande perche de bois […] dont l'ont se sert à plusieurs ouvrages dans les manufactures »",,
,gays (bois de) (indécidable: gaiac ou pays),,,
0,gente,Jantes ou gentes : ce sont des pièces de bois  d'orme chantournées qui s'emploient à faire les jantes des roues des carrosses (Savary),,
1,gente de terre,? A priori les jantes sont toujours en bois ?,,
0,"gente, jantes","« Pièces de bois d’orme un peu courbées, dont on se sert à faire le cercle des roues de carosses, de charettes & autres voitures roulantes», Article ""Gentes"" [ci-après Savary, Dictionnaire 2, p 225].",,
0,gentiane,"Savary, volume 2, 1748 : « Cette racine est estimée souveraine contre les poisons & même contre la peste, et se prend avec succès dans les fièvres intermittentes, ce qui lui a fait donner le nom de Quinquina d'Europe. Ekke ebtre ayssu dans la c",,
1,gingan,Peut-être « Guingan »,,
0,gingas,"J. Peuchet, Dictionnaire universel de la géographie commerçante, tome 4 : «  Les gingas […] sont des toiles toutes en fil, à carreaux bleux et blancs. »",,
,"gite, gitte (bois de)",,,
1,glu,Glue ?,,
0,gomme copale,"Cf. P.H.Wallis :Also, Gum Copal. From Guinea.",,
0,gomme d'amandier,"Wallis : IS gum seneca, acc to 1686 denizen, but not acc to later sources",,
0,gomme de caregne,Utilisé dans les compositions,,
0,gomme de cèdre,"Savary, volume 2, 1723 : Utilisé dans le térébantine",,
0,gomme gutte,"Savary, volume 2, 1723 : Quelques usages en médecine, mais surtout utilisé pour la teinture",,
0,gomme gutte,"Savary, volume 2, 1723 : Quelques usages en médecine, mais surtout utilisé pour la teinture",,
0,gomme gutte,"Savary, volume 2, 1723 : Quelques usages en médecine, mais surtout utilisé pour la teinture",,
0,gomme laque,"Is used for varnish, for pigment, for medicine;",,
0,gomme racine d'alizary,"F.V. Mérat, Dictionnaire universel de matière médicale, 1829 « Alizari : Nom que l'on donne en Grèce à la garance. »",,
0,gomme sagapenum,"SAGAPENUM ou SERAPHIQUE : Savary, volume 3, 1748 :  Même vertu que l'Opoponax",,
0,gomme tacamaque,"Lemery, Dictionnaire universel des drogues simples, 1760 : « La gomme Tacamaque est digestive, résolutive, nervale, anodine, céphalique […] employé contre les maux de dents […] elle fortifie le coeur et l'estomac. »",,
0,gonnes ,"Les barrils de goudron venant du Nord, sont désignés sous le nom de gonnes. In Dictionnaire de Marine par J.-B. P. Willaumez, 1ère édition, 1825, p. 208.",,
0,gourgouran,"wikitionary : « Etoffe de soie, brochée, originaire de l'Inde »",,
1,gournabe,Peut-être « Gournable »,,
0,gournable,gournable (cheville de bois pour la construction navale),,
0,gournable,"Longue cheville de chêne, ATILF, article ""Gournable"".",,
0,grabeau de mirthe,"Encyclopédie, 1751 : Myrthe : Les baies de myrte sont de quelque usage en Médecine, & on en fait en Allemagne une teinture de couleur d’ardoise qui a peu d’éclat.",,
0,graine blanche,pas identifie',,
0,graine d'alpiste,"pour les oiseaux (encyclopedie methodique. Agriculture, tessier)",,
0,graine d'inde,Teinture,,
0,graine de carotte,Cf. P.H.Wallis  : Daucus ou carotte. Les graines de la plante appelée Daucus de Crète étaient un des multiples constituants de la thériaque de la pharmacopée maritime occidentale au xviiie siècle.,,
1,graine de loupin,Cf. P.H.Wallis  : usage en médecine ???,,
0,graine de luzerne,"La luzerne cultivée ou alfalfa ou alfa-alfa (Medicago sativa), aussi appelée « grand trèfle» ou « foin de Bourgogne », est une plante herbacée fourragère de la famille des fabacées, riche en vitamines et en sels minéraux et utilisée en diététiq",,
0,graine de métillon,metillon=meteil,,
0,graine de paradis,". Through the Middle Ages and into the early modern period, the theory of the four humours governed theorizing about nourishment on the part of doctors, herbalists and druggists",,
0,graine de perroquet,"ou CARTHAME, Wallis : Main use in dying ((Pechey, 226-7)OED: A small genus of annual composite plantsesp. C. tinctorius (Safflower or Bastard Saffron), cultivated from southern Europe to China, the flowers of which yield red and yellow dyes",,
0,graine de senegré,"Savary, volume 2, 1723 : «Plante […] Les Médecins qui la mettent quelquefois en usage, ne l'ordonnent guère qu'en décoctions, ou en cataplasmes, et seulement à l'extérieur, pour ramollir et dissoudre  »",,
0,graine de silvestre,Teinture,,
0,graine de tremaille,"mélange orge, vesse, avoine",,
0,graine de triolet ,"« La graine du triolet est bonne contre le venin, c’est pourquoi l’on en met souvent dans la theriaque… », extrait de Dictionnaire universelle français et latin, vol. 7, p. 355.",,
0,graine de trioter,"triolet, medicinale",,
0,graine de vermillon,Teinture,,
0,graine de vesse,Légume,,
0,graine grainette,Teinture,,
0,graine jaune,Teinture,,
0,graine longue,Teinture,,
0,graine rouge,Teinture,,
0,graine verte,Teinture,,
0,graine(s) de verre ,"Il s’agit en fait de « Graine de vers à soye ». D’après le Savary (éd. 1748 (Veuve Estienne et fils, T. II, p. 1513), « Ce sont les œufs de ces insectes ",,
0,graisse d'ours,Adeps Ursi,,
0,"gravelée, cendre gravelée","type de ""potasse impure"" formée de cendres de lie de vin, Nicolas de Lemery, Simon Morelot, Nouveau dictionnaire général des drogues simples et composées, Paris",,
0,gravelle,"Savary, volume 2, 1748 : « Espèce de tartre »",,
1,grelot,"Peut-être du fil ou un petit instrument de musiqueest une machine dont on se sert pour appliquer le pétard. Voici comment elle se construit. On fait un brancard composé de deux pièces de bois écartées l’une de l’autre… », extrait de Dictionnaire militaire",,
0,grenade,"Some people use pomegranate for flu, swelling of the lining of the mouth, (stomatitis), gum disease, erectile dysfunction (ED), diabetes and a complication called acidosis, bleeding, and HiV disease. It is also used for preventing prostate canc",,
0,grenaille,Métal réduit en menu grain (pour armes ?),,
0,grisette,6,,
,gro-cribles (bois): graphie choisie gros-crible,,,
0,groisil ,"« Le verre cassé se nomme du groisil il se remet dans des pots à verre, & c’est la meilleur matière que les verriers puissent employer, aussi les vitriers le conservent-ils avec soin. Le groisil paye 4 sous le baril de sortie et 5 sous d’entrée suivant le tarif de 1664 & 20 sous conformément à l’arrêt du 29 mai 1688. », Extrait de ",,
0,gruau,"Grains d'avoine (d'orge, de blé ou d'une autre céréale) mondés et grossièrement moulus, sans trace de son",,
0,guildive,"Savary, volume 2, 1748 : « Guildine ou guildive : eau-de-vie de sucre qui se fait au Brésil »",,
0,guipon,Semble être un terme de textile,,
0,haras,"Savary, volume 2, 1748 : « Signifie encore les poulains mêmes et les pouliches qui sont élevés dans les haras »",,
0,harde,"Hardes, synonyme d'habits pour le dictionnaire de l'académie française.",,
0,harpin,Wikitionary : « Ancienne arme d'hast composée d'une longue hampe au bout de laquelle étaient fixés une pointe droite et un ou plusieurs crochets. »,,
1,hartreuse,Peut-être « Chartreuse » dans ce cas 1,,
1,hebichets, ???.,,
0,herbe,"Savary, volume 2, 1748 : « Les herbes médicinales sont celles que les Médecins & Apothicaires font entrer dans leurs remèdes. » Qualifie également le foin, les herbes potagères...",,
0,herbe capilaire,"Savary, volume 2, 1748 : « Plantes qui coiffent en filets déliés & pour ainsi dire semblables, les cheveux […]. Les capillaires servent à faire des sirops auxquels on attribue de grandes propriétés »Clamant Frères, 1810.",,
0,herbe d'acacia,Acacia Gum (Grieve). Gum Acacia is a demulcent and serves by the viscidity of its solution to cover and sheathe inflamed surfaces (Grieve). Listed in Pechey.,,
0,herbe gaude,Herbe à jaunir utilisée en teinture,,
0,herbe vaude,???,,
0,herminette,"Savary, volume 3, 1748 : « Outil qui sert aux charpentiers »",,
0,hermodatte,"Nom donné, dans le commerce de la droguerie, à des tubercules qui sont apportés du Levant par Marseille, et que beaucoup pensent provenir d'une espèce de colchique.",,
1,histoire naturelle,Livre ?,,
0,huile d'amande,"Savary, volume 1, 1748 : « mais l'huile d'amende douce tirée sans feu, est employée à bien des usages différents, soit dans la Médecine, soit chez les parfumeurs […] les maux d'oreilles ».",,
0,huile d'amande,"Savary, volume 1, 1748 : « mais l'huile d'amende douce tirée sans feu, est employée à bien des usages différents, soit dans la Médecine, soit chez les parfumeurs […] les maux d'oreilles ».",,
0,huile d'amande douce,"Savary, volume 1, 1748 : « mais l'huile d'amende douce tirée sans feu, est employée à bien des usages différents, soit dans la Médecine, soit chez les parfumeurs […] les maux d'oreilles ».",,
0,huile d'ours,"Savary, volume 3, 1748 :  «les épicier-droguistes en vendent auss la graisse ou suif […] cet axonge est un souverain remède pour la guérison des humeurs froides & des rhumatismes l'on s'en sert pour la goute & on l'employe dans plusieurs comp",,
0,huile de baleine,Blanc de baleine : Le blanc de baleine ou spermaceti est une substance blanche présente dans la tête de certains cétacés comme le cachalot ou l'hyperoodon.,,
0,huile de copahu,"Savary, volume 1, 1748 : « On tire du Benjoin des fleurs blanches propres pour les asthmatiques et une huile, qui est une espèce de baume pour les plaies. » + purgatif. Utilisé également en teinture",,
0,huile de corne de cerf,"Savary, volume 2, 1723 : CERF « Un esprit, un sel, une huile & un espèce de spode ou cendre propres à la médecine.  »",,
0,huile de girofle,"Savary, volume 2, 1723 : « L'huile de girofle se tire par distilation. […] On s'en sert en Médecine et on la croit souveraine pour les maux de tête mais surtout elle est d'un grand usage en parfumerie  »",,
0,huile de noix,"Wallis List: 1725 Rate Book has Nucis Muscatae liquidum. ECCO: A precise form is drug in 1792 Customs and Excise. discussed in Monro, Donald. A treatise on medical and pharmaceutical chymistry, 1788. Unclear what nut is referred to and may be a",,
0,huile de saxafrax,"David de Planis Campy, médecin du roi, Les Oeuvres de David de Planis Campy , 1646 : « [L'effet] de Saxafrax est singulier aux obstruction, pour corroborer & fortifier les parties internes, contre les sueures tierces, il est très propre aux mal",,
0,huile de scorpion,"Savary, volume 3, 1748 : Contre-poison aux piqures",,
0,huile de senteur,"Wallis List: All 'other Perfum'd Oils, not otherwise rated' are given the ol jessamin rate in the 1725 rate book",,
0,huile de souffre,"Savary, volume 3, 1748 :  « On tire du souffre par les opérations chimiques, des huiles, des esprits, des sels, des laits & des baumes dont on peut voir les manières dans la pharmacopée ou dans l'Histoire Générale des Drogues du Sieur Pomer »",,
0,huile succin,Autre nom pour AMBRE JAUNE ou KARABE (ambre jaune vieilli),,
0,hypocristis,"Cf. P.H.Wallis  : Elle était connue sous le nom de sucs d'hypocistis, l'un des multiples constituants de la thériaque de la pharmacopée maritime occidentale au xviiie siècle.",,
0,impériale,A la fois une serge et une monnaie,,
0,inde,Couleur bleu foncé,,
0,inde,"Espèce de bois propre à la teinture, Savary, Dictionnaire vol. 2, article ""Inde"". Remplacé partout par ""bois des Indes"" car impossible de distinguer les deux catégories.",,
