numerodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantity,quantity_unit,value,prix_unitaire,Remarques
3263,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,111,1750,Exports,Vin de Bourgogne,Rouen,Angleterre,121,pots,,3,
3264,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,111,1750,Exports,Vin français ,Rouen,Angleterre,346,bouteilles,,"1,5",
3265,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,111,1750,Exports,Vin ordinaire,Rouen,Angleterre,6018,bouteilles,,"0,75",
3266,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Beurre,Rouen,Angleterre,75,livres,,"0,6",
3267,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Chataignes,Rouen,Angleterre,6900,livres,,"0,15",
3268,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Cidre,Rouen,Angleterre,0.75,muids,,40,
3269,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Confitures,Rouen,Angleterre,310,livres,,"1,1",
3270,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Coutil,Rouen,Angleterre,200,livres,,2,
3271,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Eau de vie,Rouen,Angleterre,226,pots,,2,
3272,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Eau de vie,Rouen,Angleterre,363,bouteilles,,2,
3273,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Eau de vie,Rouen,Angleterre,273,muids,,288,
3274,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Fayence,Rouen,Angleterre,18620,livres,,"0,55",
3275,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Fromage,Rouen,Angleterre,1390,livres,,"0,4",
3276,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Indigo,Rouen,Angleterre,9665,livres,,7,
3277,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Laine d'Espagne,Rouen,Angleterre,12705,livres,,"3,5",
3278,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Mercerie,Rouen,Angleterre,39145,livres,,4,
3279,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Mouchoirs de coton,Rouen,Angleterre,28,livres,,4,
3280,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Mouchoirs de coton et fil,Rouen,Angleterre,208,livres,,4,
3281,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Pruneaux,Rouen,Angleterre,962,livres,,"0,6",
3282,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Raisins secs,Rouen,Angleterre,125,livres,,"0,2",
3283,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Savon,Rouen,Angleterre,2074,livres,,"0,5",
3284,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Siamoise,Rouen,Angleterre,4121,livres,,4,
3285,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Toile cirée,Rouen,Angleterre,6095,livres,,"1,25",
3286,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Toile de lin de Rouen,Rouen,Angleterre,478,livres,,10,
3287,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Toile de lin de Saint Quentin,Rouen,Angleterre,110,livres,,28,
3288,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Toile fil et coton,Rouen,Angleterre,460,livres,,4,
3289,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Vaudes,Rouen,Angleterre,9149,bottes,,"0,8",
3290,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Vin de Bourgogne,Rouen,Angleterre,5774,bouteilles,,"1,5",
3291,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Vin de Bourgogne,Rouen,Angleterre,95,pots,,3,
3292,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Vin de Champagne,Rouen,Angleterre,1411,bouteilles,,3,
3293,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Vin de liqueurs,Rouen,Angleterre,34,pots,,3,
3294,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Vin français ,Rouen,Angleterre,96,bouteilles,,1,
3295,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Vin ordinaire,Rouen,Angleterre,158,pots,,1,
3296,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1755,Exports,Vin ordinaire,Rouen,Angleterre,13,quarts,,50,
3297,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Chataignes,Rouen,Angleterre,3900,livres,,"0,1",
3298,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Confitures,Rouen,Angleterre,902,livres,,1,
3299,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Eau de vie,Rouen,Angleterre,1043,pots,,2,
3300,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Eau de vie,Rouen,Angleterre,77,muids,,288,
3301,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Etoffe de soie au 1/4 à peu de soie,Rouen,Angleterre,264,livres,,20,
3302,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Farine,Rouen,Angleterre,98000,livres,,"0,2",
3303,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Fayence,Rouen,Angleterre,31641,livres,,"0,55",
3304,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Fromage,Rouen,Angleterre,103,livres,,"0,4",
3305,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Fruits crus,Rouen,Angleterre,90,barils,,15,
3306,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Indigo,Rouen,Angleterre,59356,livres,,9,
3307,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Laine d'Espagne,Rouen,Angleterre,74,livres,,"3,5",
3308,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Mouchoirs de coton,Rouen,Angleterre,15,livres,,4,
3309,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Pommes,Rouen,Angleterre,47,barils,,15,
3310,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Pruneaux,Rouen,Angleterre,9,barils,,,
3311,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Raisins secs,Rouen,Angleterre,46,livres,,"0,15",
3312,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Savon,Rouen,Angleterre,980,livres,,"0,45",
3313,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Siamoise,Rouen,Angleterre,2255,livres,,4,
3314,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Toile de lin de Rouen,Rouen,Angleterre,125,livres,,10,
3315,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Toile de lin de Suisse,Rouen,Angleterre,303,livres,,10,
3316,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Vaudes,Rouen,Angleterre,7863,bottes,,"0,6",
3317,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Vin de Chablis,Rouen,Angleterre,1,muid,,260,
3318,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Vin de Champagne,Rouen,Angleterre,41,pots,,6,
3319,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Vin de Champagne,Rouen,Angleterre,6,muids,,300,
3320,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Vin français ,Rouen,Angleterre,25,pots,,"1,5",
3321,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Vin français ,Rouen,Angleterre,0.75,muids,,150,
3322,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Vin ordinaire,Rouen,Angleterre,114,pots,,1,
3323,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1763,Exports,Vin ordinaire,Rouen,Angleterre,87,muids,,144,
3324,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Beurre,Rouen,Angleterre,247,livres,,"0,5",
3325,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Cidre,Rouen,Angleterre,260,pots,,"0,3",
3326,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Confitures,Rouen,Angleterre,622,livres,,1,
3327,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Eau de vie,Rouen,Angleterre,120,muids,,288,
3328,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Etoffe de soie au 1/4 à peu de soie,Rouen,Angleterre,1016,livres,,20,
3329,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Farine,Rouen,Angleterre,55210,livres,,"0,2",
3330,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Fayence,Rouen,Angleterre,22488,livres,,"0,55",
3331,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Fromage,Rouen,Angleterre,204,livres,,"0,4",
3332,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Fruits crus,Rouen,Angleterre,569,barils,,15,
3333,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Huile d'olive,Rouen,Angleterre,70,livres,,"0,6",
3334,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Indigo,Rouen,Angleterre,62569,livres,,9,
3335,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Mercerie,Rouen,Angleterre,25680,livres,,4,
3336,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Mouchoirs de fil et coton et fil,Rouen,Angleterre,216,livres,,4,
3337,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Raisins secs,Rouen,Angleterre,610,livres,,"0,15",
3338,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Savon,Rouen,Angleterre,890,livres,,"0,4",
3339,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Siamoise,Rouen,Angleterre,1020,livres,,4,
3340,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Thé,Rouen,Angleterre,1106,livres,,4,
3341,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Toile cirée,Rouen,Angleterre,,,1450,,
3342,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Toile de lin de Rouen,Rouen,Angleterre,200,livres,,10,
3343,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Toiles peintes,Rouen,Angleterre,200,livres,,4,
3344,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Vaudes,Rouen,Angleterre,4812,bottes,,"0,6",
3345,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Vin d'Orléans,Rouen,Angleterre,3.3,muids,,200,
3346,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Vin de Bourgogne,Rouen,Angleterre,20.125,muids,,260,
3347,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Vin de Champagne,Rouen,Angleterre,4.75,muids,,300,
3348,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1764,Exports,Vin français ,Rouen,Angleterre,28.5,muids,,150,
3349,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Café,Rouen,Angleterre,100,livres,,"0,9",
3350,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Chataignes,Rouen,Angleterre,3480,livres,,"0,1",
3351,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,confitures,Rouen,Angleterre,1129,livres,,1,
3352,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Coton en laine,Rouen,Angleterre,36087,livres,,"1,7",
3353,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Draps d'Elbeuf,Rouen,Angleterre,50,aunes,,14,
3354,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Eau de vie,Rouen,Angleterre,178,muids,,288,
3355,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Etoffe de soie au 1/4 à peu de soie,Rouen,Angleterre,715,livres,,20,
3356,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Farine,Rouen,Angleterre,2000,livres,,"0,2",
3357,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Fayence,Rouen,Angleterre,10800,livres,,"0,55",
3358,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Fromage,Rouen,Angleterre,481,livres,,"0,4",
3359,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Fruits crus,Rouen,Angleterre,621,barils,,15,
3360,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Garance,Rouen,Angleterre,1650,livres,,"1,5",
3361,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Huile d'olive,Rouen,Angleterre,109,livres,,"0,7",
3362,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,indigo,Rouen,Angleterre,61335,livres,,9,
3363,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Mouchoirs de coton,Rouen,Angleterre,180,livres,,4,
3364,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Savon,Rouen,Angleterre,190,livres,,"0,45",
3365,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Siamoise,Rouen,Angleterre,2548,livres,,4,
3366,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Thé,Rouen,Angleterre,231909,livres,,4,
3367,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Toile de lin de Rouen,Rouen,Angleterre,220,livres,,10,
3368,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Toile peinte,Rouen,Angleterre,320,livres,,4,
3369,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Toiles diverses,Rouen,Angleterre,6550,livres,,"3,5",
3370,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Vaudes,Rouen,Angleterre,16649,bottes,,"0,6",
3371,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Vin de Bourgogne,Rouen,Angleterre,120,pots,,3,
3372,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Vin de Bourgogne,Rouen,Angleterre,42,muids,,260,
3373,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Vin de Champagne,Rouen,Angleterre,8,muids,,300,
3374,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Vin français ,Rouen,Angleterre,36,muids,,240,
3375,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,112,1766,Exports,Vin ordinaire,Rouen,Angleterre,8,pots,,1,
3376,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1768,Exports,Confitures,Rouen,Angleterre,1690,livres,,1,
3377,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1768,Exports,Draps d'Elbeuf,Rouen,Angleterre,135,livres,,5,
3378,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1768,Exports,Eau de vie,Rouen,Angleterre,250,muids,,288,
3379,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1768,Exports,Etoffe de soie au 1/4 à peu de soie,Rouen,Angleterre,150,livres,,20,
3380,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1768,Exports,Fayence,Rouen,Angleterre,9485,livres,,"0,55",
3381,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1768,Exports,Fruits crus,Rouen,Angleterre,188,barils,,15,
3382,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1768,Exports,Garance,Rouen,Angleterre,122556,livres,,"1,5",
3383,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1768,Exports,Indigo,Rouen,Angleterre,49227,livres,,9,
3384,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1768,Exports,"Mouchoirs de fil, fil et coton",Rouen,Angleterre,300,livres,,4,
3385,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1768,Exports,Pruneaux,Rouen,Angleterre,210,livres,,"0,2",
3386,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1768,Exports,Raisins secs,Rouen,Angleterre,500,livres,,"0,15",
3387,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1768,Exports,Siamoise,Rouen,Angleterre,2210,livres,,4,
3388,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1768,Exports,Thé,Rouen,Angleterre,320188,livres,,4,
3389,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1768,Exports,Toile de fil et coton,Rouen,Angleterre,150,livres,,4,
3390,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1768,Exports,Toile de lin batiste,Rouen,Angleterre,100,livres,,32,
3391,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1768,Exports,Vaudes,Rouen,Angleterre,9156,bottes,,"0,6",
3392,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1768,Exports,Vin de Bourgogne,Rouen,Angleterre,39,muids,,260,
3393,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1768,Exports,Vin de Champagne,Rouen,Angleterre,220,bouteilles,,"1,5",
3394,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1768,Exports,Vin ordinaire,Rouen,Angleterre,22,muids,,200,
3395,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1770,Exports,Confitures,Rouen,Angleterre,586,livres,,1,
3396,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1770,Exports,Draps d'Elbeuf,Rouen,Angleterre,200,livres,,5,
3397,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1770,Exports,Eau de vie,Rouen,Angleterre,166,muids,,288,
3398,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1770,Exports,Etoffe de soie au 1/4 à peu de soie,Rouen,Angleterre,263,livres,,20,
3399,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1770,Exports,Fayence,Rouen,Angleterre,2312,livres,,"0,55",
3400,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1770,Exports,Fromage,Rouen,Angleterre,978,livres,,"0,4",
3401,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1770,Exports,Fruits crus,Rouen,Angleterre,304,barils,,15,
3402,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1770,Exports,Garance,Rouen,Angleterre,46152,livres,,"1,5",
3403,Paul Maneuvrier-Hervieu,AD76 7F97 – via Dardel,Local/Rouen/Rouen - via Dardel.csv,Local,113,1770,Exports,Huile d'olive,Rouen,Angleterre,35878,livres,,"0,7",
