numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,remarks,doubleaccounts
1708,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Mouchoirs de soie,Etats Unis,127010,,,,,0
1709,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Or monnoyé en sequins,Etats Unis,252717,,,,,0
1710,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Papier à écrire,Etats Unis,,13297,rames,,,0
1711,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Papier à écrire,Etats Unis,,118,quintaux,,,0
1712,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Papier à écrire,Etats Unis,,70,quintaux,,,0
1713,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Peaux diverses,Etats Unis,39936,,,,,0
1714,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Plomb,Etats Unis,,604,quintaux,,,0
1715,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Poivre,Etats Unis,,"131,63",quintaux,,,0
1716,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Quincaillerie,Etats Unis,97120,,,,,0
1717,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Riz,Etats Unis,,"6373,6",quintaux,,,0
1718,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Rubans de soie,Etats Unis,,"1,64",quintaux,,,0
1719,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Soufre,Etats Unis,,"1169,4",quintaux,,,0
1720,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Soie diverse,Etats Unis,,"32,17",quintaux,,,0
1721,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Tartre,Etats Unis,,"825,65",quintaux,,,0
1722,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Toiles de chanvre ; diverses,Etats Unis,27107,,,,,0
1723,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,"Toiles de coton, diverses",Etats Unis,207275,,,,,0
1724,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Vermillon,Etats Unis,,"10,41",quintaux,,,0
1725,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Verreries,Etats Unis,23967,,,,,0
1726,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Vins divers de France,Etats Unis,,406,muids,,,1
1727,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Vins divers de France,Etats Unis,,216,pintes,,,2
1728,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Desci-devant Provinces ; de Bourgogne,Etats Unis,,224,muids,,,1
1729,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Desci-devant Provinces ; de Languedoc,Etats Unis,,353,muids,,,2
1730,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Desci-devant Provinces ; de Provence,Etats Unis,,5172,muids,,,1
1731,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Desci-devant Provinces ; de Provence,Etats Unis,,216,pintes,,,2
1732,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Marchandises diverses ; mêlées en une infinité d'articles,Etats Unis,386147,,,,,0
1733,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Cacao,Etats Unis,,12,quintaux,,,0
1734,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Café,Etats Unis,,"8902,73",quintaux,,,0
1735,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Indigo,Etats Unis,,"1121,28",quintaux,,,0
1736,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Sucre brut,Etats Unis,,63,quintaux,,,0
1737,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Sucre raffiné,Etats Unis,,"905,87",quintaux,,,0
1738,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Sucre terré,Etats Unis,,"4913,71",quintaux,,,0
1739,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Sirop mélasse,Etats Unis,,"175,66",quintaux,,,0
1740,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,117,Quincaillerie diverse,Etats Unis,,,quintaux,,,0
1748,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,121,Amandes,Colonies d'Amerique,,"818,84",quintaux,50,,0
1749,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,121,Ardoises,Colonies d'Amerique,,482,milliers,30,,0
1750,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,121,Armes à feu et Artillerie,Colonies d'Amerique,35090,,,,,0
1751,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,121,Bestiaux,Colonies d'Amerique,12600,,,,,0
1752,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,121,Beurre,Colonies d'Amerique,,"1875,92",quintaux,80,,0
1753,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,121,Bière,Colonies d'Amerique,,"317,4583333333",muids,52,,0
1754,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,121,Bière,Colonies d'Amerique,,20711,bouteilles,"0,4",,0
1755,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,121,"Bijouterie, argenterie et orfévrerie",Colonies d'Amerique,35563,,,,,0
1771,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Biscuits de mer,Colonies d'Amerique,,"8585,3",quintaux,21,PU : 20-22,0
1772,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Bois de toutes espèces,Colonies d'Amerique,206948,,,,,0
1773,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Bonneterie divers,Colonies d'Amerique,131634,,,,,0
1774,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Bouchons de liége,Colonies d'Amerique,22030,,,,,0
1775,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Bougies,Colonies d'Amerique,,"213,46",quintaux,375,3let10s-4l / livre,0
1776,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,"Bray, goudron et résine",Colonies d'Amerique,,2415,quintaux,16,15-17 livres la quinte,0
1777,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Chairs salées diverses,Colonies d'Amerique,202290,,,,,0
1778,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Chairs salées diverses ; bœuf salé,Colonies d'Amerique,,"11889,22",quintaux,31,PU : 30-32,0
1779,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Chairs salées diverses ; cuises d'oies,Colonies d'Amerique,12228,,,,,0
1780,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Chairs salées diverses ; jambon,Colonies d'Amerique,,"1607,1",quintaux,61,PU : 60-62,0
1781,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Chairs salées diverses ; lard,Colonies d'Amerique,,"3417,1",quintaux,"42,5",PU : 40-45,0
1782,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Chairs salées diverses ; porc salé et petit salé,Colonies d'Amerique,,"4857,79",quintaux,"47,5",PU : 45-50,0
1783,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Chandelles,Colonies d'Amerique,,"5227,55",quintaux,"67,5",PU : 60-65,0
1784,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Chapelleries,Colonies d'Amerique,381499,,,,,0
1785,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Clous de fer,Colonies d'Amerique,,"5479,21",quintaux,"42,5",PU : 40-45,0
1786,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Cochenille,Colonies d'Amerique,,"39,59",quintaux,4250,PU : 40-45 l la livre,0
1787,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Confitures,Colonies d'Amerique,,"353,99",quintaux,150,,0
1788,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Cordages,Colonies d'Amerique,,4453,quintaux,10,,0
1789,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,"Cuivre en planches, en feuilles et ouvrés",Colonies d'Amerique,,"270,16",quintaux,40,,0
1790,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Dorure fine,Colonies d'Amerique,,60,quintaux,190,,0
1791,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Draperies diverses,Colonies d'Amerique,176236,,,,,0
1792,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Droguerie et épiceries,Colonies d'Amerique,95556,,,,,0
1793,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Eau de vie simple,Colonies d'Amerique,,"413,2847222222",muids,350,,0
1794,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Eau de vie simple,Colonies d'Amerique,,725,bouteilles,2,,0
1795,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Eau de vie spiritueuses,Colonies d'Amerique,13720,,,,,0
1796,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Etoffes de toutes espèce,Colonies d'Amerique,178103,,,,,0
1797,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Farine,Colonies d'Amerique,,"41077,31",quintaux,28,PU : 25-32 le quintal,0
1798,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Faïance,Colonies d'Amerique,33538,,,,,0
1799,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Fers en barres,Colonies d'Amerique,,"834,44",quintaux,"17,5",PU : 15-20,0
1800,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Fers ouvré,Colonies d'Amerique,,"1756,16",quintaux,55,PU : 50-60,0
1801,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Fers de fonte brute,Colonies d'Amerique,,599,quintaux,"12,5",PU : 10-15,0
1802,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Fers de fonte ouvré,Colonies d'Amerique,,"5831,39",quintaux,"20,5",PU : 20-21,0
1803,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Fers blanc ouvré,Colonies d'Amerique,11710,,,,,0
1804,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Fil à coudre,Colonies d'Amerique,,"78,52",quintaux,"5,5",PU : 5-6,0
1805,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Fil à voiles,Colonies d'Amerique,,474,quintaux,"1,125",PU : 20-25 sous,0
1806,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Fromages,Colonies d'Amerique,,"3091,3",quintaux,65,PU : 60-70,0
1807,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Fruits divers,Colonies d'Amerique,13997,,,,,0
1808,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,123,Futailles,Colonies d'Amerique,14332,,,,,0
1809,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Gants de peau,Colonies d'Amerique,,1446,douzaines,"32,5",PU : 30-35,0
1810,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Habillements divers,Colonies d'Amerique,131187,,,,,0
1811,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Huile d'olive,Colonies d'Amerique,,"6808,33",quintaux,"122,5",PU : 120-125,0
1812,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Jeux de voiles,Colonies d'Amerique,162000,,,,,0
1813,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Légumes,Colonies d'Amerique,213038,,,,,0
1814,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Lingerie,Colonies d'Amerique,104849,,,,,0
1815,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Liqueurs,Colonies d'Amerique,83785,,,,,0
1816,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Merceries,Colonies d'Amerique,180491,,,,,0
1817,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Meubles,Colonies d'Amerique,43611,,,,,0
1818,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Mouchoirs de toutes espèces,Colonies d'Amerique,851871,,,,,0
1819,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Outils divers,Colonies d'Amerique,20599,,,,,0
1820,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Ouvrages divers,Colonies d'Amerique,57426,,,,,0
1821,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Papier à écrire,Colonies d'Amerique,55931,,,,,0
1822,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Parasols,Colonies d'Amerique,,5118,en nombre,"22,5",PU : 20-25,0
1823,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Peaux de mouton apprêtées,Colonies d'Amerique,,341,douzaines,45,PU : 40-50,0
1824,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Peaux de veau apprêtées,Colonies d'Amerique,,122,douzaines,60,PU : 50-70,0
1825,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Plomb,Colonies d'Amerique,,"921,62",quintaux,"37,5",PU : 35-40,0
1826,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Poissons salés et marinés,Colonies d'Amerique,32210,,,,,0
1827,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Pommade,Colonies d'Amerique,,"114,62",quintaux,200,,0
1828,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Poteries,Colonies d'Amerique,19512,,,,,0
1829,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Poudre à poudrer,Colonies d'Amerique,,"655,2",quintaux,45,PU : 40-50,0
1830,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Provisions de bouche,Colonies d'Amerique,50575,,,,,0
1831,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Pruneaux,Colonies d'Amerique,,"270,7",quintaux,"42,5",PU : 40-45,0
1832,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Quincaillerie en fer et acier,Colonies d'Amerique,318457,,,,,0
1833,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Riz,Colonies d'Amerique,,"407,43",quintaux,30,,0
1834,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Rubans de soie,Colonies d'Amerique,,"6,36",quintaux,75,PU : 70-80,0
1835,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Sacs à café,Colonies d'Amerique,,36823,en nombre,"1,5",,0
1836,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Savon,Colonies d'Amerique,,"9792,17",quintaux,"47,5",PU : 45-50,0
1837,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Souliers divers,Colonies d'Amerique,,222516,paires,"4,25","PU : 4-4,5",0
1838,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Soie à coudre,Colonies d'Amerique,12150,,,,,0
1839,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Suif,Colonies d'Amerique,,"420,16",quintaux,"57,5",PU : 55-60,0
1840,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,Toileries nationales diverses,Colonies d'Amerique,4013790,,,,,
1841,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,"Toilerie des Indes, du commerce français",Colonies d'Amerique,112536,,,,,
1842,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,124,"Toilerie des Indes, du commerce étranger",Colonies d'Amerique,25680,,,,,
1843,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,125,"Tuiles, carreaux et briques",Colonies d'Amerique,48159,,,,,0
1844,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,125,Verrerie de toutes espèces,Colonies d'Amerique,115896,,,,,0
1845,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,125,Vins divers,Colonies d'Amerique,,"19630,2152777778",muids,75,PU : 70-80,0
1846,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,125,Vins divers,Colonies d'Amerique,,750,bouteilles,"0,75","PU : 0,5-1",0
1847,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,125,Vins de Bordeaux,Colonies d'Amerique,,25287,muids,"67,5",PU : 60-75,0
1848,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,125,Vins de Bordeaux,Colonies d'Amerique,,4480,bouteilles,"1,5",,0
1849,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,125,Vinaigre,Colonies d'Amerique,,"870,5902777778",muids,75,PU : 70-80,0
1850,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,125,Vinaigre,Colonies d'Amerique,,170,pintes,,,0
1851,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,125,Objets divers dont le plus fort article n'excède pas 10000 liv.,Colonies d'Amerique,796345,,,,,0
1853,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Armes blanches et à feau,"Côtes occidentales d'Afrique, Senegal, Guinée",136012,,,,,0
1854,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Beurre,"Côtes occidentales d'Afrique, Senegal, Guinée",,"193,61",quintaux,"77,5",PU : 75-80,0
1855,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Biscuits de mer,"Côtes occidentales d'Afrique, Senegal, Guinée",,"754,54",quintaux,"22,5",PU : 20-25,0
1856,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Cauris,"Côtes occidentales d'Afrique, Senegal, Guinée",,"813,86",quintaux,"1,65",PU : 30-36 sous la livre,0
1857,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Caves garnies de flacons,"Côtes occidentales d'Afrique, Senegal, Guinée",13260,,,,,0
1858,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Chairs salées diverses,"Côtes occidentales d'Afrique, Senegal, Guinée",49670,,,,,0
1859,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Chapelleries,"Côtes occidentales d'Afrique, Senegal, Guinée",14574,,,,,0
1860,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Clous de fer,"Côtes occidentales d'Afrique, Senegal, Guinée",,242,quintaux,"42,5",PU : 40-45,0
1861,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Corail brut et ouvré,"Côtes occidentales d'Afrique, Senegal, Guinée",46437,,,,,0
1862,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Cordages,"Côtes occidentales d'Afrique, Senegal, Guinée",,"554,6",quintaux,"52,5",PU : 50-55,0
1863,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Coutellerie,"Côtes occidentales d'Afrique, Senegal, Guinée",179035,,,,,0
1864,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,"Cuivre en planches, en feuilles et ouvrés","Côtes occidentales d'Afrique, Senegal, Guinée",,"276,87",quintaux,200,,0
1865,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Draperie de laine,"Côtes occidentales d'Afrique, Senegal, Guinée",112598,,,,,0
1866,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Eau de vie simple de vin,"Côtes occidentales d'Afrique, Senegal, Guinée",,"371,8576388889",muids,450,PU : 400-450,0
1867,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Eau de vie simple de grain,"Côtes occidentales d'Afrique, Senegal, Guinée",,"225,175",quintaux,425,PU : 400-450,0
1868,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Etoffes diverses,"Côtes occidentales d'Afrique, Senegal, Guinée",123330,,,,,0
1869,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Jeux de voiles,"Côtes occidentales d'Afrique, Senegal, Guinée",30000,,,,,0
1870,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Légumes,"Côtes occidentales d'Afrique, Senegal, Guinée",63872,,,,,0
1871,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Liqueurs,"Côtes occidentales d'Afrique, Senegal, Guinée",27724,,,,,0
1872,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Mercerie,"Côtes occidentales d'Afrique, Senegal, Guinée",14158,,,,,0
1873,Elisa Tirindelli,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,128,Mouchoirs divers,"Côtes occidentales d'Afrique, Senegal, Guinée",144612,,,,,0
