numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,doubleaccounts
250,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,28,Fers en barre,Afrique,129050,,,,0
251,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,28,Fers en barre,Asie,,2680710,livres,,0
252,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,28,Fers ouvrés,"De l’Amérique, Isles Antilles ou Colonies françaises",,492356,livres,,0
253,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,28,Fers ouvrés,Asie,69426,,,,0
254,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,28,Fers de fonte brut,"De l’Amérique, Isles Antilles ou Colonies françaises",,362600,livres,,0
255,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,28,Fers de fonte ouvre,"De l’Amérique, Isles Antilles ou Colonies françaises",,1009297,livres,,0
256,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,28,Fers de fonte ouvré,Asie,58622,,,,0
257,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,28,Fers en tôle,Asie,,106631,livres,,0
258,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,28,Fers blancs brut,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,317246,livres,,0
259,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,28,Fers blancs ouvré,"De l’Amérique, Isles Antilles ou Colonies françaises",28406,,,,0
260,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,28,Fils divers de lin de chanvre,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,60445,livres,,0
261,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,28,Fils à coudre,"De l’Amérique, Isles Antilles ou Colonies françaises",,28956,livres,,0
262,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,28,Fils à coudre,Asie,,10719,livres,,0
263,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,28,Fils à voile,"De l’Amérique, Isles Antilles ou Colonies françaises",,120012,livres,,0
264,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,28,Fils à voile,Asie,,56667,livres,,0
265,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Fleuret et filoselle,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,4934,livres,,0
266,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Fourrage en glands de chêne,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",18317,,,,0
267,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Fourrage en paille de foin,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,118898,livres,,0
268,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Fromage,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,6235639,livres,,0
269,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Fruits divers,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",59248,,,,0
270,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Garence ou alisary,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,978841,livres,,0
271,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Gaze de soie,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,7281,livres,,0
272,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Giroffle,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,18721,livres,,0
273,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Gommes diverses,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",94186,,,,0
274,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Gommes diverses,"De l’Amérique, Isles Antilles ou Colonies françaises",,11151,livres,,0
275,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Gommes adragante,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,634202,livres,,0
276,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Gomme arabique,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,700087,livres,,0
277,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Gomme arabique,Asie,,44139,livres,,0
278,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Gommes gutte,Asie,,4920,livres,,0
279,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Gommes Sandarak,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,5700,livres,,0
280,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Gommes Sénégal,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,18235,livres,,0
281,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Gommes Sénégal,Afrique,,1180203,livres,,0
282,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Graines diverses,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",1031165,,,,0
283,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Graines diverses,"De l’Amérique, Isles Antilles ou Colonies françaises",69316,,,,0
284,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Habillements,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",220859,,,,0
285,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Harengs frais,Pêches françaises,1196178,,,,0
286,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Harengs salés,Pêches françaises,726718,,,,0
287,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Horlogerie,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",378808,,,,0
288,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Houblon,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1024157,livres,,0
289,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Huile de graine,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,2019310,livres,,0
290,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Huile d'olive,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,33655478,livres,,0
291,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Huile de poisson,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,731835,livres,,0
292,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Huile de poisson,Pêches françaises,403736,,,,0
293,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Huile de baleine,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1171176,livres,,0
294,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,29,Huile de baleine,Pêches françaises,2171696,,,,0
295,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Filets à pêcher,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",99280,12410,paquets,,0
296,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Fleurs artificielles,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",358070,,,,0
297,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Fromage,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1009029,livres,,0
298,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Fromage,"De l’Amérique, Isles Antilles ou Colonies françaises",,806212,livres,,0
299,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Fromage,Asie,,143967,livres,,0
300,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Fruits divers,"De l’Amérique, Isles Antilles ou Colonies françaises",112137,,,,0
301,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Fruits divers,Asie,22042,,,,0
302,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Futailles vuides,"De l’Amérique, Isles Antilles ou Colonies françaises",11952,,,,0
303,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Futailles vuides,Afrique,15272,,,,0
304,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Gants de peaux,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,37919,douzaine,,0
305,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Gants de peaux,"De l’Amérique, Isles Antilles ou Colonies françaises",,2399,douzaine,,0
306,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Gants de peaux,Asie,,847,douzaine,,0
307,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Garence ou alisary,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,2434803,livres,,0
308,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Gaze de soie,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,22582,livres,,0
309,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Giroffle,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,8889,livres,,0
310,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Glaces,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",1761392,,,,0
311,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Glaces,Asie,98028,,,,0
312,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Gommes diverses,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",741535,,,,0
313,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Gomme arabique,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,249376,livres,,0
314,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Gommes Sénégal,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,446253,livres,,0
315,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Graines diverses,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",714738,,,,0
316,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Graines de lin,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1497536,livres,,0
317,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Graines de luzerne et de treffle,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1560002,livres,,0
318,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Habillements,"De l’Amérique, Isles Antilles ou Colonies françaises",343057,,,,0
319,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Habillements,Asie,70505,,,,0
320,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Harengs salés,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",63965,,,,0
321,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Herbes à teindre,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",145579,,,,0
322,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Horlogerie,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",831755,,,,0
323,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Huile de graine,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1993592,livres,,0
324,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Huile de graine,"De l’Amérique, Isles Antilles ou Colonies françaises",18232,,,,0
325,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Huile de lin,Pêches françaises,,51090,livres,,0
326,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Huile d'olive,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,2031467,livres,,0
327,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Huile d'olive,"De l’Amérique, Isles Antilles ou Colonies françaises",,1401489,livres,,0
328,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Huile d'olive,Pêches françaises,,118965,livres,,0
329,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,30,Huile de poisson,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,208797,livres,,0
330,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Huile de morue,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,37138,livres,,0
331,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Huile de spermacety,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,38678,livres,,0
332,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Jalap,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,42774,livres,,0
333,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Inde platte,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,175321,livres,,0
334,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Indigo,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,657522,livres,,0
335,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Indigo,"De l’Amérique, Isles Antilles ou Colonies françaises",,811962,livres,,0
336,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Indigo,Asie,,146361,livres,,0
337,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Joncs ou auffe,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,284656,livres,,0
338,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Iris,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,43843,livres,,0
339,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Jus de citron et limen,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,654958,livres,,0
340,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Jus de réglisse,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,145297,livres,,0
341,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Laines diverses,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,7864765,livres,,0
342,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Laines fines et filées,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1756064,livres,,0
343,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Laiton,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1026842,livres,,0
344,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Légumes divers,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,7828150,livres,,0
345,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Librairie,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",911655,,,,0
346,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Liège en planches et en bouchons,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",642010,,,,0
347,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Lin divers,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,337059,livres,,0
348,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Liqueurs diverses et sirops fins,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",39206,,,,0
349,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Liqueurs diverses et sirops fins,"De l’Amérique, Isles Antilles ou Colonies françaises",24337,,,,0
350,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Liqueurs diverses et sirops fins,"De l’Amérique, Isles Antilles ou Colonies françaises",,397,bouteilles,,0
351,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Liqueurs diverses et sirops fins,"De l’Amérique, Isles Antilles ou Colonies françaises",,"11,1909722222",muids,,0
352,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Liqueurs diverses et sirops fins,"De l’Amérique, Isles Antilles ou Colonies françaises",24337,,,,0
353,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Litarge,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,114766,livres,,0
354,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Mâne,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,1186089,livres,,0
355,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Maquereaux frais,Pêches françaises,,976948,en nombre,,0
356,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Maquereaux salés,Pêches françaises,411955,,,,0
357,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Marbre brut et ouvré,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",226657,,,,0
358,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Imports,31,Merceries mêlées,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",728576,,,,0
359,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Huile de térébenthine,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,440640,livres,,0
360,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Huîtres,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",37791,,,,0
361,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Jalap,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,11629,livres,,0
362,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Jeux de voile,"De l’Amérique, Isles Antilles ou Colonies françaises",744000,,,,0
363,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Jeux de voile,Afrique,54000,,,,0
364,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Jeux de voile,Asie,156000,,,,0
365,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Jus de citron et limen,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,94910,livres,,0
366,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Jus de réglisse,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,102132,livres,,0
367,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Laines diverses,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,598621,livres,,0
368,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Laines fines et filées,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,255959,livres,,0
369,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Légumes divers,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",,5372920,livres,,0
370,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Légumes divers,"De l’Amérique, Isles Antilles ou Colonies françaises",414766,,,,0
371,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Légumes divers,Afrique,136106,,,,0
372,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Légumes divers,Asie,117274,,,,0
373,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Librairie,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",2676967,,,,0
374,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Liège en planches et en bouchons,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",635220,,,,0
375,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Lingeries,"De l’Amérique, Isles Antilles ou Colonies françaises",412713,,,,0
376,Esther Benbassat,AF F12 252 et F12 1843B,National/Divers - in/Détail des I et X_1792.csv,1792-both semester,1792,Exports,32,Liqueurs diverses et sirops fins,"De l’Europe, y compris le Levant et la Barbarie et les États-Unis d’Amérique",910362,,,,0
