numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks,doubleaccounts
1128,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,80,Laine lavée,L'Italie,2440,2440,Livres,1,0,,0
1129,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,80,Morue,L'Italie,4917,32780,Livres,.15,0,,0
1130,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,80,Mousserons secs,L'Italie,668,167,Livres,4,0,,0
1131,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,80,Miel de Marbonne,L'Italie,335,670,Livres,.5,0,,0
1132,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Mercerie fine,L'Italie,100848,16808,Livres,6,0,,0
1133,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Marchandises a l'estimation,L'Italie,90,1,Valeur,90,0,,0
1134,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Meules affiloires,L'Italie,"2517,5",5035,Nombre,.5,0,,0
1135,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Poisson salé,L'Italie,"1631,25",10875,Livres,.15,0,,0
1136,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Prunes brugnoles,L'Italie,"333,75",1335,Livres,.25,0,,0
1137,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Peaux de lapin,L'Italie,34,85,Livres,.4,0,,0
1138,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Peaux de veau tannées,L'Italie,7020,324,Douzaines,30,-2700,,0
1139,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Peaux aprêtées,L'Italie,1620,54,Douzaines,30,0,,0
1140,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Peaux aprêtées,L'Italie,5970,5970,Livres,1,0,,0
1141,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Peaux de parchemin,L'Italie,30,6,Douzaines,5,0,,0
1142,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Pastel,L'Italie,30,1480,Livres,.25,-340,,0
1143,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Quincaille de fer et acier,L'Italie,12835,12835,Livres,1,0,,0
1144,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Ruban de soye,L'Italie,240,4,Livres,60,0,,0
1145,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Rocou,L'Italie,900,1200,Livres,.75,0,,0
1146,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Sempiterne,L'Italie,4025,1610,Livres,2.5,0,,0
1147,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Sandal moulu,L'Italie,"239,75",685,Livres,.35,0,,0
1148,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Truffes seiches,L'Italie,150,75,Livres,2,0,,0
1149,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Tournesol en drapeau,L'Italie,4385,8770,Livres,.5,0,,0
1150,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Toile de coton,L'Italie,2250,450,Livres,5,0,,0
1151,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Toile blanche,L'Italie,109020,36340,Livres,3,0,,0
1152,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Toile grise,L'Italie,"43957,5",29305,Livres,1.5,0,,0
1153,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Talons de bois,L'Italie,"437,5",350,Douzaines,1.25,0,,0
1154,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Talons de bois,L'Italie,240,2400,Livres,.1,0,,0
1155,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Vin rouge,L'Italie,113850,2277,Muids,50,0,,0
1156,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Verdet,L'Italie,940,940,Livres,1,0,,0
1157,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Bas de soye,Le Levant,72180,2005,Livres,36,0,,0
1158,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Bas de fleuret,L'Italie,18032,1288,Livres,14,0,,0
1159,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Cristal de tartre,L'Italie,"4431,25",17725,Livres,.25,0,,0
1160,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Drap Londrin,L'Italie,9268511,1324073,Livres,7,0,,0
1161,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Draperie petite,L'Italie,20115,6705,Livres,3,0,,0
1162,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Dorure fine,L'Italie,16704,174,Livres,96,0,,0
1163,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Etoffe argent et soye,L'Italie,1400,20,Livres,70,0,,0
1164,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Etoffe de soye,L'Italie,49600,1240,Livres,40,0,,0
1165,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Etoffe mi soye,L'Italie,420,30,Livres,14,0,,0
1166,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Liqueurs a boire,L'Italie,12544,31360,Livres,.4,0,,0
1167,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Mercerie fine,L'Italie,175890,29315,Livres,6,0,,0
1168,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Marchandises a l'estimation,L'Italie,490,1,Valeur,490,0,,0
1169,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Papier a ecrire,L'Italie,1700,3400,Livres,.5,0,,0
1170,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Quincaille de fer et acier,L'Italie,19500,19500,Livres,1,0,,0
1171,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Ruban or argent et soye,L'Italie,1440,12,Livres,120,0,,0
1172,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Ruban de soye,L'Italie,2040,34,Livres,60,0,,0
1173,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Sempiterne,L'Italie,10875,4350,Livres,2.5,0,,0
1174,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1736,Exports,Montpellier,81,Verdet,L'Italie,140020,140020,Livres,1,0,,0
1175,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Azur commun,La Hollande,225,625,Livres,.36,0,,0
1176,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Biere,La Hollande,450,15,Barriques,30,0,%,0
1177,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Bois de sandal moulu,La Hollande,"3031,5",7050,Livres,.43,0,%,0
1178,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Bois de brezil,La Hollande,"18832,5",34875,Livres,.54,0,%,0
1179,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Bois de campeche,La Hollande,16023,76300,Livres,.21,0,%,0
1180,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Canelle,La Hollande,1626,271,Livres,6,0,,0
1181,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Colle de poisson,La Hollande,159,53,Livres,3,0,,0
1182,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Colle forte,La Hollande,"740,625",1975,Livres,.375,0,,0
1183,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Ceruze,La Hollande,1305,4350,Livres,.3,0,%,0
1184,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Cuivre en planches,La Hollande,57660,38440,Livres,1.5,0,,0
1185,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Charbon de terre,La Hollande,378,378,Quintaux,1,0,,0
1186,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Dents d'elefant,La Hollande,25,50,Livres,.5,0,,0
1187,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Etain en bloc,La Hollande,665,665,Livres,1,0,,0
1188,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Fromage,La Hollande,"193,75",775,Livres,.25,0,%,0
1189,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Fayance,La Hollande,"67,5",225,Livres,.3,0,,0
1190,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Fer blanc,La Hollande,636,6,Barrils,106,0,,0
1191,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Gerofle,La Hollande,136,17,Livres,8,0,,0
1192,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Garance,La Hollande,1260,2625,Livres,.48,0,%,0
1193,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Harans sors,La Hollande,1650,55,Barils,30,0,,0
1194,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Poivre,La Hollande,63582,52985,Livres,1.2,0,%,0
1195,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Plomb en saumon,La Hollande,"84441,5",383825,Livres,.22,0,%,0
1196,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Pipes a fumer,La Hollande,390,130,Grosses,3,0,,0
1197,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,87,Poix molle,La Hollande,66,1100,Livres,.06,0,%,0
1198,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Saumon salé,La Hollande,3200,40,Barrils,80,0,,0
1199,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Sel d'epsum,La Hollande,"81,6",170,Livres,.4,136,Erreur de calcul,0
1200,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Anchois,L'Espagne,675,2250,Livres,.3,0,,0
1201,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Anis vert,L'Espagne,468,1300,Livres,.36,0,%,0
1202,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Arquifoux,L'Espagne,25005,166700,Livres,.15,0,%,0
1203,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Auf,L'Espagne,"10109,375",80875,Livres,.125,0,,0
1204,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Avirons,L'Espagne,300,60,Paires,5,0,,0
1205,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Brun rouge,L'Espagne,"52,5",700,Livres,.075,0,,0
1206,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Balais de palme,L'Espagne,4475,8950,Grosses,.5,0,,0
1207,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Bois a bruler,L'Espagne,540,45,Chartées,12,0,,0
1208,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Citrons,L'Espagne,300,50,Caisses,6,0,,0
1209,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Citrons,L'Espagne,70,14000,en nombre,.005,0,%%,0
1210,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Cochenille Mesteque,L'Espagne,5724,318,Livres,18,0,,0
1211,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Cochenille silvestre,L'Espagne,143663,6682,Livres,21.5,0,,0
1212,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Cordes d'auf,L'Espagne,"26292,5",262925,Livres,.1,0,,0
1213,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Cabas d'auf,L'Espagne,11,11,Caps,1,0,,0
1214,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Cercles a tonneaux,L'Espagne,322,46,Charges,7,0,,0
1215,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Douves a tonneaux,L'Espagne,9264,772,Charges,12,0,,0
1216,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Fayence,L'Espagne,309,2060,Livres,.15,0,,0
1217,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Jalap,L'Espagne,1032,430,Livres,2.4,0,,0
1218,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Laine lavée,L'Espagne,138675,92450,Livres,1.5,0,,0
1219,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Liege en planches,L'Espagne,74370,371850,Livres,.2,0,%,0
1220,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Noizettes,L'Espagne,664,8300,Livres,.08,0,%,0
1221,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Oranges aigres,L'Espagne,"1189,875",158650,Nombre,.0075,0,,0
1222,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Pignons cassés,L'Espagne,"2381,5",10825,Livres,.22,0,%,0
1223,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Poix noire,L'Espagne,2115,35250,Livres,.06,0,%,0
1224,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Quinquina,L'Espagne,"5737,5",1275,Livres,4.5,0,,0
1225,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Rusque de pin,L'Espagne,1715,17150,Livres,.1,0,%,0
1226,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Sardines salées,L'Espagne,240,100,Barrils,2.4,0,,0
1227,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Sardines salées,L'Espagne,"1293,75",8625,Livres,.15,0,,0
1228,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Saumure,L'Espagne,1570,31400,Livres,.05,0,,0
1229,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Soude,L'Espagne,"901,25",36050,Livres,.025,0,,0
1230,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Tasses de vermillon,L'Espagne,34,17,Douzaines,2,0,,0
1231,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Anis vert,L'Italie,"2130,375",7475,Livres,.285,0,%,0
1232,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Alun,L'Italie,86118,358825,Livres,.24,0,%,0
1233,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Avirons,L'Italie,"52,5",21,Nombre,2.5,0,,0
1234,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Barils vuides de sardines,L'Italie,"812,5",3250,Nombre,.25,0,%,0
1235,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Bois de fustel,L'Italie,1012,12650,Livres,.08,0,%,0
1236,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Confitures,L'Italie,966,1610,Livres,.6,0,,0
1237,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Citrons,L'Italie,2754,459,Caisses,6,0,,0
1238,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Citrons,L'Italie,3255,651000,en nombre,.005,0,"%%, initialement 651 milliers",0
1239,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Couvertures fil et coton,L'Italie,2255,2255,Livres,1,0,,0
1240,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Chanvre peigné,L'Italie,2360,5900,Livres,.4,0,%,0
1241,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Chanvre cru,L'Italie,"2917,5",9725,Livres,.3,0,%,0
1242,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Couperose,L'Italie,2066,25825,Livres,.08,0,%,0
1243,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Douelles a tonneau,L'Italie,21840,1820,Charges,12,0,,0
1244,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Eau de fleur d'orange,L'Italie,"14,4",60,Livres,.24,0,%,0
1245,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Fideaux,L'Italie,585,2925,Livres,.2,0,%,0
1246,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Graine de jardin,L'Italie,165,550,Livres,.3,0,%,0
1247,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Gales legeres,L'Italie,"1666,875",22225,Livres,.075,0,%,0
1248,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Gaudron,L'Italie,538,6725,Livres,.08,0,%,0
1249,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Huille d'olives,L'Italie,104220,347400,Livres,.3,0,,0
1250,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Iris,L'Italie,20,50,Livres,.4,0,%,0
1251,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Main de calabre,L'Italie,"20632,5",11790,Livres,1.75,0,,0
1252,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Mortiers de marbre,L'Italie,14,14,Nombre,1,0,,0
1253,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Marbre ouvré,L'Italie,"4742,5",13550,Livres,.35,0,,0
1254,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Marbre brut,L'Italie,"1097,5",10975,Livres,.1,0,,0
1255,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Noizettes,L'Italie,"556,75",6550,Livres,.085,0,%,0
1256,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Oranges douces,L'Italie,72,12,Caisses,6,0,,0
1257,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Oranges douces,L'Italie,1024,128000,en nombre,.008,0,"%%, initialement 128 milliers",0
1258,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Oignons de tuberuse,L'Italie,"487,5",325,Livres,1.5,0,,0
1259,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Poivre,L'Italie,516,430,Livres,1.2,0,%,0
1260,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Platre,L'Italie,"8,5",850,Livres,.01,0,,0
1261,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Rix,L'Italie,"91116,375",867775,Livres,.105,0,%,0
1262,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Souffre,L'Italie,"4781,25",63750,Livres,.075,0,%,0
1263,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Terebantine,L'Italie,84,175,Livres,.48,0,%,0
1264,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Terraille noire de genes,L'Italie,"3162,5",63250,Livres,.05,0,,0
1265,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Terre a fayance,L'Italie,4470,268200,Livres,.0166667,0,,0
1266,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,88,Vermichely,L'Italie,770,3850,Livres,.2,0,%,0
1267,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,89,Alun,Le Levant,"43816,5",243425,Livres,.18,0,%,0
1268,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,89,Bol d'Arménie,Le Levant,165,550,Livres,.3,0,%,0
1269,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,89,Babouches,Le Levant,"64,5",43,Grosses paires,1.5,0,,0
1270,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,89,Coque levant,Le Levant,510,340,Livres,1.5,0,,0
1271,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,89,Casse,Le Levant,"8,75",25,Livres,.35,0,%,0
1272,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,89,Cuirs en poil,Le Levant,15875,635,Nombre,25,0,,0
1273,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,89,Coton en laine,Le Levant,209796,437075,Livres,.48,0,%,0
1274,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,89,Coton filé fin d'once,Le Levant,5325,3550,Livres,1.5,0,,0
1275,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,89,Coton filé commun,Le Levant,149160,124300,Livres,1.2,0,%,0
1276,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,89,Cire jaune,Le Levant,50160,45600,Livres,1.1,0,,0
1277,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,89,Cuivre tangou,Le Levant,900,1000,Livres,.9,0,,0
1278,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,89,Corne de mouton,Le Levant,60,1000,Livres,.06,0,%%,0
1279,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,89,Drogues communes,Le Levant,26775,15300,Livres,1.75,0,,0
1280,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,89,Encens,Le Levant,2775,4625,Livres,.6,0,%,0
1281,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,89,Fil de poil de chevre,Le Levant,15700,3140,Livres,5,0,,0
1282,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,89,Gomme arabique,Le Levant,"6714,6",21660,Livres,.31,0,%,0
1283,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,89,Gales d'alep,Le Levant,"13568,75",20875,Livres,.65,0,%,0
1284,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1737,Imports,Montpellier,89,Graine de canarie,Le Levant,"335,75",3950,Livres,.085,0,%,0
