numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,Valeur en livres tournois,valeur en sous,valeur en denier,value,Valeur calculée,probleme,remarks
273,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,11,1749,bourdille,Rennes,du Nord,"587,00",en nombre,"1,60000",,,,,"939,20",,
274,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,11,1749,bourdillons,Rennes,du Nord,"405,00",en nombre,"0,90000",,,,,"364,50",,
275,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,11,1749,bray,Rennes,du Nord,"10,00",barils,"23,50000",,,,,"235,00",,
276,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,11,1749,chanvre cru,Rennes,du Nord,"247,00",balles,"0,00000",,,,,"0,00",,pas d'indication de prix
277,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,11,1749,chanvre cru,Rennes,du Nord,"800,00",Livres,"0,20000",,,,,"160,00",,
278,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,11,1749,chevilles de bois,Rennes,du Nord,"600,00",pièces,"0,02500",,,,,"15,00",,
279,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,11,1749,epars,Rennes,du Nord,"76,00",en nombre,"1,20000",,,,,"91,20",,
280,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,11,1749,gaudron,Rennes,du Nord,"39,00",barils,"22,00000",,,,,"858,00",,
281,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,11,1749,gaulles,Rennes,du Nord,"15,00",pièces,"80,00000",,,,,"1 200,00",,
282,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,11,1749,mairrain à bariques douëlles,Rennes,du Nord,"2 822,00",pièces,"0,20000",,,,,"564,40",,
283,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,11,1749,mairrain à bottes douëlles,Rennes,du Nord,"1 871,00",pièces,"0,30000",,,,,"561,30",,
284,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,11,1749,mairrain à pipes douëlles,Rennes,du Nord,"34 966,00",pièces,"0,40000",,,,,"13 986,40",,
285,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,11,1749,planches de chene,Rennes,du Nord,"70,00",pièces,"10,00000",,,,,"700,00",,
286,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,11,1749,planches de chene,Rennes,du Nord,"157,00",pièces,"9,00000",,,,,"1 413,00",,
287,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,11,1749,planches de chene,Rennes,du Nord,"318,00",pièces,"5,00000",,,,,"1 590,00",,
288,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,11,1749,planches de chene,Rennes,du Nord,"390,00",pièces,"1,50000",,,,,"585,00",,
289,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,11,1749,planches de chene,Rennes,du Nord,"576,00",ordinaires,"0,00000",120,,,,"0,00",,valeur de 120 livres cy
290,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,planches diverses,Rennes,du Nord,"1,00",valeur,,,,,104,"12 000,00",,valeur de 104 livres cy
291,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,planches de prusse,Rennes,du Nord,"380,00",pièces,"10,00000",,,,,"3 800,00",,
292,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,planches de prusse,Rennes,du Nord,"208,00",pièces,"9,00000",,,,,"1 872,00",,
293,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,planches de prusse,Rennes,du Nord,"240,00",pièces,"8,00000",,,,,"1 920,00",,
294,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,planches de prusse,Rennes,du Nord,"1 874,00",pièces,"5,00000",,,,,"9 370,00",,
295,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,planches de prusse,Rennes,du Nord,"224,00",pièces,"1,60000",,,,,"358,40",,
296,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,planches de prusse,Rennes,du Nord,"460,00",pièces,"1,50000",,,,,"690,00",,
297,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,planches de prusse,Rennes,du Nord,"568,00",pièces,"1,25000",,,,,"710,00",,
298,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,planches de prusse,Rennes,du Nord,"1,00",en valeur,"10500,00000",10500,,,,"10 500,00",,en valeur 10500 Lt cy
299,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,planches de sapin divers,Rennes,du Nord,"21 385,00",en nombre,"0,75000",,,,,"16 038,75",,
300,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,plomb en grenaille,Rennes,du Nord,"1,00",baril,"300,00000",,,,,"300,00",,
301,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,precintes de chene,Rennes,du Nord,"476,00",en nombre,"6,00000",,,,,"2 856,00",,marchandise non identifiée
302,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,rames de fresne,Rennes,du Nord,"90,00",pièces,"2,00000",,,,,"180,00",,
303,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,verres à boire,Rennes,du Nord,"1,00",baril,,,,,,,,"""7Lt 10S pour 100"" mais combien par baril ?"
304,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,verres à boire,Rennes,du Nord,"1,00",caisse,"0,00000",,,,,"0,00",,"""7Lt 10S pour 100"" mais combien par caisse ?"
305,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,verres à boire,Rennes,du Nord,"1,00",panier,"0,00000",,,,,"0,00",,"""7Lt 10S pour 100"" mais combien par panier ?"
306,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,Amandes,Rennes,de Portugal,"25,00",sacs,"30,00000",,,,,"750,00",,
307,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,balais de palme,Rennes,de Portugal,"200,00",douzaines,"4,00000",,,,,"800,00",,
308,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,figues,Rennes,de Portugal,"1 669,50",cabas,"2,00000",,,,,"3 339,00",,
309,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,huile d'olive,Rennes,de Portugal,"2 352,00",Livres,"15,45000",,,,,"36 338,40",,
310,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,liège,Rennes,de Portugal,"3 000,00",Livres,"0,25000",,,,,"750,00",,
311,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,limons,Rennes,de Portugal,"4 600,00",en nombre,"0,12500",,,,,"575,00",,
312,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,oranges,Rennes,de Portugal,"12 740,00",en nombre,"0,10000",,,,,"1 274,00",,
313,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,rozeaux,Rennes,de Portugal,"50,00",paquets,"10,00000",,,,,"500,00",,
314,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,chanvre en masse,Rennes,de Russie,"92,00",balles,"0,20000",,,,,"18,40",,
315,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,chanvre en masse,Rennes,de Russie,"275 000,00",Livres,"0,20000",,,,,"55 000,00",,
316,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,cire jaune,Rennes,de Russie,"1 900,00",Livres,"2,00000",,,,,"3 800,00",,
317,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,12,1749,fer en barre,Rennes,de Russie,"95 350,00",Livres,"0,12000",,,,,"11 442,00",,
318,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,graine de lin,Rennes,de Russie,"614,00",barils,"15,00000",,,,,"9 210,00",,
319,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,lin cru,Rennes,de Russie,"13 600,00",Livres,"0,50000",,,,,"6 800,00",,
320,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,plie de seiches,Rennes,de Russie,"10,00",en nombre,"0,10000",,,,,"1,00",,
321,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,acier,Rennes,de la Suède,"682,00",barils,"25,00000",,,,,"17 050,00",,
322,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,acier,Rennes,de la Suède,"110 200,00",Livres,"0,25000",,,,,"27 550,00",,
323,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,avirons,Rennes,de la Suède,"89,00",en nombre,"1,50000",,,,,"133,50",,
324,Loïc,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,barreaux de sapin,Rennes,de la Suède,"21,00",en nombre,"1,00000",,,,,"21,00",,15 sous le pied cube
325,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,bray gras,Rennes,de la Suède,"1 021,00",barils,"23,00000",,,,,"23 483,00",,
326,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,chanvre en masse,Rennes,de la Suède,"163,00",balles,"300,00000",,,,,"48 900,00",,
327,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,chanvre en masse,Rennes,de la Suède,"430 000,00",Livres,"0,20000",,,,,"86 000,00",,"""20Lt la livre"" combien de livres par balle ?"
328,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,clous de fer,Rennes,de la Suède,"117 550,00",Livres,"0,25000",,,,,"29 387,50",,
329,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,espars doubles,Rennes,de la Suède,"72,00",en nombre,"2,00000",,,,,"144,00",,
330,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,espars simples,Rennes,de la Suède,"761,00",en nombre,"1,20000",,,,,"913,20",,
331,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,fer en barre,Rennes,de la Suède,"424 675,00",Livres,"0,13000",,,,,"55 207,75",,
332,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,fer blanc,Rennes,de la Suède,"13,00",barils,"90,00000",,,,,"1 170,00",,
333,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,fer en plaques,Rennes,de la Suède,"2 700,00",Livres,"0,08000",,,,,"216,00",,
334,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,gaudron,Rennes,de la Suède,"2 641,00",barils,"25,00000",,,,,"66 025,00",,
335,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,gaudron,Rennes,de la Suède,"20,00",quarts,"16,00000",,,,,"320,00",,
336,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,gaulles de bois,Rennes,de la Suède,"4,00",pièces,"15,00000",,,,,"60,00",,
337,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,gaulles de bois,Rennes,de la Suède,"6,00",pièces,"8,00000",,,,,"48,00",,
338,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,gaulles de bois,Rennes,de la Suède,"46,00",pièces,"3,00000",,,,,"138,00",,
339,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,gaulles de bois,Rennes,de la Suède,"12,00",pièces,"2,00000",,,,,"24,00",,
340,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,Ydienne,Rennes,de la Suède,"101,00",pièces,"25,00000",,,,,"2 525,00",,"Coquille du transcripteur original, lire indienne bien sûr"
341,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,Manche de gaffes,Rennes,de la Suède,"22,00",en nombre,"0,30000",,,,,"6,60",,
342,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,mats de baupré,Rennes,de la Suède,"50,00",pièces,"50,00000",,,,,"2 500,00",,
343,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,mats de chaloupes,Rennes,de la Suède,"391,00",pièces,"25,00000",,,,,"9 775,00",,
344,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,mats de navires,Rennes,de la Suède,"175,00",pièces,"80,00000",,,,,"14 000,00",,
345,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,13,1749,pelles de bois,Rennes,de la Suède,"5,00",douzaines,"5,00000",,,,,"25,00",,
346,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,planches de sapin,Rennes,de la Suède,"630,00",pièces,"6,00000",,,,,"3 780,00",,
347,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,planches de sapin,Rennes,de la Suède,"105,00",pièces,"3,00000",,,,,"315,00",,
348,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,planches de sapin,Rennes,de la Suède,"1 134,00",pièces,"1,50000",,,,,"1 701,00",,
349,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,planches de sapin,Rennes,de la Suède,"10 008,00",pièces,"0,50000",,,,,"5 004,00",,
350,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,planches de sapin,Rennes,de la Suède,"3 530,00",pièces,"0,25000",,,,,"882,50",,
351,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,planches de sapin,Rennes,de la Suède,"360,00",douzaines,"8,00000",,,,,"2 880,00",,
352,Loïc,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,planches de sapin,Rennes,de la Suède,"286,00",douzaines,"7,00000",,,,,"2 002,00",,
353,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,planches de sapin,Rennes,de la Suède,"793,00",douzaines,"6,00000",,,,,"4 758,00",,
354,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,planches de sapin,Rennes,de la Suède,"33 137,00",ordinaires,"0,75000",,,,,"24 852,75",,
355,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,poutreaux,Rennes,de la Suède,"3,00",en nombre,"10,00000",,,,,"30,00",,
356,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,salemporis,Rennes,de la Suède,"100,00",pièces,"27,00000",,,,,"2 700,00",,
357,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,toille platille,Rennes,de la Suède,"100,00",pièces,"5,00000",,,,,"500,00",,
358,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,cacao,Rennes,Isles françoises de l'Amerique,"11 127,00",Livres,"0,60000",,,,,"6 676,20",,
359,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,caffé,Rennes,Isles françoises de l'Amerique,"79 358,00",Livres,"0,80000",,,,,"63 486,40",,
360,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,citrons confits,Rennes,Isles françoises de l'Amerique,"3,00",barils,"25,00000",,,,,"75,00",,
361,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,citrons confits,Rennes,Isles françoises de l'Amerique,"59,00",Livres,"0,50000",,,,,"29,50",,
362,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,confitures,Rennes,Isles françoises de l'Amerique,"1,00",valeur,,,,,208,"208,00",,Pour 208 Lt cy
363,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,cotton en laine,Rennes,Isles françoises de l'Amerique,"19 579,00",Livres,"1,20000",,,,,"23 494,80",,
364,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,cuirs de boeuf,Rennes,Isles françoises de l'Amerique,"4 000,00",Livres,"0,45000",,,,,"1 800,00",,prix rectifié de 12 à 9 sous
365,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,cuirs de boeuf,Rennes,Isles françoises de l'Amerique,"1,00",valeur,,,,,150,"150,00",,valeur de 150 Lt cy
366,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,huile de poisson,Rennes,Isles françoises de l'Amerique,"273,00",bariques,"120,00000",,,,,"32 760,00",,
367,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,jus de citron,Rennes,Isles françoises de l'Amerique,"1,00",valeur,,,,,"22,5","22,50",,valeur de 22Lt 10S cy
368,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,langues fumées,Rennes,Isles françoises de l'Amerique,"1,00",valeur,,,,,300,"300,00",,valeur de 300Lt cy
369,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,morue seche,Rennes,Isles françoises de l'Amerique,"140 800,00",Livres,"0,30000",,,,,"42 240,00",,
370,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,morue verte,Rennes,Isles françoises de l'Amerique,"9 163,00",en nombre,"0,60000",,,,,"5 497,80",,
371,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,saumon,Rennes,Isles françoises de l'Amerique,"2,00",barils,"50,00000",,,,,"100,00",,
372,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,14,1749,sirop de limon,Rennes,Isles françoises de l'Amerique,"1,00",valeur,,,,,108,"108,00",,valeur de 108 livres
373,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,15,1749,sucre blanc,Rennes,Isles françoises de l'Amerique,"202 166,00",Livres,"0,60000",,,,,"121 299,60",,
374,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,15,1749,sucre brun,Rennes,Isles françoises de l'Amerique,"272 250,00",Livres,"0,25000",,,,,"68 062,50",,
375,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,15,1749,sucre commun,Rennes,Isles françoises de l'Amerique,"548 275,00",Livres,"0,30000",,,,,"164 482,50",,
376,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,15,1749,sucre terré,Rennes,Isles françoises de l'Amerique,"129 300,00",Livres,"0,40000",,,,,"51 720,00",,
377,Cyril CANET,AD 44 C716,Local/Rennes/Rennes – Entrées – 1748,Local,Imports,15,1749,sucre tete,Rennes,Isles françoises de l'Amerique,"382 325,00",Livres,"0,30000",,,,,"114 697,50",,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
