numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,
661,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Toile de Rouën,Rennes,Hollande," 20 500,00    ",Aunes,"0,000","0,00","0,00","0,00",
662,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Toile de laval,Rennes,Hollande," 2 400,00    ",Aunes,"0,000","0,00","0,00","0,00",
663,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Toile cholet,Rennes,Hollande," 400,00    ",Pièces,"0,000","0,00","0,00","0,00",
664,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Toile naval,Rennes,Hollande," 10 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
665,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Toile rosconne,Rennes,Hollande," 30 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
666,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Toile de Leon,Rennes,Hollande," 2 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
667,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Velours,Rennes,Hollande," 2,00    ",Pièces,"0,000","0,00","0,00","0,00",
668,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Papier gris,Rennes,Portugal," 12 000,00    ",Rames,"0,000","0,00","0,00","0,00",
669,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Papier blanc,Rennes,Flandre autrichienne," 37,00    ",Rames,"0,000","0,00","0,00","0,00",
670,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Toile de Leon,Rennes,Flandre autrichienne," 400,00    ",Aunes,"0,000","0,00","0,00","0,00",
671,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Toile de pontivi,Rennes,Flandre autrichienne," 120,00    ",Aunes,"0,000","0,00","0,00","0,00",
672,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Toile a voile,Rennes,Flandre autrichienne," 600,00    ",Aunes,"0,000","0,00","0,00","0,00",
673,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Vin de Bordeaux,Rennes,Flandre autrichienne," 4,00    ",Tonneaux,"0,000","0,00","0,00","0,00",
674,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Chaises de paille,Rennes,Angleterre," 1,50    ",Douzaines,"0,000","0,00","0,00","0,00",
675,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Figues,Rennes,Angleterre," 150,00    ",Livres,"0,000","0,00","0,00","0,00",
676,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Fil de Rennes de couleur,Rennes,Angleterre," 200,00    ",Livres,"0,000","0,00","0,00","0,00",
677,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Fil blanc,Rennes,Angleterre," 6,00    ",Livres,"0,000","0,00","0,00","0,00",
678,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Huile d'olive,Rennes,Angleterre," 36,00    ",Livres,"0,000","0,00","0,00","0,00",
678,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Miel,Rennes,Angleterre," 800,00    ",Livres,"0,000","0,00","0,00","0,00",
679,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Moulage,Rennes,Angleterre," 300,00    ",Quartiers,"0,000","0,00","0,00","0,00",
680,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Poires,Rennes,Angleterre," 20,00    ",Paniers,"0,000","0,00","0,00","0,00",
681,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Pommes,Rennes,Angleterre," 22,00    ",Paniers,"0,000","0,00","0,00","0,00",
682,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,21,1714,Plumes a lit,Rennes,Angleterre," 40,00    ",Livres,"0,000","0,00","0,00","0,00",
683,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Raisin,Rennes,Angleterre," 775,00    ",Livres,"0,000","0,00","0,00","0,00",
684,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Savon,Rennes,Angleterre," 750,00    ",Livres,"0,000","0,00","0,00","0,00",
685,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Thé,Rennes,Angleterre," 6,00    ",Livres,"0,000","0,00","0,00","0,00",
686,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Toile de bretagne étroite,Rennes,Angleterre," 100,00    ",Pièces,"0,000","0,00","0,00","0,00",
687,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Toile de Rouën,Rennes,Angleterre," 45,00    ",Aunes,"0,000","0,00","0,00","0,00",
688,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Toile crée,Rennes,Angleterre," 200,00    ",Aunes,"0,000","0,00","0,00","0,00",
689,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Toile de Leon,Rennes,Angleterre," 100,00    ",Aunes,"0,000","0,00","0,00","0,00",
690,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Toile de halle,Rennes,Angleterre," 2 650,00    ",Aunes,"0,000","0,00","0,00","0,00",
691,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Toile de Couti,Rennes,Angleterre," 120,00    ",Aunes,"0,000","0,00","0,00","0,00",
692,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Toile a serpillere,Rennes,Angleterre," 200,00    ",Aunes,"0,000","0,00","0,00","0,00",
693,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Vin de Bordeaux,Rennes,Angleterre," 7,75    ",Tonneaux,"0,000","0,00","0,00","0,00",
694,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Acier,Rennes,Espagne et Indes Occidentales," 6 080,00    ",Livres,"0,000","0,00","0,00","0,00",
695,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Boutons d'argent,Rennes,Espagne et Indes Occidentales,,,"0,000","0,00","1 000,00","-1 000,00",
696,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Boutons d'argent faux,Rennes,Espagne et Indes Occidentales,,,"0,000","0,00","1 500,00","-1 500,00",
697,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Beuf salé,Rennes,Espagne et Indes Occidentales," 12 600,00    ",Livres,"0,000","0,00","0,00","0,00",
698,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Beure,Rennes,Espagne et Indes Occidentales," 8 274,00    ",Livres,"0,000","0,00","0,00","0,00",
699,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Bas de soie,Rennes,Espagne et Indes Occidentales," 963,00    ",Paires,"0,000","0,00","0,00","0,00",
700,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Bayette,Rennes,Espagne et Indes Occidentales," 20,00    ",Pièces,"0,000","0,00","0,00","0,00",
701,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Cire blanche,Rennes,Espagne et Indes Occidentales," 3 000,00    ",Livres,"0,000","0,00","0,00","0,00",
702,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Cire en bougie,Rennes,Espagne et Indes Occidentales," 500,00    ",Livres,"0,000","0,00","0,00","0,00",
703,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Camelot de Smirne,Rennes,Espagne et Indes Occidentales," 375,00    ",Pièces,"0,000","0,00","0,00","0,00",
704,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Camelot de Doüay,Rennes,Espagne et Indes Occidentales," 48,00    ",Pièces,"0,000","0,00","0,00","0,00",
705,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Cadis,Rennes,Espagne et Indes Occidentales," 48,00    ",Pièces,"0,000","0,00","0,00","0,00",
706,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Calemande,Rennes,Espagne et Indes Occidentales," 6,00    ",Pièces,"0,000","0,00","0,00","0,00",
707,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Chapeaux de castor,Rennes,Espagne et Indes Occidentales," 850,00    ",Nombres,"0,000","0,00","0,00","0,00",
708,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Chapeaux de loutre,Rennes,Espagne et Indes Occidentales," 200,00    ",Nombres,"0,000","0,00","0,00","0,00",
709,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Chapeaux communs,Rennes,Espagne et Indes Occidentales," 200,00    ",Nombres,"0,000","0,00","0,00","0,00",
710,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Cristaux,Rennes,Espagne et Indes Occidentales," 800,00    ",Livres,"0,000","0,00","0,00","0,00",
711,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Couteaux flamands,Rennes,Espagne et Indes Occidentales," 649,00    ",Douzaines,"0,000","0,00","0,00","0,00",
712,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Dentelle de France,Rennes,Espagne et Indes Occidentales," 4 124,00    ",Pièces,"0,000","0,00","0,00","0,00",
713,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Dentelle de Caën,Rennes,Espagne et Indes Occidentales," 120,00    ",Livres,"0,000","0,00","0,00","0,00",
714,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Damas,Rennes,Espagne et Indes Occidentales," 867,00    ",Pièces,"0,000","0,00","0,00","0,00",
715,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Drap écarlatte de France,Rennes,Espagne et Indes Occidentales," 47,00    ",Aunes,"0,000","0,00","0,00","0,00",
716,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Drap de France,Rennes,Espagne et Indes Occidentales," 71,00    ",Aunes,"0,000","0,00","0,00","0,00",
717,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Drap de Carcasonne,Rennes,Espagne et Indes Occidentales," 112,00    ",Pièces,"0,000","0,00","0,00","0,00",
718,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Dauphine,Rennes,Espagne et Indes Occidentales," 30,00    ",Pièces,"0,000","0,00","0,00","0,00",
719,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Eau de vie,Rennes,Espagne et Indes Occidentales," 7,75    ",Tonneaux,"0,000","0,00","0,00","0,00",
720,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Etamine de Reims,Rennes,Espagne et Indes Occidentales," 20,00    ",Pièces,"0,000","0,00","0,00","0,00",
721,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,22,1714,Eventails,Rennes,Espagne et Indes Occidentales," 100,00    ",Nombres,"0,000","0,00","0,00","0,00",
722,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Farine,Rennes,Espagne et Indes Occidentales," 15 600,00    ",Livres,"0,000","0,00","0,00","0,00",
723,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Fil de couleur de Rennes,Rennes,Espagne et Indes Occidentales," 400,00    ",Livres,"0,000","0,00","0,00","0,00",Pas le même prix original/copie
724,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Fil blanc,Rennes,Espagne et Indes Occidentales," 1 300,00    ",Livres,"0,000","0,00","0,00","0,00",Pas le même prix original/copie
725,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Fer ouvré,Rennes,Espagne et Indes Occidentales," 4 742,00    ",Livres,"0,000","0,00","0,00","0,00",
726,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Fer blanc,Rennes,Espagne et Indes Occidentales," 2,00    ",Barils,"0,000","0,00","0,00","0,00",
727,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Fer en barres,Rennes,Espagne et Indes Occidentales," 104 670,00    ",Livres,"0,000","0,00","0,00","0,00",
728,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Gorgoran,Rennes,Espagne et Indes Occidentales," 7,00    ",Pièces,"0,000","0,00","0,00","0,00",
729,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Grisette,Rennes,Espagne et Indes Occidentales," 249,00    ",Pièces,"0,000","0,00","0,00","0,00",
730,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Indienne,Rennes,Espagne et Indes Occidentales," 1,00    ",Pièces,"0,000","0,00","0,00","0,00",
731,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Lard,Rennes,Espagne et Indes Occidentales," 28 500,00    ",Livres,"0,000","0,00","0,00","0,00",
732,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Livres espagnols,Rennes,Espagne et Indes Occidentales," 2,00    ",Caisses,"0,000","0,00","2 000,00","-2 000,00",
733,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Listonnerie,Rennes,Espagne et Indes Occidentales," 180,00    ",Livres,"0,000","0,00","0,00","0,00",
734,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Mouchoir de soie,Rennes,Espagne et Indes Occidentales," 104,00    ",Nombres,"0,000","0,00","0,00","0,00",
735,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,mouchoir de fleuret,Rennes,Espagne et Indes Occidentales," 27,00    ",Nombres,"0,000","0,00","0,00","0,00",
736,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Poivre,Rennes,Espagne et Indes Occidentales," 439,00    ",Livres,"0,000","0,00","0,00","0,00",
737,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Pekin,Rennes,Espagne et Indes Occidentales," 625,00    ",Pièces,"0,000","0,00","0,00","0,00",
738,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Primaselle,Rennes,Espagne et Indes Occidentales," 1,00    ",Pièces,"0,000","0,00","0,00","0,00",
739,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Perpetuane,Rennes,Espagne et Indes Occidentales," 78,00    ",Pièces,"0,000","0,00","0,00","0,00",
740,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Peluche sur soie,Rennes,Espagne et Indes Occidentales," 6,00    ",Pièces,"0,000","0,00","0,00","0,00",
741,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Peluche sur laine,Rennes,Espagne et Indes Occidentales," 768,00    ",Livres,"0,000","0,00","0,00","0,00",
742,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Papier,Rennes,Espagne et Indes Occidentales," 262,00    ",Rames,"0,000","0,00","0,00","0,00",
743,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Planches de sapin,Rennes,Espagne et Indes Occidentales," 200,00    ",Nombres,"0,000","0,00","0,00","0,00",
744,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Rubans avec de l'or,Rennes,Espagne et Indes Occidentales," 1,00    ",Caisses,"0,000","0,00","2 500,00","-2 500,00",
745,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Robe de chambre de Damas,Rennes,Espagne et Indes Occidentales," 1,00    ",Nombres,"0,000","0,00","0,00","0,00",
746,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Rubans de soie,Rennes,Espagne et Indes Occidentales," 180,00    ",Livres,"0,000","0,00","0,00","0,00",
747,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Soie a coudre,Rennes,Espagne et Indes Occidentales," 1 174,00    ",Livres,"0,000","0,00","0,00","0,00",
748,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Sempiterne,Rennes,Espagne et Indes Occidentales," 130,00    ",Pièces,"0,000","0,00","0,00","0,00",Pièces et livres en unités de mesure
749,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Serge,Rennes,Espagne et Indes Occidentales," 1 963,00    ",Pièces,"0,000","0,00","0,00","0,00",
750,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Tafetas noir,Rennes,Espagne et Indes Occidentales," 20,00    ",Nombres,"0,000","0,00","0,00","0,00",
751,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Tafetas petit,Rennes,Espagne et Indes Occidentales," 25,00    ",Pièces,"0,000","0,00","0,00","0,00",
752,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Tafetas lustré,Rennes,Espagne et Indes Occidentales," 15,00    ",Pièces,"0,000","0,00","0,00","0,00",
753,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Tapis de satin brodé,Rennes,Espagne et Indes Occidentales," 2,00    ",Nombres,"0,000","0,00","0,00","0,00",
754,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Tapis d'indienne,Rennes,Espagne et Indes Occidentales," 1,00    ",Nombres,"0,000","0,00","0,00","0,00",
755,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Turbans de soie,Rennes,Espagne et Indes Occidentales," 3,00    ",Nombres,"0,000","0,00","0,00","0,00",
756,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Toile de batiste,Rennes,Espagne et Indes Occidentales," 80,00    ",Pièces,"0,000","0,00","0,00","0,00",
757,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Toile de bretagne large,Rennes,Espagne et Indes Occidentales," 5 500,00    ",Pièces,"0,000","0,00","0,00","0,00",
758,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Toile de bretagne large,Rennes,Espagne et Indes Occidentales," 16 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
759,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Toile de bretagne étroite,Rennes,Espagne et Indes Occidentales," 1 342,00    ",Pièces,"0,000","0,00","0,00","0,00",
760,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Toile de Rouen,Rennes,Espagne et Indes Occidentales," 36 332,00    ",Aunes,"0,000","0,00","0,00","0,00",
761,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Toile de rosconne,Rennes,Espagne et Indes Occidentales," 71 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
762,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Toile écruë,Rennes,Espagne et Indes Occidentales," 4 173,00    ",Aunes,"0,000","0,00","0,00","0,00",
763,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,23,1714,Toile crée large,Rennes,Espagne et Indes Occidentales," 60 500,00    ",Aunes,"0,000","0,00","0,00","0,00",
764,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Toile de cholet,Rennes,Espagne et Indes Occidentales," 960,00    ",Pièces,"0,000","0,00","0,00","0,00",
765,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Toile de marigni,Rennes,Espagne et Indes Occidentales," 14 250,00    ",Aunes,"0,000","0,00","0,00","0,00",
766,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Toile de Morlaix,Rennes,Espagne et Indes Occidentales," 2 750,00    ",Aunes,"0,000","0,00","0,00","0,00",
767,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Toile de halle,Rennes,Espagne et Indes Occidentales," 4 636,00    ",Aunes,"0,000","0,00","0,00","0,00",
768,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Toile naval,Rennes,Espagne et Indes Occidentales," 1 975,00    ",Aunes,"0,000","0,00","0,00","0,00",
769,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Toile de langeneau,Rennes,Espagne et Indes Occidentales," 2 044,00    ",Aunes,"0,000","0,00","0,00","0,00",
770,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Toile de senigat,Rennes,Espagne et Indes Occidentales," 1 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
771,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Toile de haut brin,Rennes,Espagne et Indes Occidentales," 1 373,00    ",Aunes,"0,000","0,00","0,00","0,00",
772,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Toile d'embalage,Rennes,Espagne et Indes Occidentales," 4 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
773,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,"Toile ouvrée, nappes et serviettes",Rennes,Espagne et Indes Occidentales," 48,00    ",Douzaines,"0,000","0,00","0,00","0,00",
774,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,"Toile ouvrée, Chaussette",Rennes,Espagne et Indes Occidentales," 80,00    ",Douzaines,"0,000","0,00","0,00","0,00",
775,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Toile peinte,Rennes,Espagne et Indes Occidentales," 2,00    ",Pièces,"0,000","0,00","0,00","0,00",
776,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Toile peinte,Rennes,Espagne et Indes Occidentales," 1,00    ",Coupons,"0,000","0,00","0,00","0,00",
777,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Toile d'Allemagne,Rennes,Espagne et Indes Occidentales," 92,00    ",Pièces,"0,000","0,00","0,00","0,00",
778,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Toile sangalatte,Rennes,Espagne et Indes Occidentales," 200,00    ",Pièces,"0,000","0,00","0,00","0,00",
779,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Vin de Canarie,Rennes,Espagne et Indes Occidentales," 4,00    ",Tonneaux,"0,000","0,00","0,00","0,00",
780,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Vin de Bordeaux,Rennes,Espagne et Indes Occidentales," 12,50    ",Tonneaux,"0,000","0,00","0,00","0,00",
781,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Anchois,Rennes,Angleterre," 2,00    ",Barils,"0,000","0,00","0,00","0,00",
782,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Eau de vie,Rennes,Angleterre," 2,00    ",Bariques,"0,000","0,00","0,00","0,00",
783,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Figues,Rennes,Angleterre," 120,00    ",Livres,"0,000","0,00","0,00","0,00",
784,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Fil écru,Rennes,Angleterre," 6,00    ",Livres,"0,000","0,00","0,00","0,00",
785,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Liège,Rennes,Angleterre," 100,00    ",Livres,"0,000","0,00","0,00","0,00",
