numrodeligne,sourcepath,exportsimports,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,marchandises_simplification,year,u_conv,q_conv,marchandises_et_quantités,prix_predit,prix_calculé
333,National/Divers - in/Détail des I et X_1792.csv,Imports,31,Inde platte,Europe,175321,livres,,Inde plate,1792,kg,.48949999,Inde platelivres,,
891,National/Divers - in/Résultats du CE 1792.csv,Imports,79,Inde-plate,République de Hollande,124.92,quintaux,,Inde plate,1792,kg,48.949999,Inde platequintaux,,
1284,National/Divers - in/Résultats du CE 1792.csv,Imports,94,Indigo ; de retour,"Suisse, ses alliés et Genève",64.91,quintaux,,indigo de retour,1792,kg,48.949999,indigo de retourquintaux,,
727,National/Divers - in/Détail des I et X_1792.csv,Exports,45,Marchandises provenantes du commerce français dans l'Inde : Indigo,Europe,6916,livres,,indigo des Indes,1792,kg,.48949999,indigo des Indeslivres,,
1591,National/Divers - in/Résultats du CE 1792.csv,Imports,112,"Indigo, par Bordeaux, Nantes, le Havre et Dunkerque",Etats Unis,154.52,quintaux,,indigo par Bordeaux Nantes Le Havre et Dunkerque,1792,kg,48.949999,indigo par Bordeaux Nantes Le Havre et Dunkerquequintaux,,852.86121
715,National/Divers - in/Détail des I et X_1792.csv,Exports,45,Denrées des Isles Françaises de l'Amérique : Indigo,Europe,724182,livres,,indigo,1792,kg,.48949999,indigolivres,8.5286121,
336,National/Divers - in/Détail des I et X_1792.csv,Imports,31,Indigo,Asie,146361,livres,,indigo,1792,kg,.48949999,indigolivres,8.5286121,
334,National/Divers - in/Détail des I et X_1792.csv,Imports,31,Indigo,Europe,657522,livres,,indigo,1792,kg,.48949999,indigolivres,8.5286121,
335,National/Divers - in/Détail des I et X_1792.csv,Imports,31,Indigo,Amérique,811962,livres,,indigo,1792,kg,.48949999,indigolivres,8.5286121,
1265,National/Divers - in/Résultats du CE 1792.csv,Exports,92,Indigo,Allemagne et Pologne,547.58,quintaux,,indigo,1792,kg,48.949999,indigoquintaux,,852.86121
820,National/Divers - in/Résultats du CE 1792.csv,Exports,75,Indigo,Angleterre y compris l'Ecosse et l'Irlande,10.93,quintaux,,indigo,1792,kg,48.949999,indigoquintaux,,852.86121
1107,National/Divers - in/Résultats du CE 1792.csv,Exports,88,Indigo,Etats de l'empereur en Allemagne et en Flandre,196.06,quintaux,,indigo,1792,kg,48.949999,indigoquintaux,,852.86121
969,National/Divers - in/Résultats du CE 1792.csv,Exports,80,Indigo,République de Hollande,171.8,quintaux,,indigo,1792,kg,48.949999,indigoquintaux,,852.86121
542,National/Divers - in/Résultats du CE 1792.csv,Exports,62,Indigo,Milanez et Toscane,33,quintaux,,indigo,1792,kg,48.949999,indigoquintaux,,852.86121
299,National/Divers - in/Résultats du CE 1792.csv,Exports,52,Indigo,Etats du Roi de Sardaigne,11.51,quintaux,,indigo,1792,kg,48.949999,indigoquintaux,,852.86121
415,National/Divers - in/Résultats du CE 1792.csv,Exports,57,Indigo,République de Gênes,61.05,quintaux,,indigo,1792,kg,48.949999,indigoquintaux,,852.86121
672,National/Divers - in/Résultats du CE 1792.csv,Exports,70,Indigo,Etats de l'évêque de Rome et la république de Venise,35.01,quintaux,,indigo,1792,kg,48.949999,indigoquintaux,,852.86121
1478,National/Divers - in/Résultats du CE 1792.csv,Exports,102,Indigo,Suède,78.52,quintaux,,indigo,1792,kg,48.949999,indigoquintaux,,852.86121
1520,National/Divers - in/Résultats du CE 1792.csv,Exports,106,Indigo,Prusse,139.69,quintaux,,indigo,1792,kg,48.949999,indigoquintaux,,852.86121
1039,National/Divers - in/Résultats du CE 1792.csv,Exports,84,Indigo,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",1052.95,quintaux,,indigo,1792,kg,48.949999,indigoquintaux,,852.86121
1440,National/Divers - in/Résultats du CE 1792.csv,Exports,99,Indigo,Danemarck et Norvège,120.48,quintaux,,indigo,1792,kg,48.949999,indigoquintaux,,852.86121
1393,National/Divers - in/Résultats du CE 1792.csv,Exports,95,Indigo,"Suisse, ses alliés et Genève",785.3,quintaux,,indigo,1792,kg,48.949999,indigoquintaux,,852.86121
1735,National/Divers - in/Résultats du CE 1792.csv,Exports,117,Indigo,Etats Unis,1121.28,quintaux,,indigo,1792,kg,48.949999,indigoquintaux,,852.86121
1159,National/Divers - in/Résultats du CE 1792.csv,Imports,90,Indigo,Allemagne et Pologne,5.5,quintaux,,indigo,1792,kg,48.949999,indigoquintaux,,852.86121
742,National/Divers - in/Résultats du CE 1792.csv,Imports,74,Indigo,Angleterre y compris l'Ecosse et l'Irlande,299.86,quintaux,,indigo,1792,kg,48.949999,indigoquintaux,,852.86121
56,National/Divers - in/Résultats du CE 1792.csv,Imports,42,Indigo,Espagne,2785.77,quintaux,,indigo,1792,kg,48.949999,indigoquintaux,,852.86121
326,National/Divers - in/Résultats du CE 1792.csv,Imports,54,Indigo,République de Gênes,67.56,quintaux,,indigo,1792,kg,48.949999,indigoquintaux,,852.86121
153,National/Divers - in/Résultats du CE 1792.csv,Imports,45,Indigo,Portugal,43.5,quintaux,,indigo,1792,kg,48.949999,indigoquintaux,,852.86121
338,National/Divers - in/Détail des I et X_1792.csv,Imports,31,Iris,Europe,43843,livres,,iris,1792,kg,.48949999,irislivres,,
446,National/Divers - in/Résultats du CE 1792.csv,Imports,59,Iris,Milanez et Toscane,320.64,quintaux,,iris,1792,kg,48.949999,irisquintaux,,
1030,National/Divers - in/Résultats du CE 1792.csv,Exports,83,Ivoire ou morphil,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",20.67,quintaux,,ivoire ou morphil,1792,kg,48.949999,ivoire ou morphilquintaux,,
743,National/Divers - in/Résultats du CE 1792.csv,Imports,74,Ivoire,Angleterre y compris l'Ecosse et l'Irlande,45.9,quintaux,,ivoire,1792,kg,48.949999,ivoirequintaux,,
58,National/Divers - in/Résultats du CE 1792.csv,Imports,42,Ivoire,Espagne,16.63,quintaux,,ivoire,1792,kg,48.949999,ivoirequintaux,,
361,National/Divers - in/Détail des I et X_1792.csv,Exports,32,Jalap,Europe,11629,livres,,jalap,1792,kg,.48949999,jalaplivres,2.1745594,
332,National/Divers - in/Détail des I et X_1792.csv,Imports,31,Jalap,Europe,42774,livres,,jalap,1792,kg,.48949999,jalaplivres,2.1745594,
652,National/Divers - in/Résultats du CE 1792.csv,Exports,69,Jalap,Etats de l'évêque de Rome et la république de Venise,50.1,quintaux,,jalap,1792,kg,48.949999,jalapquintaux,,217.45594
55,National/Divers - in/Résultats du CE 1792.csv,Imports,42,Jalap,Espagne,140.43,quintaux,,jalap,1792,kg,48.949999,jalapquintaux,,217.45594
337,National/Divers - in/Détail des I et X_1792.csv,Imports,31,Joncs ou auffe,Europe,284656,livres,,joncs ou auf,1792,kg,.48949999,joncs ou auflivres,,
57,National/Divers - in/Résultats du CE 1792.csv,Imports,42,Joncs ou auffe,Espagne,2846.56,quintaux,,joncs ou auf,1792,kg,48.949999,joncs ou aufquintaux,,
365,National/Divers - in/Détail des I et X_1792.csv,Exports,32,Jus de citron et limen,Europe,94910,livres,,jus de citron et de limon,1792,kg,.48949999,jus de citron et de limonlivres,,
339,National/Divers - in/Détail des I et X_1792.csv,Imports,31,Jus de citron et limen,Europe,654958,livres,,jus de citron et de limon,1792,kg,.48949999,jus de citron et de limonlivres,,
1343,National/Divers - in/Résultats du CE 1792.csv,Exports,94,Jus de citron,"Suisse, ses alliés et Genève",777,quintaux,,jus de citron,1792,kg,48.949999,jus de citronquintaux,,
445,National/Divers - in/Résultats du CE 1792.csv,Imports,59,Jus de citron,Milanez et Toscane,530.3,quintaux,,jus de citron,1792,kg,48.949999,jus de citronquintaux,,
562,National/Divers - in/Résultats du CE 1792.csv,Imports,64,Jus de limons,Royaume de Naples et de Sicile et Duché de Parmes,5779.27,quintaux,,jus de limon,1792,kg,48.949999,jus de limonquintaux,,
366,National/Divers - in/Détail des I et X_1792.csv,Exports,32,Jus de réglisse,Europe,102132,livres,,jus de réglisse,1792,kg,.48949999,jus de réglisselivres,.34040537,
340,National/Divers - in/Détail des I et X_1792.csv,Imports,31,Jus de réglisse,Europe,145297,livres,,jus de réglisse,1792,kg,.48949999,jus de réglisselivres,.34040537,
504,National/Divers - in/Résultats du CE 1792.csv,Exports,61,Jus de réglisse,Milanez et Toscane,315.55,quintaux,,jus de réglisse,1792,kg,48.949999,jus de réglissequintaux,,34.040537
770,National/Divers - in/Résultats du CE 1792.csv,Exports,74,Laine fine d'Espagne ; par Rouen et Marseille,Angleterre y compris l'Ecosse et l'Irlande,278.74,quintaux,,laine d'Espagne fine par Rouen et Marseille,1792,kg,48.949999,laine d'Espagne fine par Rouen et Marseillequintaux,,
893,National/Divers - in/Résultats du CE 1792.csv,Imports,79,Laines fines d'Espagne,République de Hollande,278,quintaux,,laine d'Espagne fine,1792,kg,48.949999,laine d'Espagne finequintaux,,
368,National/Divers - in/Détail des I et X_1792.csv,Exports,32,Laines fines et filées,Europe,255959,livres,,laine filée et fine,1792,kg,.48949999,laine filée et finelivres,,
342,National/Divers - in/Détail des I et X_1792.csv,Imports,31,Laines fines et filées,Europe,1756064,livres,,laine filée et fine,1792,kg,.48949999,laine filée et finelivres,,
1197,National/Divers - in/Résultats du CE 1792.csv,Exports,90,Laines fines,Allemagne et Pologne,709.28,quintaux,,laine fine,1792,kg,48.949999,laine finequintaux,,
505,National/Divers - in/Résultats du CE 1792.csv,Exports,61,Laines diverses ; fines,Milanez et Toscane,106.8,quintaux,,laine fine,1792,kg,48.949999,laine finequintaux,,
1031,National/Divers - in/Résultats du CE 1792.csv,Exports,83,Laine fine,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",76.23999999999999,quintaux,,laine fine,1792,kg,48.949999,laine finequintaux,,
1344,National/Divers - in/Résultats du CE 1792.csv,Exports,94,Laines fines,"Suisse, ses alliés et Genève",82.7,quintaux,,laine fine,1792,kg,48.949999,laine finequintaux,,
1704,National/Divers - in/Résultats du CE 1792.csv,Exports,117,Laines fines,Etats Unis,236.9,quintaux,,laine fine,1792,kg,48.949999,laine finequintaux,,
60,National/Divers - in/Résultats du CE 1792.csv,Imports,42,Laines fines,Espagne,2937.5,quintaux,,laine fine,1792,kg,48.949999,laine finequintaux,,
154,National/Divers - in/Résultats du CE 1792.csv,Imports,45,Laines fines,Portugal,142,quintaux,,laine fine,1792,kg,48.949999,laine finequintaux,,
1673,National/Divers - in/Résultats du CE 1792.csv,Imports,116,Laines divers ; fines,Etats Unis,3924.28,quintaux,,laine fine,1792,kg,48.949999,laine finequintaux,,
769,National/Divers - in/Résultats du CE 1792.csv,Exports,74,Laines diverses ; par Abbeville,Angleterre y compris l'Ecosse et l'Irlande,102.3,quintaux,,laine par Abbeville,1792,kg,48.949999,laine par Abbevillequintaux,,
744,National/Divers - in/Résultats du CE 1792.csv,Imports,74,Laines diverses ; par Morlaix ; Granville et Cherbourg,Angleterre y compris l'Ecosse et l'Irlande,101.47,quintaux,,laine par Cherbourg et Granville et Morlaix,1792,kg,48.949999,laine par Cherbourg et Granville et Morlaixquintaux,,
257,National/Divers - in/Résultats du CE 1792.csv,Exports,51,Laines diverses ; par Marseille,Etats du Roi de Sardaigne,2345.28,quintaux,,laine par Marseille,1792,kg,48.949999,laine par Marseillequintaux,,
367,National/Divers - in/Détail des I et X_1792.csv,Exports,32,Laines diverses,Europe,598621,livres,,laine,1792,kg,.48949999,lainelivres,,
341,National/Divers - in/Détail des I et X_1792.csv,Imports,31,Laines diverses,Europe,7864765,livres,,laine,1792,kg,.48949999,lainelivres,,
881,National/Divers - in/Résultats du CE 1792.csv,Exports,78,Laines diverses,République de Hollande,190.67,quintaux,,laine,1792,kg,48.949999,lainequintaux,,
374,National/Divers - in/Résultats du CE 1792.csv,Exports,56,Laines diverses,République de Gênes,140,quintaux,,laine,1792,kg,48.949999,lainequintaux,,
1160,National/Divers - in/Résultats du CE 1792.csv,Imports,90,Laines diverses,Allemagne et Pologne,706.7,quintaux,,laine,1792,kg,48.949999,lainequintaux,,
59,National/Divers - in/Résultats du CE 1792.csv,Imports,42,Laines diverses,Espagne,3171.35,quintaux,,laine,1792,kg,48.949999,lainequintaux,,
892,National/Divers - in/Résultats du CE 1792.csv,Imports,79,Laine diverses,République de Hollande,1129.9,quintaux,,laine,1792,kg,48.949999,lainequintaux,,
447,National/Divers - in/Résultats du CE 1792.csv,Imports,59,Laines diverses,Milanez et Toscane,133.24,quintaux,,laine,1792,kg,48.949999,lainequintaux,,
563,National/Divers - in/Résultats du CE 1792.csv,Imports,64,Laines diverses,Royaume de Naples et de Sicile et Duché de Parmes,1582.29,quintaux,,laine,1792,kg,48.949999,lainequintaux,,
635,National/Divers - in/Résultats du CE 1792.csv,Imports,68,Laines diverses,Etats de l'évêque de Rome et la république de Venise,48.92,quintaux,,laine,1792,kg,48.949999,lainequintaux,,
327,National/Divers - in/Résultats du CE 1792.csv,Imports,54,Laines diverses,République de Gênes,175.97,quintaux,,laine,1792,kg,48.949999,lainequintaux,,
995,National/Divers - in/Résultats du CE 1792.csv,Imports,82,Laines diverses,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",3483.65,quintaux,,laine,1792,kg,48.949999,lainequintaux,,
1285,National/Divers - in/Résultats du CE 1792.csv,Imports,94,Laines ; diverses,"Suisse, ses alliés et Genève",646.16,quintaux,,laine,1792,kg,48.949999,lainequintaux,,
1672,National/Divers - in/Résultats du CE 1792.csv,Imports,116,Laines divers,Etats Unis,13760.58,quintaux,,laine,1792,kg,48.949999,lainequintaux,,
996,National/Divers - in/Résultats du CE 1792.csv,Imports,82,Laiton filé,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",612.77,quintaux,,laiton filé,1792,kg,48.949999,laiton filéquintaux,,
1286,National/Divers - in/Résultats du CE 1792.csv,Imports,94,Laiton filé,"Suisse, ses alliés et Genève",436.56,quintaux,,laiton filé,1792,kg,48.949999,laiton filéquintaux,,
343,National/Divers - in/Détail des I et X_1792.csv,Imports,31,Laiton,Europe,1026842,livres,,laiton,1792,kg,.48949999,laitonlivres,,
1162,National/Divers - in/Résultats du CE 1792.csv,Imports,90,Laiton,Allemagne et Pologne,1452.84,quintaux,,laiton,1792,kg,48.949999,laitonquintaux,,
1677,National/Divers - in/Résultats du CE 1792.csv,Imports,116,"Or en lames, par Marseill",Etats Unis,300,lames,,lames d'or par Marseille,1792,,,lames d'or par Marseillelames,,
407,National/Divers - in/Détail des I et X_1792.csv,Imports,33,Or en lames,Europe,150,livres,,lames d'or,1792,kg,.48949999,lames d'orlivres,,
369,National/Divers - in/Détail des I et X_1792.csv,Exports,32,Légumes divers,Europe,5372920,livres,,légumes,1792,kg,.48949999,légumeslivres,.077075049,
344,National/Divers - in/Détail des I et X_1792.csv,Imports,31,Légumes divers,Europe,7828150,livres,,légumes,1792,kg,.48949999,légumeslivres,.077075049,
102,National/Divers - in/Résultats du CE 1792.csv,Exports,42,Légumes divers,Espagne,37430,quintaux,,légumes,1792,kg,48.949999,légumesquintaux,,7.7075049
1161,National/Divers - in/Résultats du CE 1792.csv,Imports,90,Légumes divers,Allemagne et Pologne,552.65,quintaux,,légumes,1792,kg,48.949999,légumesquintaux,,7.7075049
894,National/Divers - in/Résultats du CE 1792.csv,Imports,79,Légumes divers,République de Hollande,18245.92,quintaux,,légumes,1792,kg,48.949999,légumesquintaux,,7.7075049
448,National/Divers - in/Résultats du CE 1792.csv,Imports,59,Légumes divers,Milanez et Toscane,500,quintaux,,légumes,1792,kg,48.949999,légumesquintaux,,7.7075049
207,National/Divers - in/Résultats du CE 1792.csv,Imports,49,Légumes divers,Etats du Roi de Sardaigne,2300.37,quintaux,,légumes,1792,kg,48.949999,légumesquintaux,,7.7075049
328,National/Divers - in/Résultats du CE 1792.csv,Imports,54,Légumes divers,République de Gênes,5189.77,quintaux,,légumes,1792,kg,48.949999,légumesquintaux,,7.7075049
564,National/Divers - in/Résultats du CE 1792.csv,Imports,64,Légumes divers,Royaume de Naples et de Sicile et Duché de Parmes,10369.45,quintaux,,légumes,1792,kg,48.949999,légumesquintaux,,7.7075049
1488,National/Divers - in/Résultats du CE 1792.csv,Imports,104,Légumes divers,Prusse,5483.5,quintaux,,légumes,1792,kg,48.949999,légumesquintaux,,7.7075049
997,National/Divers - in/Résultats du CE 1792.csv,Imports,82,Légumes divers,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",14649.8,quintaux,,légumes,1792,kg,48.949999,légumesquintaux,,7.7075049
1674,National/Divers - in/Résultats du CE 1792.csv,Imports,116,Légumes,Etats Unis,10429.6,quintaux,,légumes,1792,kg,48.949999,légumesquintaux,,7.7075049
347,National/Divers - in/Détail des I et X_1792.csv,Imports,31,Lin divers,Europe,337059,livres,,lin divers,1792,kg,.48949999,lin diverslivres,,
896,National/Divers - in/Résultats du CE 1792.csv,Imports,79,Lin divers,République de Hollande,481.7,quintaux,,lin divers,1792,kg,48.949999,lin diversquintaux,,
350,National/Divers - in/Détail des I et X_1792.csv,Imports,31,Liqueurs diverses et sirops fins,Amérique,397,bouteilles,,liqueurs et sirop fin,1792,,,liqueurs et sirop finbouteilles,,
351,National/Divers - in/Détail des I et X_1792.csv,Imports,31,Liqueurs diverses et sirops fins,Amérique,11.1909722222,muids,,liqueurs et sirop fin,1792,litres,268.22,liqueurs et sirop finmuids,,
353,National/Divers - in/Détail des I et X_1792.csv,Imports,31,Litarge,Europe,114766,livres,,litharge,1792,kg,.48949999,lithargelivres,.36063558,
745,National/Divers - in/Résultats du CE 1792.csv,Imports,74,Litharge,Angleterre y compris l'Ecosse et l'Irlande,777,quintaux,,litharge,1792,kg,48.949999,lithargequintaux,,36.063558
721,National/Divers - in/Détail des I et X_1792.csv,Exports,45,Denrées des Isles Françaises de l'Amérique : Sucre tête,Europe,1465030,livres,,,1792,kg,.48949999,livres,4.0556521,
380,National/Divers - in/Détail des I et X_1792.csv,Exports,32,Mâne,Europe,61628,livres,,manne,1792,kg,.48949999,mannelivres,2.1199892,
354,National/Divers - in/Détail des I et X_1792.csv,Imports,31,Mâne,Europe,1186089,livres,,manne,1792,kg,.48949999,mannelivres,2.1199892,
919,National/Divers - in/Résultats du CE 1792.csv,Exports,79,Manne,République de Hollande,127.58,quintaux,,manne,1792,kg,48.949999,mannequintaux,,211.99892
377,National/Divers - in/Résultats du CE 1792.csv,Exports,56,Manne,République de Gênes,82.8,quintaux,,manne,1792,kg,48.949999,mannequintaux,,211.99892
507,National/Divers - in/Résultats du CE 1792.csv,Exports,61,Manne,Milanez et Toscane,83.75,quintaux,,manne,1792,kg,48.949999,mannequintaux,,211.99892
450,National/Divers - in/Résultats du CE 1792.csv,Imports,59,Manne,Milanez et Toscane,659.25,quintaux,,manne,1792,kg,48.949999,mannequintaux,,211.99892
330,National/Divers - in/Résultats du CE 1792.csv,Imports,54,Manne,République de Gênes,245.96,quintaux,,manne,1792,kg,48.949999,mannequintaux,,211.99892
355,National/Divers - in/Détail des I et X_1792.csv,Imports,31,Maquereaux frais,Pêches françaises,976948,en nombre,,maquereaux frais,1792,pièces,1,maquereaux fraisen nombre,,
15,National/Divers - in/Détail des I et X_1792.csv,Imports,21,Argent vif,Europe,32422,livres,,mercure,1792,kg,.48949999,mercurelivres,3.4973543,
1117,National/Divers - in/Résultats du CE 1792.csv,Imports,89,Argent vif,Allemagne et Pologne,150.2,quintaux,,mercure,1792,kg,48.949999,mercurequintaux,,349.73543
1525,National/Divers - in/Résultats du CE 1792.csv,Imports,108,Argent vif,Russie et Courlande,14.21,quintaux,,mercure,1792,kg,48.949999,mercurequintaux,,349.73543
387,National/Divers - in/Détail des I et X_1792.csv,Exports,32,Miel,Europe,2619012,livres,,miel,1792,kg,.48949999,miellivres,.46558577,
775,National/Divers - in/Résultats du CE 1792.csv,Exports,74,Miel,Angleterre y compris l'Ecosse et l'Irlande,1394.2,quintaux,,miel,1792,kg,48.949999,mielquintaux,,46.558577
921,National/Divers - in/Résultats du CE 1792.csv,Exports,79,Miel,République de Hollande,16038.2,quintaux,,miel,1792,kg,48.949999,mielquintaux,,46.558577
844,National/Divers - in/Résultats du CE 1792.csv,Imports,77,Cuivre en monnoie,République de Hollande,1491.6,quintaux,,monnaies de cuivre,1792,kg,48.949999,monnaies de cuivrequintaux,,
62,National/Divers - in/Résultats du CE 1792.csv,Imports,42,Morue par Bayonne,Espagne,3122,quintaux,,morue par Bayonne,1792,kg,48.949999,morue par Bayonnequintaux,,
414,National/Divers - in/Détail des I et X_1792.csv,Exports,34,Morues salées,Europe,25467,livres,,morue salée,1792,kg,.48949999,morue saléelivres,,
392,National/Divers - in/Détail des I et X_1792.csv,Imports,33,Morues salées,Europe,861200,livres,,morue salée,1792,kg,.48949999,morue saléelivres,,
105,National/Divers - in/Résultats du CE 1792.csv,Exports,42,Morue,Espagne,474.71,quintaux,,morue,1792,kg,48.949999,moruequintaux,,
656,National/Divers - in/Résultats du CE 1792.csv,Exports,69,Morue,Etats de l'évêque de Rome et la république de Venise,530,quintaux,,morue,1792,kg,48.949999,moruequintaux,,
379,National/Divers - in/Résultats du CE 1792.csv,Exports,56,Morue,République de Gênes,2961.4,quintaux,,morue,1792,kg,48.949999,moruequintaux,,
261,National/Divers - in/Résultats du CE 1792.csv,Exports,51,Morue,Etats du Roi de Sardaigne,1796.12,quintaux,,morue,1792,kg,48.949999,moruequintaux,,
1707,National/Divers - in/Résultats du CE 1792.csv,Exports,117,Morue,Etats Unis,1253.34,quintaux,,morue,1792,kg,48.949999,moruequintaux,,
28,National/Divers - in/Résultats du CE 1792.csv,Exports,41,Bestiaux divers ; moutons et brebis,Espagne,51367,en nombre,,moutons et brebis,1792,pièces,1,moutons et brebisen nombre,,14.705109
27,National/Divers - in/Détail des I et X_1792.csv,Imports,21,Moutons et Brebis,Europe,39756,nombre,,moutons et brebis,1792,pièces,1,moutons et brebisnombre,,14.705109
55,National/Divers - in/Détail des I et X_1792.csv,Exports,22,Moutons et Brebis,Europe,153021,nombres,,moutons et brebis,1792,pièces,1,moutons et brebisnombres,,14.705109
1307,National/Divers - in/Résultats du CE 1792.csv,Exports,94,Bestiaux ; moutons,"Suisse, ses alliés et Genève",4264,en nombre,,moutons,1792,pièces,1,moutonsen nombre,14.705109,
1126,National/Divers - in/Résultats du CE 1792.csv,Imports,90,Bestiaux et bêtes de sommes ; moutons,Allemagne et Pologne,6405,en nombre,,moutons,1792,pièces,1,moutonsen nombre,14.705109,
194,National/Divers - in/Résultats du CE 1792.csv,Imports,49,Bestiaux ; moutons,Etats du Roi de Sardaigne,3937,en nombre,,moutons,1792,pièces,1,moutonsen nombre,14.705109,
1268,National/Divers - in/Résultats du CE 1792.csv,Imports,93,Bestiaux et bêtes de sommes ; moutons,"Suisse, ses alliés et Genève",315,en nombre,,moutons,1792,pièces,1,moutonsen nombre,14.705109,
30,National/Divers - in/Résultats du CE 1792.csv,Exports,41,Bestiaux divers ; mules mulets et ânes,Espagne,6791,en nombre,,mules et mulets et ânes,1792,pièces,1,mules et mulets et ânesen nombre,,161.88704
224,National/Divers - in/Résultats du CE 1792.csv,Exports,50,Bestiaux ; mules et mulets,Etats du Roi de Sardaigne,190,en nombre,,mules et mulets,1792,pièces,1,mules et muletsen nombre,161.88704,
195,National/Divers - in/Résultats du CE 1792.csv,Imports,49,Bestiaux ; mules et mulets,Etats du Roi de Sardaigne,94,en nombre,,mules et mulets,1792,pièces,1,mules et muletsen nombre,161.88704,
30,National/Divers - in/Détail des I et X_1792.csv,Imports,21,Mules et Mulets,Europe,325,nombre,,mules et mulets,1792,pièces,1,mules et muletsnombre,,161.88704
58,National/Divers - in/Détail des I et X_1792.csv,Exports,22,Mules et Mulets,Europe,13059,nombres,,mules et mulets,1792,pièces,1,mules et muletsnombres,,161.88704
419,National/Divers - in/Détail des I et X_1792.csv,Exports,34,Muscade,Europe,3260,livres,,muscades,1792,kg,.48949999,muscadeslivres,15.308225,
263,National/Divers - in/Résultats du CE 1792.csv,Exports,51,Muscade,Etats du Roi de Sardaigne,14,quintaux,,muscades,1792,kg,48.949999,muscadesquintaux,,
381,National/Divers - in/Résultats du CE 1792.csv,Exports,56,Muscade,République de Gênes,18.6,quintaux,,muscades,1792,kg,48.949999,muscadesquintaux,,
400,National/Divers - in/Détail des I et X_1792.csv,Imports,33,Musc,Europe,131,livres,,musc,1792,kg,.48949999,musclivres,,
1204,National/Divers - in/Résultats du CE 1792.csv,Imports,91,Muse,Allemagne et Pologne,1.31,quintaux,,muse,1792,kg,48.949999,musequintaux,,
401,National/Divers - in/Détail des I et X_1792.csv,Imports,33,Nacre en coquille,Asie,22320,livres,,nacre en coquille,1792,kg,.48949999,nacre en coquillelivres,.76221126,
402,National/Divers - in/Détail des I et X_1792.csv,Imports,33,Noix et noisettes,Europe,581530,livres,,noisettes et noix,1792,kg,.48949999,noisettes et noixlivres,.13208055,
478,National/Divers - in/Résultats du CE 1792.csv,Imports,61,Noisettes,Milanez et Toscane,2565,quintaux,,noisettes,1792,kg,48.949999,noisettesquintaux,,
421,National/Divers - in/Détail des I et X_1792.csv,Exports,34,Noix de galles,Europe,299498,livres,,noix de Galle,1792,kg,.48949999,noix de Gallelivres,1.1816658,
403,National/Divers - in/Détail des I et X_1792.csv,Imports,33,Noix de galles,Europe,871235,livres,,noix de Galle,1792,kg,.48949999,noix de Gallelivres,1.1816658,
107,National/Divers - in/Résultats du CE 1792.csv,Exports,42,Noix de galle,Espagne,191.9,quintaux,,noix de Galle,1792,kg,48.949999,noix de Gallequintaux,,118.16658
923,National/Divers - in/Résultats du CE 1792.csv,Exports,79,Noix de galle,République de Hollande,258,quintaux,,noix de Galle,1792,kg,48.949999,noix de Gallequintaux,,118.16658
510,National/Divers - in/Résultats du CE 1792.csv,Exports,61,Noix de galle,Milanez et Toscane,549.1,quintaux,,noix de Galle,1792,kg,48.949999,noix de Gallequintaux,,118.16658
382,National/Divers - in/Résultats du CE 1792.csv,Exports,56,Noix de galle,République de Gênes,62.84,quintaux,,noix de Galle,1792,kg,48.949999,noix de Gallequintaux,,118.16658
1499,National/Divers - in/Résultats du CE 1792.csv,Exports,105,Noix de galle,Prusse,58.6,quintaux,,noix de Galle,1792,kg,48.949999,noix de Gallequintaux,,118.16658
1347,National/Divers - in/Résultats du CE 1792.csv,Exports,95,Noix de galle,"Suisse, ses alliés et Genève",100.54,quintaux,,noix de Galle,1792,kg,48.949999,noix de Gallequintaux,,118.16658
209,National/Divers - in/Résultats du CE 1792.csv,Imports,49,Noix de galle,Etats du Roi de Sardaigne,333.1,quintaux,,noix de Galle,1792,kg,48.949999,noix de Gallequintaux,,118.16658
637,National/Divers - in/Résultats du CE 1792.csv,Imports,68,Noix de galle,Etats de l'évêque de Rome et la république de Venise,362.93,quintaux,,noix de Galle,1792,kg,48.949999,noix de Gallequintaux,,118.16658
477,National/Divers - in/Résultats du CE 1792.csv,Imports,61,Noix de galle,Milanez et Toscane,272.57,quintaux,,noix de Galle,1792,kg,48.949999,noix de Gallequintaux,,118.16658
1676,National/Divers - in/Résultats du CE 1792.csv,Imports,116,Noix de galle,Etats Unis,2889.98,quintaux,,noix de Galle,1792,kg,48.949999,noix de Gallequintaux,,118.16658
423,National/Divers - in/Détail des I et X_1792.csv,Exports,34,Ocre,Europe,1461000,livres,,ocre,1792,kg,.48949999,ocrelivres,.11066022,
924,National/Divers - in/Résultats du CE 1792.csv,Exports,79,Ocre,République de Hollande,9231,quintaux,,ocre,1792,kg,48.949999,ocrequintaux,,11.066022
425,National/Divers - in/Détail des I et X_1792.csv,Exports,34,Olives,Europe,1650,barils,,olives,1792,,,olivesbarils,,
