Data entry by,Source,Year,Sheet,Marchandises,Pays,Leur valeur,Leur Valeur (sub-total 1),Total,Par section,Par classe,Remarks,Classes,Sections,,
Fatima zahra,,1787,3,Huile de poisson,Royaume de Portugal,499 900,,2 192 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Huile de poisson,Angleterre,589 300,,2 192 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Soufre et salpetre,Royaume d'Espagne,21 200,,546 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Soufre et salpetre,Milanes et toscane,3 300,,546 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Soufre et salpetre,Royaume de Naples,171 700,,546 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Soufre et salpetre,Empire d'Autriche ,6 700,,546 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Soufre et salpetre,Empire de Suisse,6 100,,546 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Soufre et salpetre,"Colonies francaises en Amérique,Asie et afrique",337 800,,546 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Suif,Royaume d'Espagne,28 000,,3 145 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Suif,Hollande,117 400,,3 145 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Suif,Royaume de Suisse,5 500,,3 145 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Suif,Villes anséatiques,22 400,,3 145 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Suif,Royaume de Danemarck,4 000,,3 145 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Suif,Milanes et toscane,516 200,,3 145 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Suif,Republique de Genes,33 500,,3 145 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Suif,Empire ottoman et Barbarie,4 200,,3 145 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Suif,Royaume de Naples,6 100,,3 145 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Suif,Royaume de sardaigne,21 900,,3 145 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Suif,Empire d'Autriche ,46 900,,3 145 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Suif,Empire de Suisse,1 938 200,,3 145 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Suif,Royaume de Portugal,3 400,,3 145 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Suif,Etats de Rome,161 500,,3 145 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Suif,Angleterre,223 700,,3 145 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Suif,Republique de Venise,12 900,,3 145 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Soie de porc et sanglier,Hollande,15 000,,276 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Soie de porc et sanglier,Royaume de Prusse,18 300,,276 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Soie de porc et sanglier,Etats d'Allemagne,2 300,,276 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Soie de porc et sanglier,Villes anséatiques,67 900,,276 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Soie de porc et sanglier,Empire de Suisse,173 400,,276 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Tabacs,Royaume d'Espagne,37 100,,14 463 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Tabacs,Hollande,1 606 200,,14 463 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Tabacs,Etats-Unis d'Amérique,10 957 300,,14 463 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Tabacs,Villes anséatiques,16 700,,14 463 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Tabacs,Milanes et toscane,58 400,,14 463 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Tabacs,Empire d'Autriche ,104 500,,14 463 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Tabacs,Royaume de Portugal,36 200,,14 463 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Tabacs,Angleterre,1 325 500,,14 463 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Tabacs,"Colonies francaises en Amérique,Asie et afrique",321 200,,14 463 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Graine de lin,Hollande,398 000,,840 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Graine de lin,Royaume de Prusse,222 900,,840 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Graine de lin,Etats-Unis d'Amérique,18 700,,840 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Graine de lin,Villes anséatiques,39 000,,840 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Graine de lin,Empire d'Autriche ,22 800,,840 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Graine de lin,Empire de Suisse,136 200,,840 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Graine de lin,Angleterre,3 300,,840 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,"Bray, goudron, poix et résine",Hollande,52 100,,1 559 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,"Bray, goudron, poix et résine",Royaume de Prusse,33 200,,1 559 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,"Bray, goudron, poix et résine",Etats-Unis d'Amérique,99 000,,1 559 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,"Bray, goudron, poix et résine",Villes anséatiques,48 700,,1 559 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,"Bray, goudron, poix et résine",Royaume de Danemarck,66 600,,1 559 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,"Bray, goudron, poix et résine",Royaume de Suede,859 200,,1 559 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,"Bray, goudron, poix et résine",Milanes et toscane,15 000,,1 559 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,"Bray, goudron, poix et résine",Royaume de Genes,104 200,,1 559 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,"Bray, goudron, poix et résine",Empire d'Autriche ,2 600,,1 559 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,"Bray, goudron, poix et résine",Empire de Suisse,237 600,,1 559 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,"Bray, goudron, poix et résine",Angleterre,41 000,,1 559 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Articles réunis,Royaume d'Espagne,58 100,,3 113 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Articles réunis,Hollande,637 400,,3 113 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Articles réunis,Etats d'Allemagne,88 500,,3 113 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Articles réunis,Republique de Suisse,4 300,,3 113 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Articles réunis,Etats-Unis d'Amérique,61 900,,3 113 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Articles réunis,Villes anséatiques,17 400,,3 113 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Articles réunis,Milanes et toscane,10 400,,3 113 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Articles réunis,Republique de Genes,95 400,,3 113 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Articles réunis,Empire ottoman et Barbarie,49 300,,3 113 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Articles réunis,Royaume de Naples,67 600,,3 113 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Articles réunis,Royaume de sardaigne,32 000,,3 113 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Articles réunis,Empire d'Autriche ,412 500,,3 113 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Articles réunis,Empire de Suisse,120 600,,3 113 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Articles réunis,Royaume de Portugal,170 100,,3 113 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Articles réunis,Etats de Rome,39 900,,3 113 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Articles réunis,Angleterre,706 600,,3 113 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Articles réunis,"Colonies francaises en Amérique,Asie et afrique",541 500,,3 113 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,4,Indigo,Royaume d'Espagne,2 273 700,,15 364 700,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Indigo,Hollande,28 300,,15 364 700,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Indigo,Etats-Unis d'Amérique,23 300,,15 364 700,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Indigo,Villes anséatiques,9 400,,15 364 700,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Indigo,Milanes et toscane,25 000,,15 364 700,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Indigo,Republique de Genes,21 800,,15 364 700,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Indigo,Royaume de sardaigne,264 800,,15 364 700,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Indigo,Empire d'Autriche ,313 600,,15 364 700,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Indigo,Royaume de Portugal,277 100,,15 364 700,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Indigo,Angleterre,550 000,,15 364 700,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Indigo,"Colonies francaises en Amérique,Asie et afrique",11 577 700,,15 364 700,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Rocou,Republique de Genes,8 900,,162 100,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Rocou,"Colonies francaises en Amérique,Asie et afrique",153 200,,162 100,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Cochenille,Royaume d'Espagne,2 571 000,,2 641 600,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Cochenille,Hollande,10 000,,2 641 600,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Cochenille,Republique de Genes,15 400,,2 641 600,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Cochenille,Empire d'Autriche,28 000,,2 641 600,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Cochenille,Royaume de Portugal,17 200,,2 641 600,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Alun,Royaume d'Espagne,220 000,,1 038 300,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Alun,Hollande,14 100,,1 038 300,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Alun,Etats d'Allemagne,19 600,,1 038 300,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Alun,Royaume de Danemarck,7 400,,1 038 300,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Alun,Royaume de Suede,35 800,,1 038 300,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Alun,Empire ottoman et Barbarie,99 100,,1 038 300,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Alun,Empire d'Autriche,32 100,,1 038 300,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Alun,Etats de Rome,57 500,,1 038 300,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Alun,Angleterre,552 700,,1 038 300,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Céruse,Hollande,775 400,,794 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Céruse,Villes anséatiques,1 700,,794 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Céruse,Empire d'Autriche,1 100,,794 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Céruse,Angleterre,16 700,,794 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Azur,Hollande,170 000,,237 600,23 710 600,194 158 900,,Matières premières,3,le total devrait être ,227600
Fatima zahra,,1787,4,Azur,Etats d'Allemagne,10 000,,237 600,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Azur,République de suisse,9 300,,237 600,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Azur,Villes anséatiques,2 200,,237 600,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Azur,Royaume de Danemarck,7 600,,237 600,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Azur,empire d'Aurtiche,28 500,,237 600,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Garance,Hollande,244 200,,961 000,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Garance,Etats d'Allemagne,8 200,,961 000,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Garance,République de suisse,11 800,,961 000,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Garance,Villes anséatiques,3 200,,961 000,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Garance,Milanes et toscane,2 400,,961 000,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Garance,Empire ottoman et Barbarie,586 100,,961 000,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Garance,empire d'Autriche,47 300,,961 000,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Garance,Angleterre,57 800,,961 000,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Noix de galle,Royaume d'Espagne,1 700,,636 500,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Noix de galle,Hollande,12 600,,636 500,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Noix de galle,Milanes et toscane,63 000,,636 500,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Noix de galle,Empire ottoman et Barbarie,392 400,,636 500,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Noix de galle,Royaume de Naple,47 400,,636 500,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Noix de galle,Royaume de Sardaigne,20 000,,636 500,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Noix de galle,"Colonies francaises en Amérique,Asie et afrique",99 400,,636 500,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Drogues diverses réunies,Royaume d'Espagne,120 300,,1 873 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Drogues diverses réunies,Hollande,548 300,,1 873 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Drogues diverses réunies,Royaume de Prusse,6 800,,1 873 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Drogues diverses réunies,Etats d'Allemagne,4 500,,1 873 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Drogues diverses réunies,Republique de Suisse,12 700,,1 873 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Drogues diverses réunies,Etats-Unis d'Amérique,51 900,,1 873 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Drogues diverses réunies,Villes anséatiques,25 500,,1 873 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Drogues diverses réunies,Royaume de Suede,21 400,,1 873 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Drogues diverses réunies,Milanes et toscane,54 600,,1 873 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Drogues diverses réunies,Republique de Genes,64 000,,1 873 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,4,Drogues diverses réunies,Empire ottoman et Barbarie,175 400,,1 873 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Drogues diverses réunies,Royaume de naples,49 600,,1 873 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Drogues diverses réunies,Royaume de sardaigne,27 700,,1 873 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Drogues diverses réunies,empire d'Aurtiche,106 800,,1 873 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Drogues diverses réunies,Royaume de Portugal,42 000,,1 873 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Drogues diverses réunies,Angleterre,502 200,,1 873 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Drogues diverses réunies,République de VENISE,60 200,,1 873 900,23 710 600,194 158 900,,Matières premières,3,,
Fatima zahra,,1787,5,Anes,Royaume de Sardaigne,6 900,,6 900,,3 104 000,,Betes de somme,,,
Fatima zahra,,1787,4,Chevaux,Hollande,2 400,,2 983 400,,3 104 000,,Betes de somme,,le total devrait être,2983300
Fatima zahra,,1787,4,Chevaux,Royaume de Prusse,67 600,,2 983 400,,3 104 000,,Betes de somme,,,
Fatima zahra,,1787,4,Chevaux,Etats d'Allemagne,37 600,,2 983 400,,3 104 000,,Betes de somme,,,
Fatima zahra,,1787,4,Chevaux,republique de Suisse,690 500,,2 983 400,,3 104 000,,Betes de somme,,,
Fatima zahra,,1787,4,Chevaux,Royaume de Danemarck,160 900,,2 983 400,,3 104 000,,Betes de somme,,,
Fatima zahra,,1787,5,Chevaux,Royaume de sardaigne,65 300,,2 983 400,,3 104 000,,Betes de somme,,,
Fatima zahra,,1787,5,Chevaux,Empire d'Autriche,1 420 700,,2 983 400,,3 104 000,,Betes de somme,,,
Fatima zahra,,1787,5,Chevaux,Angleterre,538 300,,2 983 400,,3 104 000,,Betes de somme,,,
Fatima zahra,,1787,5,Mulets,Royaume de sardaigne,113 700,,113 700,,3 104 000,,Betes de somme,,,
Fatima zahra,,1787,4,Argent vif,Hollande,11 300,,173 300,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Argent vif,Etats d'Allemagne,123 800,,173 300,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Argent vif,Milanes et toscane,38 200,,173 300,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,"Cuivre, bronze et laiton",Royaume d'Espagne,179 200,,7 402 800,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,"Cuivre, bronze et laiton",Hollande,322 100,,7 402 800,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,"Cuivre, bronze et laiton",Etats d'Allemagne,1 244 200,,7 402 800,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,"Cuivre, bronze et laiton",République de suisse,24 100,,7 402 800,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,"Cuivre, bronze et laiton",Villes anséatiques,1 803 000,,7 402 800,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,"Cuivre, bronze et laiton",Royaume de Danemarck,2 600,,7 402 800,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,"Cuivre, bronze et laiton",Royaume de Suede,434 300,,7 402 800,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,"Cuivre, bronze et laiton",Milanes et toscane,2 200,,7 402 800,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,"Cuivre, bronze et laiton",Republique de Genes,10 700,,7 402 800,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,"Cuivre, bronze et laiton",Empire ottoman et Barbarie,1 156 400,,7 402 800,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,"Cuivre, bronze et laiton",Royaume de Sardaigne,162 500,,7 402 800,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,"Cuivre, bronze et laiton",Empire d'Autriche,343 200,,7 402 800,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,"Cuivre, bronze et laiton",Empire de Russie,17 300,,7 402 800,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,"Cuivre, bronze et laiton",Angleterre,1 647 400,,7 402 800,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,"Cuivre, bronze et laiton","Colonies francaises en Amérique,Asie et afrique",53 600,,7 402 800,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Etain,Hollande,86 700,,895 600,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Etain,République de suisse,1 000,,895 600,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Etain,Empire ottoman et Barbarie,105 200,,895 600,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,Etain,Royaume de naples,4 300,,895 600,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,Etain,Royaume de Sardaigne,5 500,,895 600,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,Etain,Empire d'Autriche,21 400,,895 600,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,Etain,Angleterre,671 500,,895 600,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Fers et aciers,Royaume d'Espagne,826 300,,8 667 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Fers et aciers,Hollande,1 305 300,,8 667 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Fers et aciers,Royaume de Prusse,39 900,,8 667 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Fers et aciers,Etats d'Allemagne,177 300,,8 667 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Fers et aciers,République de suisse,9 800,,8 667 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Fers et aciers,Etats-Unis d'Amérique,2 600,,8 667 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Fers et aciers,Villes anséatiques,123 300,,8 667 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Fers et aciers,Royaume de Danemarck,149 200,,8 667 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Fers et aciers,Royaume de Suede,4 286 600,,8 667 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Fers et aciers,Milanes et toscane,43 600,,8 667 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Fers et aciers,Republique de Genes,55 400,,8 667 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,Fers et aciers,Royaume de sardaigne,24 900,,8 667 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,Fers et aciers,Empire d'Autriche,1 007 300,,8 667 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,Fers et aciers,Empire de Russie,194 200,,8 667 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,Fers et aciers,Angleterre,421 700,,8 667 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Fer-blanc,Royaume d'Espagne,10 000,,923 500,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Fer-blanc,Hollande,97 200,,923 500,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Fer-blanc,Royaume de Prusse,5 700,,923 500,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Fer-blanc,Etats d'Allemagne,3 200,,923 500,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Fer-blanc,République de suisse,2 200,,923 500,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Fer-blanc,Villes anséatiques,317 600,,923 500,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,Fer-blanc,Royaume de sardaigne,5 400,,923 500,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,Fer-blanc,Empoire d'Autriche,67 800,,923 500,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,Fer-blanc,Angleterre,414 400,,923 500,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Plomb,Hollande,89 900,,2 246 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Plomb,Villes anséatiques,591 800,,2 246 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Plomb,Milanes et toscane,55 700,,2 246 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Plomb,Republique de Genes,21 500,,2 246 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,Plomb,Royaume de naples,4 200,,2 246 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,Plomb,Empire de sardaigne,104 000,,2 246 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,Plomb,Angleterre,1 379 300,,2 246 400,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Articles réunis,Royaume d'Espagne,6 300,,16 100,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Articles réunis,Hollande,2 000,,16 100,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Articles réunis,Villes anséatiques,1 500,,16 100,,20 325 100,,Métaux,,,
Fatima zahra,,1787,5,Articles réunis,Angleterre,6 300,,16 100,,20 325 100,,Métaux,,,
Fatima zahra,,1787,4,Chapellerie,Hollande,1 000,,73 900,,98 815 700,,Objets manufacturés,,,
Fatima zahra,,1787,4,Chapellerie,République de suisse,25 100,,73 900,,98 815 700,,Objets manufacturés,,,
Fatima zahra,,1787,5,Chapellerie,empire d'Autriche,2 300,,73 900,,98 815 700,,Objets manufacturés,,,
Fatima zahra,,1787,5,Chapellerie,Angleterre,45 500,,73 900,,98 815 700,,Objets manufacturés,,,
Fatima zahra,,1787,4,Etoffes en coton et en laine,Royaume d'Espagne,8 800,,9 306 600,,98 815 700,,Objets manufacturés,,,
Fatima zahra,,1787,4,Etoffes en coton et en laine,Etats d'Allemagne,15 500,,9 306 600,,98 815 700,,Objets manufacturés,,,
Fatima zahra,,1787,4,Etoffes en coton et en laine,Empire ottoman et Barbarie,13 600,,9 306 600,,98 815 700,,Objets manufacturés,,,
Fatima zahra,,1787,5,Etoffes en coton et en laine,Royaume de Naples,7 400,,9 306 600,,98 815 700,,Objets manufacturés,,,
Fatima zahra,,1787,5,Etoffes en coton et en laine,Royaume de sardaigne,3 400,,9 306 600,,98 815 700,,Objets manufacturés,,,
Fatima zahra,,1787,5,Etoffes en coton et en laine,Empire d'Autriche,390 200,,9 306 600,,98 815 700,,Objets manufacturés,,,
