,Data entry by,Source,Year,Sheet,Marchandises concaténées,Pays,Leur valeur,Leur Valeur (sub-total 1),Total,Par section,Par classe,Remarks,,
372,Fatima zahra,AN/F12/622,1787,2,2///Matières premières///Charbons,Milanes et toscane,59 300,,5 673 800,66 276 000,194 158 900,,,
373,Fatima zahra,AN/F12/623,1787,2,2///Matières premières///Charbons,Republique de Genes,1 800,,5 673 800,66 276 000,194 158 900,,,
374,Fatima zahra,AN/F12/624,1787,3,2///Matières premières///Charbons,Royaume de Naples,28 200,,5 673 800,66 276 000,194 158 900,,,
375,Fatima zahra,AN/F12/625,1787,3,2///Matières premières///Charbons,Empire d'Autriche ,1 121 600,,5 673 800,66 276 000,194 158 900,,,
376,Fatima zahra,AN/F12/626,1787,3,2///Matières premières///Charbons,Empire de Suisse,3 700,,5 673 800,66 276 000,194 158 900,,,
377,Fatima zahra,AN/F12/627,1787,3,2///Matières premières///Charbons,Angleterre,4 436 400,,5 673 800,66 276 000,194 158 900,,,
378,Fatima zahra,AN/F12/628,1787,2,2///Matières premières///Cires blanche et jaune,Hollande,162 200,,2 267 000,66 276 000,194 158 900,,le total devrait être ,2267020
379,Fatima zahra,AN/F12/629,1787,2,2///Matières premières///Cires blanche et jaune,Royaume de Prusse,6 300,,2 267 000,66 276 000,194 158 900,,,
380,Fatima zahra,AN/F12/630,1787,2,2///Matières premières///Cires blanche et jaune,Etats d'Allemagne,1 220,,2 267 000,66 276 000,194 158 900,,,
381,Fatima zahra,AN/F12/631,1787,2,2///Matières premières///Cires blanche et jaune,Etats-Unis d'Amérique,15 800,,2 267 000,66 276 000,194 158 900,,,
382,Fatima zahra,AN/F12/632,1787,2,2///Matières premières///Cires blanche et jaune,Villes anséatiques,1 139 500,,2 267 000,66 276 000,194 158 900,,,
383,Fatima zahra,AN/F12/633,1787,2,2///Matières premières///Cires blanche et jaune,Empire ottoman et Barbarie,760 100,,2 267 000,66 276 000,194 158 900,,,
384,Fatima zahra,AN/F12/634,1787,3,2///Matières premières///Cires blanche et jaune,Royaume de sardaigne,49 800,,2 267 000,66 276 000,194 158 900,,,
385,Fatima zahra,AN/F12/635,1787,3,2///Matières premières///Cires blanche et jaune,Empire de Suisse,121 000,,2 267 000,66 276 000,194 158 900,,,
386,Fatima zahra,AN/F12/636,1787,3,2///Matières premières///Cires blanche et jaune,Angleterre,11 100,,2 267 000,66 276 000,194 158 900,,,
387,Fatima zahra,AN/F12/637,1787,2,2///Matières premières///Cuirs en poil,Royaume d'Espagne,1 528 200,,3 119 000,66 276 000,194 158 900,,,
388,Fatima zahra,AN/F12/638,1787,2,2///Matières premières///Cuirs en poil,Hollande,10 800,,3 119 000,66 276 000,194 158 900,,,
389,Fatima zahra,AN/F12/639,1787,2,2///Matières premières///Cuirs en poil,Etats d'Allemagne,109 800,,3 119 000,66 276 000,194 158 900,,,
390,Fatima zahra,AN/F12/640,1787,2,2///Matières premières///Cuirs en poil,Royaume de Suisse,6 400,,3 119 000,66 276 000,194 158 900,,,
391,Fatima zahra,AN/F12/641,1787,2,2///Matières premières///Cuirs en poil,Villes anséatiques,50 800,,3 119 000,66 276 000,194 158 900,,,
392,Fatima zahra,AN/F12/642,1787,2,2///Matières premières///Cuirs en poil,Milanes et toscane,2 500,,3 119 000,66 276 000,194 158 900,,,
393,Fatima zahra,AN/F12/643,1787,2,2///Matières premières///Cuirs en poil,Republique de Genes,7 400,,3 119 000,66 276 000,194 158 900,,,
394,Fatima zahra,AN/F12/644,1787,2,2///Matières premières///Cuirs en poil,Empire ottoman et Barbarie,419 200,,3 119 000,66 276 000,194 158 900,,,
395,Fatima zahra,AN/F12/645,1787,3,2///Matières premières///Cuirs en poil,Royaume de sardaigne,16 100,,3 119 000,66 276 000,194 158 900,,,
396,Fatima zahra,AN/F12/646,1787,3,2///Matières premières///Cuirs en poil,Empire d'Autriche ,76 700,,3 119 000,66 276 000,194 158 900,,,
397,Fatima zahra,AN/F12/647,1787,3,2///Matières premières///Cuirs en poil,Royaume de Portugal,540 300,,3 119 000,66 276 000,194 158 900,,,
398,Fatima zahra,AN/F12/648,1787,3,2///Matières premières///Cuirs en poil,Angleterre,20 700,,3 119 000,66 276 000,194 158 900,,,
399,Fatima zahra,AN/F12/649,1787,3,2///Matières premières///Cuirs en poil,"Colonies francaises en Amérique,Asie et afrique",330 100,,3 119 000,66 276 000,194 158 900,,,
400,Fatima zahra,AN/F12/650,1787,2,2///Matières premières///Huile d'olive pour fabriques,Hollande,7 000,,12 885 100,66 276 000,194 158 900,,,
401,Fatima zahra,AN/F12/651,1787,2,2///Matières premières///Huile d'olive pour fabriques,Etats-Unis d'Amérique,3 100,,12 885 100,66 276 000,194 158 900,,,
402,Fatima zahra,AN/F12/652,1787,2,2///Matières premières///Huile d'olive pour fabriques,Villes anséatiques,136 800,,12 885 100,66 276 000,194 158 900,,,
403,Fatima zahra,AN/F12/653,1787,2,2///Matières premières///Huile d'olive pour fabriques,Milanes et toscane,170 200,,12 885 100,66 276 000,194 158 900,,,
404,Fatima zahra,AN/F12/654,1787,2,2///Matières premières///Huile d'olive pour fabriques,Republique de Genes,3 821 800,,12 885 100,66 276 000,194 158 900,,,
405,Fatima zahra,AN/F12/655,1787,2,2///Matières premières///Huile d'olive pour fabriques,Empire ottoman et Barbarie,2 952 500,,12 885 100,66 276 000,194 158 900,,,
406,Fatima zahra,AN/F12/656,1787,3,2///Matières premières///Huile d'olive pour fabriques,Royaume de Naples,3 063 800,,12 885 100,66 276 000,194 158 900,,,
407,Fatima zahra,AN/F12/657,1787,3,2///Matières premières///Huile d'olive pour fabriques,Royaume de sardaigne,2 503 000,,12 885 100,66 276 000,194 158 900,,,
408,Fatima zahra,AN/F12/658,1787,3,2///Matières premières///Huile d'olive pour fabriques,Empire d'Autriche ,15 900,,12 885 100,66 276 000,194 158 900,,,
409,Fatima zahra,AN/F12/659,1787,3,2///Matières premières///Huile d'olive pour fabriques,Royaume de Portugal,200 000,,12 885 100,66 276 000,194 158 900,,,
410,Fatima zahra,AN/F12/660,1787,3,2///Matières premières///Huile d'olive pour fabriques,Angleterre,11 000,,12 885 100,66 276 000,194 158 900,,,
411,Fatima zahra,AN/F12/661,1787,2,2///Matières premières///Huile de poisson,Royaume d'Espagne,9 000,,2 192 900,66 276 000,194 158 900,,,
412,Fatima zahra,AN/F12/662,1787,2,2///Matières premières///Huile de poisson,Hollande,90 400,,2 192 900,66 276 000,194 158 900,,,
413,Fatima zahra,AN/F12/663,1787,2,2///Matières premières///Huile de poisson,Etats-Unis d'Amérique,651 200,,2 192 900,66 276 000,194 158 900,,,
414,Fatima zahra,AN/F12/664,1787,2,2///Matières premières///Huile de poisson,Villes anséatiques,23 100,,2 192 900,66 276 000,194 158 900,,,
415,Fatima zahra,AN/F12/665,1787,2,2///Matières premières///Huile de poisson,Royaume de Danemarck,37 500,,2 192 900,66 276 000,194 158 900,,,
416,Fatima zahra,AN/F12/666,1787,2,2///Matières premières///Huile de poisson,Royaume de Suede,51 000,,2 192 900,66 276 000,194 158 900,,,
417,Fatima zahra,AN/F12/667,1787,3,2///Matières premières///Huile de poisson,Royaume de sardaigne,17 000,,2 192 900,66 276 000,194 158 900,,,
418,Fatima zahra,AN/F12/668,1787,3,2///Matières premières///Huile de poisson,Empire d'Autriche ,207 500,,2 192 900,66 276 000,194 158 900,,,
419,Fatima zahra,AN/F12/669,1787,3,2///Matières premières///Huile de poisson,Empire de Suisse,17 000,,2 192 900,66 276 000,194 158 900,,,
420,Fatima zahra,AN/F12/670,1787,3,2///Matières premières///Huile de poisson,Royaume de Portugal,499 900,,2 192 900,66 276 000,194 158 900,,,
421,Fatima zahra,AN/F12/671,1787,3,2///Matières premières///Huile de poisson,Angleterre,589 300,,2 192 900,66 276 000,194 158 900,,,
422,Fatima zahra,AN/F12/672,1787,2,2///Matières premières///Soufre et salpetre,Royaume d'Espagne,21 200,,546 800,66 276 000,194 158 900,,,
423,Fatima zahra,AN/F12/673,1787,2,2///Matières premières///Soufre et salpetre,Milanes et toscane,3 300,,546 800,66 276 000,194 158 900,,,
424,Fatima zahra,AN/F12/674,1787,3,2///Matières premières///Soufre et salpetre,Royaume de Naples,171 700,,546 800,66 276 000,194 158 900,,,
425,Fatima zahra,AN/F12/675,1787,3,2///Matières premières///Soufre et salpetre,Empire d'Autriche ,6 700,,546 800,66 276 000,194 158 900,,,
426,Fatima zahra,AN/F12/676,1787,3,2///Matières premières///Soufre et salpetre,Empire de Suisse,6 100,,546 800,66 276 000,194 158 900,,,
427,Fatima zahra,AN/F12/677,1787,3,2///Matières premières///Soufre et salpetre,"Colonies francaises en Amérique,Asie et afrique",337 800,,546 800,66 276 000,194 158 900,,,
428,Fatima zahra,AN/F12/678,1787,2,2///Matières premières///Suif,Royaume d'Espagne,28 000,,3 145 800,66 276 000,194 158 900,,,
429,Fatima zahra,AN/F12/679,1787,2,2///Matières premières///Suif,Hollande,117 400,,3 145 800,66 276 000,194 158 900,,,
430,Fatima zahra,AN/F12/680,1787,2,2///Matières premières///Suif,Royaume de Suisse,5 500,,3 145 800,66 276 000,194 158 900,,,
431,Fatima zahra,AN/F12/681,1787,2,2///Matières premières///Suif,Villes anséatiques,22 400,,3 145 800,66 276 000,194 158 900,,,
432,Fatima zahra,AN/F12/682,1787,2,2///Matières premières///Suif,Royaume de Danemarck,4 000,,3 145 800,66 276 000,194 158 900,,,
433,Fatima zahra,AN/F12/683,1787,2,2///Matières premières///Suif,Milanes et toscane,516 200,,3 145 800,66 276 000,194 158 900,,,
434,Fatima zahra,AN/F12/684,1787,2,2///Matières premières///Suif,Republique de Genes,33 500,,3 145 800,66 276 000,194 158 900,,,
435,Fatima zahra,AN/F12/685,1787,2,2///Matières premières///Suif,Empire ottoman et Barbarie,4 200,,3 145 800,66 276 000,194 158 900,,,
436,Fatima zahra,AN/F12/686,1787,3,2///Matières premières///Suif,Royaume de Naples,6 100,,3 145 800,66 276 000,194 158 900,,,
437,Fatima zahra,AN/F12/687,1787,3,2///Matières premières///Suif,Royaume de sardaigne,21 900,,3 145 800,66 276 000,194 158 900,,,
438,Fatima zahra,AN/F12/688,1787,3,2///Matières premières///Suif,Empire d'Autriche ,46 900,,3 145 800,66 276 000,194 158 900,,,
439,Fatima zahra,AN/F12/689,1787,3,2///Matières premières///Suif,Empire de Suisse,1 938 200,,3 145 800,66 276 000,194 158 900,,,
440,Fatima zahra,AN/F12/690,1787,3,2///Matières premières///Suif,Royaume de Portugal,3 400,,3 145 800,66 276 000,194 158 900,,,
441,Fatima zahra,AN/F12/691,1787,3,2///Matières premières///Suif,Etats de Rome,161 500,,3 145 800,66 276 000,194 158 900,,,
442,Fatima zahra,AN/F12/692,1787,3,2///Matières premières///Suif,Angleterre,223 700,,3 145 800,66 276 000,194 158 900,,,
443,Fatima zahra,AN/F12/693,1787,3,2///Matières premières///Suif,Republique de Venise,12 900,,3 145 800,66 276 000,194 158 900,,,
444,Fatima zahra,AN/F12/694,1787,2,2///Matières premières///Soie de porc et sanglier,Hollande,15 000,,276 900,66 276 000,194 158 900,,,
445,Fatima zahra,AN/F12/695,1787,2,2///Matières premières///Soie de porc et sanglier,Royaume de Prusse,18 300,,276 900,66 276 000,194 158 900,,,
446,Fatima zahra,AN/F12/696,1787,2,2///Matières premières///Soie de porc et sanglier,Etats d'Allemagne,2 300,,276 900,66 276 000,194 158 900,,,
447,Fatima zahra,AN/F12/697,1787,2,2///Matières premières///Soie de porc et sanglier,Villes anséatiques,67 900,,276 900,66 276 000,194 158 900,,,
448,Fatima zahra,AN/F12/698,1787,3,2///Matières premières///Soie de porc et sanglier,Empire de Suisse,173 400,,276 900,66 276 000,194 158 900,,,
449,Fatima zahra,AN/F12/699,1787,2,2///Matières premières///Tabacs,Royaume d'Espagne,37 100,,14 463 100,66 276 000,194 158 900,,,
450,Fatima zahra,AN/F12/700,1787,2,2///Matières premières///Tabacs,Hollande,1 606 200,,14 463 100,66 276 000,194 158 900,,,
451,Fatima zahra,AN/F12/701,1787,2,2///Matières premières///Tabacs,Etats-Unis d'Amérique,10 957 300,,14 463 100,66 276 000,194 158 900,,,
452,Fatima zahra,AN/F12/702,1787,2,2///Matières premières///Tabacs,Villes anséatiques,16 700,,14 463 100,66 276 000,194 158 900,,,
453,Fatima zahra,AN/F12/703,1787,2,2///Matières premières///Tabacs,Milanes et toscane,58 400,,14 463 100,66 276 000,194 158 900,,,
454,Fatima zahra,AN/F12/704,1787,3,2///Matières premières///Tabacs,Empire d'Autriche ,104 500,,14 463 100,66 276 000,194 158 900,,,
455,Fatima zahra,AN/F12/705,1787,3,2///Matières premières///Tabacs,Royaume de Portugal,36 200,,14 463 100,66 276 000,194 158 900,,,
456,Fatima zahra,AN/F12/706,1787,3,2///Matières premières///Tabacs,Angleterre,1 325 500,,14 463 100,66 276 000,194 158 900,,,
457,Fatima zahra,AN/F12/707,1787,3,2///Matières premières///Tabacs,"Colonies francaises en Amérique,Asie et afrique",321 200,,14 463 100,66 276 000,194 158 900,,,
458,Fatima zahra,AN/F12/708,1787,2,2///Matières premières///Graine de lin,Hollande,398 000,,840 900,66 276 000,194 158 900,,,
459,Fatima zahra,AN/F12/709,1787,2,2///Matières premières///Graine de lin,Royaume de Prusse,222 900,,840 900,66 276 000,194 158 900,,,
460,Fatima zahra,AN/F12/710,1787,2,2///Matières premières///Graine de lin,Etats-Unis d'Amérique,18 700,,840 900,66 276 000,194 158 900,,,
461,Fatima zahra,AN/F12/711,1787,2,2///Matières premières///Graine de lin,Villes anséatiques,39 000,,840 900,66 276 000,194 158 900,,,
462,Fatima zahra,AN/F12/712,1787,3,2///Matières premières///Graine de lin,Empire d'Autriche ,22 800,,840 900,66 276 000,194 158 900,,,
463,Fatima zahra,AN/F12/713,1787,3,2///Matières premières///Graine de lin,Empire de Suisse,136 200,,840 900,66 276 000,194 158 900,,,
464,Fatima zahra,AN/F12/714,1787,3,2///Matières premières///Graine de lin,Angleterre,3 300,,840 900,66 276 000,194 158 900,,,
465,Fatima zahra,AN/F12/715,1787,2,"2///Matières premières///Bray, goudron, poix et résine",Hollande,52 100,,1 559 200,66 276 000,194 158 900,,,
466,Fatima zahra,AN/F12/716,1787,2,"2///Matières premières///Bray, goudron, poix et résine",Royaume de Prusse,33 200,,1 559 200,66 276 000,194 158 900,,,
467,Fatima zahra,AN/F12/717,1787,2,"2///Matières premières///Bray, goudron, poix et résine",Etats-Unis d'Amérique,99 000,,1 559 200,66 276 000,194 158 900,,,
468,Fatima zahra,AN/F12/718,1787,2,"2///Matières premières///Bray, goudron, poix et résine",Villes anséatiques,48 700,,1 559 200,66 276 000,194 158 900,,,
469,Fatima zahra,AN/F12/719,1787,2,"2///Matières premières///Bray, goudron, poix et résine",Royaume de Danemarck,66 600,,1 559 200,66 276 000,194 158 900,,,
470,Fatima zahra,AN/F12/720,1787,2,"2///Matières premières///Bray, goudron, poix et résine",Royaume de Suede,859 200,,1 559 200,66 276 000,194 158 900,,,
471,Fatima zahra,AN/F12/721,1787,2,"2///Matières premières///Bray, goudron, poix et résine",Milanes et toscane,15 000,,1 559 200,66 276 000,194 158 900,,,
472,Fatima zahra,AN/F12/722,1787,2,"2///Matières premières///Bray, goudron, poix et résine",Royaume de Genes,104 200,,1 559 200,66 276 000,194 158 900,,,
473,Fatima zahra,AN/F12/723,1787,3,"2///Matières premières///Bray, goudron, poix et résine",Empire d'Autriche ,2 600,,1 559 200,66 276 000,194 158 900,,,
474,Fatima zahra,AN/F12/724,1787,3,"2///Matières premières///Bray, goudron, poix et résine",Empire de Suisse,237 600,,1 559 200,66 276 000,194 158 900,,,
475,Fatima zahra,AN/F12/725,1787,3,"2///Matières premières///Bray, goudron, poix et résine",Angleterre,41 000,,1 559 200,66 276 000,194 158 900,,,
476,Fatima zahra,AN/F12/726,1787,2,2///Matières premières///Articles réunis,Royaume d'Espagne,58 100,,3 113 500,66 276 000,194 158 900,,,
477,Fatima zahra,AN/F12/727,1787,2,2///Matières premières///Articles réunis,Hollande,637 400,,3 113 500,66 276 000,194 158 900,,,
478,Fatima zahra,AN/F12/728,1787,2,2///Matières premières///Articles réunis,Etats d'Allemagne,88 500,,3 113 500,66 276 000,194 158 900,,,
479,Fatima zahra,AN/F12/729,1787,2,2///Matières premières///Articles réunis,Republique de Suisse,4 300,,3 113 500,66 276 000,194 158 900,,,
480,Fatima zahra,AN/F12/730,1787,2,2///Matières premières///Articles réunis,Etats-Unis d'Amérique,61 900,,3 113 500,66 276 000,194 158 900,,,
481,Fatima zahra,AN/F12/731,1787,2,2///Matières premières///Articles réunis,Villes anséatiques,17 400,,3 113 500,66 276 000,194 158 900,,,
482,Fatima zahra,AN/F12/732,1787,2,2///Matières premières///Articles réunis,Milanes et toscane,10 400,,3 113 500,66 276 000,194 158 900,,,
483,Fatima zahra,AN/F12/733,1787,2,2///Matières premières///Articles réunis,Republique de Genes,95 400,,3 113 500,66 276 000,194 158 900,,,
484,Fatima zahra,AN/F12/734,1787,2,2///Matières premières///Articles réunis,Empire ottoman et Barbarie,49 300,,3 113 500,66 276 000,194 158 900,,,
485,Fatima zahra,AN/F12/735,1787,3,2///Matières premières///Articles réunis,Royaume de Naples,67 600,,3 113 500,66 276 000,194 158 900,,,
486,Fatima zahra,AN/F12/736,1787,3,2///Matières premières///Articles réunis,Royaume de sardaigne,32 000,,3 113 500,66 276 000,194 158 900,,,
487,Fatima zahra,AN/F12/737,1787,3,2///Matières premières///Articles réunis,Empire d'Autriche ,412 500,,3 113 500,66 276 000,194 158 900,,,
488,Fatima zahra,AN/F12/738,1787,3,2///Matières premières///Articles réunis,Empire de Suisse,120 600,,3 113 500,66 276 000,194 158 900,,,
489,Fatima zahra,AN/F12/739,1787,3,2///Matières premières///Articles réunis,Royaume de Portugal,170 100,,3 113 500,66 276 000,194 158 900,,,
490,Fatima zahra,AN/F12/740,1787,3,2///Matières premières///Articles réunis,Etats de Rome,39 900,,3 113 500,66 276 000,194 158 900,,,
491,Fatima zahra,AN/F12/741,1787,3,2///Matières premières///Articles réunis,Angleterre,706 600,,3 113 500,66 276 000,194 158 900,,,
492,Fatima zahra,AN/F12/742,1787,3,2///Matières premières///Articles réunis,"Colonies francaises en Amérique,Asie et afrique",541 500,,3 113 500,66 276 000,194 158 900,,,
493,Fatima zahra,AN/F12/743,1787,4,3///Matières premières///Indigo,Royaume d'Espagne,2 273 700,,15 364 700,23 710 600,194 158 900,,,
494,Fatima zahra,AN/F12/744,1787,4,3///Matières premières///Indigo,Hollande,28 300,,15 364 700,23 710 600,194 158 900,,,
495,Fatima zahra,AN/F12/745,1787,4,3///Matières premières///Indigo,Etats-Unis d'Amérique,23 300,,15 364 700,23 710 600,194 158 900,,,
496,Fatima zahra,AN/F12/746,1787,4,3///Matières premières///Indigo,Villes anséatiques,9 400,,15 364 700,23 710 600,194 158 900,,,
497,Fatima zahra,AN/F12/747,1787,4,3///Matières premières///Indigo,Milanes et toscane,25 000,,15 364 700,23 710 600,194 158 900,,,
498,Fatima zahra,AN/F12/748,1787,4,3///Matières premières///Indigo,Republique de Genes,21 800,,15 364 700,23 710 600,194 158 900,,,
499,Fatima zahra,AN/F12/749,1787,5,3///Matières premières///Indigo,Royaume de sardaigne,264 800,,15 364 700,23 710 600,194 158 900,,,
500,Fatima zahra,AN/F12/750,1787,5,3///Matières premières///Indigo,Empire d'Autriche ,313 600,,15 364 700,23 710 600,194 158 900,,,
501,Fatima zahra,AN/F12/751,1787,5,3///Matières premières///Indigo,Royaume de Portugal,277 100,,15 364 700,23 710 600,194 158 900,,,
502,Fatima zahra,AN/F12/752,1787,5,3///Matières premières///Indigo,Angleterre,550 000,,15 364 700,23 710 600,194 158 900,,,
503,Fatima zahra,AN/F12/753,1787,5,3///Matières premières///Indigo,"Colonies francaises en Amérique,Asie et afrique",11 577 700,,15 364 700,23 710 600,194 158 900,,,
504,Fatima zahra,AN/F12/754,1787,4,3///Matières premières///Rocou,Republique de Genes,8 900,,162 100,23 710 600,194 158 900,,,
505,Fatima zahra,AN/F12/755,1787,5,3///Matières premières///Rocou,"Colonies francaises en Amérique,Asie et afrique",153 200,,162 100,23 710 600,194 158 900,,,
506,Fatima zahra,AN/F12/756,1787,4,3///Matières premières///Cochenille,Royaume d'Espagne,2 571 000,,2 641 600,23 710 600,194 158 900,,,
507,Fatima zahra,AN/F12/757,1787,4,3///Matières premières///Cochenille,Hollande,10 000,,2 641 600,23 710 600,194 158 900,,,
508,Fatima zahra,AN/F12/758,1787,4,3///Matières premières///Cochenille,Republique de Genes,15 400,,2 641 600,23 710 600,194 158 900,,,
509,Fatima zahra,AN/F12/759,1787,5,3///Matières premières///Cochenille,Empire d'Autriche,28 000,,2 641 600,23 710 600,194 158 900,,,
510,Fatima zahra,AN/F12/760,1787,5,3///Matières premières///Cochenille,Royaume de Portugal,17 200,,2 641 600,23 710 600,194 158 900,,,
511,Fatima zahra,AN/F12/761,1787,4,3///Matières premières///Alun,Royaume d'Espagne,220 000,,1 038 300,23 710 600,194 158 900,,,
512,Fatima zahra,AN/F12/762,1787,4,3///Matières premières///Alun,Hollande,14 100,,1 038 300,23 710 600,194 158 900,,,
513,Fatima zahra,AN/F12/763,1787,4,3///Matières premières///Alun,Etats d'Allemagne,19 600,,1 038 300,23 710 600,194 158 900,,,
514,Fatima zahra,AN/F12/764,1787,4,3///Matières premières///Alun,Royaume de Danemarck,7 400,,1 038 300,23 710 600,194 158 900,,,
515,Fatima zahra,AN/F12/765,1787,4,3///Matières premières///Alun,Royaume de Suede,35 800,,1 038 300,23 710 600,194 158 900,,,
516,Fatima zahra,AN/F12/766,1787,4,3///Matières premières///Alun,Empire ottoman et Barbarie,99 100,,1 038 300,23 710 600,194 158 900,,,
517,Fatima zahra,AN/F12/767,1787,5,3///Matières premières///Alun,Empire d'Autriche,32 100,,1 038 300,23 710 600,194 158 900,,,
518,Fatima zahra,AN/F12/768,1787,5,3///Matières premières///Alun,Etats de Rome,57 500,,1 038 300,23 710 600,194 158 900,,,
519,Fatima zahra,AN/F12/769,1787,5,3///Matières premières///Alun,Angleterre,552 700,,1 038 300,23 710 600,194 158 900,,,
520,Fatima zahra,AN/F12/770,1787,4,3///Matières premières///Céruse,Hollande,775 400,,794 900,23 710 600,194 158 900,,,
521,Fatima zahra,AN/F12/771,1787,4,3///Matières premières///Céruse,Villes anséatiques,1 700,,794 900,23 710 600,194 158 900,,,
522,Fatima zahra,AN/F12/772,1787,5,3///Matières premières///Céruse,Empire d'Autriche,1 100,,794 900,23 710 600,194 158 900,,,
523,Fatima zahra,AN/F12/773,1787,5,3///Matières premières///Céruse,Angleterre,16 700,,794 900,23 710 600,194 158 900,,,
524,Fatima zahra,AN/F12/774,1787,4,3///Matières premières///Azur,Hollande,170 000,,237 600,23 710 600,194 158 900,,le total devrait être ,227600
525,Fatima zahra,AN/F12/775,1787,4,3///Matières premières///Azur,Etats d'Allemagne,10 000,,237 600,23 710 600,194 158 900,,,
526,Fatima zahra,AN/F12/776,1787,4,3///Matières premières///Azur,République de suisse,9 300,,237 600,23 710 600,194 158 900,,,
527,Fatima zahra,AN/F12/777,1787,4,3///Matières premières///Azur,Villes anséatiques,2 200,,237 600,23 710 600,194 158 900,,,
528,Fatima zahra,AN/F12/778,1787,4,3///Matières premières///Azur,Royaume de Danemarck,7 600,,237 600,23 710 600,194 158 900,,,
529,Fatima zahra,AN/F12/779,1787,5,3///Matières premières///Azur,empire d'Aurtiche,28 500,,237 600,23 710 600,194 158 900,,,
530,Fatima zahra,AN/F12/780,1787,4,3///Matières premières///Garance,Hollande,244 200,,961 000,23 710 600,194 158 900,,,
531,Fatima zahra,AN/F12/781,1787,4,3///Matières premières///Garance,Etats d'Allemagne,8 200,,961 000,23 710 600,194 158 900,,,
532,Fatima zahra,AN/F12/782,1787,4,3///Matières premières///Garance,République de suisse,11 800,,961 000,23 710 600,194 158 900,,,
533,Fatima zahra,AN/F12/783,1787,4,3///Matières premières///Garance,Villes anséatiques,3 200,,961 000,23 710 600,194 158 900,,,
534,Fatima zahra,AN/F12/784,1787,4,3///Matières premières///Garance,Milanes et toscane,2 400,,961 000,23 710 600,194 158 900,,,
535,Fatima zahra,AN/F12/785,1787,4,3///Matières premières///Garance,Empire ottoman et Barbarie,586 100,,961 000,23 710 600,194 158 900,,,
536,Fatima zahra,AN/F12/786,1787,5,3///Matières premières///Garance,empire d'Autriche,47 300,,961 000,23 710 600,194 158 900,,,
537,Fatima zahra,AN/F12/787,1787,5,3///Matières premières///Garance,Angleterre,57 800,,961 000,23 710 600,194 158 900,,,
538,Fatima zahra,AN/F12/788,1787,5,3///Matières premières///Noix de galle,Royaume d'Espagne,1 700,,636 500,23 710 600,194 158 900,,,
539,Fatima zahra,AN/F12/789,1787,4,3///Matières premières///Noix de galle,Hollande,12 600,,636 500,23 710 600,194 158 900,,,
540,Fatima zahra,AN/F12/790,1787,4,3///Matières premières///Noix de galle,Milanes et toscane,63 000,,636 500,23 710 600,194 158 900,,,
541,Fatima zahra,AN/F12/791,1787,4,3///Matières premières///Noix de galle,Empire ottoman et Barbarie,392 400,,636 500,23 710 600,194 158 900,,,
542,Fatima zahra,AN/F12/792,1787,5,3///Matières premières///Noix de galle,Royaume de Naple,47 400,,636 500,23 710 600,194 158 900,,,
543,Fatima zahra,AN/F12/793,1787,5,3///Matières premières///Noix de galle,Royaume de Sardaigne,20 000,,636 500,23 710 600,194 158 900,,,
544,Fatima zahra,AN/F12/794,1787,5,3///Matières premières///Noix de galle,"Colonies francaises en Amérique,Asie et afrique",99 400,,636 500,23 710 600,194 158 900,,,
545,Fatima zahra,AN/F12/795,1787,4,3///Matières premières///Drogues diverses réunies,Royaume d'Espagne,120 300,,1 873 900,23 710 600,194 158 900,,,
546,Fatima zahra,AN/F12/796,1787,4,3///Matières premières///Drogues diverses réunies,Hollande,548 300,,1 873 900,23 710 600,194 158 900,,,
547,Fatima zahra,AN/F12/797,1787,4,3///Matières premières///Drogues diverses réunies,Royaume de Prusse,6 800,,1 873 900,23 710 600,194 158 900,,,
548,Fatima zahra,AN/F12/798,1787,4,3///Matières premières///Drogues diverses réunies,Etats d'Allemagne,4 500,,1 873 900,23 710 600,194 158 900,,,
549,Fatima zahra,AN/F12/799,1787,4,3///Matières premières///Drogues diverses réunies,Republique de Suisse,12 700,,1 873 900,23 710 600,194 158 900,,,
550,Fatima zahra,AN/F12/800,1787,4,3///Matières premières///Drogues diverses réunies,Etats-Unis d'Amérique,51 900,,1 873 900,23 710 600,194 158 900,,,
551,Fatima zahra,AN/F12/801,1787,4,3///Matières premières///Drogues diverses réunies,Villes anséatiques,25 500,,1 873 900,23 710 600,194 158 900,,,
552,Fatima zahra,AN/F12/802,1787,4,3///Matières premières///Drogues diverses réunies,Royaume de Suede,21 400,,1 873 900,23 710 600,194 158 900,,,
553,Fatima zahra,AN/F12/803,1787,4,3///Matières premières///Drogues diverses réunies,Milanes et toscane,54 600,,1 873 900,23 710 600,194 158 900,,,
554,Fatima zahra,AN/F12/804,1787,4,3///Matières premières///Drogues diverses réunies,Republique de Genes,64 000,,1 873 900,23 710 600,194 158 900,,,
555,Fatima zahra,AN/F12/805,1787,4,3///Matières premières///Drogues diverses réunies,Empire ottoman et Barbarie,175 400,,1 873 900,23 710 600,194 158 900,,,
556,Fatima zahra,AN/F12/806,1787,5,3///Matières premières///Drogues diverses réunies,Royaume de naples,49 600,,1 873 900,23 710 600,194 158 900,,,
557,Fatima zahra,AN/F12/807,1787,5,3///Matières premières///Drogues diverses réunies,Royaume de sardaigne,27 700,,1 873 900,23 710 600,194 158 900,,,
