numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,pays,marchandises,value
130,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Prusse,Drogues réunies,21089
131,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Eaux-de-vie,1658100
132,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Vins divers,7600267
133,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Vins de liqueurs,5186
134,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Huile d'olive,66510
135,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,"Bestiaux en bœufs, vaches, veaux, porcs et moutons",1150120
136,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Chairs salées,145193
137,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Fromages,737434
138,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Légumes,75159
139,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Fruits divers,212445
140,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Poissons de toute sorte,26991
141,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Miel,6719
142,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Sel,158800
143,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Provisions de bouche réunies,127755
144,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Vinaigre,151422
145,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Beurre,496604
146,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Chocolat,11931
147,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Liqueurs,19375
148,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Sirops,654
149,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Thé,36313
150,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Cacao,1375
151,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Café,24125
152,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Sucre,45883
153,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Epiceries,7886
154,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Cannelle,1250
155,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Coton,50034
156,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Fil,449474
157,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Laine,97959
158,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Soie,940
159,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,"Brai, goudron et résine",586
160,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Bois divers,193692
161,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Cires jaune et blanche,75003
162,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Cuirs apprêtés,3899470
163,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Graines de trèfle,292140
164,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Graines de jardin,44269
165,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Graines diverses,32251
166,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Huile de graine,488473
167,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Pain de navette,9843
168,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Charbons,12257
169,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Tabacs,2109366
170,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Articles réunis,116557
171,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Alun,101137
172,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Cochenille,321920
173,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Garance,88939
174,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Indigo,6050
175,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Verdet,92275
176,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats de l'Allemagne,Drogues réunies,44693
177,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Eaux-de-vie,1269800
178,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Vins divers,4517786
179,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Vins de liqueurs,33276
180,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Huile d'olive,302328
181,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,"Bestiaux en bœufs, vaches, veaux, porcs et moutons",1664090
182,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Blé,160825
183,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Farine,2100
184,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Chairs salées,40115
185,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Fromages,197521
186,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Légumes,55435
187,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Fruits divers,189032
188,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Poissons de toute sorte,8712
189,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Miel,65067
190,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Sel,1855809
191,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Provisions de bouche réunies,131514
192,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Vinaigre,54277
193,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Beurre,182268
194,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Chocolat,6874
195,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Liqueurs,29662
196,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Sirops,4391
197,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Thé,92478
198,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Cacao,14636
199,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Café,447019
200,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Sucre,213020
201,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Epiceries,17150
202,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Cannelle,100
203,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Girofle,100
204,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Coton,77527
205,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Fil,236839
206,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Laine,19641
207,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Soie,4170
208,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,"Brai, goudron et résine",26071
209,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Bois divers,42097
210,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Cires jaune et blanche,76712
211,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Cuirs apprêtés,269345
212,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Graines de trèfle,162143
213,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Graines de jardin,6312
214,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Graines diverses,267
215,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Huile de graine,577137
216,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Charbons,10758
217,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Tabacs,1108597
218,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Articles réunis,172866
219,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Alun,62955
220,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Cochenille,241800
221,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Garance,112075
222,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Indigo,28055
223,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Verdet,91225
224,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,République de Suisse,Drogues réunies,45830
225,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Eaux-de-vie,720720
226,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Vins divers,2040
227,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Vins de Bordeaux,938111
228,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Huile d'olive,10327
229,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Chairs salées,26612
230,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Légumes,692
231,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Fruits divers,51087
232,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Poissons de toute sorte,270
233,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Sel,1400
234,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Provisions de bouche réunies,14124
235,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Liqueurs,1541
236,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Thé,76870
237,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Fil,1990
238,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Bois divers,749
239,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Cuirs apprêtés,7418
240,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Graines diverses,1100
241,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Huile de graine,150
242,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Tabacs,781
243,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Articles réunis,4950
244,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Verdet,18050
245,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Etats-Unis d'Amérique,Drogues réunies,800
246,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Eaux-de-vie,7669239
247,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Vins divers,2781401
248,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Vins de Bordeaux,15918109
249,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Vins de liqueurs,331562
250,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Huile d'olive,79978
251,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Chairs salées,35392
252,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Fromages,2997
253,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Fruits divers,792640
254,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Poissons de toute sorte,2795
255,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Miel,97698
256,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Provisions de bouche réunies,36414
257,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Vinaigre,340618
258,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Beurre,102584
259,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Chocolat,3160
260,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Liqueurs,72921
261,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Sirops,2890
262,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Thé,143101
263,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Café,45888
264,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Sucre,112
265,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Epiceries,2950
266,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Girofle,640
267,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Coton,75797
268,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Fil,8790
269,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Laine,19180
270,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,"Brai, goudron et résine",528
271,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Bois divers,13613
272,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Cires jaune et blanche,3200
273,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Cuirs apprêtés,127105
274,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Graines de trèfle,146605
275,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Graines de jardin,55486
276,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Graines diverses,2860
277,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Tabacs,457957
278,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Articles réunis,116020
279,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Alun,6340
280,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Cochenille,98928
281,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Garance,6000
282,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Verdet,415185
283,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Villes Anséatiques,Drogues réunies,134926
284,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Eaux-de-vie,6796937
285,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Vins divers,498680
286,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Vins de Bordeaux,3172163
287,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Vins de liqueurs,34128
288,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Huile d'olive,41018
289,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,"Bestiaux en bœufs, vaches, veaux, porcs et moutons",160
290,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Blé,1200
291,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Farine,500
292,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Chairs salées,148312
293,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Fromages,6262
294,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Légumes,1262
295,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Fruits divers,214299
296,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Poissons de toute sorte,826
297,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Miel,86659
298,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Sel,79984
299,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Provisions de bouche réunies,7189
300,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Vinaigre,460330
301,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Beurre,146282
302,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Chocolat,832
303,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Liqueurs,24491
304,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Sirops,425
305,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Thé,3770
306,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Cacao,2300
307,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Café,120
308,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Sucre,3183
309,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Epiceries,3620
310,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Cannelle,3000
311,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Exportations,Royaume de Danemarck,Fil,1325
