numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,doubleaccounts,remarks
1030,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries ; Mouchoirs et schals,Empire Ottoman et Barbarie,69600,0,
1031,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries ; Passementerie,Empire Ottoman et Barbarie,600,0,
1032,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries ; Rubans,Empire Ottoman et Barbarie,124300,0,
1033,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages riches ; Etoffes,Empire Ottoman et Barbarie,188300,0,
1034,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages riches ; Soieries et dorure,Empire Ottoman et Barbarie,322200,0,
1035,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages mélangés ; Etoffes mélangées de soie,Empire Ottoman et Barbarie,800,0,
1036,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Dentelles de fil et de soie,Empire Ottoman et Barbarie,11100,0,
1037,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Rubanerie diverse,Empire Ottoman et Barbarie,4400,0,
1038,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Tapisserie,Empire Ottoman et Barbarie,600,0,
1039,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles mêlées de fil et coton,Empire Ottoman et Barbarie,1600,0,
1040,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles de chanvre,Empire Ottoman et Barbarie,200,0,
1041,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles de lin,Empire Ottoman et Barbarie,73100,0,
1042,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles de lin batiste et linon,Empire Ottoman et Barbarie,1500,0,
1043,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles de courtil et à carreaux,Empire Ottoman et Barbarie,700,0,
1044,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Toiles cirées, gommées et de crin",Empire Ottoman et Barbarie,2600,0,
1045,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Argenterie,Empire Ottoman et Barbarie,30900,0,
1046,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Armes diverses,Empire Ottoman et Barbarie,14300,0,
1047,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Bijouterie,Empire Ottoman et Barbarie,32100,0,
1048,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Corail ouvré,Empire Ottoman et Barbarie,328300,0,
1049,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cordages,Empire Ottoman et Barbarie,39300,0,
1050,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Faïence et poterie,Empire Ottoman et Barbarie,8000,0,
1051,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Gants de peaux,Empire Ottoman et Barbarie,4100,0,
1052,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Habillemens et lingerie,Empire Ottoman et Barbarie,8000,0,
1053,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Horlogerie,Empire Ottoman et Barbarie,24900,0,
1054,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Instruments divers,Empire Ottoman et Barbarie,1600,0,
1055,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Librairie,Empire Ottoman et Barbarie,20300,0,
1056,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Mercerie,Empire Ottoman et Barbarie,82700,0,
1057,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Meubles et glaces,Empire Ottoman et Barbarie,42700,0,
1058,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de bois,Empire Ottoman et Barbarie,27600,0,
1059,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de cuir,Empire Ottoman et Barbarie,7400,0,
1060,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de cuivre doré et argenté,Empire Ottoman et Barbarie,2300,0,
1061,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de marbre,Empire Ottoman et Barbarie,151600,0,
1062,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de modes et fleurs artificielles,Empire Ottoman et Barbarie,12400,0,
1063,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de passementerie,Empire Ottoman et Barbarie,1500,0,
1064,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de peaux,Empire Ottoman et Barbarie,2900,0,
1065,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Papeterie,Empire Ottoman et Barbarie,451100,0,
1066,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Parasols,Empire Ottoman et Barbarie,200,0,
1067,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Peaux et pelleterie,Empire Ottoman et Barbarie,1500,0,
1068,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Parfumerie,Empire Ottoman et Barbarie,8200,0,
1069,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Plumes de toutes sortes,Empire Ottoman et Barbarie,3000,0,
1070,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Porcelaines,Empire Ottoman et Barbarie,3700,0,
1071,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Quincaillerie,Empire Ottoman et Barbarie,69600,0,
1072,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Tableaux et estampes,Empire Ottoman et Barbarie,9600,0,
1073,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Verrerie,Empire Ottoman et Barbarie,45100,0,
1074,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis,Empire Ottoman et Barbarie,26900,0,
1075,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cuivre,Royaume de Naples,74100,0,
1076,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Fers divers,Royaume de Naples,807000,0,
1077,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Fers aciers,Royaume de Naples,2800,0,
1078,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Plomb,Royaume de Naples,76900,0,
1079,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Métaux divers,Royaume de Naples,200,0,
1080,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Chapellerie,Royaume de Naples,91700,0,
1081,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cotonnade ; Bonnetterie de coton et fil,Royaume de Naples,35500,0,
1082,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cotonnade ; Etoffes,Royaume de Naples,495600,0,
1083,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cotonnade ; Mouchoirs de coton et fil,Royaume de Naples,18100,0,
1084,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Cotonnade ; Toiles, basin et nankin",Royaume de Naples,896100,0,
1085,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cotonnade ; Toiles mousseline,Royaume de Naples,355600,0,
1086,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cotonnade ; Toiles peintes et indiennes,Royaume de Naples,190700,0,
1087,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cotonnade ; Mouchoirs et schals,Royaume de Naples,379700,0,
1088,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Lainages ; Bonneterie,Royaume de Naples,8600,0,
1089,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Lainages ; Draperies,Royaume de Naples,1353700,0,
1090,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Lainages ; Draperies ordinaires,Royaume de Naples,651600,0,
1091,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Lainages ; Etoffes,Royaume de Naples,933100,0,
1092,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Lainages : Schals,Royaume de Naples,29900,0,
1093,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries ; Bonneterie,Royaume de Naples,74400,0,
1094,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries : Etoffes,Royaume de Naples,1960700,0,
1095,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Soieries ; Gazes, crêpes et fuls",Royaume de Naples,153300,0,
1096,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries ; Mouchoirs et schals,Royaume de Naples,293700,0,
1097,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries ; Passementerie,Royaume de Naples,14600,0,
1098,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries ; Rubans,Royaume de Naples,340800,0,
1099,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages riches ; Soieries et dorure,Royaume de Naples,1300,0,
1100,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages mélangés ; Etoffes mélangées de soie,Royaume de Naples,45700,0,
1101,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Ouvrages mélangés ; Gazes, crêpes et tuls",Royaume de Naples,22700,0,
1102,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages mélangés ; Mouchoirs,Royaume de Naples,49900,0,
1103,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Dentelles de fil et de soie,Royaume de Naples,12300,0,
1104,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Rubanerie diverse,Royaume de Naples,2000,0,
1105,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles mêlées de fil et coton,Royaume de Naples,2200,0,
1106,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles de chanvre,Royaume de Naples,15500,0,
1107,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles de lin,Royaume de Naples,49200,0,
1108,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles de lin batiste et linon,Royaume de Naples,301200,0,
1109,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Toiles cirées, gommées et de crin",Royaume de Naples,400,0,
1110,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Argenterie,Royaume de Naples,12700,0,
1111,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Bijouterie,Royaume de Naples,28400,0,
1112,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Bouchons de liège,Royaume de Naples,2600,0,
1113,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Chandelle,Royaume de Naples,300,0,
1114,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Corail ouvré,Royaume de Naples,26000,0,
1115,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cordages,Royaume de Naples,4900,0,
1116,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Faïence et poterie,Royaume de Naples,36200,0,
1117,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Gants de peaux,Royaume de Naples,3400,0,
1118,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Habillemens et lingerie,Royaume de Naples,162000,0,
1119,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Horlogerie,Royaume de Naples,15300,0,
1120,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Instruments divers,Royaume de Naples,15700,0,
1121,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Librairie,Royaume de Naples,91900,0,
1122,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Mercerie,Royaume de Naples,429400,0,
1123,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Meubles et glaces,Royaume de Naples,4700,0,
1124,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de cuir,Royaume de Naples,80800,0,
1125,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de cuivre doré et argenté,Royaume de Naples,5100,0,
1126,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de marbre,Royaume de Naples,23000,0,
1127,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de modes et fleurs artificielles,Royaume de Naples,25300,0,
1128,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de passementerie,Royaume de Naples,6000,0,
1129,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de peaux,Royaume de Naples,6900,0,
1130,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de terre cuire,Royaume de Naples,700,0,
1131,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Papeterie,Royaume de Naples,44100,0,
1132,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Parasols,Royaume de Naples,2400,0,
1133,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Peaux et pelleterie,Royaume de Naples,64300,0,
1134,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Parfumerie,Royaume de Naples,26000,0,
1135,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Pierres et meules,Royaume de Naples,4000,0,
1136,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Plumes de toutes sortes,Royaume de Naples,9800,0,
1137,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Porcelaines,Royaume de Naples,2600,0,
1138,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Quincaillerie,Royaume de Naples,129600,0,
1139,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Savon,Royaume de Naples,3400,0,
1140,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Tableaux et estampes,Royaume de Naples,27200,0,
1141,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Verrerie,Royaume de Naples,36400,0,
1142,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis,Royaume de Naples,25100,0,
1143,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cuivre,Empire d'Autriche,1300,0,
1144,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Chapellerie,Empire d'Autriche,1400,0,
1145,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Lainages ; Draperies ordinaires,Empire d'Autriche,200,0,
1146,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Lainages : Schals,Empire d'Autriche,22400,0,
1147,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries : Etoffes,Empire d'Autriche,43100,0,
1148,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries ; Passementerie,Empire d'Autriche,2900,0,
1149,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries ; Rubans,Empire d'Autriche,3200,0,
1150,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages riches ; Soieries et dorure,Empire d'Autriche,10000,0,
1151,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles de lin batiste et linon,Empire d'Autriche,3100,0,
1152,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Bijouterie,Empire d'Autriche,7700,0,
1153,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Habillemens et lingerie,Empire d'Autriche,21100,0,
1154,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Horlogerie,Empire d'Autriche,1500,0,
1155,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Mercerie,Empire d'Autriche,900,0,
1156,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de cuir,Empire d'Autriche,1500,0,
1157,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de modes et fleurs artificielles,Empire d'Autriche,5500,0,
1158,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Papeterie,Empire d'Autriche,1000,0,
1159,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Parfumerie,Empire d'Autriche,2900,0,
1160,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Tableaux et estampes,Empire d'Autriche,14600,0,
1161,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Verrerie,Empire d'Autriche,600,0,
1162,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis,Empire d'Autriche,1000,0,
1163,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cuivre,"Angleterre, en vertu de licences",17500,0,
1164,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Fers aciers,"Angleterre, en vertu de licences",3000,0,
1165,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Chapellerie,"Angleterre, en vertu de licences",174000,0,
1166,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cotonnade ; Toiles mousseline,"Angleterre, en vertu de licences",9200,0,
1167,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cotonnade ; Toiles peintes et indiennes,"Angleterre, en vertu de licences",63800,0,
1168,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Lainages ; Bonneterie,"Angleterre, en vertu de licences",307800,0,
1169,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Lainages ; Draperies,"Angleterre, en vertu de licences",410300,0,
1170,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Lainages ; Draperies ordinaires,"Angleterre, en vertu de licences",23000,0,
1171,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries ; Bonneterie,"Angleterre, en vertu de licences",1302000,0,
1172,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries : Etoffes,"Angleterre, en vertu de licences",2737100,0,
1173,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Soieries ; Gazes, crêpes et fuls","Angleterre, en vertu de licences",47000,0,
1174,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries ; Mouchoirs et schals,"Angleterre, en vertu de licences",932100,0,
1175,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Soieries ; Rubans,"Angleterre, en vertu de licences",478700,0,
1176,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages riches ; Etoffes,"Angleterre, en vertu de licences",79000,0,
1177,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages riches ; Ouvrages divers,"Angleterre, en vertu de licences",4038100,0,
1178,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages riches ; Soieries et dorure,"Angleterre, en vertu de licences",18900,0,
1179,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Dentelles de fil et de soie,"Angleterre, en vertu de licences",16885400,0,
1180,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Rubanerie diverse,"Angleterre, en vertu de licences",55100,0,
1181,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Tapisserie,"Angleterre, en vertu de licences",1583200,0,
1182,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles mêlées de lin et de chanvre,"Angleterre, en vertu de licences",41600,0,
1183,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles mêlées de fil et coton,"Angleterre, en vertu de licences",12800,0,
1184,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles de chanvre,"Angleterre, en vertu de licences",326800,0,
1185,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles de lin,"Angleterre, en vertu de licences",4632400,0,
1186,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles de lin batiste et linon,"Angleterre, en vertu de licences",3318200,0,
1187,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Toiles à voiles,"Angleterre, en vertu de licences",26800,0,
1188,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Bijouterie,"Angleterre, en vertu de licences",98400,0,
1189,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Corail ouvré,"Angleterre, en vertu de licences",847300,0,
1190,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Cordages,"Angleterre, en vertu de licences",16800,0,
1191,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Esprit de vin,"Angleterre, en vertu de licences",15300,0,
1192,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Faïence et poterie,"Angleterre, en vertu de licences",16000,0,
1193,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Gants de peaux,"Angleterre, en vertu de licences",348700,0,
1194,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Habillemens et lingerie,"Angleterre, en vertu de licences",44300,0,
