numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,pays,marchandises,value,remarks
206,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Suisse,Drogues réunies,179000,
207,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Eaux-de-vie,1049000,
208,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Vins divers,165000,
209,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Vins de Bordeaux,3276000,
210,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Vins de liqueurs,49000,
211,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Huile d'olive,69000,
212,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Chairs salées,9000,
213,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Fromages,3000,
214,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Légumes,1000,
215,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Fruits divers,386000,
216,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Sel,10000,
217,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Beurre,1000,
218,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Provisions de bouche réunies,65000,
219,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Liqueurs,27000,
220,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Fil,59000,
221,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Laine,28000,
222,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Articles réunis,6000,
223,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Bois divers,2000,
224,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Graines diverses,4000,
225,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Tabacs,1000,
226,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Articles réunis,8000,
227,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Indigo,7000,
228,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Verdet,82000,
229,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Etats-Unis d'Amérique,Drogues réunies,5000,
230,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Eaux-de-vie,5527000,
231,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Vins divers,1174000,
232,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Vins de Bordeaux,11222000,
233,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Vins de liqueurs,639000,
234,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Huile d'olive,149000,
235,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Chairs salées,2000,
236,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Fromages,2000,
237,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Légumes,12000,
238,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Fruits divers,1353000,
239,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Miel,145000,
240,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Sel,62000,
241,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Beurre,733000,
242,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Provisions de bouche réunies,397000,
243,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Chocolat,1000,
244,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Liqueurs,22000,
245,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Sirops,113000,
246,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Thé,47000,
247,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Café,24000,
248,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Sucre,8000,
249,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Epiceries,15000,
250,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Articles réunis,5000,
251,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,"Brai, goudron et résine",1000,
252,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Bois divers,2000,
253,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Cuirs apprêtés,79000,
254,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Graines de trèfle,129000,
255,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Graines de jardin,59000,
256,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Graines diverses,8000,
257,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Pain de navette,5000,
258,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Tabacs,378000,
259,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Articles réunis,15000,
260,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Cochenille,97000,
261,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Garance,3000,
262,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Rocou,30000,
263,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Verdet,185000,
264,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Villes Anséatiques,Drogues réunies,10000,
265,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Eaux-de-vie,3508000,
266,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Vins divers,191000,
267,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Vins de Bordeaux,2435000,
268,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Vins de liqueurs,23000,
269,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Huile d'olive,25000,
270,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Chairs salées,86000,
271,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Fromages,2000,
272,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Fruits divers,465000,
273,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Poissons de toute sorte,1000,
274,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Miel,3000,
275,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Sel,282000,
276,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Beurre,309000,
277,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Provisions de bouche réunies,62000,
278,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Chocolat,1000,
279,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Liqueurs,11000,
280,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Sirops,5000,
281,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Café,19000,
282,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Fil,5000,
283,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Articles réunis,8000,
284,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Bois divers,1000,
285,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Cuirs apprêtés,198000,
286,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Graines de trèfle,213000,
287,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Graines de jardin,9000,
288,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Graines diverses,2000,
289,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Pain de navette,14000,
290,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Tabacs,15000,
291,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Articles réunis,52000,
292,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Cochenille,149000,
293,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Garance,12000,
294,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Rocou,3000,
295,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Verdet,61000,
296,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Danemarck,Drogues réunies,13000,
297,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Eaux-de-vie,83000,
298,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Vins divers,182000,
299,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Vins de Bordeaux,287000,
300,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Huile d'olive,3000,
301,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Chairs salées,1000,
302,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Fruits divers,97000,
303,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Sel,136000,
304,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Beurre,1000,
305,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Provisions de bouche réunies,10000,
306,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Café,1000,
307,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Tabacs,6000,
308,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Articles réunis,2000,
309,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Cochenille,1000,
310,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Suède,Verdet,20000,
311,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Eaux-de-vie,71000,
312,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Vins divers,147000,
313,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Huile d'olive,13000,
314,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Chairs salées,1000,
315,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Fromages,6000,
316,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Fruits divers,7000,
317,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Poissons de toute sorte,1000,
318,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Sel,1000,
319,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Beurre,2000,
320,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Provisions de bouche réunies,22000,
321,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Liqueurs,11000,
322,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Sirops,4000,
323,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Girofle,2000,
324,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Fil,2000,
325,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Articles réunis,8000,
326,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Cuirs apprêtés,11000,
327,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Tabacs,131000,
328,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Articles réunis,7000,
329,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Cochenille,5000,
330,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Verdet,7000,
331,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire Ottoman et Barbarie,Drogues réunies,25000,
332,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Vins divers,1000,
333,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Beurre,44000,
334,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Provisions de bouche réunies,5000,
335,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Liqueurs,3000,
336,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Sirops,2000,
337,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Café,33000,
338,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Sucre,8000,
339,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Cannelle,8000,
340,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Girofle,1000,
341,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Articles réunis,2000,
342,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Bois divers,1000,
343,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Cuirs apprêtés,117000,
344,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Graines de trèfle,1000,
345,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Tabacs,3000,
346,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Articles réunis,6000,
347,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Indigo,3000,
348,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Verdet,7000,
349,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Naples,Drogues réunies,5000,
350,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Eaux-de-vie,86000,
351,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Vins divers,214000,
352,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Vins de liqueurs,3000,
353,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,"Bestiaux en bœufs, vaches, porcs et moutons",208000,
354,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Chairs salées,2000,
355,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Fromages,596000,
356,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Fruits divers,5000,
357,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Miel,1000,
358,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Sel,350000,
359,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Beurre,26000,
360,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Provisions de bouche réunies,30000,
361,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Liqueurs,10000,
362,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Cacao,13000,
363,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Café,83000,
364,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Sucre,15000,
365,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Epiceries,12000,
366,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Cannelle,25000,
367,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Girofle,11000,
368,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Coton,20000,
369,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Fil,8000,
370,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Articles réunis,12000,
371,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Bois divers,4000,
372,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Cires jaune et blanche,1000,
373,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Cuirs apprêtés,100000,
374,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Graines diverses,42000,
375,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Huile de graine,2000,
376,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Tabacs,23000,
377,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Articles réunis,35000,
378,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Alun,5000,
379,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Cochenille,12000,
380,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Garance,4000,
