Data entry by,Source,Year,Sheet,Marchandises,Pays,Leur valeur,Leur Valeur (sub-total 1),Total,Par section,Par classe,Remarks,Classes,Sections
Fatima zahra,,1789,4,Chevaux,Etats d'Allemagne,40 000,,2 025 000,,2 189 000,,Bêtes de Somme,
Fatima zahra,,1789,4,Chevaux,République de Suisse,383 000,,2 025 000,,2 189 000,,Bêtes de Somme,
Fatima zahra,,1789,4,Chevaux,Royaume de Danemark,152 000,,2 025 000,,2 189 000,,Bêtes de Somme,
Fatima zahra,,1789,5,Chevaux,Empire d'Autriche,976 000,,2 025 000,,2 189 000,,Bêtes de Somme,
Fatima zahra,,1789,5,Chevaux,Angleterre,452 000,,2 025 000,,2 189 000,,Bêtes de Somme,
Fatima zahra,,1789,5,Mulets,Royaume de Sardaigne,164 000,,164 000,,2 189 000,,Bêtes de Somme,
Fatima zahra,,1789,4,Argent vif,Etats d'Allemagne,129 000,,153 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Argent vif,Milanie Toscane,24 000,,153 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,"Cuivre, bronze et Laiton",Hollande,344 000,,5 770 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,"Cuivre, bronze et Laiton",Etats d'Allemagne,1 020 000,,5 770 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,"Cuivre, bronze et Laiton",Villes Anséatiques,865 000,,5 770 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,"Cuivre, bronze et Laiton",Royaume de Suède,251 000,,5 770 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,"Cuivre, bronze et Laiton",Milanie Toscane,87 000,,5 770 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,"Cuivre, bronze et Laiton",République de Gènes,94 000,,5 770 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,"Cuivre, bronze et Laiton",Empire Ottoman et Barbarie,1 237 000,,5 770 000,,18 453 000,,Métaux,
Fatima zahra,,1789,5,"Cuivre, bronze et Laiton",Royaume de Sardaigne,32 000,,5 770 000,,18 453 000,,Métaux,
Fatima zahra,,1789,5,"Cuivre, bronze et Laiton",Empire d'Autriche,130 000,,5 770 000,,18 453 000,,Métaux,
Fatima zahra,,1789,5,"Cuivre, bronze et Laiton",Angleterre,1 710 000,,5 770 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Etain,Hollande,61 000,,744 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Etain,Milanie Toscane,16 000,,744 000,,18 453 000,,Métaux,
Fatima zahra,,1789,5,Etain,Angleterre,667 000,,744 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Fers et aciers,Royaume d'Espagne,272 000,,9 115 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Fers et aciers,Hollande,1 189 000,,9 115 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Fers et aciers,Royaume de Prusse,19 000,,9 115 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Fers et aciers,Etats d'Allemagne,239 000,,9 115 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Fers et aciers,République de Suisse,22 000,,9 115 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Fers et aciers,Etats-Unis d'Amérique,13 000,,9 115 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Fers et aciers,Villes Anséatiques,299 000,,9 115 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Fers et aciers,Royaume de Danemark,268 000,,9 115 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Fers et aciers,Royaume de Suède,4 739 000,,9 115 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Fers et aciers,Milanie Toscane,9 000,,9 115 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Fers et aciers,République de Gènes,54 000,,9 115 000,,18 453 000,,Métaux,
Fatima zahra,,1789,5,Fers et aciers,Royaume de Sardaigne,20 000,,9 115 000,,18 453 000,,Métaux,
Fatima zahra,,1789,5,Fers et aciers,Empire d'Autriche,792 000,,9 115 000,,18 453 000,,Métaux,
Fatima zahra,,1789,5,Fers et aciers,Empire de Russie,550 000,,9 115 000,,18 453 000,,Métaux,
Fatima zahra,,1789,5,Fers et aciers,Angleterre,630 000,,9 115 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Fer blanc,Royaume d'Espagne,10 000,,731 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Fer blanc,Hollande,14 000,,731 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Fer blanc,Villes Anséatiques,259 000,,731 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Fer blanc,Royaume de Suède,15 000,,731 000,,18 453 000,,Métaux,
Fatima zahra,,1789,5,Fer blanc,Empire d'Autriche,24 000,,731 000,,18 453 000,,Métaux,
Fatima zahra,,1789,5,Fer blanc,Angleterre,409 000,,731 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Plomb,Hollande,62 000,,1 940 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Plomb,Villes Anséatiques,589 000,,1 940 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Plomb,République de Gènes,32 000,,1 940 000,,18 453 000,,Métaux,
Fatima zahra,,1789,5,Plomb,Royaume de Sardaigne,9 000,,1 940 000,,18 453 000,,Métaux,
Fatima zahra,,1789,5,Plomb,Empire d'Autriche,17 000,,1 940 000,,18 453 000,,Métaux,
Fatima zahra,,1789,5,Plomb,Angleterre,1 231 000,,1 940 000,,18 453 000,,Métaux,
Fatima zahra,,1789,4,Articles réunis,,,,,,18 453 000,,Métaux,
Fatima zahra,,1789,4,chapellerie,Milanie Toscane,14 000,,73 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Chapellerie,Royaume de Naples,9 000,,73 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Chapellerie,Royaume de Sardaigne,14 000,,73 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Chapellerie,Angleterre,36 000,,73 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Etoffes en coton et en laine,Villes Anséatiques,42 000,,9 058 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Etoffes en coton et en laine,Empire d'Autriche,175 000,,9 058 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Etoffes en coton et en laine,Angleterre,8 841 000,,9 058 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,"Soierie en étoffe, mouchoirs, gazes et rubans",Royaume d'Espagne,112 000,,2 982 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,"Soierie en étoffe, mouchoirs, gazes et rubans",Hollande,16 000,,2 982 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,"Soierie en étoffe, mouchoirs, gazes et rubans",République de Suisse,276 000,,2 982 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,"Soierie en étoffe, mouchoirs, gazes et rubans",Milanie Toscane,164 000,,2 982 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,"Soierie en étoffe, mouchoirs, gazes et rubans",République de Gènes,270 000,,2 982 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,"Soierie en étoffe, mouchoirs, gazes et rubans",Empire Ottoman et Barbarie,187 000,,2 982 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,"Soierie en étoffe, mouchoirs, gazes et rubans",Royaume de Naples,22 000,,2 982 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,"Soierie en étoffe, mouchoirs, gazes et rubans",Royaume de Sardaigne,345 000,,2 982 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,"Soierie en étoffe, mouchoirs, gazes et rubans",Empire d'Autriche,8 000,,2 982 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,"Soierie en étoffe, mouchoirs, gazes et rubans",Angleterre,1 562 000,,2 982 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,"Soierie en étoffe, mouchoirs, gazes et rubans",République de Venise,5 000,,2 982 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,"Soierie en étoffe, mouchoirs, gazes et rubans",Colonies Françaises,15 000,,2 982 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Mouchoirs divers et des Indes,Royaume de Prusse,52 000,,1 663 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Mouchoirs divers et des Indes,Villes Anséatiques,16 000,,1 663 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Mouchoirs divers et des Indes,Royaume de Danemark,42 000,,1 663 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Mouchoirs divers et des Indes,Empire d'Autriche,86 000,,1 663 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Mouchoirs divers et des Indes,Angleterre,1 350 000,,1 663 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Mouchoirs divers et des Indes,Colonies Françaises,117 000,,1 663 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Rubanneries diverses,Hollande,24 000,,2 348 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Rubanneries diverses,Etats d'Allemagne,2 314 000,,2 348 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Rubanneries diverses,République de Suisse,10 000,,2 348 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Toiles diverses de lin et de chanvre,Royaume d'Espagne,46 000,,14 883 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Toiles diverses de lin et de chanvre,Hollande,2 350 000,,14 883 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Toiles diverses de lin et de chanvre,Royaume de Prusse,30 000,,14 883 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Toiles diverses de lin et de chanvre,Etats d'Allemagne,25 000,,14 883 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Toiles diverses de lin et de chanvre,République de Suisse,904 000,,14 883 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Toiles diverses de lin et de chanvre,Etats-Unis d'Amérique,18 000,,14 883 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Toiles diverses de lin et de chanvre,Villes Anséatiques,1 650 000,,14 883 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Toiles diverses de lin et de chanvre,Royaume de Danemark,101 000,,14 883 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Toiles diverses de lin et de chanvre,Milanie Toscane,154 000,,14 883 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Toiles diverses de lin et de chanvre,République de Gènes,31 000,,14 883 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Toiles diverses de lin et de chanvre,Royaume de Sardaigne,88 000,,14 883 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Toiles diverses de lin et de chanvre,Empire d'Autriche,8 960 000,,14 883 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Toiles diverses de lin et de chanvre,Empire de Russie,123 000,,14 883 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Toiles diverses de lin et de chanvre,Royaume de Portugal,17 000,,14 883 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Toiles diverses de lin et de chanvre,Angleterre,386 000,,14 883 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,"Toiles de coton, mousseline, nankin, et des Indes",Hollande,166 000,,11 401 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,"Toiles de coton, mousseline, nankin, et des Indes",République de Suisse,129 000,,11 401 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,"Toiles de coton, mousseline, nankin, et des Indes",Villes Anséatiques,1 041 000,,11 401 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,"Toiles de coton, mousseline, nankin, et des Indes",Royaume de Danemark,41 000,,11 401 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,"Toiles de coton, mousseline, nankin, et des Indes",Milanie Toscane,258 000,,11 401 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,"Toiles de coton, mousseline, nankin, et des Indes",Empire Ottoman et Barbarie,1 136 000,,11 401 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,"Toiles de coton, mousseline, nankin, et des Indes",Empire d'Autriche,2 933 000,,11 401 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,"Toiles de coton, mousseline, nankin, et des Indes",Royaume de Portugal,785 000,,11 401 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,"Toiles de coton, mousseline, nankin, et des Indes",Angleterre,2 701 000,,11 401 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,"Toiles de coton, mousseline, nankin, et des Indes",Colonies Françaises,2 211 000,,11 401 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Dentelles de fil,République de Suisse,923 000,,1 137 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Dentelles de fil,Empire d'Autriche,214 000,,1 137 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Draperies,Empire d'Autriche,57 000,,1 090 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Draperies,Angleterre,1 033 000,,1 090 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Bonneterie ordinaire en coton et laine,Milanie Toscane,8 000,,1 137 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Bonneterie ordinaire en coton et laine,République de Gènes,19 000,,1 137 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Bonneterie ordinaire en coton et laine,Royaume de Sardaigne,167 000,,1 137 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Bonneterie ordinaire en coton et laine,Empire d'Autriche,43 000,,1 137 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Bonneterie ordinaire en coton et laine,Angleterre,900 000,,1 137 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Articles réunis,Royaume d'Espagne,28 000,,195 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Articles réunis,Hollande,40 000,,195 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Articles réunis,Etats d'Allemagne,29 000,,195 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Articles réunis,République de Suisse,59 000,,195 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,5,Articles réunis,Angleterre,39 000,,195 000,,45 967 000,,Objets manufacturés,
Fatima zahra,,1789,4,Peaux et pelleteries,Royaume d'Espagne,231 000,,1 891 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Peaux et pelleteries,Hollande,9 000,,1 891 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Peaux et pelleteries,Royaume de Prusse,17 000,,1 891 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Peaux et pelleteries,Etats d'Allemagne,36 000,,1 891 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Peaux et pelleteries,République de Suisse,150 000,,1 891 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Peaux et pelleteries,Etats-Unis d'Amérique,38 000,,1 891 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Peaux et pelleteries,Villes Anséatiques,159 000,,1 891 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Peaux et pelleteries,Royaume de Danemark,11 000,,1 891 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Peaux et pelleteries,Milanie Toscane,9 000,,1 891 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Peaux et pelleteries,République de Gènes,30 000,,1 891 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Peaux et pelleteries,Empire Ottoman et Barbarie,380 000,,1 891 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Peaux et pelleteries,Royaume de Naples,93 000,,1 891 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Peaux et pelleteries,Royaume de Sardaigne,436 000,,1 891 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Peaux et pelleteries,Empire de Russie,76 000,,1 891 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Peaux et pelleteries,Royaume de Portugal,12 000,,1 891 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Peaux et pelleteries,Etats de Rome,10 000,,1 891 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Peaux et pelleteries,Angleterre,194 000,,1 891 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Quincailleries diverses,Hollande,815 000,,4 043 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Quincailleries diverses,Royaume de Prusse,8 000,,4 043 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Quincailleries diverses,Etats d'Allemagne,461 000,,4 043 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Quincailleries diverses,République de Suisse,129 000,,4 043 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Quincailleries diverses,Villes Anséatiques,201 000,,4 043 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Quincailleries diverses,Royaume de Suède,43 000,,4 043 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Quincailleries diverses,Milanie Toscane,17 000,,4 043 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Quincailleries diverses,Empire d'Autriche,346 000,,4 043 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Quincailleries diverses,Angleterre,2 023 000,,4 043 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Savons,Royaume d'Espagne,10 000,,41 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Savons,Empire d'Autriche,11 000,,41 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Savons,Angleterre,20 000,,41 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Bouchons de liège,Royaume d'Espagne,207 000,,207 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Marbres,Milanie Toscane,350 000,,388 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Marbres,République de Gènes,30 000,,388 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Marbres,Etats de Rome,8 000,,388 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Merceries,Hollande,127 000,,1 769 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Merceries,Etats d'Allemagne,1 155 000,,1 769 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Merceries,République de Suisse,50 000,,1 769 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Merceries,Villes Anséatiques,66 000,,1 769 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Merceries,Royaume de Danemark,9 000,,1 769 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Merceries,Milanie Toscane,78 000,,1 769 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Merceries,Empire d'Autriche,23 000,,1 769 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Merceries,Angleterre,261 000,,1 769 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Ouvrages de jonc,Royaume d'Espagne,92 000,,131 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Ouvrages de jonc,Villes Anséatiques,17 000,,131 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Ouvrages de jonc,Empire de Russie,22 000,,131 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Ouvrages divers,Royaume d'Espagne,46 000,,669 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Ouvrages divers,Hollande,192 000,,669 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Ouvrages divers,Etats-Unis d'amérique,8 000,,669 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Ouvrages divers,Villes Anséatiques,34 000,,669 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Ouvrages divers,Royaume de Danemark,13 000,,669 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Ouvrages divers,Milanie Toscane,30 000,,669 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Ouvrages divers,République de Gènes,44 000,,669 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Ouvrages divers,Royaume de Naples,19 000,,669 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Ouvrages divers,Royaume de Sardaigne,18 000,,669 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Ouvrages divers,Royaume de Portugal,14 000,,669 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Ouvrages divers,Angleterre,251 000,,669 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Habillement et lingerie,République de Suisse,117 000,,246 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Habillement et lingerie,Empire Ottoman et Barbarie,14 000,,246 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Habillement et lingerie,Empire d'Autriche,10 000,,246 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Habillement et lingerie,Angleterre,99 000,,246 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Habillement et lingerie,Colonies Françaises,6 000,,246 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Colles de toute sorte,Hollande,164 000,,294 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Colles de toute sorte,Empire d'Autriche,12 000,,294 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Colles de toute sorte,Empire de Russie,58 000,,294 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Colles de toute sorte,Angleterre,60 000,,294 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Librairie,Hollande,34 000,,625 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Librairie,Etats d'Allemagne,71 000,,625 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Librairie,République de Suisse,383 000,,625 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Librairie,Villes Anséatiques,8 000,,625 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Librairie,Empire d'Autriche,92 000,,625 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Librairie,Angleterre,37 000,,625 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Horlogeries,Hollande,16 000,,65 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Horlogeries,République de Suisse,39 000,,65 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Horlogeries,Angleterre,10 000,,65 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Plumes de toute sorte,Hollande,32 000,,102 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Plumes de toute sorte,Villes Anséatiques,64 000,,102 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Plumes de toute sorte,Royaume de suède,6 000,,102 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Plumes d'autruche,Royaume d'Espagne,10 000,,19 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Plumes d'autruche,Royaume de Sardaigne,9 000,,19 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Plumes à écrire,Hollande,45 000,,195 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Plumes à écrire,Villes Anséatiques,118 000,,195 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Plumes à écrire,Royaume de Danemark,18 000,,195 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Plumes à écrire,Royaume de Suède,14 000,,195 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Faience et poterie,République de Gènes,54 000,,1 137 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Faience et poterie,Angleterre,1 083 000,,1 137 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Meubles et miroirs,Hollande,28 000,,96 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Meubles et miroirs,Royaume de Danemark,11 000,,96 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Meubles et miroirs,Empire d'Autriche,12 000,,96 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Meubles et miroirs,Angleterre,45 000,,96 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Voitures,Angleterre,397 000,,397 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Articles réunis,Royaume d'Espagne,279 000,,4 343 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Articles réunis,Hollande,990 000,,4 343 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Articles réunis,Royaume de Prusse,50 000,,4 343 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Articles réunis,Etats d'Allemagne,400 000,,4 343 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Articles réunis,République de Suisse,202 000,,4 343 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Articles réunis,Etats-Unis d'Amérique,18 000,,4 343 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Articles réunis,Villes Anséatiques,147 000,,4 343 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Articles réunis,Royaume de Danemark,137 000,,4 343 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Articles réunis,Milanie Toscane,34 000,,4 343 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Articles réunis,République de Gènes,148 000,,4 343 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,4,Articles réunis,Empire Ottoman et Barbarie,23 000,,4 343 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Articles réunis,Royaume de Naples,100 000,,4 343 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Articles réunis,Royaume de Sardaigne,115 000,,4 343 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Articles réunis,Empire d'Autriche,710 000,,4 343 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Articles réunis,Empire de Russie,142 000,,4 343 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Articles réunis,Angleterre,813 000,,4 343 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Articles réunis,République de Venise,9 000,,4 343 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,5,Articles réunis,Colonies Françaises,26 000,,4 343 000,,16 658 000,,Industrie Etrangère,
Fatima zahra,,1789,6,Manne,Milanie Toscane,17 000,,266 000,,1 726 000,,Drogues midicinales,
