numrodeligne,datantryby,source,SourcePath,SourceType,year,exportsimports,pays,marchandises,value
878,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Bois divers,1200
879,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Bois feuillards,6400
880,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,"Brai, goudron et résine",1000
881,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Cuirs et peaux de bœufs et de vaches apprêtés,20400
882,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Graines de jardin,1300
883,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Huiles de graines ordinaires,6200
884,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Matériaux propres à la construction,11000
885,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Suif,900
886,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Saint-Domingue,Articles réunis,3100
887,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Bestiaux,6000
888,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Beurre,657800
889,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Blés,73300
890,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Chairs fraîches et salées,412300
891,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Farine et biscuit de mer,2307600
892,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Farine pâtes et vermicelle,89300
893,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Fromage,180300
894,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Fruits frais,1700
895,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Fruits secs,88200
896,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Fruits confits au sucre,17500
897,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Fruits confits à l'eau-de-vie,52200
898,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Fruits et légumes confits et marinés,86000
899,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Graisse,88300
900,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Huile d'olive fine,2844800
901,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Légumes,111600
902,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,"Poissons frais, salés et marinés",23500
903,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Morue de pêche française,304000
904,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Provisions de bouche,89900
905,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Riz,13300
906,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Sel,37500
907,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Bière et cidre,74700
908,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Eaux-de-vie,706600
909,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Liqueurs,151200
910,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Vins divers ordinaires,1690400
911,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Vins divers fins,303000
912,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Vins de Bordeaux ordinaires,1837600
913,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Vins de Bordeaux fins,600000
914,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Vins de liqueur,206100
915,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Vinaigre,37500
916,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Sirop mélasse,11700
917,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Sucres,24800
918,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Bêtes de somme,150300
919,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Chanvre,1900
920,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Coton filé et en rame,18300
921,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Fil de lin et de chanvre,202600
922,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,"Laines filées, blanches et teintes",20500
923,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Soies,7000
924,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Bois divers,32700
925,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Bois feuillards,141600
926,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Bois ouvrés,40600
927,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,"Brai, goudron et résine",42400
928,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Charbon de terre et de bois,40700
929,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Cuirs et peaux de bœufs et de vaches apprêtés,29500
930,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Graines diverses,3500
931,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Graines de jardin,5300
932,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Huiles de graines ordinaires,81900
933,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Matériaux propres à la construction,14700
934,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Soufre,2300
935,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Suif,30500
936,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Tabacs,1500
937,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Colonies Françaises,Articles réunis,30900
938,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Alun,3000
939,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Couleurs et teintures diverses préparées,23800
940,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,"Craie, blanc d'Espagne, ocre jaune et rouge",3400
941,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Encre à écrire et à imprimer,5700
942,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Garance et alyzary,95600
943,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Noir d'ivoire,3900
944,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Stil de grain,1900
945,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Verdet et vert-de-gris,31100
946,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Vernis préparés,300
947,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Articles réunis,23200
948,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Cuivre,81800
949,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Fers divers,150700
950,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Etain,17500
951,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Plomb,4300
952,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Chapellerie en poil et laine,935900
953,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Chapellerie en paille et sparterie,20200
954,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Dentelles de fil et tulles,122500
955,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Dentelles de soie dite blonde,96800
956,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Rubanerie ord.re (celle en dorure fine et de soie exceptée),68000
957,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Cotonnades ; bonneterie,89000
958,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Cotonnades ; couvertures,4600
959,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,"Cotonnades ; draps, étoffes de toute sorte",3057800
960,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,"Cotonnades ; gazes, crèpes et tulles",700
961,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Cotonnades ; mouchoirs et schals,234000
962,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,"Cotonnades ; toiles unies, bazin et nankin",152100
963,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Cotonnades ; toiles mousselines unies et peintes,22900
964,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,"Cotonnades ; toiles peintes, teintes et imprimées, indiennes et siamoises",1413300
965,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Lainages ; bonneterie,31500
966,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,"Lainages ; couvertures, tapis et tapisseries",4100
967,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Lainages ; draperies,1240000
968,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Lainages ; étoffes fines en casimir et mérinos,1016000
969,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Lainages ; schals de laine et poil,277800
970,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Soieries ; bonneterie,426500
971,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Soieries ; étoffes unies et brochées en pure soie,3709600
972,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,"Soieries ; gazes, crèpes et tulles",133200
973,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Soieries ; mouchoirs et schals,246800
974,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Soieries ; passementerie,32500
975,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Soieries ; rubans,997200
976,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,"Ouvrages riches ; dentelles, galons, passementerie, rubans",37800
977,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Ouvrages riches ; étoffes riches en or et argent mélangés de soie,4000
978,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Ouvrages en dorure fausse,107000
979,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,"Tissus de soie, coton et laine mélangés",132100
980,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Tissus de crin,1700
981,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Toilerie ; bonneterie de fil ,7900
982,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Toilerie ; Toiles mélées de lin et de chanvre,349300
983,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Toilerie ; toiles à carreaux pour matelas,68900
984,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Toilerie ; toiles de chanvre,26700
985,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Toilerie ; toiles de lin de toutes sortes,3299700
986,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Toilerie ; toiles batiste et linon,884000
987,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Toilerie ; toiles linge de table,44500
988,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Toilerie ; toiles mouchoirs blancs et teints,56400
989,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume d'Espagne et ses colonies,Toilerie ; toiles peintes et teintes en fil,43900
990,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Alun,700
991,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Couleurs et teintures diverses préparées,3800
992,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,"Craie, blanc d'Espagne, ocre jaune et rouge",4200
993,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Encre à écrire et à imprimer,13500
994,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Verdet et vert-de-gris,29400
995,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Vernis préparés,2400
996,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Articles réunis,200
997,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Cuivre,20200
998,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Fers divers,58100
999,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Etain,1800
1000,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Plomb,2500
1001,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Chapellerie en poil et laine,116500
1002,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Chapellerie en paille et sparterie,83100
1003,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Dentelles de fil et tulles,23700
1004,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Dentelles de soie dite blonde,8800
1005,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Cotonnades ; bonneterie,2600
1006,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Cotonnades ; mouchoirs et schals,4500
1007,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,"Cotonnades ; toiles unies, bazin et nankin",147000
1008,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Cotonnades ; toiles mousselines unies et peintes,4700
1009,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,"Cotonnades ; toiles peintes, teintes et imprimées, indiennes et siamoises",765300
1010,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Lainages ; bonneterie,600
1011,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,"Lainages ; couvertures, tapis et tapisseries",800
1012,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Lainages ; draperies,339700
1013,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Lainages ; étoffes fines en casimir et mérinos,25000
1014,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Lainages ; schals de laine et poil,39300
1015,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Soieries ; bonneterie,119200
1016,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Soieries ; étoffes unies et brochées en pure soie,1478200
1017,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,"Soieries ; gazes, crèpes et tulles",42700
1018,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Soieries ; mouchoirs et schals,191100
1019,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Soieries ; passementerie,74700
1020,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Soieries ; rubans,425100
1021,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,"Ouvrages riches ; dentelles, galons, passementerie, rubans",14900
1022,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Ouvrages en dorure fausse,24100
1023,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,"Tissus de soie, coton et laine mélangés",1200
1024,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Tissus de crin,300
1025,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Toilerie ; Toiles mélées de lin et de chanvre,476100
1026,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Toilerie ; toiles batiste et linon,86200
1027,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Toilerie ; toiles mouchoirs blancs et teints,2100
1028,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Portugal et ses colonies,Toilerie ; toiles peintes et teintes en fil,6600
1029,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Alun,26200
1030,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Cochenille,3500
1031,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Couleurs et teintures diverses préparées,1500
1032,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Encre à écrire et à imprimer,50500
1033,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Garance et alyzary,347200
1034,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Noir d'ivoire,15300
1035,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Verdet et vert-de-gris,107700
1036,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Articles réunis,24900
1037,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Cuivre,19200
1038,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Fers divers,39100
1039,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Etain,2600
1040,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Plomb,7900
1041,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Chapellerie en poil et laine,198500
