numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,pays,marchandises,value
1910,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Italie,Articles réunis,19000
1911,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Argenterie et orfévrerie en vermeil,15600
1912,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Bijouterie en perles et pierres fines montées et non montées,2600
1913,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Bouchons de liège,1100
1914,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Carton ouvré et en feuilles,1500
1915,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Cordages de chanvre,3800
1916,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Embarcations et autres objets de marine,3400
1917,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Faïence poterie de grès et de terre,2700
1918,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Glaces et miroirs,21500
1919,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,"Habillemens, lingerie et effets militaires",7100
1920,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Horlogerie,53700
1921,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Instrumens pour les sciences et les arts,6100
1922,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Instrumens de musique,1500
1923,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Librairie,107500
1924,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Mercerie commune,89600
1925,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Mercerie Bimbeloterie,2000
1926,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Mercerie fine,31700
1927,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Meubles,58100
1928,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,"Objets d'arts, histoire naturelle, peinture et gravure",16300
1929,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Ouvrages de coutellerie,15100
1930,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Ouvrages en harnois et sellerie,2700
1931,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,"Ouvrages en cuivre doré, argenté, plaqué",188800
1932,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Ouvrages de modes,63800
1933,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Ouvrages de modes fleurs artificielles,5400
1934,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Ouvrages de passementerie ordinaire,1600
1935,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Ouvrages de peaux diverses,13000
1936,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Ouvrages de tabletterie,25600
1937,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,"Ouvrages en terre cuite, briques, tuiles, carreaux, pipes",2700
1938,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Papiers à écrire,10200
1939,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Papiers peints,10800
1940,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Parasols et parapluies,15500
1941,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Parfumerie diverse,1800
1942,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Parfumerie huiles et essences,2800
1943,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Peaux pelleteries ouvrées,800
1944,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Pierres à fusils,4300
1945,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Plumes d'autruche et autres de parure,10000
1946,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Plumes à écrire et à lit,1400
1947,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Porcelaine,59400
1948,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Quincaillerie diverse,11600
1949,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Quincaillerie fil de fer,30100
1950,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Savons,4800
1951,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,"Verrerie, cristaux",28800
1952,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Verrerie ordinaire,173900
1953,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,"Verrerie bouteilles pleines, vides, et dames-jeannes",82000
1954,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Naples et Sicile,Articles réunis,1300
1955,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,Argenterie et orfévrerie en vermeil,600
1956,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,Faïence,4400
1957,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,Faïence poterie de grès et de terre,4200
1958,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,Glaces et miroirs,1300
1959,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,"Habillemens, lingerie et effets militaires",2400
1960,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,Horlogerie,300
1961,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,Instrumens pour les sciences et les arts,500
1962,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,Instrumens de musique,500
1963,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,Librairie,1600
1964,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,Mercerie commune,3800
1965,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,Mercerie fine,900
1966,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,Meubles,500
1967,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,"Objets d'arts, histoire naturelle, peinture et gravure",1100
1968,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,Ouvrages de coutellerie,1400
1969,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,"Ouvrages en cuivre doré, argenté, plaqué",800
1970,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,Papiers à écrire,500
1971,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,Papiers peints,2300
1972,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,Peaux pelleteries ouvrées,600
1973,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,"Pierres en grès taillés, meules",800
1974,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,Savons,400
1975,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,"Verrerie, cristaux",600
1976,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,Verrerie ordinaire,81600
1977,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Etats de Rome,"Verrerie bouteilles pleines, vides, et dames-jeannes",12200
1978,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Amidon,7900
1979,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Ardoises,8200
1980,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Argenterie et orfévrerie en vermeil,32600
1981,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Armes,3900
1982,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Bijouterie en perles et pierres fines montées et non montées,16600
1983,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Bouchons de liège,12600
1984,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Bougie,4500
1985,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Caractères d'imprimerie,2000
1986,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Cartes à jouer,3600
1987,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Carton ouvré et en feuilles,46700
1988,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Chandelle,41100
1989,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,"Corail brut et taillé, non monté",23000
1990,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Cordages de chanvre,16800
1991,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Embarcations et autres objets de marine,2800
1992,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Faïence,5900
1993,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Faïence poterie de grès et de terre,24600
1994,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Glaces et miroirs,31800
1995,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,"Habillemens, lingerie et effets militaires",140100
1996,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Horlogerie,202500
1997,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Instrumens pour les sciences et les arts,12300
1998,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Instrumens de musique,12200
1999,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Librairie,503200
2000,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Mercerie commune,78400
2001,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Mercerie Bimbeloterie,29600
2002,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Mercerie fine,62300
2003,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Meubles,266700
2004,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,"Objets d'arts, histoire naturelle, peinture et gravure",273200
2005,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Ouvrages de boissellerie,9500
2006,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,"Ouvrages de vannerie, de bois et d'osier",45400
2007,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Ouvrages de coutellerie,4700
2008,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Ouvrages de cuir et cordonnerie,14000
2009,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Ouvrages en harnois et sellerie,1800
2010,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,"Ouvrages en cuivre doré, argenté, plaqué",196800
2011,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Ouvrages de modes,316500
2012,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Ouvrages de modes fleurs artificielles,65900
2013,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Ouvrages de passementerie ordinaire,6700
2014,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Ouvrages de peaux gants,58300
2015,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Ouvrages de sparterie en tissus divers,36100
2016,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Ouvrages de tabletterie,29500
2017,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,"Ouvrages en terre cuite, briques, tuiles, carreaux, pipes",3700
2018,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Papiers à écrire,27800
2019,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Papiers peints,46600
2020,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Parasols et parapluies,6700
2021,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Parfumerie diverse,76000
2022,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Parfumerie eaux de senteur,83500
2023,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Parfumerie huiles et essences,4700
2024,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Peaux brutes et apprêtées,130600
2025,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Peaux pelleteries ouvrées,24100
2026,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Plumes d'autruche et autres de parure,38800
2027,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Plumes à écrire et à lit,17200
2028,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Porcelaine,234400
2029,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Quincaillerie diverse,1100
2030,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Quincaillerie fil de fer,1600
2031,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Savons,100300
2032,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,"Verrerie, cristaux",4500
2033,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Verrerie ordinaire,77500
2034,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,"Verrerie bouteilles pleines, vides, et dames-jeannes",149000
2035,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Voitures,17000
2036,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Angleterre et ses colonies,Articles réunis,21800
2037,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Amidon,1100
2038,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Ardoises,970500
2039,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Argenterie et orfévrerie en vermeil,56100
2040,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Armes,2400
2041,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Bijouterie en perles et pierres fines montées et non montées,113700
2042,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Bouchons de liège,81100
2043,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Bougie,1400
2044,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Caractères d'imprimerie,6600
2045,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Carton ouvré et en feuilles,33200
2046,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Chandelle,7800
2047,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,"Corail brut et taillé, non monté",2500
2048,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Cordages de chanvre,14600
2049,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Embarcations et autres objets de marine,17200
2050,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Faïence,34100
2051,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Faïence poterie de grès et de terre,70500
2052,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Glaces et miroirs,185200
2053,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,"Habillemens, lingerie et effets militaires",249900
2054,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Horlogerie,328200
2055,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Instrumens pour les sciences et les arts,84500
2056,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Instrumens de musique,102100
2057,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Librairie,480100
2058,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Mercerie commune,692300
2059,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Mercerie Bimbeloterie,114200
2060,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Mercerie fine,254900
2061,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Meubles,129500
2062,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,"Objets d'arts, histoire naturelle, peinture et gravure",137500
2063,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Ouvrages de bois simple et doré,23200
2064,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Ouvrages de boissellerie,100200
2065,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,"Ouvrages de vannerie, de bois et d'osier",140200
2066,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Ouvrages de coutellerie,31300
2067,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Ouvrages de cuir et cordonnerie,5100
2068,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Ouvrages en harnois et sellerie,17900
2069,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,"Ouvrages en cuivre doré, argenté, plaqué",563600
2070,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Ouvrages de modes,355000
2071,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Ouvrages de modes fleurs artificielles,39000
2072,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Ouvrages de passementerie ordinaire,67400
2073,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Ouvrages de peaux diverses,45100
2074,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Ouvrages de peaux gants,298000
2075,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1820.csv,Résumé,1820,Exportations,Royaume des Pays-Bas et ses colonies,Ouvrages de sparterie en tissus divers,73200
