numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
195,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Normandie,Vin de Bordeaux,Etats unis de l'Amérique,500,Pintes,"0,5",250,0,1 muid et 212 pintes à 10 sous la pinte
196,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Normandie,Volaille,Angleterre ,,,,435,,
197,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Beurre,Marseille,200,Livres,"0,5",100,0,
198,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Beurre,Angleterre ,200,Livres,"0,5",100,0,
199,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Biscuit de mer,Marseille,1800,Livres,"0,1",180,0,10 livres le quintal
200,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Bois de chataigner en planches,Marseille,45,Douzaines,100,4500,0,
201,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Bois de chêne en planches,Marseille,4,Douzaines,140,560,0,
202,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Cuirs de bœufs tannés et apprêtés,Angleterre ,1155,Livres,"1,1",1270,"-0,5",
203,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Cuirs de vaches tannés,Angleterre ,1615,Livres,"1,5",2422,"-0,5",
204,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Graine de trefle,Angleterre ,2100,Livres,"0,36",756,0,
205,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Legumes (poivres),Marseille,1670,Livres,"0,1",167,0,
206,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Lingerie,Angleterre ,,,,340,,
207,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Marchandises à la valeur,Marseille,,,,102,,
208,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Marchandises à la valeur,Angleterre ,,,,394,,
209,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Miel,La Hollande,79728,Livres ,"0,18",14351,"-0,04",18 livres le quintal
210,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Papier,La Hollande,29,Rames,"4,5",130,"-0,5",
211,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Peaux de veaux apprêtées,Angleterre ,217,Livres ,2,434,0,
212,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Poisson salé (morue seche),Marseille,15700,Livres,"0,3",4710,0,30 livres le quintal
213,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Huitres en pierres,Angleterre ,1315500,Nombre,"0,005",6577,"-0,5",5 livres le mille
214,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Savon,Angleterre ,570,Livres,"0,6",342,0,60 livres le quintal
215,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Toille d'embalage,Marseille,220,Livres,1,220,0,
216,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bretagne,Toille de Bretagne,Angleterre ,74,Aunes,,142,,Pas de prix unitaire
217,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,10,1789,Saint-Malo,Le Légué et dépendances,Bordeaux,Vin rouge,Angleterre ,,,,770,,250 pintes et 430 bouteilles
