Numéro de ligne,Data entry by,Source,Year,Import-Export,Sheet,Marchandises,Marchandise-Normalisée,Pays,Quantités,Leur Valeur,Leur Valeur (sub-total 1),,Leur Valeur (sub-total 2),Total,Remarks
910,Annick Davis,Montbret 849,1772,Import,48,Huile ; d'amande,,Italie,290,1 740,,,,8 262 669,
911,Annick Davis,Montbret 849,1772,Import,48,Huile ; de geroffle,,Hollande,112,2 440,,,,8 262 669,
912,Annick Davis,Montbret 849,1772,Import,49,Huile ; de graine,,Flandre,1 033,,,,,8 262 669,Two quantities for Flandre
913,Annick Davis,Montbret 849,1772,Import,49,Huile ; de graine,,Flandre,9 020,85 386,356 457,,,8 262 669,Two quantities for Flandre
914,Annick Davis,Montbret 849,1772,Import,49,Huile ; de graine,,Hollande,903 570,271 071,356 457,,,8 262 669,
915,Annick Davis,Montbret 849,1772,Import,49,Huile ; de laurier,,Allemagne,1 106,2 212,11 344,,,8 262 669,
916,Annick Davis,Montbret 849,1772,Import,49,Huile ; de laurier,,Hollande,9 132,9 132,11 344,,,8 262 669,
917,Annick Davis,Montbret 849,1772,Import,49,Huile ; de lin,,Hollande,227 520,97 940,121 044,,,8 262 669,
918,Annick Davis,Montbret 849,1772,Import,49,Huile ; de lin,,Naples,77 015,23 104,121 044,,,8 262 669,
919,Annick Davis,Montbret 849,1772,Import,49,Huile ; de muscades,,Hollande,59,1 180,,,,8 262 669,
920,Annick Davis,Montbret 849,1772,Import,49,Huile ; de navette,,Hollande,142 407,56 552,,,,8 262 669,
921,Annick Davis,Montbret 849,1772,Import,49,Huille ; de noix,,Savoye,3 598,1 439,,,,8 262 669,
922,Annick Davis,Montbret 849,1772,Import,49,Huile ; d'olive,,Espagne,4 519,,6 623 727,,,8 262 669,Two quantities for Espagne
923,Annick Davis,Montbret 849,1772,Import,49,Huile ; d'olive,,Espagne,179 891,288 842,6 623 727,,,8 262 669,Two quantities for Espagne
924,Annick Davis,Montbret 849,1772,Import,49,Huile ; d'olive,,Flandre,83 525,50 112,6 623 727,,,8 262 669,
925,Annick Davis,Montbret 849,1772,Import,49,Huile ; d'olive,,Hollande,17 635,10 581,6 623 727,,,8 262 669,
926,Annick Davis,Montbret 849,1772,Import,49,Huile ; d'olive,,Italie,331,,6 623 727,,,8 262 669,Two quantities for Italie
927,Annick Davis,Montbret 849,1772,Import,49,Huile ; d'olive,,Italie,5 528 916,3 256 839,6 623 727,,,8 262 669,Two quantities for Italie
928,Annick Davis,Montbret 849,1772,Import,49,Huile ; d'olive,,Naples,8 233,329 320,6 623 727,,,8 262 669,
929,Annick Davis,Montbret 849,1772,Import,49,Huile ; d'olive,,Genes,16 650,660 000,6 623 727,,,8 262 669,
930,Annick Davis,Montbret 849,1772,Import,49,Huile ; d'olive,,Venise,30,1 200,6 623 727,,,8 262 669,
931,Annick Davis,Montbret 849,1772,Import,49,Huile ; d'olive,,Levant,39 896,1 595 840,6 623 727,,,8 262 669,
932,Annick Davis,Montbret 849,1772,Import,49,Huile ; d'olive,,Portugal,231 885,109 513,6 623 727,,,8 262 669,
933,Annick Davis,Montbret 849,1772,Import,49,Huile ; d'olive,,Savoye,8 037,321 480,6 623 727,,,8 262 669,
934,Annick Davis,Montbret 849,1772,Import,49,Huile ; de poisson,,Allemagne,4 505,1 126,1 001 368,,,8 262 669,
935,Annick Davis,Montbret 849,1772,Import,49,Huile ; de poisson,,Angleterre,72,9 331,1 001 368,,,8 262 669,
936,Annick Davis,Montbret 849,1772,Import,49,Huile ; de poisson,,Espagne,51 500,15 310,1 001 368,,,8 262 669,
937,Annick Davis,Montbret 849,1772,Import,49,Huile ; de poisson,,Flandre,63 490,15 877,1 001 368,,,8 262 669,
938,Annick Davis,Montbret 849,1772,Import,49,Huile ; de poisson,,Hollande,912 723,249 928,1 001 368,,,8 262 669,
939,Annick Davis,Montbret 849,1772,Import,49,Huile ; de poisson,,Naples,8 000,2 000,1 001 368,,,8 262 669,
940,Annick Davis,Montbret 849,1772,Import,49,Huile ; de poisson,,Genes,41 300,10 325,1 001 368,,,8 262 669,
941,Annick Davis,Montbret 849,1772,Import,49,Huile ; de poisson,,Nord,35 750,8 937,1 001 368,,,8 262 669,
942,Annick Davis,Montbret 849,1772,Import,49,Huile ; de poisson,,Portugal,1 366 541,341 634,1 001 368,,,8 262 669,
943,Annick Davis,Montbret 849,1772,Import,49,Huile ; de poisson,,Russie,35 845,8 961,1 001 368,,,8 262 669,
944,Annick Davis,Montbret 849,1772,Import,49,Huile ; de poisson,,Savoye,214 400,53 600,1 001 368,,,8 262 669,
945,Annick Davis,Montbret 849,1772,Import,49,Huile ; de poisson,,Suède,42 188,10 082,1 001 368,,,8 262 669,
946,Annick Davis,Montbret 849,1772,Import,49,Huile ; de poisson,,Isles,1 096 830,274 257,1 001 368,,,8 262 669,
947,Annick Davis,Montbret 849,1772,Import,49,Huile ; de rabette,,Hollande,120 731,42 255,,,,8 262 669,
948,Annick Davis,Montbret 849,1772,Import,49,Huile ; de terebenthine,,Hollande,4 625,1 206,,,,8 262 669,
949,Annick Davis,Montbret 849,1772,Import,49,Huile ; de vitriol,,Angleterre,1 400,5 600,41 917,,,8 262 669,
950,Annick Davis,Montbret 849,1772,Import,49,Huile ; de vitriol,,Hollande,18 085,36 317,41 917,,,8 262 669,
951,Annick Davis,Montbret 849,1772,Import,50,Huitres,,Angleterre,171 736,,,,,3 434,No value given
952,Annick Davis,Montbret 849,1772,Import,50,Jais,,Espagne,82 310,12 346,,,,18 346,
953,Annick Davis,Montbret 849,1772,Import,50,Jais,,Indes,22 000,6 000,,,,18 346,
954,Annick Davis,Montbret 849,1772,Import,50,Jalap,,Espagne,690,1 035,,,,33 885,
955,Annick Davis,Montbret 849,1772,Import,50,Jalap,,Genes,21 900,32 850,,,,33 885,
956,Annick Davis,Montbret 849,1772,Import,50,Jambons,,Allemagne,5 840,3 305,,,,11 397,
957,Annick Davis,Montbret 849,1772,Import,50,Jambons,,Angleterre,3 000,1 800,,,,11 397,
958,Annick Davis,Montbret 849,1772,Import,50,Jambons,,Espagne,2 457,1 754,,,,11 397,
959,Annick Davis,Montbret 849,1772,Import,50,Jambons,,Hollande,5 050,3 217,,,,11 397,
960,Annick Davis,Montbret 849,1772,Import,50,Jambons,,Portugal,2 052,1 321,,,,11 397,
961,Annick Davis,Montbret 849,1772,Import,50,Jaune ; de Naples,,Naples,13 480,,,,,10 110,No value given
962,Annick Davis,Montbret 849,1772,Import,50,Jeux ; de moulin,,Nord,7 000,2 450,,,,2 450,
963,Annick Davis,Montbret 849,1772,Import,50,Indes ; fines,,Hollande,607,,,,,3 215,No value given
964,Annick Davis,Montbret 849,1772,Import,50,Indigo,,Espagne,115 464,1 004 895,,,,26 360 139,
965,Annick Davis,Montbret 849,1772,Import,50,Indigo,,Flandre,4 900,44 100,,,,26 360 139,
966,Annick Davis,Montbret 849,1772,Import,50,Indigo,,Hollande,10 848,108 480,,,,26 360 139,
967,Annick Davis,Montbret 849,1772,Import,50,Indigo,,Italie,5 612,28 060,,,,26 360 139,
968,Annick Davis,Montbret 849,1772,Import,50,Indigo,,Genes,900,4 500,,,,26 360 139,
969,Annick Davis,Montbret 849,1772,Import,50,Indigo,,Nord,1 500,7 500,,,,26 360 139,
970,Annick Davis,Montbret 849,1772,Import,50,Indigo,,Portugal,2 600,10 400,,,,26 360 139,
971,Annick Davis,Montbret 849,1772,Import,50,Indigo,,Savoye,2 100,8 400,,,,26 360 139,
972,Annick Davis,Montbret 849,1772,Import,50,Indigo,,Isles,4 028 418,25 143 804,,,,26 360 139,
973,Annick Davis,Montbret 849,1772,Import,50,Instruments ; de mathematiques,,Flandre,245,1 225,,,,84 457,
974,Annick Davis,Montbret 849,1772,Import,50,Instruments ; de musique,,Allemagne,7 792,83 232,,,,84 457,
975,Annick Davis,Montbret 849,1772,Import,50,Jons ; à faire des chaises,,Flandre,14 500,,,,,2 900,No value given
976,Annick Davis,Montbret 849,1772,Import,50,Ipecacuanna,,Genes,380,1 900,,,,3 632,
977,Annick Davis,Montbret 849,1772,Import,50,Ipecacuanna,,Portugal,,1 732,,,,3 632,No quantity given
978,Annick Davis,Montbret 849,1772,Import,51,Iris,,Italie,60 675,30 337,,,,33 937,
979,Annick Davis,Montbret 849,1772,Import,51,Iris,,Naples,9 000,3 600,,,,33 937,
980,Annick Davis,Montbret 849,1772,Import,51,Jus ; de citron,,Italie,8 170,1 757,89 417,,,613 968,
981,Annick Davis,Montbret 849,1772,Import,51,Jus ; de citron,,Naples,279 800,83 940,89 417,,,613 968,
982,Annick Davis,Montbret 849,1772,Import,51,Jus ; de citron,,Genes,12 400,3 720,89 417,,,613 968,
983,Annick Davis,Montbret 849,1772,Import,51,Jus ; de réglisse,,Italie,55 630,19 470,524 551,,,613 968,
984,Annick Davis,Montbret 849,1772,Import,51,Jus ; de réglisse,,Naples,1 443 090,505 081,524 551,,,613 968,
985,Annick Davis,Montbret 849,1772,Import,51,Lacque ; platte,,Venise,4 480,6 720,,,,81 493,
986,Annick Davis,Montbret 849,1772,Import,51,Lacque ; platte,,Indes,59 819,74 773,,,,81 493,
987,Annick Davis,Montbret 849,1772,Import,51,Laine ; d'agnelin,,Nord,2 468,2 966,,,,16 096 055,
988,Annick Davis,Montbret 849,1772,Import,51,Laine ; d'Allemagne,,Hollande,46 910,46 910,903 091,,,16 096 055,
989,Annick Davis,Montbret 849,1772,Import,51,Laine ; d'Allemagne,,Nord,856 181,856 181,903 091,,,16 096 055,
990,Annick Davis,Montbret 849,1772,Import,51,Laine ; brutte,,Espagne,8 297,12 445,,,,16 096 055,
991,Annick Davis,Montbret 849,1772,Import,51,Laine ; de Carmenie,,Hollande,2 287,18 296,,,,16 096 055,
992,Annick Davis,Montbret 849,1772,Import,51,Laine ; de chevron,,Levant,267 499,401 248,,,,16 096 055,
993,Annick Davis,Montbret 849,1772,Import,51,Laine ; commune,,Italie,31 000,31 000,73 560,,,16 096 055,
994,Annick Davis,Montbret 849,1772,Import,51,Laine ; commune,,Savoye,42 560,42 560,73 560,,,16 096 055,
995,Annick Davis,Montbret 849,1772,Import,51,Laine ; d'Espagne,,Espagne,5 034,,6 837 972,,,16 096 055,
996,Annick Davis,Montbret 849,1772,Import,51,Laine ; d'Espagne,,Espagne,122 940,6 590 330,6 837 972,,,16 096 055,
997,Annick Davis,Montbret 849,1772,Import,51,Laine ; d'Espagne,,Hollande,70 755,247 642,6 837 972,,,16 096 055,
998,Annick Davis,Montbret 849,1772,Import,51,Laine ; filée,,Angleterre,2 342,8 197,9 457,,,16 096 055,
999,Annick Davis,Montbret 849,1772,Import,51,Laine ; filée,,Nord,420,1 260,9 457,,,16 096 055,
1 000,Annick Davis,Montbret 849,1772,Import,51,Laine ; lavée,,Espagne,35 860,39 445,1 973 594,,,16 096 055,
1 001,Annick Davis,Montbret 849,1772,Import,51,Laine ; lavée,,Italie,333 920,367 312,1 973 594,,,16 096 055,
1 002,Annick Davis,Montbret 849,1772,Import,51,Laine ; lavée,,Naples,266 742,293 416,1 973 594,,,16 096 055,
1 003,Annick Davis,Montbret 849,1772,Import,51,Laine ; lavée,,Genes,2 195,2 414,1 973 594,,,16 096 055,
1 004,Annick Davis,Montbret 849,1772,Import,51,Laine ; lavée,,Venise,3 456,3 801,1 973 594,,,16 096 055,
1 005,Annick Davis,Montbret 849,1772,Import,51,Laine ; lavée,,Levant,1 150 462,1 265 508,1 973 594,,,16 096 055,
1 006,Annick Davis,Montbret 849,1772,Import,51,Laine ; lavée,,Savoye,1 544,1 698,1 973 594,,,16 096 055,
1 007,Annick Davis,Montbret 849,1772,Import,51,Laine ; peignée,,Allemagne,3 135,6 270,,,,16 096 055,
1 008,Annick Davis,Montbret 849,1772,Import,51,Laine ; pelade,,Savoye,1 860,1 674,,,,16 096 055,
1 009,Annick Davis,Montbret 849,1772,Import,51,Laine ; de Portugal,,Portugal,13 750,41 250,,,,16 096 055,
1 010,Annick Davis,Montbret 849,1772,Import,51,Laine ; en rames,,Hollande,61 501,43 050,,,,16 096 055,
1 011,Annick Davis,Montbret 849,1772,Import,51,Laine ; de Segovie,,Espagne,504 305,806 888,,,,16 096 055,
1 012,Annick Davis,Montbret 849,1772,Import,51,Laine ; en suin,,Nord,124 256,124 256,,,,16 096 055,
1 013,Annick Davis,Montbret 849,1772,Import,52,Laine ; surge,,Espagne,612 060,612 060,4 609 048,,,16 096 055,
1 014,Annick Davis,Montbret 849,1772,Import,52,Laine ; surge,,Naples,11 600,11 600,4 609 048,,,16 096 055,
1 015,Annick Davis,Montbret 849,1772,Import,52,Laine ; surge,,Genes,11 700,10 530,4 609 048,,,16 096 055,
1 016,Annick Davis,Montbret 849,1772,Import,52,Laine ; surge,,Levant,4 416 520,3 974 858,4 609 048,,,16 096 055,
1 017,Annick Davis,Montbret 849,1772,Import,52,Laine ; en toison,,Angleterre,6 544,16 360,,,,16 096 055,
1 018,Annick Davis,Montbret 849,1772,Import,52,Laine ; de Vigogne,,Espagne,23 336,214 630,,,,16 096 055,
1 019,Annick Davis,Montbret 849,1772,Import,52,Langues ; salée,,Angleterre,17 081,,,,,10 833,No value given
1 020,Annick Davis,Montbret 849,1772,Import,52,Lard,,Angleterre,151 258,60 114,,,,66 409,
1 021,Annick Davis,Montbret 849,1772,Import,52,Lard,,Italie,8 870,4 435,,,,66 409,
1 022,Annick Davis,Montbret 849,1772,Import,52,Lard,,Savoye,6 200,1 860,,,,66 409,
1 023,Annick Davis,Montbret 849,1772,Import,52,Lattes,,Allemagne,569 200,,,,,14 230,No value given
1 024,Annick Davis,Montbret 849,1772,Import,52,Lauzes,,Savoye,86,,,,,2 064,No value given
1 025,Annick Davis,Montbret 849,1772,Import,52,Légumes,,Allemagne,10 200,1 020,,,,1 176 993,
1 026,Annick Davis,Montbret 849,1772,Import,52,Légumes,,Angleterre,244 600,36 600,,,,1 176 993,
1 027,Annick Davis,Montbret 849,1772,Import,52,Légumes,,Espagne,270 920,37 207,,,,1 176 993,
1 028,Annick Davis,Montbret 849,1772,Import,52,Légumes,,Hollande,1 101 880,59 154,,,,1 176 993,
1 029,Annick Davis,Montbret 849,1772,Import,52,Légumes,,Italie,8 815 060,422 259,,,,1 176 993,
1 030,Annick Davis,Montbret 849,1772,Import,52,Légumes,,Naples,1 255 320,125 532,,,,1 176 993,
1 031,Annick Davis,Montbret 849,1772,Import,52,Légumes,,Genes,928 500,57 175,,,,1 176 993,
1 032,Annick Davis,Montbret 849,1772,Import,52,Légumes,,Levant,17 692,,,,,1 176 993,
1 033,Annick Davis,Montbret 849,1772,Import,52,Légumes,,Levant,739 857,427 825,,,,1 176 993,
1 034,Annick Davis,Montbret 849,1772,Import,52,Légumes,,Savoye,68 140,10 221,,,,1 176 993,
1 035,Annick Davis,Montbret 849,1772,Import,52,Léton ; gravé ou gratté,,Allemagne,11 853,17 779,19 873,,,21 721,
1 036,Annick Davis,Montbret 849,1772,Import,52,Léton ; gravé ou gratté,,Hollande,2 793,2 094,19 873,,,21 721,
1 037,Annick Davis,Montbret 849,1772,Import,52,Leton ; ouvré,,Hollande,1 320,1 848,,,,21 721,
1 038,Annick Davis,Montbret 849,1772,Import,52,Librairie,,Allemagne,14 752,39 779,,,,247 765,
1 039,Annick Davis,Montbret 849,1772,Import,52,Librairie,,Angleterre,2 218,4 437,,,,247 765,
1 040,Annick Davis,Montbret 849,1772,Import,52,Librairie,,Espagne,4 011,8 022,,,,247 765,
1 041,Annick Davis,Montbret 849,1772,Import,52,Librairie,,Flandre,1 200,2 400,,,,247 765,
1 042,Annick Davis,Montbret 849,1772,Import,52,Librairie,,Genève,46 585,93 170,,,,247 765,
1 043,Annick Davis,Montbret 849,1772,Import,52,Librairie,,Hollande,10 650,21 300,,,,247 765,
1 044,Annick Davis,Montbret 849,1772,Import,52,Librairie,,Italie,5 164,10 328,,,,247 765,
1 045,Annick Davis,Montbret 849,1772,Import,52,Librairie,,Genes,2 757,5 514,,,,247 765,
1 046,Annick Davis,Montbret 849,1772,Import,52,Librairie,,Venise,2 000,4 000,,,,247 765,
1 047,Annick Davis,Montbret 849,1772,Import,53,Librairie,,Levant,500,1 000,,,,247 765,
1 048,Annick Davis,Montbret 849,1772,Import,53,Librairie,,Portugal,500,1 000,,,,247 765,
1 049,Annick Davis,Montbret 849,1772,Import,53,Librairie,,Savoye,9 388,18 776,,,,247 765,
1 050,Annick Davis,Montbret 849,1772,Import,53,Librairie,,Suisse,19 733,38 039,,,,247 765,
1 051,Annick Davis,Montbret 849,1772,Import,53,Liège,,Espagne,560 309,62 769,,,,82 076,
1 052,Annick Davis,Montbret 849,1772,Import,53,Liège,,Italie,154 458,19 307,,,,82 076,
1 053,Annick Davis,Montbret 849,1772,Import,53,Limes,,Flandre,3 165,4 747,,,,44 504,
1 054,Annick Davis,Montbret 849,1772,Import,53,Limes,,Hollande,44 031,35 969,,,,44 504,
1 055,Annick Davis,Montbret 849,1772,Import,53,Limes,,Genes,1 900,1 900,,,,44 504,
1 056,Annick Davis,Montbret 849,1772,Import,53,Limes,,Nord,2 360,1 888,,,,44 504,
1 057,Annick Davis,Montbret 849,1772,Import,53,Lin ; en bottes,,Angleterre,16 715,6 686,,,,560 262,
1 058,Annick Davis,Montbret 849,1772,Import,53,Lin ; cru,,Espagne,2 820,1 485,516 469,,,560 262,
1 059,Annick Davis,Montbret 849,1772,Import,53,Lin ; cru,,Flandre,185 560,139 170,516 469,,,560 262,
1 060,Annick Davis,Montbret 849,1772,Import,53,Lin ; cru,,Hollande,97 397,54 340,516 469,,,560 262,
1 061,Annick Davis,Montbret 849,1772,Import,53,Lin ; cru,,Italie,6 830,4 098,516 469,,,560 262,
1 062,Annick Davis,Montbret 849,1772,Import,53,Lin ; cru,,Levant,2 700,1 620,516 469,,,560 262,
1 063,Annick Davis,Montbret 849,1772,Import,53,Lin ; cru,,Nord,310 677,154 683,516 469,,,560 262,
1 064,Annick Davis,Montbret 849,1772,Import,53,Lin ; cru,,Russie,296 434,148 217,516 469,,,560 262,
1 065,Annick Davis,Montbret 849,1772,Import,53,Lin ; cru,,Suède,25 113,12 856,516 469,,,560 262,
1 066,Annick Davis,Montbret 849,1772,Import,53,Lin ; peigné,,Angleterre,9 430,17 917,29 875,,,560 262,
1 067,Annick Davis,Montbret 849,1772,Import,53,Lin ; peigné,,Hollande,19 363,11 958,29 875,,,560 262,
1 068,Annick Davis,Montbret 849,1772,Import,53,Lin ; en pierres,,Hollande,1 360,3 264,,,,560 262,
1 069,Annick Davis,Montbret 849,1772,Import,53,Lin ; en rames,,Hollande,15 264,3 968,,,,560 262,
1 070,Annick Davis,Montbret 849,1772,Import,53,Lingerie,,Allemagne,2 517,,,,,2 103,No value given
1 071,Annick Davis,Montbret 849,1772,Import,53,Liqueurs,,Allemagne,24 968,24 968,,,,73 917,
1 072,Annick Davis,Montbret 849,1772,Import,53,Liqueurs,,Hollande,700,1 400,,,,73 917,
1 073,Annick Davis,Montbret 849,1772,Import,53,Liqueurs,,Italie,7 035,7 035,,,,73 917,
1 074,Annick Davis,Montbret 849,1772,Import,53,Liqueurs,,Naples,1 390,1 390,,,,73 917,
1 075,Annick Davis,Montbret 849,1772,Import,53,Liqueurs,,Genes,2 722,2 722,,,,73 917,
1 076,Annick Davis,Montbret 849,1772,Import,53,Liqueurs,,Venise,5 550,5 550,,,,73 917,
1 077,Annick Davis,Montbret 849,1772,Import,54,Liqueurs,,Allemagne,24 968,24 968,,,,73 917,I think they are duplicates 
1 078,Annick Davis,Montbret 849,1772,Import,54,Liqueurs,,Hollande,700,1 400,,,,73 917,I think they are duplicates 
1 079,Annick Davis,Montbret 849,1772,Import,54,Liqueurs,,Italie,7 035,7 035,,,,73 917,I think they are duplicates 
1 080,Annick Davis,Montbret 849,1772,Import,54,Liqueurs,,Naples,1 390,1 390,,,,73 917,I think they are duplicates 
1 081,Annick Davis,Montbret 849,1772,Import,54,Liqueurs,,Genes,2 722,2 722,,,,73 917,I think they are duplicates 
1 082,Annick Davis,Montbret 849,1772,Import,54,Liqueurs,,Venise,5 550,5 550,,,,73 917,I think they are duplicates 
1 083,Annick Davis,Montbret 849,1772,Import,54,Liqueurs,,Savoye,13 775,11 356,,,,73 917,
1 084,Annick Davis,Montbret 849,1772,Import,54,Liqueurs,,Isles,6 191,19 496,,,,73 917,
1 085,Annick Davis,Montbret 849,1772,Import,54,Litarge,,Flandre,96 505,19 301,,,,26 270,
1 086,Annick Davis,Montbret 849,1772,Import,54,Litarge,,Hollande,18 867,5 520,,,,26 270,
1 087,Annick Davis,Montbret 849,1772,Import,54,Litarge,,Nord,7 200,1 440,,,,26 270,
1 088,Annick Davis,Montbret 849,1772,Import,54,Livres ; en blanc,,Flandre,2 265,,,,,2 828,No value given
1 089,Annick Davis,Montbret 849,1772,Import,54,Lustres,,Italie,3 000,4 500,,,,50 212,
1 090,Annick Davis,Montbret 849,1772,Import,54,Lustres,,Naples,4 000,6 000,,,,50 212,
1 091,Annick Davis,Montbret 849,1772,Import,54,Lustres,,Genes,7 150,10 721,,,,50 212,
1 092,Annick Davis,Montbret 849,1772,Import,54,Lustres,,Venise,12 300,18 450,,,,50 212,
1 093,Annick Davis,Montbret 849,1772,Import,54,Lustres,,Levant,7 025,10 537,,,,50 212,
1 094,Annick Davis,Montbret 849,1772,Import,54,Macis,,Hollande,131,,,,,1 310,No value given
1 095,Annick Davis,Montbret 849,1772,Import,54,Manne,,Espagne,2 875,5 031,,,,1 337 372,
1 096,Annick Davis,Montbret 849,1772,Import,54,Manne,,Italie,142 084,248 647,,,,1 337 372,
1 097,Annick Davis,Montbret 849,1772,Import,54,Manne,,Naples,598 847,1 047 982,,,,1 337 372,
1 098,Annick Davis,Montbret 849,1772,Import,54,Manne,,Genes,19 207,33 612,,,,1 337 372,
1 099,Annick Davis,Montbret 849,1772,Import,54,Manne,,Savoye,1 200,2 100,,,,1 337 372,
1 100,Annick Davis,Montbret 849,1772,Import,54,Maquereaux ; salés,,Danemark,75 709,,,,,11 356,No value given
1 101,Annick Davis,Montbret 849,1772,Import,54,Marbre ; brut,,Allemagne,1 007,1 258,11 205,,,217 875,
1 102,Annick Davis,Montbret 849,1772,Import,54,Marbre ; brut,,Italie,79 900,2 742,11 205,,,217 875,
1 103,Annick Davis,Montbret 849,1772,Import,54,Marbre ; brut,,Genes,281 000,7 025,11 205,,,217 875,
1 104,Annick Davis,Montbret 849,1772,Import,54,Marbre ; ouvré,,Italie,42 350,127 050,206 850,,,217 875,
1 105,Annick Davis,Montbret 849,1772,Import,54,Marbre ; ouvré,,Naples,3 400,10 200,206 850,,,217 875,
1 106,Annick Davis,Montbret 849,1772,Import,54,Marbre ; ouvré,,Genes,23 200,69 600,206 850,,,217 875,
1 107,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Allemagne,,78 868,,,,741 747,
1 108,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Angleterre,,34 408,,,,741 747,
1 109,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Danemark,,11 306,,,,741 747,
1 110,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Espagne,,181 978,,,,741 747,
1 111,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Flandre,,50 944,,,,741 747,
1 112,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Genève,,35 017,,,,741 747,
1 113,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Hollande,,142 542,,,,741 747,
1 114,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Italie,,21 974,,,,741 747,
1 115,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Naples,,14 771,,,,741 747,
1 116,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Genes,,22 378,,,,741 747,
1 117,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Venise,,9 191,,,,741 747,
1 118,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Levant,,16 206,,,,741 747,
1 119,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Nord,,18 132,,,,741 747,
1 120,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Portugal,,9 052,,,,741 747,
1 121,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Russie,,5 455,,,,741 747,
1 122,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Savoye,,39 548,,,,741 747,
1 123,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Suède,,10 273,,,,741 747,
1 124,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Suisse,,19 622,,,,741 747,
1 125,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Isles,,5 824,,,,741 747,
1 126,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; à l'estimation,,Indes,,4 508,,,,741 747,
1 127,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; de modes,,Allemagne,,1 750,9 750,,,741 747,
1 128,Annick Davis,Montbret 849,1772,Import,55,Marchandises ; de modes,,Genes,,8 000,9 750,,,741 747,
1 129,Annick Davis,Montbret 849,1772,Import,55,Mastic,,Levant,700,,,,,2 100,No value given
1 130,Annick Davis,Montbret 849,1772,Import,55,Mats,,Danemark,,,,,,121 629,
1 131,Annick Davis,Montbret 849,1772,Import,55,Mats,,Danemark,277,7 854,,,,121 629,
1 132,Annick Davis,Montbret 849,1772,Import,55,Mats,,Hollande,327,19 815,,,,121 629,
1 133,Annick Davis,Montbret 849,1772,Import,55,Mats,,Genes,42,16 800,,,,121 629,
1 134,Annick Davis,Montbret 849,1772,Import,55,Mats,,Nord,,,,,,121 629,
1 135,Annick Davis,Montbret 849,1772,Import,55,Mats,,Nord,574,21 430,,,,121 629,
1 136,Annick Davis,Montbret 849,1772,Import,55,Mats,,Russie,798,48 265,,,,121 629,
1 137,Annick Davis,Montbret 849,1772,Import,55,Mats,,Suède,462,7 465,,,,121 629,
1 138,Annick Davis,Montbret 849,1772,Import,56,Mercerie,,Allemagne,201 878,1 205 055,,,,2 581 607,
1 139,Annick Davis,Montbret 849,1772,Import,56,Mercerie,,Angleterre,1 500,1 000,,,,2 581 607,
1 140,Annick Davis,Montbret 849,1772,Import,56,Mercerie,,Espagne,24 264,52 441,,,,2 581 607,
1 141,Annick Davis,Montbret 849,1772,Import,56,Mercerie,,Flandre,77 455,200 012,,,,2 581 607,
1 142,Annick Davis,Montbret 849,1772,Import,56,Mercerie,,Genève,2 780,9 730,,,,2 581 607,
1 143,Annick Davis,Montbret 849,1772,Import,56,Mercerie,,Hollande,236 576,476 185,,,,2 581 607,
1 144,Annick Davis,Montbret 849,1772,Import,56,Mercerie,,Italie,9 372,32 803,,,,2 581 607,
1 145,Annick Davis,Montbret 849,1772,Import,56,Mercerie,,Naples,5 100,17 850,,,,2 581 607,
1 146,Annick Davis,Montbret 849,1772,Import,56,Mercerie,,Genes,9 767,34 184,,,,2 581 607,
1 147,Annick Davis,Montbret 849,1772,Import,56,Mercerie,,Venise,2 685,9 397,,,,2 581 607,
1 148,Annick Davis,Montbret 849,1772,Import,56,Mercerie,,Nord,177 683,340 821,,,,2 581 607,
1 149,Annick Davis,Montbret 849,1772,Import,56,Mercerie,,Savoye,23 597,72 250,,,,2 581 607,
1 150,Annick Davis,Montbret 849,1772,Import,56,Mercerie,,Suisse,37 867,129 879,,,,2 581 607,
1 151,Annick Davis,Montbret 849,1772,Import,56,Merciers,,Danemark,3 916,,,,,11 748,No value given
