Data entry by,Source,Year,Sheet,Marchandises,Pays,Quantités,Leur Valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; ouvré,Allemagne,4701,8781,42487,,,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; ouvré,Flandre,908,1589,42487,,,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; ouvré,Hollande,13818,22415,42487,,,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; ouvré,Naples,5550,6050,42487,,,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; ouvré,Levant,2435,3652,42487,,,
Mohamed Chabih,Montbret 849,1772,29,Dattes,Levant,24220,4844,,,4844,
Mohamed Chabih,Montbret 849,1772,29,Degrau,Espagne,36,6480,,,6480,
Mohamed Chabih,Montbret 849,1772,29,Dents ; d'elephant,Flandre,9055,22637,184518,,195875,
Mohamed Chabih,Montbret 849,1772,29,Dents ; d'elephant,Hollande,37801,94502,184518,,195875,
Mohamed Chabih,Montbret 849,1772,29,Dents ; d'elephant,Italie,200,2000,184518,,195875,
Mohamed Chabih,Montbret 849,1772,29,Dents ; d'elephant,Genes,2140,21400,184518,,195875,
Mohamed Chabih,Montbret 849,1772,29,Dents ; d'elephant,Portugal,6510,16275,184518,,195875,
Mohamed Chabih,Montbret 849,1772,29,Dents ; d'elephant,Isles,6212,27704,184518,,195875,
Mohamed Chabih,Montbret 849,1772,29,Dents ; de morphil,Isles,5711,11357,,,195875,
Kathleya Medina,Montbret 849,1772,30,Dentelle; de fil; blanc,Flandre,477,382050,395740,,406860,
Kathleya Medina,Montbret 849,1772,30,Dentelle; de fil; blanc,Hollande,120,6000,,,406860,
Kathleya Medina,Montbret 849,1772,30,Dentelle; de fil; blanc,Savoye,384,7690,,,406860,
Kathleya Medina,Montbret 849,1772,30,Dentelle; de fil; commune,Suisse,71,,1420,,406860,
Kathleya Medina,Montbret 849,1772,30,Dentelle; de fil; grosse,Suisse,194,,9700,,406860,
Kathleya Medina,Montbret 849,1772,30,Dorure fine,Espagne,115,11500,,,24000,
Kathleya Medina,Montbret 849,1772,30,Dorure fine,Savoye,125,12 500,,,24 000,
Kathleya Medina,Montbret 849,1772,31,Drap;de laine;d'Angleterre,Angleterre,467,7 240,,,,
Kathleya Medina,Montbret 849,1772,31,Drap;de laine;d'Hollande,Hollande,721,7 214,,,,
Mohamed Chabih,Montbret 849,1772,32,Drap ; draperie ; bayette,Hollande,61,1098,3018,75094,89548,
Mohamed Chabih,Montbret 849,1772,32,Drap ; draperie ; bayette,Nord,640,1920,3018,75094,89548,
Mohamed Chabih,Montbret 849,1772,32,Drap ; draperie ; Oroguet,Hollande,1762,5286,,75094,89548,
Mohamed Chabih,Montbret 849,1772,32,Drap ; draperie ; furaine,Allemagne,53,1590,,75094,89548,
Mohamed Chabih,Montbret 849,1772,32,Drap ; draperie ; ordinaire,Hollande,1920,11520,26130,75094,89548,
Mohamed Chabih,Montbret 849,1772,32,Drap ; draperie ; ordinaire,Italie,375,2250,26130,75094,89548,
Mohamed Chabih,Montbret 849,1772,32,Drap ; draperie ; ordinaire,Genes,190,1140,26130,75094,89548,
Mohamed Chabih,Montbret 849,1772,32,Drap ; draperie ; ordinaire,Levant,600,3600,26130,75094,89548,
Mohamed Chabih,Montbret 849,1772,32,Drap ; draperie ; ordinaire,Portugal,720,4320,26130,75094,89548,
Mohamed Chabih,Montbret 849,1772,32,Drap ; draperie ; ordinaire,Savoye,550,3300,26130,75094,89548,
Mohamed Chabih,Montbret 849,1772,33,Drap ; draperie ; petite,Genes,500,1500,7500,75094,89548,
Mohamed Chabih,Montbret 849,1772,33,Drap ; draperie ; petite,Levant,750,2250,7500,75094,89548,
Mohamed Chabih,Montbret 849,1772,33,Drap ; draperie ; petite,Savoye,1250,3750,7500,75094,89548,
Mohamed Chabih,Montbret 849,1772,33,Drap ; draperie ; ratine,Genes,275,3300,31570,75094,89548,
Mohamed Chabih,Montbret 849,1772,33,Drap ; draperie ; ratine,Hollande,2827,28270,31570,75094,89548,
Mohamed Chabih,Montbret 849,1772,33,Drapeaux ; vieux,Espagne,16250,2437,,,13936,
Mohamed Chabih,Montbret 849,1772,33,Drapeaux ; vieux,Portugal,123200,6165,,,13936,
Mohamed Chabih,Montbret 849,1772,33,Drapeaux ; vieux,Savoye,35565,5334,,,13936,
Mohamed Chabih,Montbret 849,1772,33,Drogueries,Espagne,6640,6640,,,235515,
Mohamed Chabih,Montbret 849,1772,33,Drogueries,Hollande,86998,109556,,,235515,
Mohamed Chabih,Montbret 849,1772,33,Drogueries,Italie,1300,1300,,,235515,
Mohamed Chabih,Montbret 849,1772,33,Drogueries,Genes,3440,3440,,,235515,
Mohamed Chabih,Montbret 849,1772,33,Drogueries,Levant,29075,29075,,,235515,
Mohamed Chabih,Montbret 849,1772,33,Drogueries,Nord,42825,80250,,,235515,
Mohamed Chabih,Montbret 849,1772,33,Drogueries,Portugal,1220,1220,,,235515,
Mohamed Chabih,Montbret 849,1772,33,Drogueries,Savoye,2730,2730,,,235515,
Mohamed Chabih,Montbret 849,1772,33,Drogueries,Suede,1304,1304,,,235515,
Mohamed Chabih,Montbret 849,1772,34,Eau ; de cologne,Flandre,,1733,,,45809,no quantity
Mohamed Chabih,Montbret 849,1772,34,Eau ; de fleur d'orange,Italie,10810,13046,34231,,45809,
Mohamed Chabih,Montbret 849,1772,34,Eau ; de fleur d'orange,Genes,26755,13377,34231,,45809,
Mohamed Chabih,Montbret 849,1772,34,Eau ; de fleur d'orange,Levant,12600,6300,34231,,45809,
Mohamed Chabih,Montbret 849,1772,34,Eau ; de fleur d'orange,Savoye,3770,1508,34231,,45809,
Mohamed Chabih,Montbret 849,1772,34,Eau ; forte,Savoye,8025,8025,,,45809,
Mohamed Chabih,Montbret 849,1772,34,Eau ; de senteur,Allemagne,1820,1820,,,45809,
Mohamed Chabih,Montbret 849,1772,34,Eau de vie,Allemagne,24,5960,,,3937340,
Mohamed Chabih,Montbret 849,1772,34,Eau de vie,Espagne,3299,,,,,three quantities for spain
Mohamed Chabih,Montbret 849,1772,34,Eau de vie,Espagne,20154,,,,,three quantities for spain
Mohamed Chabih,Montbret 849,1772,34,Eau de vie,Espagne,352902,3931380,,,3937340,three quantities for spain
Mohamed Chabih,Montbret 849,1772,35,Ecailles ; de cahouanne,Isles,673,2692,,,59918,
Mohamed Chabih,Montbret 849,1772,35,Ecailles ; de poisson,Allemagne,,6068,,,59918,No quantity
Mohamed Chabih,Montbret 849,1772,35,Ecailles ; de tortue,Espagne,1480,17760,51158,,59918,
Mohamed Chabih,Montbret 849,1772,35,Ecailles ; de tortue,Flandre,2682,21456,51158,,59918,
Mohamed Chabih,Montbret 849,1772,35,Ecailles ; de tortue,Hollande,670,6342,51158,,59918,
Mohamed Chabih,Montbret 849,1772,35,Ecailles ; de tortue,Isles,700,5600,51158,,59918,
Mohamed Chabih,Montbret 849,1772,35,Echalats,Allemagne,77,4640,,,4640,
Mohamed Chabih,Montbret 849,1772,35,Ecorce se chesne,Allemagne,51,2039,,,8609,
Mohamed Chabih,Montbret 849,1772,35,Ecorce se chesne,Flandre,2190,6570,,,8609,
Mohamed Chabih,Montbret 849,1772,35,Encens,Levant,39250,23550,,,23550,
Mohamed Chabih,Montbret 849,1772,35,Epicerie,Hollande,83016,189165,,,207572,
Mohamed Chabih,Montbret 849,1772,35,Epicerie,Nord,8181,18407,,,207572,
Mohamed Chabih,Montbret 849,1772,35,Eponges,Allemagne,4945,4945,,,7920,
Mohamed Chabih,Montbret 849,1772,35,Eponges,Italie,2975,2975,,,7920,
Mohamed Chabih,Montbret 849,1772,35,Escabilles,Flandre,20,2000,,,2000,
Mohamed Chabih,Montbret 849,1772,35,Escayottes,Espagne,24000,2400,,,38755,
Mohamed Chabih,Montbret 849,1772,35,Escayottes,Levant,363550,36355,,,38755,
Mohamed Chabih,Montbret 849,1772,35,Escortines,Espagne,175,1050,,,1050,
Mohamed Chabih,Montbret 849,1772,35,Espars,Espagne,1311,58400,,,58400,
Mohamed Chabih,Montbret 849,1772,35,Esprit ; de bergamotte,Italie,100,1500,61500,,84000,
Mohamed Chabih,Montbret 849,1772,35,Esprit ; de bergamotte,Naples,2950,53100,61500,,84000,
Mohamed Chabih,Montbret 849,1772,35,Esprit ; de bergamotte,Genes,360,6900,61500,,84000,
Mohamed Chabih,Montbret 849,1772,35,Esprit ; de citron,Savoye,1420,21300,,,84000,
Mohamed Chabih,Montbret 849,1772,35,Esprit ; de vin,Espagne,4,1200,,,84000,
Mohamed Chabih,Montbret 849,1772,36,Estampes,Allemagne,2200,13200,,,39325,
Mohamed Chabih,Montbret 849,1772,36,Estampes,Angleterre,1876,18765,,,39325,
Mohamed Chabih,Montbret 849,1772,36,Estampes,Flandre,92,7360,,,39325,
Mohamed Chabih,Montbret 849,1772,36,Etaim ; en bloc,Angleterre,492080,418841,518576,,621619,
Mohamed Chabih,Montbret 849,1772,36,Etaim ; en bloc,Espagne,6900,5175,518576,,621619,
Mohamed Chabih,Montbret 849,1772,36,Etaim ; en bloc,Hollande,27728,25328,518576,,621619,
Mohamed Chabih,Montbret 849,1772,36,Etaim ; en bloc,Italie,38330,28747,518576,,621619,
Mohamed Chabih,Montbret 849,1772,36,Etaim ; en bloc,Naples,13736,12552,518576,,621619,
Mohamed Chabih,Montbret 849,1772,36,Etaim ; en bloc,Genes,25900,19425,518576,,621619,
Mohamed Chabih,Montbret 849,1772,36,Etaim ; en bloc,Nord,6919,5296,518576,,621619,
Mohamed Chabih,Montbret 849,1772,36,Etaim ; en bloc,Savoye,3032,2122,518576,,621619,
Mohamed Chabih,Montbret 849,1772,36,Etaim ; en bloc,Suisse,1090,1090,518576,,621619,
Mohamed Chabih,Montbret 849,1772,36,Etaim ; des indes,Hollande,71457,89321,,,621619,
Mohamed Chabih,Montbret 849,1772,36,Etaim ; ouvré,Flandre,10455,10455,,,621619,
Mohamed Chabih,Montbret 849,1772,36,Etaim ; vieux,Allemagne,3290,3267,,,621619,
Mohamed Chabih,Montbret 849,1772,36,Estrasse ; de savoye,Levant,70540,17635,,,17635,
Mohamed Chabih,Montbret 849,1772,37,Etoffe ; de soye ; diverses,Espagne,235,9400,609800,1854660,1888230,
Mohamed Chabih,Montbret 849,1772,37,Etoffe ; de soye ; diverses,Hollande,450,18000,609800,1854660,1888230,
Mohamed Chabih,Montbret 849,1772,37,Etoffe ; de soye ; diverses,Italie,2515,100600,609800,1854660,1888230,
Mohamed Chabih,Montbret 849,1772,37,Etoffe ; de soye ; diverses,Naples,3039,121560,609800,1854660,1888230,
Mohamed Chabih,Montbret 849,1772,37,Etoffe ; de soye ; diverses,Genes,3849,153960,609800,1854660,1888230,
Mohamed Chabih,Montbret 849,1772,37,Etoffe ; de soye ; diverses,Levant,1955,78200,609800,1854660,1888230,
Mohamed Chabih,Montbret 849,1772,37,Etoffe ; de soye ; diverses,Savoye,3202,128080,609800,1854660,1888230,
Mohamed Chabih,Montbret 849,1772,37,Etoffe ; de soye ; des Indes,Danemark,25,1000,215650,1854660,1888230,
Mohamed Chabih,Montbret 849,1772,37,Etoffe ; de soye ; des Indes,Indes,2338,214650,215650,1854660,1888230,
Mohamed Chabih,Montbret 849,1772,37,Etoffe ; de soye ; de Levant,Levant,5183,207320,,1854660,1888230,
Mohamed Chabih,Montbret 849,1772,37,Etoffe ; de soye ; satin,Levant,4365,130950,,1854660,1888230,
Mohamed Chabih,Montbret 849,1772,37,Etoffe ; de soye ; caffetas,Indes,60,4200,,1854660,1888230,
Mohamed Chabih,Montbret 849,1772,37,Etoffe ; de soye ; velour,Italie,29,11600,664000,1854660,1888230,
Mohamed Chabih,Montbret 849,1772,37,Etoffe ; de soye ; velour,Naples,10,4000,664000,1854660,1888230,
Mohamed Chabih,Montbret 849,1772,37,Etoffe ; de soye ; velour,Genes,1611,644400,664000,1854660,1888230,
Mohamed Chabih,Montbret 849,1772,37,Etoffe ; de soye ; velour,Savoye,10,4000,664000,1854660,1888230,
Mohamed Chabih,Montbret 849,1772,37,Etoffe ; de soye ; voile,Italie,393,15720,22740,1854660,1888230,
Mohamed Chabih,Montbret 849,1772,37,Etoffe ; de soye ; voile,Savoye,156,7020,22740,1854660,1888230,
Mohamed Chabih,Montbret 849,1772,38,Etoffe ;merlée de soye ; peluche,Hollande,2547,12735,,12735,1888230,
Mohamed Chabih,Montbret 849,1772,39,Etoffe ; de coton ; cotonne,Espagne,230,9200,14435,14435,1888230,
Mohamed Chabih,Montbret 849,1772,39,Etoffe ; de coton ; cotonne,Levant,410,3450,14435,14435,1888230,
Mohamed Chabih,Montbret 849,1772,39,Etoffe ; de coton ; cotonne,Portugal,595,1785,14435,14435,1888230,
Mohamed Chabih,Montbret 849,1772,39,Etoffe ; de poil ; callemande,Flandre,8,6400,6400,,1888230,
Mohamed Chabih,Montbret 849,1772,40,Farine,Angleterre,2813963,524879,,,595799,
Mohamed Chabih,Montbret 849,1772,40,Farine,Naples,66600,13320,,,595799,
Mohamed Chabih,Montbret 849,1772,40,Farine,Portugal,288000,57600,,,595799,
Mohamed Chabih,Montbret 849,1772,40,Faux à faucher,Geneve,8549,6411,,,72579,
Mohamed Chabih,Montbret 849,1772,40,Faux à faucher,Hollande,,1470,,,72579,No quantity
Mohamed Chabih,Montbret 849,1772,40,Faux à faucher,Nord,107830,64698,,,72579,
Mohamed Chabih,Montbret 849,1772,40,Fayance,Allemagne,39695,19846,,,22719,
Mohamed Chabih,Montbret 849,1772,40,Fayance,Hollande,5746,2873,,,22719,
Mohamed Chabih,Montbret 849,1772,40,Fer ; en aners,Espagne,96792,27066,,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; en barres,Allemagne,1754385,263157,3462967,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; en barres,Danemark,359166,57732,3462967,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; en barres,Espagne,6122853,1086965,3462967,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; en barres,Flandre,43477,6521,3462967,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; en barres,Hollande,1392569,218428,3462967,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; en barres,Italie,18200,2430,3462967,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; en barres,Naples,6680,1302,3462967,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; en barres,Genes,517020,77553,3462967,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; en barres,Nord,644416,99642,3462967,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; en barres,Russie,3329765,530327,3462967,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; en barres,Savoye,94319,14147,3462967,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; en barres,Suede,6882679,1104763,3462967,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; en batterie,Allemagne,165793,33306,,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; battu,Flandre,8385,2096,,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; blanc,Allemagne,5834,1873,361664,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; blanc,Espagne,30,3600,361664,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; blanc,Flandre,240,25164,361664,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; blanc,Hollande,1306,156791,361664,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; blanc,Nord,589,,,,,two quantities for Nord
Mohamed Chabih,Montbret 849,1772,40,Fer ; blanc,Nord,113326,131305,361664,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; blanc,Russie,33000,19800,361664,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; blanc,Savoye,2425,1455,361664,,4337768,
Mohamed Chabih,Montbret 849,1772,40,Fer ; blanc,Suede,216,21676,361664,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; en casses,Suisse,34183,10254,,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; en cercles,Espagne,36830,7816,41693,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; en cercles,Hollande,105900,23963,41693,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; en cercles,Nord,49570,9914,41693,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; coulé,Allemagne,384759,93033,102639,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; coulé,Flandre,14040,3404,102639,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; coulé,Hollande,23345,4186,102639,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; coulé,Nord,3434,858,102639,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; coulé,Suede,11589,1158,102639,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; en enclumes,Hollande,13355,4504,,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; en étuves,Hollande,4180,1812,,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; en fleaux,Hollande,2014,1208,,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; en lames,Angleterre,37547,5706,,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; noir,Allemagne,9,1390,34666,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; noir,Hollande,7812,3906,34666,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; noir,Nord,9160,11450,34666,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; noir,Suede,71680,17920,34666,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; ouvré,Hollande,107896,28243,57479,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; ouvré,Italie,55918,13979,57479,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; ouvré,Genes,25220,6305,57479,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; ouvré,Venise,25830,5457,57479,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; ouvré,Savoye,13982,3495,57479,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; en plaques,Hollande,194728,37576,38776,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; en plaques,Suede,400,1200,38776,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; en platines,Flandre,159567,47870,,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; en platte,Flandre,5480,1644,,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; en poestes à frire,Hollande,51677,18256,,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; rond,Hollande,58224,9087,,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; en taule,Danemark,8299,2908,47639,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; en taule,Flandre,7415,1853,47639,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; en taule,Hollande,57094,16444,47639,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; en taule,Suede,71142,26434,47639,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; en tuyaux,Flandre,4669,1634,,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; en verges,Allemagne,77693,15538,,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; vieux,Hollande,158480,7924,10264,,4337768,
Mohamed Chabih,Montbret 849,1772,41,Fer ; vieux,Savoye,46800,2340,10264,,4337768,
Annick Davis,Montbret 849,1772,42,Ficelle,Hollande,3 240,1 620,,,4 439,
Annick Davis,Montbret 849,1772,42,Ficelle,Genes,2 775,1 387,,,4 439,
Annick Davis,Montbret 849,1772,42,Ficelle,Levant,2 864,1 432,,,4 439,
Annick Davis,Montbret 849,1772,42,Fil ; de carrette,Hollande,60 000,54 000,,,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; à coudre ; blanc,Flandre,9 362,23 963,98 507,508 100,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; à coudre ; blanc,Hollande,30 845,62 747,98 507,508 100,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; à coudre ; blanc,Genes,3 545,7 090,98 507,508 100,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; à coudre ; blanc,Levant,1 800,3 600,98 507,508 100,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; à coudre ; blanc,Suisse,184,1 107,98 507,508 100,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; à coudre ; de couleur,Flandre,56 313,140 783,,508 100,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; à coudre ; épinal,Flandre,107 524,268 810,,508 100,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; de chanvre,Allemagne,6 009,8 694,,,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; de chevre,Levant,451 058,1 353 174,,,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; à dentelle,Hollande,645,9 675,,,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; d'étoupes,Allemagne,12 770,7 307,,,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; de lin ; bis blanc,Allemagne,155 700,54 495,65 935,121 642,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; de lin ; bis blanc,Flandre,2 960,3 700,65 935,121 642,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; de lin ; bis blanc,Nord,2 580,7 740,65 935,121 642,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; de lin ; blanc,Allemagne,77 320,24 193,25 438,121 642,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; de lin ; blanc,Flandre,415,1 245,25 438,121 642,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; de lin ; retord,Allemagne,1 638,2 291,30 269,121 642,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; de lin ; retord,Flandre,9 326,27 978,30 269,121 642,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; en massé,Hollande,3 400,4 250,,,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; de ritte,Savoye,7 611,5 708,,,2 072 550,
Annick Davis,Montbret 849,1772,42,Fil ; de fer,Allemagne,27 865,13 932,109 637,,1 212 477,
Annick Davis,Montbret 849,1772,42,Fil ; de fer,Flandre,4 794,2 397,109 637,,1 212 477,
Annick Davis,Montbret 849,1772,42,Fil ; de fer,Hollande,72 995,36 493,109 637,,1 212 477,
Annick Davis,Montbret 849,1772,42,Fil ; de fer,Suisse,142 038,56 815,109 637,,1 212 477,
Annick Davis,Montbret 849,1772,42,Fil ; de leton,Allemagne,110 112,110 112,1 102 840,,1 212 477,
Annick Davis,Montbret 849,1772,42,Fil ; de leton,Hollande,26 222,48 246,1 102 840,,1 212 477,
Annick Davis,Montbret 849,1772,42,Fil ; de leton,Nord,62 323,87 386,1 102 840,,1 212 477,
Annick Davis,Montbret 849,1772,42,Fil ; de leton,Suède,611 873,857 096,1 102 840,,1 212 477,
Annick Davis,Montbret 849,1772,43,Filasse,Hollande,3 400,,,,1 700,
Annick Davis,Montbret 849,1772,43,Filets ; d'espars,Espagne,9 140,63 983,,,67 703,
Annick Davis,Montbret 849,1772,43,Filets ; à pecher,Genes,93,3 720,,,67 703,
Annick Davis,Montbret 849,1772,43,Filozelle,Italie,1 490,5 960,,,683 304,
Annick Davis,Montbret 849,1772,43,Filozelle,Savoye,448,2 240,,,683 304,
Annick Davis,Montbret 849,1772,43,Filozelle,Suisse,84 388,675 104,,,683 304,
Annick Davis,Montbret 849,1772,43,Flambeaux,Flandre,,,,,1 158,No quantity given
Annick Davis,Montbret 849,1772,43,Fleurs ; artificielles,Genes,524,26 200,48 200,,62 357,
Annick Davis,Montbret 849,1772,43,Fleurs ; artificielles,Levant,290,14 500,48 200,,62 357,
Annick Davis,Montbret 849,1772,43,Fleurs ; artificielles,Savoye,150,7 500,48 200,,62 357,
Annick Davis,Montbret 849,1772,43,Fleurs ; de canelle,Hollande,2 520,7 560,11 160,,62 357,
Annick Davis,Montbret 849,1772,43,Fleurs ; de canelle,Savoye,200,3 600,11 160,,62 357,
Annick Davis,Montbret 849,1772,43,Fleurs ; d'orange,Italie,349,1 047,,,62 357,
Annick Davis,Montbret 849,1772,43,Fleurs ; de violette,Italie,130,1 950,,,62 357,
Annick Davis,Montbret 849,1772,43,Foin,Allemagne,140,,,,11 912,Two quantities for Allemagne
Annick Davis,Montbret 849,1772,43,Foin,Allemagne,272,,,,11 912,
Annick Davis,Montbret 849,1772,43,Folicule ; de sené,Italie,29 590,147 950,,,157 900,
Annick Davis,Montbret 849,1772,43,Folicule ; de sené,Levant,1 990,9 950,,,157 900,
Annick Davis,Montbret 849,1772,43,Fourure ; de soye,Levant,11 025,,,,16 537,
Annick Davis,Montbret 849,1772,43,Fromage ; commun,Allemagne,22 592,8 136,24 533,,4 386 264,
Annick Davis,Montbret 849,1772,43,Fromage ; commun,Espagne,21 195,6 436,24 533,,4 386 264,
Annick Davis,Montbret 849,1772,43,Fromage ; commun,Italie,14 425,3 606,24 533,,4 386 264,
Annick Davis,Montbret 849,1772,43,Fromage ; commun,Genes,10 665,4 266,24 533,,4 386 264,
Annick Davis,Montbret 849,1772,43,Fromage ; commun,Nord,15 866,2 089,24 533,,4 386 264,
Annick Davis,Montbret 849,1772,43,Fromage ; de Gruyeres,Genève,11 910,4 168,646 112,,4 386 264,
Annick Davis,Montbret 849,1772,43,Fromage ; de Gruyeres,Savoye,478 694,131 866,646 112,,4 386 264,
Annick Davis,Montbret 849,1772,43,Fromage ; de Gruyeres,Suisse,1 477 945,510 078,646 112,,4 386 264,
Annick Davis,Montbret 849,1772,43,Fromage ; d'hollande,Hollande,9 791 367,3 715 619,,,4 386 264,
Annick Davis,Montbret 849,1772,44,Fruits ; cruds,Allemagne,95 690,1 196,33 868,,958 694,
Annick Davis,Montbret 849,1772,44,Fruits ; cruds,Espagne,,1 200,33 868,,958 694,No quantity given
Annick Davis,Montbret 849,1772,44,Fruits ; cruds,Genes,443 700,22 185,33 868,,958 694,
Annick Davis,Montbret 849,1772,44,Fruits ; cruds,Savoye,64 212,9 287,33 868,,958 694,
Annick Davis,Montbret 849,1772,44,Fruits ; secs,Espagne,1 967 422,386 816,924 826,,958 694,
Annick Davis,Montbret 849,1772,44,Fruits ; secs,Flandre,102 935,15 887,924 826,,958 694,
Annick Davis,Montbret 849,1772,44,Fruits ; secs,Naples,2 254 490,313 528,924 826,,958 694,
Annick Davis,Montbret 849,1772,44,Fruits ; secs,Genes,588 200,88 230,924 826,,958 694,
Annick Davis,Montbret 849,1772,44,Fruits ; secs,Venise,110 800,13 160,924 826,,958 694,
Annick Davis,Montbret 849,1772,44,Fruits ; secs,Levant,178 305,33 661,924 826,,958 694,
Annick Davis,Montbret 849,1772,44,Fruits ; secs,Portugal,352 773,52 459,924 826,,958 694,
Annick Davis,Montbret 849,1772,44,Fruits ; secs,Savoye,326 955,21 085,924 826,,958 694,
Annick Davis,Montbret 849,1772,44,Futailles,Italie,1 259,8 813,,,9 863,
Annick Davis,Montbret 849,1772,44,Futailles,Nord,350,1 050,,,9 863,
Annick Davis,Montbret 849,1772,44,Fuzeaux,Allemagne,92 800,,,,1 856,
Annick Davis,Montbret 849,1772,44,Galles,Italie,6 700,6 030,,,337 375,
Annick Davis,Montbret 849,1772,44,Galles,Naples,39 270,15 708,,,337 375,
Annick Davis,Montbret 849,1772,44,Galles,Venise,3 010,2 709,,,337 375,
Annick Davis,Montbret 849,1772,44,Galles,Levant,717 065,286 826,,,337 375,
