Numéro de ligne,Data entry by,Source,Year,Exports-Imports,Sheet,Marchandises,Marchandises,Marchandises-1,Marchandises-2,Marchandises-3,Marchandises-4,Pays,Leur Valeur,,Leur valeur recalculée,Leur Valeur (sub-total 1),,Leur Valeur (sub-total 2),Leur Valeur (sub-total 2),,Total,,Remarks
1 100,Annick Davis,Montbret 849,1752,Imports,145,Fil ; à coudre ; à voile,Fil , à coudre , à voile,,,Hollande,2 047,10,"2 047,50",2 651,10,372 403,18,,9 707,12,
1 103,Annick Davis,Montbret 849,1752,Imports,145,Fil ; de caret,Fil , de caret,,,,Hollande,1 512,0,"1 512,00",,,,,,9 707,12,
1 109,Annick Davis,Montbret 849,1752,Imports,145,Fil ; à d'entelle,Fil , à d'entelle,,,,Hollande,35 436,0,"35 436,00",43 416,0,,,,172,10,
1 114,Annick Davis,Montbret 849,1752,Imports,145,Fil ; de lin ; blanc,Fil , de lin , blanc,,,Hollande,582 195,0,"582 195,00",819 343,15,853 028,0,,1 613,0,
1 118,Annick Davis,Montbret 849,1752,Imports,145,Fil ; à rez,Fil , à rez,,,,Hollande,904,0,"904,00",,,,,,1 613,0,
1 120,Annick Davis,Montbret 849,1752,Imports,145,Fil ; à tisserand ; divers,Fil , à tisserand , divers,,,Hollande,3 800,0,"3 800,00",11 957,15,12 357,15,,1 613,0,
1 122,Annick Davis,Montbret 849,1752,Imports,146,Fil de fer ;assorti,Fil de fer ,assorti,,,,Hollande,16 258,18,"16 258,90",,,,,,1 613,0,
1 123,Annick Davis,Montbret 849,1752,Imports,146,Fil de fer ; à cardes,Fil de fer , à cardes,,,,Hollande,28 745,10,"28 745,50",,,,,,525,0,
1 126,Annick Davis,Montbret 849,1752,Imports,146,Fil de fer ; divers,Fil de fer , divers,,,,Hollande,221 612,17,"221 612,85",297 488,12,,,,525,0,
1 130,Annick Davis,Montbret 849,1752,Imports,146,Fil de fer ; gros,Fil de fer , gros,,,,Hollande,5 539,10,"5 539,50",,,,,,8 495,0,
1 131,Annick Davis,Montbret 849,1752,Imports,146,Fil de fer ; passe perle,Fil de fer , passe perle,,,,Hollande,11 344,10,"11 344,50",,,,,,8 495,0,
1 134,Annick Davis,Montbret 849,1752,Imports,146,Fil de léton ,Fil de léton ,,,,,Hollande,145 335,12,"145 335,60",,,,,,8 495,0,
1 144,Annick Davis,Montbret 849,1752,Imports,146,Fléaux ; de fer,Fléaux , de fer,,,,Hollande,,,"1 837 527,65",,,,,,1 837 527,13,
1 145,Annick Davis,Montbret 849,1752,Imports,146,Flêches ; marines,Flêches , marines,,,,Hollande,,,"1 837 527,65",,,,,,1 837 527,13,
1 149,Annick Davis,Montbret 849,1752,Imports,146,Fleurs ; de benjoin,Fleurs , de benjoin,,,,Hollande,16,0,"16,00",,,,,,1 837 527,13,
1 150,Annick Davis,Montbret 849,1752,Imports,146,Fleurs ; de muscades,Fleurs , de muscades,,,,Hollande,797,10,"797,50",,,,,,1 837 527,13,
1 151,Annick Davis,Montbret 849,1752,Imports,147,Fleurs ; de souffre,Fleurs , de souffre,,,,Hollande,2,16,"2,80",,,,,,1 837 527,13,
1 152,Annick Davis,Montbret 849,1752,Imports,147,Fleur ; de fouffre,Fleur , de fouffre,,,,Hollande,,,"1 837 527,65",,,,,,1 837 527,13,
1 163,Annick Davis,Montbret 849,1752,Imports,147,Forces ; à drapier,Forces , à drapier,,,,Hollande,240,0,"240,00",,,,,,1 837 527,13,
1 183,Annick Davis,Montbret 849,1752,Imports,148,Fromage ; d'Hollande,Fromage , d'Hollande,,,,Hollande,937 596,16,"937 596,80",937 776,1,,,,1 837 527,13,
1 185,Annick Davis,Montbret 849,1752,Imports,148,Fruit ; cru ; divers,Fruit , cru , divers,,,Hollande,3 000,0,"3 000,00",10 432,10,17 169,10,,1 837 527,13,
1 194,Annick Davis,Montbret 849,1752,Imports,149,Fusils,Fusils,,,,,Hollande,3 996,0,"3 996,00",,,,,,1 837 527,13,
1 197,Annick Davis,Montbret 849,1752,Imports,149,Futailles,Futailles,,,,,Hollande,12,8,"12,40",,,,,,1 837 527,13,
1 203,Annick Davis,Montbret 849,1752,Imports,149,Galanga,Galanga,,,,,Hollande,,,"1 837 527,65",,,,,,1 837 527,13,
1 206,Annick Davis,Montbret 849,1752,Imports,149,Galles,Galles,,,,,Hollande,4 086,2,"4 086,10",,,,,,1 837 527,13,
1 211,Annick Davis,Montbret 849,1752,Imports,150,Galon ; de fil,Galon , de fil,,,,Hollande,837,10,"837,50",,,,,,1 837 527,13,
1 219,Annick Davis,Montbret 849,1752,Imports,151,Garance ; diverses,Garance , diverses,,,,Hollande,338 450,2,"338 450,10",345 515,14,,,,18 050,11,
1 222,Annick Davis,Montbret 849,1752,Imports,151,Garance ; grape,Garance , grape,,,,Hollande,6 157,5,"6 157,25",,,,,,18 050,11,
1 223,Annick Davis,Montbret 849,1752,Imports,151,Garance ; non robée,Garance , non robée,,,,Hollande,22 715,0,"22 715,00",,,,,,18 050,11,
1 224,Annick Davis,Montbret 849,1752,Imports,151,Garas,Garas,,,,,Hollande,,,"18 050,55",,,,,,18 050,11,
1 227,Annick Davis,Montbret 849,1752,Imports,151,Gaudron,Gaudron,,,,,Hollande,19 572,10,"19 572,50",,,,,,18 050,11,
1 234,Annick Davis,Montbret 849,1752,Imports,152,Géroffle,Géroffle,,,,,Hollande,927 748,0,"927 748,00",,,,,,18 050,11,
1 244,Annick Davis,Montbret 849,1752,Imports,152,Gingembre,Gingembre,,,,,Hollande,,,"18 050,55",,,,,,18 050,11,
1 249,Annick Davis,Montbret 849,1752,Imports,152,Gomme ; arabique,Gomme , arabique,,,,Hollande,7 534,0,"7 534,00",62 097,0,,,,18 050,11,
1 252,Annick Davis,Montbret 849,1752,Imports,152,Gomme ; armoniac,Gomme , armoniac,,,,Hollande,208,0,"208,00",1 758,0,,,,18 050,11,
1 256,Annick Davis,Montbret 849,1752,Imports,152,Gomme ; copale,Gomme , copale,,,,Hollande,8 122,0,"8 122,00",10 022,0,,,,4 146,0,
1 259,Annick Davis,Montbret 849,1752,Imports,152,Gomme ; clemy,Gomme , clemy,,,,Hollande,625,0,"625,00",1 935,0,,,,4 146,0,
1 260,Annick Davis,Montbret 849,1752,Imports,152,Gomme ; de gayac,Gomme , de gayac,,,,Hollande,68,15,"68,75",,,,,,2 386,8,
1 261,Annick Davis,Montbret 849,1752,Imports,152,Gomme ; gutte,Gomme , gutte,,,,Hollande,5 278,0,"5 278,00",,,,,,2 386,8,
1 262,Annick Davis,Montbret 849,1752,Imports,153,Gomme ; lacque,Gomme , lacque,,,,Hollande,4 386,5,"4 386,25",4 886,5,,,,2 386,8,
1 266,Annick Davis,Montbret 849,1752,Imports,153,Gomme ; de Sénégal,Gomme , de Sénégal,,,,Hollande,8 855,15,"8 855,75",14 555,15,,,,2 386,8,
1 270,Annick Davis,Montbret 849,1752,Imports,153,Graine ; d'alpiste,Graine , d'alpiste,,,,Hollande,31,0,"31,00",,,,,,2 386,8,
1 271,Annick Davis,Montbret 849,1752,Imports,153,Graine ; d'ambrette,Graine , d'ambrette,,,,Hollande,4,8,"4,40",53,18,,,,1 086,0,
1 280,Annick Davis,Montbret 849,1752,Imports,153,Graine ; de choux,Graine , de choux,,,,Hollande,641,18,"641,90",1 001,18,,,,42,0,
1 285,Annick Davis,Montbret 849,1752,Imports,154,Graine ; de Jardin,Graine , de Jardin,,,,Hollande,213,12,"213,60",679,8,,,,3 182,0,
1 289,Annick Davis,Montbret 849,1752,Imports,154,Graine ; de lin,Graine , de lin,,,,Hollande,76 966,0,"76 966,00",117 586,0,,,,27,0,
1 294,Annick Davis,Montbret 849,1752,Imports,154,Graine ; de moutarde,Graine , de moutarde,,,,Hollande,4,10,"4,50",76,10,,,,1 834,0,
1 301,Annick Davis,Montbret 849,1752,Imports,154,Graine ; de treffle,Graine , de treffle,,,,Hollande,72,0,"72,00",510,4,,,,446 193,12,
1 305,Annick Davis,Montbret 849,1752,Imports,155,Grelots,Grelots,,,,,Hollande,,,"446 193,60",,,,,,446 193,12,
1 307,Annick Davis,Montbret 849,1752,Imports,155,Gruau,Gruau,,,,,Hollande,6 801,5,"6 801,25",,,,,,446 193,12,
1 309,Annick Davis,Montbret 849,1752,Imports,155,Guinée,Guinée,,,,,Hollande,,,"446 193,60",,,,,,446 193,12,
1 310,Annick Davis,Montbret 849,1752,Imports,155,Guinguan,Guinguan,,,,,Hollande,,,"6 557,50",,,,,,6 557,10,
1 313,Annick Davis,Montbret 849,1752,Imports,155,Harangs ; blancs,Harangs , blancs,,,,Hollande,17 189,0,"17 189,00",18 504,0,,,,6 557,10,
1 316,Annick Davis,Montbret 849,1752,Imports,155,Harangs ; sors,Harangs , sors,,,,Hollande,2 741,4,"2 741,20",491 133,4,,,,6 557,10,
1 331,Annick Davis,Montbret 849,1752,Imports,156,Horlogerie ; horloges ; de sable,Horlogerie , horloges , de sable,,,Hollande,260,15,"260,75",3 852,15,,,,3 165,8,
1 343,Annick Davis,Montbret 849,1752,Imports,156,Huile d'anis,Huile d'anis,,,,,Hollande,96,15,"96,75",,,,,,2 959,14,
1 344,Annick Davis,Montbret 849,1752,Imports,156,Huile ; de canelle,Huile , de canelle,,,,Hollande,175,0,"175,00",,,,,,2 959,14,
1 347,Annick Davis,Montbret 849,1752,Imports,156,Huile ; de géroffle,Huile , de géroffle,,,,Hollande,2 080,0,"2 080,00",,,,,,2 959,14,
1 350,Annick Davis,Montbret 849,1752,Imports,156,Huile ; de graine,Huile , de graine,,,,Hollande,23 382,19,"23 382,95",26 547,9,,,,2 959,14,
1 352,Annick Davis,Montbret 849,1752,Imports,157,Huile ; de laurier,Huile , de laurier,,,,Hollande,1 344,0,"1 344,00",,,,,,2 959,14,
1 353,Annick Davis,Montbret 849,1752,Imports,157,Huile ; de lin,Huile , de lin,,,,Hollande,28 807,13,"28 807,65",39 320,5,,,,374 387,19,
1 357,Annick Davis,Montbret 849,1752,Imports,157,Huile ; de muscade,Huile , de muscade,,,,Hollande,1 800,0,"1 800,00",1 836,0,,,,374 387,19,
1 361,Annick Davis,Montbret 849,1752,Imports,157,Huile ; d'Olive,Huile , d'Olive,,,,Hollande,468,10,"468,50",4 743 893,3,,,,374 387,19,
1 369,Annick Davis,Montbret 849,1752,Imports,157,Huile ; de poisson,Huile , de poisson,,,,Hollande,37 621,9,"37 621,45",416 306,10,,,,374 387,19,
1 372,Annick Davis,Montbret 849,1752,Imports,157,Huile ; de rabette,Huile , de rabette,,,,Hollande,1 028,8,"1 028,40",,,,,,374 387,19,
1 373,Annick Davis,Montbret 849,1752,Imports,157,Huile ; de roze,Huile , de roze,,,,Hollande,40,0,"40,00",,,,,,374 387,19,
1 374,Annick Davis,Montbret 849,1752,Imports,157,Huile ; de souffre,Huile , de souffre,,,,Hollande,56,0,"56,00",,,,,,22 672,0,
1 376,Annick Davis,Montbret 849,1752,Imports,157,Huile ; de térébenthine,Huile , de térébenthine,,,,Hollande,9 743,2,"9 743,10",,,,,,426 584,6,
1 378,Annick Davis,Montbret 849,1752,Imports,157,Huile ; de Vitriol,Huile , de Vitriol,,,,Hollande,26 795,10,"26 795,50",29 435,10,,,,426 584,6,
1 383,Annick Davis,Montbret 849,1752,Imports,158,Jaïa,Jaïa,,,,,Hollande,6,0,"6,00",,,,,,426 584,6,
1 385,Annick Davis,Montbret 849,1752,Imports,158,Jalap,Jalap,,,,,Hollande,216,0,"216,00",,,,,,426 584,6,
1 392,Annick Davis,Montbret 849,1752,Imports,158,Jambons,Jambons,,,,,Hollande,7 669,2,"7 669,10",,,,,,426 584,6,
1 401,Annick Davis,Montbret 849,1752,Imports,158,Inde,Inde,,,,,Hollande,,,"426 584,30",,,,,,426 584,6,
1 402,Annick Davis,Montbret 849,1752,Imports,158,Indienne,Indienne,,,,,Hollande,62 063,0,"62 063,00",,,,,,480,0,
1 407,Annick Davis,Montbret 849,1752,Imports,159,Indigo,Indigo,,,,,Hollande,17 229,10,"17 229,50",,,,,,1 735,0,
1 419,Annick Davis,Montbret 849,1752,Imports,159,Ipécacuana,Ipécacuana,,,,,Hollande,984,0,"984,00",,,,,,1 735,0,
1 421,Annick Davis,Montbret 849,1752,Imports,159,Iris,Iris,,,,,Hollande,100,0,"100,00",,,,,,971 578,0,
1 424,Annick Davis,Montbret 849,1752,Imports,160,Jus ; de citron,Jus , de citron,,,,Hollande,1 243,15,"1 243,75",16 285,3,,,,971 578,0,
1 426,Annick Davis,Montbret 849,1752,Imports,160,Jus ; de reglisse,Jus , de reglisse,,,,Hollande,225,12,"225,60",37 365,17,,,,752,5,
1 430,Annick Davis,Montbret 849,1752,Imports,160,Lacque ; platte,Lacque , platte,,,,Hollande,1 800,0,"1 800,00",12 342,0,,,,752,5,
1 432,Annick Davis,Montbret 849,1752,Imports,160,Lacque ; ronde,Lacque , ronde,,,,Hollande,600,0,"600,00",641,5,,,,752,5,
1 436,Annick Davis,Montbret 849,1752,Imports,160,Laine ; d'agnelin,Laine , d'agnelin,,,,Hollande,1 916,5,"1 916,25",36 097,10,,,,752,5,
1 438,Annick Davis,Montbret 849,1752,Imports,160,Laine ; d'allemagne,Laine , d'allemagne,,,,Hollande,44 442,15,"44 442,75",274 290,5,,,,752,5,
1 445,Annick Davis,Montbret 849,1752,Imports,160,Laine ; de Carmenie,Laine , de Carmenie,,,,Hollande,14 400,0,"14 400,00",,,,,,752,5,
1 451,Annick Davis,Montbret 849,1752,Imports,161,Laine ; commune,Laine , commune,,,,Hollande,239 388,7,"239 388,35",266 690,2,,,,752,5,
1 458,Annick Davis,Montbret 849,1752,Imports,161,Laine ; filée,Laine , filée,,,,Hollande,105,17,"105,85",5 610,15,,,,752,5,
1 463,Annick Davis,Montbret 849,1752,Imports,161,Laine ; d'Hollande,Laine , d'Hollande,,,,Hollande,569,5,"569,25",,,,,,1 553,9,
1 465,Annick Davis,Montbret 849,1752,Imports,161,Laine ; lavée,Laine , lavée,,,,Hollande,8 006,5,"8 006,25",881 948,11,,,,179,10,
1 469,Annick Davis,Montbret 849,1752,Imports,161,Laine ; de Levant,Laine , de Levant,,,,Hollande,13 615,7,"13 615,35",,,,,,164 450,5,
1 473,Annick Davis,Montbret 849,1752,Imports,161,Laine ; peignée,Laine , peignée,,,,Hollande,41 523,0,"41 523,00",86 960,8,,,,164 450,5,
1 480,Annick Davis,Montbret 849,1752,Imports,161,Laine ; de Segovie,Laine , de Segovie,,,,Hollande,5 766,5,"5 766,25",355 798,5,,,,164 450,5,
1 486,Annick Davis,Montbret 849,1752,Imports,161,Laine ; teinte,Laine , teinte,,,,Hollande,48,0,"48,00",,,,,,164 450,5,
1 489,Annick Davis,Montbret 849,1752,Imports,162,Lames ; d'Epées,Lames , d'Epées,,,,Hollande,,,"164 450,25",,,,,,164 450,5,
1 491,Annick Davis,Montbret 849,1752,Imports,162,Langues ; de beuf,Langues , de beuf,,,,Hollande,315,0,"315,00",5 457,5,,,,164 450,5,
1 496,Annick Davis,Montbret 849,1752,Imports,162,Lard,Lard,,,,,Hollande,1 400,0,"1 400,00",,,,,,164 450,5,
1 499,Annick Davis,Montbret 849,1752,Imports,162,Lattes,Lattes,,,,,Hollande,160,0,"160,00",,,,,,164 450,5,
1 502,Annick Davis,Montbret 849,1752,Imports,162,Légumes,Légumes,,,,,Hollande,13 050,0,"13 050,00",,,,,,164 450,5,
1 506,Annick Davis,Montbret 849,1752,Imports,163,Leton ; en feüilles,Leton , en feüilles,,,,Hollande,6 472,0,"6 472,00",8 920,0,,,,164 450,5,
1 515,Annick Davis,Montbret 849,1752,Imports,163,Librairie,Librairie,,,,,Hollande,67 530,0,"67 530,00",,,,,,164 450,5,
1 520,Annick Davis,Montbret 849,1752,Imports,163,Lie de Vin,Lie de Vin,,,,,Hollande,50,2,"50,10",,,,,,164 450,5,
1 525,Annick Davis,Montbret 849,1752,Imports,163,Lillas,Lillas,,,,,Hollande,,,"164 450,25",,,,,,164 450,5,
1 526,Annick Davis,Montbret 849,1752,Imports,163,Limes ; d'acier,Limes , d'acier,,,,Hollande,336,0,"336,00",1 950,0,,,,164 450,5,
1 529,Annick Davis,Montbret 849,1752,Imports,163,Limes ; de fer,Limes , de fer,,,,Hollande,17 102,12,"17 102,60",44 933,8,,,,164 450,5,
1 532,Annick Davis,Montbret 849,1752,Imports,163,Limeneas,Limeneas,,,,,Hollande,,,"164 450,25",,,,,,164 450,5,
1 536,Annick Davis,Montbret 849,1752,Imports,164,Lin ; crü,Lin , crü,,,,Hollande,7 392,5,"7 392,25",141 016,19,,,,164 450,5,
1 543,Annick Davis,Montbret 849,1752,Imports,164,Lin ; Peigné,Lin , Peigné,,,,Hollande,38 378,2,"38 378,10",50 828,5,,,,164 450,5,
1 547,Annick Davis,Montbret 849,1752,Imports,164,Linge ; vieux,Linge , vieux,,,,Hollande,100,0,"100,00",,,,,,164 450,5,
1 552,Annick Davis,Montbret 849,1752,Imports,164,Liqueurs,Liqueurs,,,,,Hollande,63,0,"63,00",,,,,,164 450,5,
1 558,Annick Davis,Montbret 849,1752,Imports,164,Litarge,Litarge,,,,,Hollande,8 192,0,"8 192,00",,,,,,164 450,5,
1 563,Annick Davis,Montbret 849,1752,Imports,164,Lustres,Lustres,,,,,Hollande,585,0,"585,00",,,,,,164 450,5,
1 565,Annick Davis,Montbret 849,1752,Imports,165,Machicot,Machicot,,,,,Hollande,,,"164 450,25",,,,,,164 450,5,
1 566,Annick Davis,Montbret 849,1752,Imports,165,Macis,Macis,,,,,Hollande,,,"164 450,25",,,,,,164 450,5,
1 567,Annick Davis,Montbret 849,1752,Imports,165,Maganaise,Maganaise,,,,,Hollande,,,"137 897,95",,,,,,137 897,19,
1 572,Annick Davis,Montbret 849,1752,Imports,165,Manches ; à lave place,Manches , à lave place,,,,Hollande,5,0,"5,00",,,,,,137 897,19,
1 576,Annick Davis,Montbret 849,1752,Imports,165,Mâne,Mâne,,,,,Hollande,1 275,0,"1 275,00",,,,,,137 897,19,
1 591,Annick Davis,Montbret 849,1752,Imports,166,Marbre ; ouvré ; a joüer,Marbre , ouvré , a joüer,,,Hollande,1 060,0,"1 060,00",,,27 330,10,,137 897,19,
1 598,Annick Davis,Montbret 849,1752,Imports,166,Marchandises ; meslées,Marchandises , meslées,,,,Hollande,9 164,9,"9 164,45",,,,,,137 897,19,
1 609,Annick Davis,Montbret 849,1752,Imports,166,Mastic,Mastic,,,,,Hollande,5,12,"5,60",,,,,,137 897,19,
1 612,Annick Davis,Montbret 849,1752,Imports,166,Mats ; divers,Mats , divers,,,,Hollande,32 800,0,"32 800,00",269 660,0,,,,137 897,19,
1 617,Annick Davis,Montbret 849,1752,Imports,166,Mats ; petits,Mats , petits,,,,Hollande,1 000,0,"1 000,00",30 869,0,,,,137 897,19,
1 620,Annick Davis,Montbret 849,1752,Imports,166,Mats ; matures,Mats , matures,,,,Hollande,2 000,0,"2 000,00",,,,,,137 897,19,
1 630,Annick Davis,Montbret 849,1752,Imports,167,Mercerie,Mercerie,,,,,Hollande,194 626,0,"194 626,00",,,,,,137 897,19,
1 636,Annick Davis,Montbret 849,1752,Imports,167,Mercure ; doux,Mercure , doux,,,,Hollande,,,"137 897,95",,,,,,137 897,19,
1 638,Annick Davis,Montbret 849,1752,Imports,167,Métal,Métal,,,,,Hollande,,,"137 897,95",,,,,,137 897,19,
1 650,Annick Davis,Montbret 849,1752,Imports,168,Mine ; de plomb,Mine , de plomb,,,,Hollande,81 949,5,"81 949,25",88 905,9,,,,137 897,19,
1 652,Annick Davis,Montbret 849,1752,Imports,168,Miny,Miny,,,,,Hollande,9 208,15,"9 208,75",,,,,,137 897,19,
1 655,Annick Davis,Montbret 849,1752,Imports,168,Miroirs ; divers,Miroirs , divers,,,,Hollande,378,0,"378,00",,,,,,137 897,19,
1 657,Annick Davis,Montbret 849,1752,Imports,168,Mongette,Mongette,,,,,Hollande,,,"137 897,95",,,,,,137 897,19,
1 662,Annick Davis,Montbret 849,1752,Imports,169,morue ; verte,morue , verte,,,,Hollande,55 501,5,"55 501,25",105 526,11,,,,137 897,19,
1 666,Annick Davis,Montbret 849,1752,Imports,169,Mouchoirs ; de Bengal,Mouchoirs , de Bengal,,,,Hollande,1 980,0,"1 980,00",,,,,,137 897,19,
1 671,Annick Davis,Montbret 849,1752,Imports,170,Mouchoirs ; de Pontichery,Mouchoirs , de Pontichery,,,,Hollande,2 200,0,"2 200,00",,,,,,137 897,19,
1 672,Annick Davis,Montbret 849,1752,Imports,170,Mouchoirs ; de Romal,Mouchoirs , de Romal,,,,Hollande,900,0,"900,00",,,,,,137 897,19,
1 677,Annick Davis,Montbret 849,1752,Imports,170,Moulins ; à caffé,Moulins , à caffé,,,,Hollande,8 510,0,"8 510,00",8 541,10,,,,137 897,19,
1 679,Annick Davis,Montbret 849,1752,Imports,170,Moulins ; à mahy,Moulins , à mahy,,,,Hollande,12,0,"12,00",,,,,,137 897,19,
1 690,Annick Davis,Montbret 849,1752,Imports,170,Musc,Musc,,,,,Hollande,,,"137 897,95",,,,,,137 897,19,
1 691,Annick Davis,Montbret 849,1752,Imports,170,Muscades,Muscades,,,,,Hollande,144 815,0,"144 815,00",,,,,,137 897,19,
1 698,Annick Davis,Montbret 849,1752,Imports,171,Nattes,Nattes,,,,,Hollande,1 366,0,"1 366,00",,,,,,137 897,19,
1 704,Annick Davis,Montbret 849,1752,Imports,171,Navettes ; à drapier,Navettes , à drapier,,,,Hollande,,,"137 897,95",,,,,,137 897,19,
1 705,Annick Davis,Montbret 849,1752,Imports,171,Neganepeau,Neganepeau,,,,,Hollande,,,"137 897,95",,,,,,137 897,19,
1 707,Annick Davis,Montbret 849,1752,Imports,171,Nicaneas,Nicaneas,,,,,Hollande,,,"137 897,95",,,,,,137 897,19,
1 709,Annick Davis,Montbret 849,1752,Imports,171,Noir ; à noircir,Noir , à noircir,,,,Hollande,4 228,0,"4 228,00",,,,,,137 897,19,
1 717,Annick Davis,Montbret 849,1752,Imports,172,Noix ; vomiques,Noix , vomiques,,,,Hollande,,,"137 897,95",,,,,,137 897,19,
1 719,Annick Davis,Montbret 849,1752,Imports,172,Ocre,Ocre,,,,,Hollande,3 093,0,"3 093,00",,,,,,137 897,19,
1 722,Annick Davis,Montbret 849,1752,Imports,172,Oignons ; de fleurs,Oignons , de fleurs,,,,Hollande,146,0,"146,00",,,,,,137 897,19,
1 739,Annick Davis,Montbret 849,1752,Imports,173,Orge ; en grain,Orge , en grain,,,,Hollande,244 103,10,"244 103,50",656 099,5,,,,137 897,19,
1 745,Annick Davis,Montbret 849,1752,Imports,173,Orge ; mondée,Orge , mondée,,,,Hollande,882,13,"882,65",1 782,13,,,,2 760,0,
1 748,Annick Davis,Montbret 849,1752,Imports,173,Orge ; perlée,Orge , perlée,,,,Hollande,37,10,"37,50",1 432,10,,,,2 760,0,
1 749,Annick Davis,Montbret 849,1752,Imports,173,Orpiment,Orpiment,,,,,Hollande,1 682,0,"1 682,00",,,,,,2 888,0,
1 751,Annick Davis,Montbret 849,1752,Imports,173,Orpin,Orpin,,,,,Hollande,946,0,"946,00",,,,,,12,0,
1 754,Annick Davis,Montbret 849,1752,Imports,173,Outils,Outils,,,,,Hollande,4 987,0,"4 987,00",,,,,,6 931,5,
1 757,Annick Davis,Montbret 849,1752,Imports,174,Pains ; à cachetter,Pains , à cachetter,,,,Hollande,8,0,"8,00",72,0,,,,6 931,5,
1 761,Annick Davis,Montbret 849,1752,Imports,174,Pains ; d'Epice,Pains , d'Epice,,,,Hollande,4,0,"4,00",584,15,,,,118 272,0,
1 768,Annick Davis,Montbret 849,1752,Imports,175,Papier ; blanc,Papier , blanc,,,,Hollande,13 554,0,"13 554,00",44 287,0,,,,4 740,0,
1 773,Annick Davis,Montbret 849,1752,Imports,175,Papier ; bleu,Papier , bleu,,,,Hollande,314,0,"314,00",,,,,,2 666,0,
1 779,Annick Davis,Montbret 849,1752,Imports,175,Papier ; grande rame,Papier , grande rame,,,,Hollande,97 040,0,"97 040,00",,,,,,67 637,4,
1 782,Annick Davis,Montbret 849,1752,Imports,175,Papier ; à lettre,Papier , à lettre,,,,Hollande,564,0,"564,00",669,0,,,,67 637,4,
1 783,Annick Davis,Montbret 849,1752,Imports,175,Papier ; à Sucre,Papier , à Sucre,,,,Hollande,2 340,0,"2 340,00",,,,,,67 637,4,
1 784,Annick Davis,Montbret 849,1752,Imports,175,Papier ; violet,Papier , violet,,,,Hollande,38 957,15,"38 957,75",,,,,,67 637,4,
1 813,Annick Davis,Montbret 849,1752,Imports,176,Peaux ; de chevre ; en poil,Peaux , de chevre , en poil,,,Hollande,200,0,"200,00",22 357,11,27 596,15,,67 637,4,
1 821,Annick Davis,Montbret 849,1752,Imports,177,Peaux ; de chien de mer,Peaux , de chien de mer,,,,Hollande,250,0,"250,00",2 203,0,,,,4 200,0,
1 826,Annick Davis,Montbret 849,1752,Imports,177,Peaux ; d'hermine,Peaux , d'hermine,,,,Hollande,3 960,0,"3 960,00",10 563,0,,,,635,0,
1 834,Annick Davis,Montbret 849,1752,Imports,177,Peaux ; de lapin,Peaux , de lapin,,,,Hollande,4 700,0,"4 700,00",11 511,10,,,,531,0,
1 838,Annick Davis,Montbret 849,1752,Imports,177,Peaux ; de liévre,Peaux , de liévre,,,,Hollande,1 620,0,"1 620,00",15 389,12,,,,531,0,
1 843,Annick Davis,Montbret 849,1752,Imports,177,Peaux ; de loup ; de bois,Peaux , de loup , de bois,,,Hollande,270,0,"270,00",450,0,8 893,0,,53 491,10,
1 846,Annick Davis,Montbret 849,1752,Imports,177,Peaux ; de loup ; cervier,Peaux , de loup , cervier,,,Hollande,6 976,0,"6 976,00",7 804,0,8 893,0,,53 491,10,
1 848,Annick Davis,Montbret 849,1752,Imports,177,Peaux ; de loup ; marin,Peaux , de loup , marin,,,Hollande,639,0,"639,00",,,8 893,0,,53 491,10,
1 850,Annick Davis,Montbret 849,1752,Imports,178,Peaux ; de maroquin,Peaux , de maroquin,,,,Hollande,970,0,"970,00",9 322,18,,,,4 470,0,
1 855,Annick Davis,Montbret 849,1752,Imports,178,Peaux ; de martre,Peaux , de martre,,,,Hollande,6 828,0,"6 828,00",7 444,0,,,,1 857 826,15,
1 865,Annick Davis,Montbret 849,1752,Imports,178,Peaux ; d'ours,Peaux , d'ours,,,,Hollande,4 126,0,"4 126,00",5 804,0,,,,1 857 826,15,
1 868,Annick Davis,Montbret 849,1752,Imports,178,Peaux ; de petit gris,Peaux , de petit gris,,,,Hollande,1 400,0,"1 400,00",3 000,0,,,,1 857 826,15,
1 874,Annick Davis,Montbret 849,1752,Imports,179,Peaux ; de tigres,Peaux , de tigres,,,,Hollande,682,0,"682,00",1 397,0,,,,1 857 826,15,
1 877,Annick Davis,Montbret 849,1752,Imports,179,Peaux ; de veau ; marin,Peaux , de veau , marin,,,Hollande,12,0,"12,00",,,87 902,10,,1 857 826,15,
1 883,Annick Davis,Montbret 849,1752,Imports,179,Peaux ; de veau ; en poil,Peaux , de veau , en poil,,,Hollande,225,0,"225,00",86 915,10,87 902,10,,1 857 826,15,
1 889,Annick Davis,Montbret 849,1752,Imports,179,Peaux ; de veau ; tannées,Peaux , de veau , tannées,,,Hollande,6,0,"6,00",36,0,87 902,10,,1 857 826,15,
1 894,Annick Davis,Montbret 849,1752,Imports,179,Peaux ; pelleterie ; aprestée,Peaux , pelleterie , aprestée,,,Hollande,4 854,4,"4 854,20",13 955,19,114 175,19,,1 857 826,15,
1 900,Annick Davis,Montbret 849,1752,Imports,179,Peaux ; pelleterie ; crüe,Peaux , pelleterie , crüe,,,Hollande,3 952,10,"3 952,50",100 220,0,114 175,19,,1 857 826,15,
