Numéro de ligne,Data entry by,Source,Year,Export-Import,Sheet,Marchandises,,,,,Pays,,Quantité,Leur valeur,,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),,Total,Remarks,Leur valeur,Deniers,Leur Valeur (sub-total 1),Deniers,Leur Valeur (sub-total 2),deniers,Total,Deniers
1660,Fatima zahra,Montbret 155-1661,1759,Imports,73,Jongs,,,,,Flandre,,,5 810,,0,0,,7 060,,5 809,10,,,,,7 059,10
1661,Fatima zahra,Montbret 155-1662,1759,Imports,73,Jongs,,,,,Hollande,,,900,,0,0,,7 060,,900,,,,,,7 059,10
1662,Fatima zahra,Montbret 155-1663,1759,Imports,73,Jongs,,,,,Genes,,,150,,0,0,,7 060,,150,,,,,,7 059,10
1663,Fatima zahra,Montbret 155-1664,1759,Imports,73,Jongs,,,,,Savoye,,,200,,0,0,,7 060,,200,,,,,,7 059,10
1664,Fatima zahra,Montbret 155-1665,1759,Imports,73,Ipecacuanna,,,,,Hollande,,,43,,0,0,,0,,43,,,,,,,
1665,Fatima zahra,Montbret 155-1666,1759,Imports,73,Irix,,,,,Hollande,,,1 046,,0,0,,16 323,,1 046,5,,,,,16 323,5
1666,Fatima zahra,Montbret 155-1667,1759,Imports,73,Irix,,,,,Italie,,,12 969,,0,0,,16 323,,12 969,,,,,,16 323,5
1667,Fatima zahra,Montbret 155-1668,1759,Imports,73,Irix,,,,,Genes,,,1 160,,0,0,,16 323,,1 160,,,,,,16 323,5
1668,Fatima zahra,Montbret 155-1669,1759,Imports,73,Irix,,,,,Savoye,,,1 148,,0,0,,16 323,,1 148,,,,,,16 323,5
1669,Fatima zahra,Montbret 155-1670,1759,Imports,73,Jus ; de citron,,,,,Espagne,,,368,,20 039,0,,79 839,,368,,20 039,5,,,79 838,10
1670,Fatima zahra,Montbret 155-1671,1759,Imports,73,Jus ; de citron,,,,,Hollande,,,231,,20 039,0,,79 839,,231,5,20 039,5,,,79 838,10
1671,Fatima zahra,Montbret 155-1672,1759,Imports,73,Jus ; de citron,,,,,Italie,,,7 950,,20 039,0,,79 839,,7 950,,20 039,5,,,79 838,10
1672,Fatima zahra,Montbret 155-1673,1759,Imports,73,Jus ; de citron,,,,,Naples,,,7 500,,20 039,0,,79 839,,7 500,,20 039,5,,,79 838,10
1673,Fatima zahra,Montbret 155-1674,1759,Imports,73,Jus ; de citron,,,,,Genes,,,3 990,,20 039,0,,79 839,,3 990,,20 039,5,,,79 838,10
1674,Fatima zahra,Montbret 155-1675,1759,Imports,73,Jus ; de reglisse,,,,,Espagne,,,87,,59 799,0,,79 839,,87,,59 799,5,,,79 838,10
1675,Fatima zahra,Montbret 155-1676,1759,Imports,73,Jus ; de reglisse,,,,,Flandre,,,110,,59 799,0,,79 839,,110,,59 799,5,,,79 838,10
1676,Fatima zahra,Montbret 155-1677,1759,Imports,73,Jus ; de reglisse,,,,,Hollande,,,4 229,,59 799,0,,79 839,,4 229,5,59 799,5,,,79 838,10
1677,Fatima zahra,Montbret 155-1678,1759,Imports,73,Jus ; de reglisse,,,,,Italie,,,32 917,,59 799,0,,79 839,,32 917,,59 799,5,,,79 838,10
1678,Fatima zahra,Montbret 155-1679,1759,Imports,73,Jus ; de reglisse,,,,,Genes,,,19 544,,59 799,0,,79 839,,19 544,,59 799,5,,,79 838,10
1679,Fatima zahra,Montbret 155-1680,1759,Imports,73,Jus ; de reglisse,,,,,Savoye,,,2 912,,59 799,0,,79 839,,2 912,,59 799,5,,,79 838,10
1680,Fatima zahra,Montbret 155-1681,1759,Imports,73,Lacmoes,,,,,Flandre,,,758,,0,0,,0,,757,10,,,,,,
1681,Fatima zahra,Montbret 155-1682,1759,Imports,73,Lacque platte,,,,,Hollande,,,40,,0,0,,1 720,,40,,,,,,1 720,
1682,Fatima zahra,Montbret 155-1683,1759,Imports,73,Lacque platte,,,,,Savoye,,,1 680,,0,0,,1 720,,1 680,,,,,,1 720,
1683,Fatima zahra,Montbret 155-1684,1759,Imports,74,Laine ; d'agnelin,,,,,Nord,,,4 288,,0,0,,13 264 991,,4 287,10,,,,,13 264 990,18
1684,Fatima zahra,Montbret 155-1685,1759,Imports,74,Laine ; d'Allemagne,,,,,Danemark,,,750,,146 125,0,,13 264 991,,750,,146 124,10,,,13 264 990,18
1685,Fatima zahra,Montbret 155-1686,1759,Imports,74,Laine ; d'Allemagne,,,,,Hollande,,,22 482,,146 125,0,,13 264 991,,22 482,,146 124,10,,,13 264 990,18
1686,Fatima zahra,Montbret 155-1687,1759,Imports,74,Laine ; d'Allemagne,,,,,Nord,,,122 893,,146 125,0,,13 264 991,,122 892,10,146 124,10,,,13 264 990,18
1687,Fatima zahra,Montbret 155-1688,1759,Imports,74,Laine ; d'Alpaca,,,,,Espagne,,,58 400,,0,0,,13 264 991,,58 400,,,,,,13 264 990,18
1688,Fatima zahra,Montbret 155-1689,1759,Imports,74,Laine ; Bruttes,,,,,Angleterre,,,12 980,,13 498,0,,13 264 991,,12 980,,13 497,10,,,13 264 990,18
1689,Fatima zahra,Montbret 155-1690,1759,Imports,74,Laine ; Bruttes,,,,,Espagne,,,518,,13 498,0,,13 264 991,,517,10,13 497,10,,,13 264 990,18
1690,Fatima zahra,Montbret 155-1691,1759,Imports,74,Laine ; de farmenie,,,,,Flandre,,,14 140,,48 510,0,,13 264 991,,14 140,,48 510,,,,13 264 990,18
1691,Fatima zahra,Montbret 155-1692,1759,Imports,74,Laine ; de farmenie,,,,,Hollande,,,34 370,,48 510,0,,13 264 991,,34 370,,48 510,,,,13 264 990,18
1692,Fatima zahra,Montbret 155-1693,1759,Imports,74,Laine ; de chevron,,,,,Italie,,,11 202,,258 999,0,,13 264 991,,11 202,,258 999,,,,13 264 990,18
1693,Fatima zahra,Montbret 155-1694,1759,Imports,74,Laine ; de chevron,,,,,Genes,,,4 800,,258 999,0,,13 264 991,,4 800,,258 999,,,,13 264 990,18
1694,Fatima zahra,Montbret 155-1695,1759,Imports,74,Laine ; de chevron,,,,,Levant,,,242 997,,258 999,0,,13 264 991,,242 997,,258 999,,,,13 264 990,18
1695,Fatima zahra,Montbret 155-1696,1759,Imports,74,Laine ; commune,,,,,Allemagne,,,65,,60 470,0,,13 264 991,,65,,60 469,10,,,13 264 990,18
1696,Fatima zahra,Montbret 155-1697,1759,Imports,74,Laine ; commune,,,,,Flandre,,,21 332,,60 470,0,,13 264 991,,21 332,,60 469,10,,,13 264 990,18
1697,Fatima zahra,Montbret 155-1698,1759,Imports,74,Laine ; commune,,,,,Hollande,,,39 073,,60 470,0,,13 264 991,,39 072,10,60 469,10,,,13 264 990,18
1698,Fatima zahra,Montbret 155-1699,1759,Imports,74,Laine ; d'Espagne,,,,,Espagne,,,9 518 293,,9 557 220,0,,13 264 991,,9 518 292,10,9 557 220,,,,13 264 990,18
1699,Fatima zahra,Montbret 155-1700,1759,Imports,74,Laine ; d'Espagne,,,,,Flandre,,,7 340,,9 557 220,0,,13 264 991,,7 340,,9 557 220,,,,13 264 990,18
1700,Fatima zahra,Montbret 155-1701,1759,Imports,74,Laine ; d'Espagne,,,,,Hollande,,,31 588,,9 557 220,0,,13 264 991,,31 587,10,9 557 220,,,,13 264 990,18
1701,Fatima zahra,Montbret 155-1702,1759,Imports,74,Laine ; filée,,,,,Allemagne,,,180,,1 827,0,,13 264 991,,180,,1 826,14,,,13 264 990,18
1702,Fatima zahra,Montbret 155-1703,1759,Imports,74,Laine ; filée,,,,,Angleterre,,,1 647,,1 827,0,,13 264 991,,1 646,14,1 826,14,,,13 264 990,18
1703,Fatima zahra,Montbret 155-1704,1759,Imports,74,Laine ; grosse,,,,,Espagne,,,10 000,,0,0,,13 264 991,,10 000,,,,,,13 264 990,18
1704,Fatima zahra,Montbret 155-1705,1759,Imports,74,Laine ; lavée,,,,,Flandre,,,2 673,,877 998,0,,13 264 991,,2 673,,877 998,,,,13 264 990,18
1705,Fatima zahra,Montbret 155-1706,1759,Imports,74,Laine ; lavée,,,,,Italie,,,597 476,,877 998,0,,13 264 991,,597 476,,877 998,,,,13 264 990,18
1706,Fatima zahra,Montbret 155-1707,1759,Imports,74,Laine ; lavée,,,,,Genes,,,15 939,,877 998,0,,13 264 991,,15 939,,877 998,,,,13 264 990,18
1707,Fatima zahra,Montbret 155-1708,1759,Imports,74,Laine ; lavée,,,,,Levant,,,259 270,,877 998,0,,13 264 991,,259 270,,877 998,,,,13 264 990,18
1708,Fatima zahra,Montbret 155-1709,1759,Imports,74,Laine ; lavée,,,,,Savoye,,,2 640,,877 998,0,,13 264 991,,2 640,,877 998,,,,13 264 990,18
1709,Fatima zahra,Montbret 155-1710,1759,Imports,74,Laine ; peignée,,,,,Allemagne,,,945,,173 806,0,,13 264 991,,945,,173 806,4,,,13 264 990,18
1710,Fatima zahra,Montbret 155-1711,1759,Imports,74,Laine ; peignée,,,,,Angleterre,,,27 722,,173 806,0,,13 264 991,,27 721,10,173 806,4,,,13 264 990,18
1711,Fatima zahra,Montbret 155-1712,1759,Imports,74,Laine ; peignée,,,,,Espagne,,,144 651,,173 806,0,,13 264 991,,144 650,19,173 806,4,,,13 264 990,18
1712,Fatima zahra,Montbret 155-1713,1759,Imports,74,Laine ; peignée,,,,,Flandre,,,489,,173 806,0,,13 264 991,,488,15,173 806,4,,,13 264 990,18
1713,Fatima zahra,Montbret 155-1714,1759,Imports,74,Laine ; pelade,,,,,Savoye,,,2 116,,0,0,,13 264 991,,2 116,,,,,,13 264 990,18
1714,Fatima zahra,Montbret 155-1715,1759,Imports,74,Laine ; de Portugal,,,,,Portugal,,,36 600,,0,0,,13 264 991,,36 600,,,,,,13 264 990,18
1715,Fatima zahra,Montbret 155-1716,1759,Imports,74,Laine ; de Segovie,,,,,Espagne,,,49 552,,0,0,,13 264 991,,49 552,,,,,,13 264 990,18
1716,Fatima zahra,Montbret 155-1717,1759,Imports,74,Laine ; de suin,,,,,Espagne,,,89 000,,98 800,0,,13 264 991,,89 000,,98 800,,,,13 264 990,18
1717,Fatima zahra,Montbret 155-1718,1759,Imports,74,Laine ; de suin,,,,,Nord,,,9 800,,98 800,0,,13 264 991,,9 800,,98 800,,,,13 264 990,18
1718,Fatima zahra,Montbret 155-1719,1759,Imports,74,Laine ; serge,,,,,Espagne,,,80 725,,1 757 505,0,,13 264 991,,80 725,,1 757 505,,,,13 264 990,18
1719,Fatima zahra,Montbret 155-1720,1759,Imports,74,Laine ; serge,,,,,Italie,,,67 656,,1 757 505,0,,13 264 991,,67 656,,1 757 505,,,,13 264 990,18
1720,Fatima zahra,Montbret 155-1721,1759,Imports,74,Laine ; serge,,,,,Naples,,,6 800,,1 757 505,0,,13 264 991,,6 800,,1 757 505,,,,13 264 990,18
1721,Fatima zahra,Montbret 155-1722,1759,Imports,74,Laine ; serge,,,,,Genes,,,18 756,,1 757 505,0,,13 264 991,,18 756,,1 757 505,,,,13 264 990,18
1722,Fatima zahra,Montbret 155-1723,1759,Imports,74,Laine ; serge,,,,,Levant,,,1 505 798,,1 757 505,0,,13 264 991,,1 505 798,,1 757 505,,,,13 264 990,18
1723,Fatima zahra,Montbret 155-1724,1759,Imports,74,Laine ; serge,,,,,Savoye,,,77 770,,1 757 505,0,,13 264 991,,77 770,,1 757 505,,,,13 264 990,18
1724,Fatima zahra,Montbret 155-1725,1759,Imports,74,Laine ; de Pologne,,,,,Nord,,,37 020,,0,0,,13 264 991,,37 020,,,,,,13 264 990,18
1725,Fatima zahra,Montbret 155-1726,1759,Imports,75,Laine ; teinte,,,,,Savoye,,,60,,0,0,,13 264 991,,60,,,,,,13 264 990,18
1726,Fatima zahra,Montbret 155-1727,1759,Imports,75,Laine ; en toison,,,,,Espagne,,,150,,0,0,,13 264 991,,150,,,,,,13 264 990,18
1727,Fatima zahra,Montbret 155-1728,1759,Imports,75,Laine ; de vigogne,,,,,Espagne,,,72 049,,0,0,,13 264 991,,72 049,,,,,,13 264 990,18
1728,Fatima zahra,Montbret 155-1729,1759,Imports,75,Lames ; d'epée,,,,,Allemagne,,,208,,472,0,,837,,208,,472,,,,836,10
1729,Fatima zahra,Montbret 155-1730,1759,Imports,75,Lames ; d'epée,,,,,Flandre,,,264,,472,0,,837,,264,,472,,,,836,10
1730,Fatima zahra,Montbret 155-1731,1759,Imports,75,Lames ; de sabres,,,,,Flandre,,,365,,0,0,,837,,364,10,,,,,836,10
1731,Fatima zahra,Montbret 155-1732,1759,Imports,75,Langues ; de morue,,,,,Hollande,,,1 553,,0,0,,3 114,,1 553,1,,,,,3 114,9
1732,Fatima zahra,Montbret 155-1733,1759,Imports,75,Langues ; salées,,,,,Allemagne,,,9,,1 561,0,,3 114,,9,2,1 561,8,,,3 114,9
1733,Fatima zahra,Montbret 155-1734,1759,Imports,75,Langues ; salées,,,,,Espagne,,,1 010,,1 561,0,,3 114,,1 010,2,1 561,8,,,3 114,9
1734,Fatima zahra,Montbret 155-1735,1759,Imports,75,Langues ; salées,,,,,Geneve,,,40,,1 561,0,,3 114,,40,,1 561,8,,,3 114,9
1735,Fatima zahra,Montbret 155-1736,1759,Imports,75,Langues ; salées,,,,,Hollande,,,36,,1 561,0,,3 114,,36,,1 561,8,,,3 114,9
1736,Fatima zahra,Montbret 155-1737,1759,Imports,75,Langues ; salées,,,,,Levant,,,32,,1 561,0,,3 114,,32,,1 561,8,,,3 114,9
1737,Fatima zahra,Montbret 155-1738,1759,Imports,75,Langues ; salées,,,,,Nord,,,22,,1 561,0,,3 114,,22,4,1 561,8,,,3 114,9
1738,Fatima zahra,Montbret 155-1739,1759,Imports,75,Langues ; salées,,,,,Suisse,,,412,,1 561,0,,3 114,,412,,1 561,8,,,3 114,9
1739,Fatima zahra,Montbret 155-1740,1759,Imports,75,Lanternes,,,,,Flandre,,,165,,0,0,,0,,165,,,,,,,
1740,Fatima zahra,Montbret 155-1741,1759,Imports,75,Lard,,,,,Allemagne,,,15,,0,0,,11 080,,15,4,,,,,11 080,9
1741,Fatima zahra,Montbret 155-1742,1759,Imports,75,Lard,,,,,Espagne,,,8 185,,0,0,,11 080,,8 185,5,,,,,11 080,9
1742,Fatima zahra,Montbret 155-1743,1759,Imports,75,Lard,,,,,Hollande,,,250,,0,0,,11 080,,250,,,,,,11 080,9
1743,Fatima zahra,Montbret 155-1744,1759,Imports,75,Lard,,,,,Genes,,,420,,0,0,,11 080,,420,,,,,,11 080,9
1744,Fatima zahra,Montbret 155-1745,1759,Imports,75,Lard,,,,,Savoye,,,2 210,,0,0,,11 080,,2 210,,,,,,11 080,9
1745,Fatima zahra,Montbret 155-1746,1759,Imports,75,Lassets ; de fil,,,,,Savoye,,,188,,0,0,,572,,187,10,,,,,571,10
1746,Fatima zahra,Montbret 155-1747,1759,Imports,75,Lassets ; de filozelle,,,,,Savoye,,,384,,0,0,,572,,384,,,,,,571,10
1747,Fatima zahra,Montbret 155-1748,1759,Imports,76,Lattes ,,,,,Allemagne,,,3 573,,0,0,,6 476,,3 573,,,,,,6 475,10
1748,Fatima zahra,Montbret 155-1749,1759,Imports,76,Lattes ,,,,,Espagne,,,2 903,,0,0,,6 476,,2 902,10,,,,,6 475,10
1749,Fatima zahra,Montbret 155-1750,1759,Imports,76,Legumes,,,,,Espagne,,,1 701,,0,0,,65 647,,1 701,,,,,,65 647,
1750,Fatima zahra,Montbret 155-1751,1759,Imports,76,Legumes,,,,,Hollande,,,2 250,,0,0,,65 647,,2 250,,,,,,65 647,
1751,Fatima zahra,Montbret 155-1752,1759,Imports,76,Legumes,,,,,Italie,,,630,,0,0,,65 647,,630,,,,,,65 647,
1752,Fatima zahra,Montbret 155-1753,1759,Imports,76,Legumes,,,,,Naples,,,38 835,,0,0,,65 647,,38 835,,,,,,65 647,
1753,Fatima zahra,Montbret 155-1754,1759,Imports,76,Legumes,,,,,Genes,,,4 060,,0,0,,65 647,,4 060,,,,,,65 647,
1754,Fatima zahra,Montbret 155-1755,1759,Imports,76,Legumes,,,,,Levant,,,1 320,,0,0,,65 647,,1 320,,,,,,65 647,
1755,Fatima zahra,Montbret 155-1756,1759,Imports,76,Legumes,,,,,Savoye,,,16 851,,0,0,,65 647,,16 851,,,,,,65 647,
1756,Fatima zahra,Montbret 155-1757,1759,Imports,76,Léton ; en feuilles,,,,,Allemagne,,,2 345,,5 713,0,,13 116,,2 344,19,5 713,7,,,13 116,2
1757,Fatima zahra,Montbret 155-1758,1759,Imports,76,Léton ; en feuilles,,,,,Hollande,,,9,,5 713,0,,13 116,,9,,5 713,7,,,13 116,2
1758,Fatima zahra,Montbret 155-1759,1759,Imports,76,Léton ; en feuilles,,,,,Italie,,,1 200,,5 713,0,,13 116,,1 200,,5 713,7,,,13 116,2
1759,Fatima zahra,Montbret 155-1760,1759,Imports,76,Léton ; en feuilles,,,,,Nord,,,1 136,,5 713,0,,13 116,,1 136,8,5 713,7,,,13 116,2
1760,Fatima zahra,Montbret 155-1761,1759,Imports,76,Léton ; en feuilles,,,,,Savoye,,,131,,5 713,0,,13 116,,130,10,5 713,7,,,13 116,2
1761,Fatima zahra,Montbret 155-1762,1759,Imports,76,Léton ; en feuilles,,,,,Suisse,,,893,,5 713,0,,13 116,,892,10,5 713,7,,,13 116,2
1762,Fatima zahra,Montbret 155-1763,1759,Imports,76,Léton ; gratté,,,,,Allemagne,,,5 407,,0,0,,13 116,,5 406,15,,,,,13 116,2
1763,Fatima zahra,Montbret 155-1764,1759,Imports,76,Léton ; ouvré,,,,,Espagne,,,9,,1 996,0,,13 116,,9,,1 996,,,,13 116,2
1764,Fatima zahra,Montbret 155-1765,1759,Imports,76,Léton ; ouvré,,,,,Geneve,,,1 987,,1 996,0,,13 116,,1 987,,1 996,,,,13 116,2
1765,Fatima zahra,Montbret 155-1766,1759,Imports,76,Librairie,,,,,Espagne,,,12 850,,0,0,,304 641,,12 850,,,,,,304 641,
1766,Fatima zahra,Montbret 155-1767,1759,Imports,76,Librairie,,,,,Geneve,,,128 781,,0,0,,304 641,,128 781,,,,,,304 641,
1767,Fatima zahra,Montbret 155-1768,1759,Imports,76,Librairie,,,,,Hollande,,,71 370,,0,0,,304 641,,71 370,,,,,,304 641,
1768,Fatima zahra,Montbret 155-1769,1759,Imports,76,Librairie,,,,,Italie,,,12 760,,0,0,,304 641,,12 760,,,,,,304 641,
1769,Fatima zahra,Montbret 155-1770,1759,Imports,76,Librairie,,,,,Naples,,,13 380,,0,0,,304 641,,13 380,,,,,,304 641,
1770,Fatima zahra,Montbret 155-1771,1759,Imports,76,Librairie,,,,,Genes,,,15 500,,0,0,,304 641,,15 500,,,,,,304 641,
1771,Fatima zahra,Montbret 155-1772,1759,Imports,76,Librairie,,,,,Savoye,,,49 500,,0,0,,304 641,,49 500,,,,,,304 641,
1772,Fatima zahra,Montbret 155-1773,1759,Imports,76,Librairie,,,,,Suisse,,,500,,0,0,,304 641,,500,,,,,,304 641,
1773,Fatima zahra,Montbret 155-1774,1759,Imports,76,Liege,,,,,Espagne,,,13,,0,0,,45 294,,12,10,,,,,45 294,6
1774,Fatima zahra,Montbret 155-1775,1759,Imports,76,Liege,,,,,Flandre,,,45 278,,0,0,,45 294,,45 277,12,,,,,45 294,6
1775,Fatima zahra,Montbret 155-1776,1759,Imports,76,Liege,,,,,Hollande,,,4,,0,0,,45 294,,4,4,,,,,45 294,6
1776,Fatima zahra,Montbret 155-1777,1759,Imports,77,Limes ,,,,,Flandre,,,100,,0,0,,28 820,,100,,,,,,28 820,
1777,Fatima zahra,Montbret 155-1778,1759,Imports,77,Limes ,,,,,Geneve,,,215,,0,0,,28 820,,214,10,,,,,28 820,
1778,Fatima zahra,Montbret 155-1779,1759,Imports,77,Limes ,,,,,Hollande,,,26 717,,0,0,,28 820,,26 717,1,,,,,28 820,
1779,Fatima zahra,Montbret 155-1780,1759,Imports,77,Limes ,,,,,Nord,,,1 603,,0,0,,28 820,,1 603,2,,,,,28 820,
1780,Fatima zahra,Montbret 155-1781,1759,Imports,77,Limes ,,,,,Savoye,,,86,,0,0,,28 820,,86,5,,,,,28 820,
1781,Fatima zahra,Montbret 155-1782,1759,Imports,77,Limes ,,,,,Suisse,,,100,,0,0,,28 820,,100,,,,,,28 820,
1782,Fatima zahra,Montbret 155-1783,1759,Imports,77,Lin ; cru,,,,,Allemagne,,,4,,34 432,0,,199 747,,3,12,34 431,16,,,199 747,9
1783,Fatima zahra,Montbret 155-1784,1759,Imports,77,Lin ; cru,,,,,Espagne,,,4 677,,34 432,0,,199 747,,4 677,,34 431,16,,,199 747,9
1784,Fatima zahra,Montbret 155-1785,1759,Imports,77,Lin ; cru,,,,,Hollande,,,10 379,,34 432,0,,199 747,,10 379,4,34 431,16,,,199 747,9
1785,Fatima zahra,Montbret 155-1786,1759,Imports,77,Lin ; cru,,,,,Italie,,,690,,34 432,0,,199 747,,690,,34 431,16,,,199 747,9
1786,Fatima zahra,Montbret 155-1787,1759,Imports,77,Lin ; cru,,,,,Genes,,,15 666,,34 432,0,,199 747,,15 666,,34 431,16,,,199 747,9
1787,Fatima zahra,Montbret 155-1788,1759,Imports,77,Lin ; cru,,,,,Levant,,,2 724,,34 432,0,,199 747,,2 724,,34 431,16,,,199 747,9
1788,Fatima zahra,Montbret 155-1789,1759,Imports,77,Lin ; cru,,,,,Savoye,,,292,,34 432,0,,199 747,,292,,34 431,16,,,199 747,9
1789,Fatima zahra,Montbret 155-1790,1759,Imports,77,Lin ; en gerbes,,,,,Flandre,,,1 632,,0,0,,199 747,,1 632,,,,,,199 747,9
1790,Fatima zahra,Montbret 155-1791,1759,Imports,77,Lin ; peigné,,,,,Allemagne,,,665,,33 543,0,,199 747,,665,5,33 543,3,,,199 747,9
1791,Fatima zahra,Montbret 155-1792,1759,Imports,77,Lin ; peigné,,,,,Espagne,,,1 560,,33 543,0,,199 747,,1 560,,33 543,3,,,199 747,9
1792,Fatima zahra,Montbret 155-1793,1759,Imports,77,Lin ; peigné,,,,,Flandre,,,5 558,,33 543,0,,199 747,,5 558,8,33 543,3,,,199 747,9
1793,Fatima zahra,Montbret 155-1794,1759,Imports,77,Lin ; peigné,,,,,Hollande,,,25 760,,33 543,0,,199 747,,25 759,10,33 543,3,,,199 747,9
1794,Fatima zahra,Montbret 155-1795,1759,Imports,77,Lin ; en masse,,,,,Hollande,,,3 565,,0,0,,199 747,,3 565,2,,,,,199 747,9
1795,Fatima zahra,Montbret 155-1796,1759,Imports,77,Lin ; en pelottes,,,,,Flandre,,,122 625,,0,0,,199 747,,122 625,,,,,,199 747,9
1796,Fatima zahra,Montbret 155-1797,1759,Imports,77,Lin ; en rames,,,,,Hollande,,,3 950,,0,0,,199 747,,3 950,8,,,,,199 747,9
1797,Fatima zahra,Montbret 155-1798,1759,Imports,77,Linge vieux,,,,,Allemagne,,,708,,0,0,,11 139,,708,,,,,,11 139,
1798,Fatima zahra,Montbret 155-1799,1759,Imports,77,Linge vieux,,,,,Flandre,,,10 431,,0,0,,11 139,,10 431,,,,,,11 139,
1799,Fatima zahra,Montbret 155-1800,1759,Imports,77,Lingerie,,,,,Allemagne,,,1 707,,0,0,,0,,1 707,6,,,,,,
1800,Fatima zahra,Montbret 155-1801,1759,Imports,77,Liqueurs,,,,,Allemagne,,,10 173,,0,0,,33 858,,10 173,5,,,,,33 857,15
1801,Fatima zahra,Montbret 155-1802,1759,Imports,77,Liqueurs,,,,,Espagne,,,750,,0,0,,33 858,,750,,,,,,33 857,15
1802,Fatima zahra,Montbret 155-1803,1759,Imports,77,Liqueurs,,,,,Flandre,,,110,,0,0,,33 858,,110,,,,,,33 857,15
1803,Fatima zahra,Montbret 155-1804,1759,Imports,77,Liqueurs,,,,,Geneve,,,127,,0,0,,33 858,,127,,,,,,33 857,15
1804,Fatima zahra,Montbret 155-1805,1759,Imports,77,Liqueurs,,,,,Isles,,,609,,0,0,,33 858,,609,,,,,,33 857,15
1805,Fatima zahra,Montbret 155-1806,1759,Imports,77,Liqueurs,,,,,Italie,,,7 575,,0,0,,33 858,,7 575,,,,,,33 857,15
1806,Fatima zahra,Montbret 155-1807,1759,Imports,77,Liqueurs,,,,,Genes,,,3 825,,0,0,,33 858,,3 825,,,,,,33 857,15
1807,Fatima zahra,Montbret 155-1808,1759,Imports,77,Liqueurs,,,,,Savoye,,,10 675,,0,0,,33 858,,10 675,,,,,,33 857,15
1808,Fatima zahra,Montbret 155-1809,1759,Imports,77,Liqueurs,,,,,Suisse,,,14,,0,0,,33 858,,13,10,,,,,33 857,15
1809,Fatima zahra,Montbret 155-1810,1759,Imports,78,Litarge,,,,,Hollande,,,18 363,,0,0,,18 632,,18 362,17,,,,,18 631,12
1810,Fatima zahra,Montbret 155-1811,1759,Imports,78,Litarge,,,,,Nord,,,269,,0,0,,18 632,,268,15,,,,,18 631,12
1811,Fatima zahra,Montbret 155-1812,1759,Imports,78,Livres en blanc,,,,,Flandre,,,3 545,,0,0,,0,,3 545,2,,,,,,
1812,Fatima zahra,Montbret 155-1813,1759,Imports,78,Lizieres de drap,,,,,Allemagne,,,113,,0,0,,0,,112,10,,,,,,
1813,Fatima zahra,Montbret 155-1814,1759,Imports,78,Lunettes,,,,,Allemagne,,,14,,0,0,,834,,14,,,,,,834,
1814,Fatima zahra,Montbret 155-1815,1759,Imports,78,Lunettes,,,,,Espagne,,,220,,0,0,,834,,220,,,,,,834,
1815,Fatima zahra,Montbret 155-1816,1759,Imports,78,Lunettes,,,,,Savoye,,,600,,0,0,,834,,600,,,,,,834,
1816,Fatima zahra,Montbret 155-1817,1759,Imports,78,Lustres,,,,,Espagne,,,1 000,,0,0,,31 150,,1 000,,,,,,31 150,
1817,Fatima zahra,Montbret 155-1818,1759,Imports,78,Lustres,,,,,Italie,,,10 350,,0,0,,31 150,,10 350,,,,,,31 150,
1818,Fatima zahra,Montbret 155-1819,1759,Imports,78,Lustres,,,,,Naples,,,2 400,,0,0,,31 150,,2 400,,,,,,31 150,
1819,Fatima zahra,Montbret 155-1820,1759,Imports,78,Lustres,,,,,Genes,,,17 400,,0,0,,31 150,,17 400,,,,,,31 150,
1820,Fatima zahra,Montbret 155-1821,1759,Imports,78,Luth,,,,,Espagne,,,24,,0,0,,0,,24,,,,,,,
1821,Fatima zahra,Montbret 155-1822,1759,Imports,78,Macix,,,,,Hollande,,,4 727,,0,0,,0,,4 726,10,,,,,,
1822,Fatima zahra,Montbret 155-1823,1759,Imports,78,Maganaise,,,,,Hollande,,,527,,0,0,,0,,527,,,,,,,
1823,Fatima zahra,Montbret 155-1824,1759,Imports,78,Manches de mail,,,,,Savoye,,,1 600,,0,0,,0,,1 600,,,,,,,
1824,Fatima zahra,Montbret 155-1825,1759,Imports,78,Manchons,,,,,Allemagne,,,121,,0,0,,2 332,,121,,,,,,2 332,
1825,Fatima zahra,Montbret 155-1826,1759,Imports,78,Manchons,,,,,Espagne,,,40,,0,0,,2 332,,40,,,,,,2 332,
1826,Fatima zahra,Montbret 155-1827,1759,Imports,78,Manchons,,,,,Flandre,,,2 171,,0,0,,2 332,,2 171,,,,,,2 332,
1827,Fatima zahra,Montbret 155-1828,1759,Imports,79,Mane,,,,,Hollande,,,14,,0,0,,385 850,,13,10,,,,,385 849,10
1828,Fatima zahra,Montbret 155-1829,1759,Imports,79,Mane,,,,,Italie,,,90 869,,0,0,,385 850,,90 869,,,,,,385 849,10
1829,Fatima zahra,Montbret 155-1830,1759,Imports,79,Mane,,,,,Naples,,,81 900,,0,0,,385 850,,81 900,,,,,,385 849,10
1830,Fatima zahra,Montbret 155-1831,1759,Imports,79,Mane,,,,,Genes,,,54 590,,0,0,,385 850,,54 590,,,,,,385 849,10
1831,Fatima zahra,Montbret 155-1832,1759,Imports,79,Mane,,,,,Savoye,,,158 477,,0,0,,385 850,,158 477,,,,,,385 849,10
