Nom opérateur/trice,Cote du document source,Année,N° de page du PDF,Exportations/Importations,Pays d'origine,Familles de marchandises,Nom de la marchandise,Quantités marchandises,Unité de compte/quantités,Prix unitaire,Unité de compte,Prix unitaire / unité de compte Lt,Prix unitaire / unité de compte Sous,Prix unitaire / unité de compte Deniers,Valeur en décimale de Lt,Unité de compte,Total ,Unité de compte,Remarques
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,78,Exportations,Espagne,,Liqueurs,,,,,"26 234,00",,,26234,,"210031,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,78,Exportations,Flandre,,Liqueurs,,,,,"146,00",,,146,,"210031,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,78,Exportations,Genève,,Liqueurs,,,,,"255,00",,,255,,"210031,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,78,Exportations,Hollande,,Liqueurs,,,,,"113 623,00",,,113623,,"210031,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,78,Exportations,Isles,,Liqueurs,,,,,"13 728,00",,,13728,,"210031,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,78,Exportations,Italie,,Liqueurs,,,,,"11 634,00",,,11634,,"210031,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,78,Exportations,Naples,,Liqueurs,,,,,"375,00",,,375,,"210031,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,78,Exportations,Levant,,Liqueurs,,,,,"29 952,00",,,29952,,"210031,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Importations,Savoye,,Liqueurs,,,,,"11 136,00",,,11136,,"26089,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Importations,Suisse,,Liqueurs,,,,,"225,00",,,225,,"26089,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Importations,Angleterre,,Litarge,,,,,"207,00",,,207,,"21887,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Importations,Hollande,,Litarge,,,,,"19 327,00",11,,"19327,55",,"21887,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Importations,Nord,,Litarge,,,,,"12,00",10,,"12,5",,"21887,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Importations,Savoye,,Litarge,,,,,"2 340,00",,,2340,,"21887,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Importations,Flandre,,Livres ; en blanc,,,,,"4 036,00",10,,"4036,5",,"4036,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Importations,Savoye,,Lozes,,,,,"336,00",,,336,,"336,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Importations,Italie,,Lustres,,,,,"3 930,00",,,3930,,"60330,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Importations,Gènes,,Lustres,,,,,"54 900,00",,,54900,,"60330,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Importations,Savoye,,Lustres,,,,,"1 500,00",,,1500,,"60330,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Importations,Hollande,,Macis,,,,,"1 906,00",,,1906,,"1906,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Importations,Espagne,,Manades,,,,,"3 360,00",,,3360,,"3360,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Importations,Flandre,,Manchons,,,,,"120,00",,,120,,"120,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Nord,,Liqueurs,,,,,"375,00",,,375,,"210031,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Portugal,,Liqueurs,,,,,"112,00",,,112,,"210031,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Savoye,,Liqueurs,,,,,"6 747,00",,,6747,,"210031,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,suède,,Liqueurs,,,,,"156,00",,,156,,"210031,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Suisse,,Liqueurs,,,,,"37,00",10,,"37,5",,"210031,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Gènes,,Liqueurs,,,,,"3 300,00",,,3300,,"210031,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Allemagne,,Lits ; de plumes,,,,,"150,00",,,150,,"250,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Suisse,,Lits ; de plumes,,,,,"100,00",,,100,,"250,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Genève,,Litarges,,,,,"89,00",,,89,,"316,40",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Italie,,Litarges,,,,,"36,00",,,36,,"316,40",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Levant,,Litarges,,,,,"75,00",,,75,,"316,40",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Savoye,,Litarges,,,,,"18,00",,,18,,"316,40",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Suisse,,Litarges,,,,,"98,00",8,,"98,4",,"316,40",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Flandre,,Livres ; en blanc,,,,,"8 053,00",15,,"8053,75",,"8043,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Savoye,,Lizières,,,,,"640,00",,,640,,"640,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Savoye,,Lozes,,,,,"1 608,00",,,1608,,"1608,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Hollande,,Lunettes,,,,,"3 600,00",,,3600,,"3600,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Espagne,,Lustres,,,,,"900,00",,,900,,"3034,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Flandre,,Lustres,,,,,"100,00",,,100,,"3034,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Levant,,Lustres,,,,,"1 434,00",,,1434,,"3034,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Savoye,,Lustres,,,,,"600,00",,,600,,"3034,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Espagne,,Manchettes ; brodées,,,,,"508,00",,,508,,"4221,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Flandre,,Manchettes ; brodées,,,,,"1 894,00",,,1894,,"4221,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Hollande,,Manchettes ; brodées,,,,,"740,00",,,740,,"4221,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Isles,,Manchettes ; brodées,,,,,"504,00",,,504,,"4221,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Italie,,Manchettes ; brodées,,,,,"340,00",,,340,,"4221,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Levant,,Manchettes ; brodées,,,,,"15,00",,,15,,"4221,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Nord,,Manchettes ; brodées,,,,,"160,00",,,160,,"4221,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Portugal,,Manchettes ; brodées,,,,,"60,00",,,60,,"4221,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Allemagne,,Manchons,,,,,"5,00",,,5,,"563,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Flandre,,Manchons,,,,,"478,00",,,478,,"563,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,79,Exportations,Hollande,,Manchons,,,,,"80,00",,,80,,"563,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Hollande,,Mâne,,,,,"50,00",,,50,,"733190,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Italie,,Mâne,,,,,"157 263,00",,,157263,,"733190,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Naples,,Mâne,,,,,"290 997,00",,,290997,,"733190,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Gènes,,Mâne,,,,,"208 717,00",,,208717,,"733190,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Levant,,Mâne,,,,,"1 395,00",,,1395,,"733190,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Savoye,,Mâne,,,,,"74 768,00",,,74768,,"733190,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Hollande,,Maniquette,,,,,"67,00",10,,"67,5",,"67,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Savoye,,Maquets,,,,,"631,00",,,631,,"631,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Danemark,,Maquereaux,,,,,"53 975,00",,,53975,,"413942,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Espagne,,Maquereaux,,,,,"13 917,00",10,,"13917,5",,"413942,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Hollande,,Maquereaux,,,,,"106 886,00",5,,"106886,25",,"413942,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Nord,,Maquereaux,,,,,"239 163,00",15,,"239163,75",,"413942,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Allemagne,,Marbre ; brut,,,,,"150,00",,,150,,"6767,95",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Espagne,,Marbre ; brut,,,,,"4,00",19,,"4,95",,"6767,95",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Genève,,Marbre ; brut,,,,,"3 975,00",,,3975,,"6767,95",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Hollande,,Marbre ; brut,,,,,"3,00",,,3,,"6767,95",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Italie,,Marbre ; brut,,,,,"2 155,00",,,2155,,"6767,95",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Naples,,Marbre ; brut,,,,,"300,00",,,300,,"6767,95",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Gènes,,Marbre ; brut,,,,,"180,00",,,180,,"6767,95",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Allemagne,,"Marbre , ouvré",,,,,"580,00",,,580,,"11826,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Flandre,,"Marbre , ouvré",,,,,"8 766,00",,,8766,,"11826,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Italie,,"Marbre , ouvré",,,,,"60,00",,,60,,"11826,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Naples,,"Marbre , ouvré",,,,,"2 000,00",,,2000,,"11826,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Suisse,,"Marbre , ouvré",,,,,"420,00",,,420,,"11826,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Allemagne,,Marchandises ; mêlées,,,,,"80 186,00",10,,"80186,5",,"100934,15",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Angleterre,,Marchandises ; mêlées,,,,,"874,00",15,,"874,75",,"100934,15",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Danemark,,Marchandises ; mêlées,,,,,"5 058,00",,,5058,,"100934,15",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Espagne,,Marchandises ; mêlées,,,,,"4 691,00",18,,"4691,9",,"100934,15",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Flandre,,Marchandises ; mêlées,,,,,"3 554,00",,,3554,,"100934,15",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Genève,,Marchandises ; mêlées,,,,,"632,00",,,632,,"100934,15",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Hollande,,Marchandises ; mêlées,,,,,"3 196,00",,,3196,,"100934,15",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Italie,,Marchandises ; mêlées,,,,,"1 165,00",10,,"1165,5",,"100934,15",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Naples,,Marchandises ; mêlées,,,,,"384,00",,,384,,"100934,15",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Gènes,,Marchandises ; mêlées,,,,,"39,00",,,39,,"100934,15",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Nord,,Marchandises ; mêlées,,,,,"80,00",,,80,,"100934,15",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Portugal,,Marchandises ; mêlées,,,,,"417,00",10,,"417,5",,"100934,15",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Savoye,,Marchandises ; mêlées,,,,,"585,00",,,585,,"100934,15",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Importations,Suisse,,Marchandises ; mêlées,,,,,"70,00",,,70,,"100934,15",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Espagne,,Mâne,,,,,"6 389,00",10,,"6389,5",,"12111,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Hollande,,Mâne,,,,,"700,00",,,700,,"12111,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Nord,,Mâne,,,,,"997,00",,,997,,"12111,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Savoye,,Mâne,,,,,"4 025,00",,,4025,,"12111,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Savoye,,Maquets,,,,,"92,00",,,92,,"92,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Allemagne,,Marbre ; brut,,,,,"3 744,00",,,3744,,"3929,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Espagne,,Marbre ; brut,,,,,"41,00",5,,"41,25",,"3929,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Flandre,,Marbre ; brut,,,,,"84,00",,,84,,"3929,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Hollande,,Marbre ; brut,,,,,"60,00",,,60,,"3929,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Allemagne,,Marbre ; ouvré,,,,,"2 238,00",,,2238,,"2972,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Espagne,,Marbre ; ouvré,,,,,"540,00",,,540,,"2972,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Flandre,,Marbre ; ouvré,,,,,"194,00",,,194,,"2972,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Allemagne,,Marchandises ; mêlées,,,,,"897 206,00",,,897206,,"2112735,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Angleterre,,Marchandises ; mêlées,,,,,"19 681,00",5,,"19681,25",,"2112735,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Danemark,,Marchandises ; mêlées,,,,,"257,00",,,257,,"2112735,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Espagne,,Marchandises ; mêlées,,,,,"595 915,00",6,,"595915,3",,"2112735,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Flandre,,Marchandises ; mêlées,,,,,"183 143,00",,,183143,,"2112735,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Genève,,Marchandises ; mêlées,,,,,"120,00",10,,"120,5",,"2112735,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Hollande,,Marchandises ; mêlées,,,,,"210 653,00",,,210653,,"2112735,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Isles,,Marchandises ; mêlées,,,,,"51 083,00",,,51083,,"2112735,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Italie,,Marchandises ; mêlées,,,,,"44 240,00",,,44240,,"2112735,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Gènes,,Marchandises ; mêlées,,,,,"60,00",,,60,,"2112735,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Nord,,Marchandises ; mêlées,,,,,"1 485,00",,,1485,,"2112735,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Portugal,,Marchandises ; mêlées,,,,,"65 916,00",,,65916,,"2112735,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Savoye,,Marchandises ; mêlées,,,,,"2,00",10,,"2,5",,"2112735,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,80,Exportations,Suisse,,Marchandises ; mêlées,,,,,"42 972,00",10,,"42972,5",,"2112735,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Espagne,,Marègue,,,,,"280,00",,,280,,"280,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Gènes,,Masques,,,,,"525,00",,,525,,"597,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Savoye,,Masques,,,,,"72,00",,,72,,"597,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Italie,,Masses ; de bois,,,,,"750,00",,,750,,"750,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Hollande,,Massisot,,,,,"620,00",,,620,,"620,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Hollande,,Mastic,,,,,"3,00",12,,"3,6",,"2313,60",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Levant,,Mastic,,,,,"2 310,00",,,2310,,"2313,60",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Espagne,,Mats ; divers,,,,,"1 200,00",,,1200,,"1800,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Savoye,,Mats ; divers,,,,,"600,00",,,600,,"1800,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Danemark,,Mats ; petits,,,,,"5 385,00",,,5385,,"7509,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Hollande,,Mats ; petits,,,,,"60,00",,,60,,"7509,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Nord,,Mats ; petits,,,,,"1 980,00",,,1980,,"7509,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Suède,,Mats ; petits,,,,,"84,00",,,84,,"7509,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Danemark,,Mats ; matures,,,,,"400,00",,,400,,"14320,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Hollande,,Mats ; matures,,,,,"13 920,00",,,13920,,"14320,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Allemagne,,Matelats ; de laine,,,,,"50,00",,,50,,"130,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Flandre,,Matelats ; de laine,,,,,"80,00",,,80,,"130,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Flandre,,Mèche,,,,,"2 322,00",,,2322,,"2451,60",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Hollande,,Mèche,,,,,"129,00",12,,"129,6",,"2451,60",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Allemagne,,Mercerie,,,,,"546 139,00",10,,"546139,5",,"1257237,80",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Espagne,,Mercerie,,,,,"222 204,00",19,,"222204,95",,"1257237,80",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Flandre,,Mercerie,,,,,"294 416,00",16,,"294416,8",,"1257237,80",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Genève,,Mercerie,,,,,"2 347,00",10,,"2347,5",,"1257237,80",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Hollande,,Mercerie,,,,,"91 529,00",1,,"91529,05",,"1257237,80",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Italie,,Mercerie,,,,,"10 870,00",,,10870,,"1257237,80",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Naples,,Mercerie,,,,,"1 400,00",,,1400,,"1257237,80",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Gènes,,Mercerie,,,,,"24 580,00",,,24580,,"1257237,80",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Levant,,Mercerie,,,,,"4 438,00",,,4438,,"1257237,80",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Importations,Nord,,Mercerie,,,,,"41 220,00",,,41220,,"1257237,80",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Exportations,Suisse,,Marechauderie,,,,,"225,00",,,225,,"225,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Exportations,Espagne,,Marègue,,,,,"71,00",10,,"71,5",,"71,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Exportations,Allemagne,,Marons,,,,,"52,00",10,,"52,5",,"385,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Exportations,Flandre,,Marons,,,,,"327,00",,,327,,"385,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Exportations,Hollande,,Marons,,,,,"6,00",,,6,,"385,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Exportations,Espagne,,Mats ; matures,,,,,"30 300,00",,,30300,,"30300,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Exportations,Allemagne,,Matelats ; de laine,,,,,"475,00",,,475,,"1348,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Exportations,Espagne,,Matelats ; de laine,,,,,"110,00",,,110,,"1348,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Exportations,Flandre,,Matelats ; de laine,,,,,"457,00",,,457,,"1348,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Exportations,Isles,,Matelats ; de laine,,,,,"156,00",,,156,,"1348,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Exportations,Suisse,,Matelats ; de laine,,,,,"150,00",,,150,,"1348,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,81,Exportations,Allemagne,,Mercerie,,,,,"834 428,00",15,,"834428,75",,"6065570,25",,
